Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1390C-4H-7-A,339,U1390,C,4,4-7,H,7,A,0,8,32.4,32.48,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 5/1 (gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,slight_339 [DB91],3,few [A48],,"common black specks, forams present",100,100,
339-U1390C-4H-7-A,339,U1390,C,4,4-7,H,7,A,8,73,32.48,33.13,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,rare [A48],,"few black specks, forams present",100,100,
339-U1390C-4H-CC-A,339,U1390,C,4,4-CC,H,CC,A,0,31,33.13,33.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,,,"few black specks, forams present",100,100,
339-U1390C-5H-1-A,339,U1390,C,5,5-1,H,1,A,0,120,32.9,34.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Forams and black specks present. ,100,100,
339-U1390C-5H-1-A,339,U1390,C,5,5-1,H,1,A,120,152,34.1,34.42,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
339-U1390C-5H-2-A,339,U1390,C,5,5-2,H,2,A,0,10,34.42,34.52,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
339-U1390C-5H-2-A,339,U1390,C,5,5-2,H,2,A,10,138,34.52,35.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
339-U1390C-5H-2-A,339,U1390,C,5,5-2,H,2,A,138,145,35.8,35.87,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,Forams and black specks present. ,100,100,
339-U1390C-5H-2-A,339,U1390,C,5,5-2,H,2,A,145,152,35.87,35.94,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
339-U1390C-5H-3-A,339,U1390,C,5,5-3,H,3,A,0,24,35.94,36.18,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
339-U1390C-5H-3-A,339,U1390,C,5,5-3,H,3,A,24,38,36.18,36.32,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate [Leg339],sandy mud   with biogenic carbonate [Leg339],100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,bigradational bedding,,,,,slight_339 [DB91],3,,,Forams and black specks present. ,100,100,
339-U1390C-5H-3-A,339,U1390,C,5,5-3,H,3,A,38,60,36.32,36.54,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
339-U1390C-5H-3-A,339,U1390,C,5,5-3,H,3,A,60,143,36.54,37.37,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and black specks present. ",100,100,
