Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Dictyococcites bisectus,Chiasmolithus altus,Cyclicargolithus floridanus,Sphenolithus moriformis,Helicosphaera intermedia,Discoaster deflandrei,Cyclicargolithus abisectus,Coccolithus pelagicus,Coccolithus miopelagicus,Discoaster spp.,Calcidiscus leptoporus,Pontosphaera spp.,Calcidiscus premacintyrei,Calcidiscus macintyrei,Reticulofenestra spp.,Discoaster kugleri,Reticulofenestra gelida,Reticulofenestra pseudoumbilica,Helicosphaera spp.,Reticulofenestra perplexa,Discoaster surculus,Triquetrorhabdulus rugosus,Gephyrocapsa > 4.5,Pseudoemiliania lacunosa,Comment
  IR,                 ,                 ,                  ,              ,189,1171,C,  6,H,CC,  18.00,     57.4500,nannos   ,Nannofossils                                 ,A              ,G                 ,                       ,                   ,                           ,                       ,                        ,                     ,                          ,                     ,                        ,               ,C                     ,                 ,                         ,C                     ,                     ,                  ,A                      ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C,  7,H,CC,  23.00,     67.1300,nannos   ,Nannofossils                                 ,A              ,G                 ,                       ,                   ,                           ,                       ,                        ,                     ,                          ,                     ,                        ,               ,C                     ,                 ,                         ,C                     ,                     ,                  ,A                      ,                               ,                  ,                         ,                   ,R                         ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C,  8,H,CC,   0.00,     75.3300,nannos   ,Nannofossils                                 ,A              ,G                 ,                       ,                   ,                           ,                       ,                        ,                     ,                          ,                     ,                        ,               ,C                     ,                 ,                         ,C                     ,                     ,                  ,A                      ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C,  9,H,CC,  12.00,     85.6400,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,                       ,                        ,                     ,                          ,                     ,                        ,R              ,C                     ,                 ,                         ,F                     ,                     ,                  ,A                      ,                               ,                  ,C                        ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 10,H,CC,  14.00,     94.4000,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,F                      ,                        ,                     ,                          ,C                    ,                        ,               ,                      ,                 ,                         ,F                     ,                     ,                  ,A                      ,C                              ,                  ,                         ,R                  ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 11,H,CC,   0.00,    104.1200,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,R                      ,                        ,                     ,                          ,F                    ,                        ,               ,C                     ,                 ,                         ,R                     ,                     ,                  ,A                      ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 12,X,CC,  11.00,    109.9200,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,R                      ,                        ,                     ,                          ,C                    ,                        ,               ,C                     ,                 ,                         ,C                     ,                     ,                  ,A                      ,F                              ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 13,X,CC,  13.00,    115.7200,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,F                      ,                        ,                     ,                          ,C                    ,                        ,               ,A                     ,                 ,                         ,A                     ,                     ,                  ,A                      ,C                              ,                  ,F                        ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 14,X,CC,  13.00,    123.4900,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,C                      ,                        ,                     ,                          ,                     ,C                       ,               ,C                     ,                 ,                         ,                      ,                     ,                  ,A                      ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 15,X,CC,  13.00,    134.4500,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,F                      ,                        ,                     ,                          ,A                    ,                        ,               ,C                     ,                 ,                         ,C                     ,                     ,                  ,A                      ,C                              ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 16,X,CC,  17.00,    139.6600,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,F                      ,                        ,                     ,                          ,                     ,C                       ,               ,C                     ,                 ,                         ,F                     ,                     ,                  ,A                      ,F                              ,R                 ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 17,X,CC,  11.00,    150.1800,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,                           ,F                      ,                        ,                     ,                          ,A                    ,                        ,               ,                      ,                 ,                         ,C                     ,                     ,                  ,C                      ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Miocene     ,                 ,CN5a              ,              ,189,1171,C, 18,X,CC,  16.00,    162.9300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,A                          ,                       ,                        ,                     ,                          ,C                    ,                        ,               ,                      ,                 ,F                        ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 19,X,CC,  12.00,    172.7600,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,D                          ,                       ,                        ,                     ,                          ,F                    ,C                       ,               ,F                     ,                 ,F                        ,                      ,                     ,F                 ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 20,X,CC,  16.00,    181.1000,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,A                          ,                       ,F                       ,                     ,                          ,A                    ,                        ,               ,C                     ,                 ,C                        ,                      ,C                    ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 21,X,CC,  18.00,    190.1100,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,A                          ,F                      ,                        ,                     ,                          ,A                    ,F                       ,               ,F                     ,                 ,F                        ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 22,X,CC,  16.00,    198.9300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,C                          ,                       ,                        ,R                    ,R                         ,A                    ,                        ,F              ,F                     ,                 ,F                        ,F                     ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 23,X,CC,  18.00,    210.1200,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,F                          ,F                      ,                        ,                     ,                          ,A                    ,                        ,               ,F                     ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 24,X,CC,  23.00,    219.7400,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,F                          ,F                      ,                        ,F                    ,                          ,D                    ,                        ,               ,R                     ,F                ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 25,X,CC,  19.00,    228.4800,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,F                          ,F                      ,                        ,                     ,F                         ,C                    ,A                       ,C              ,R                     ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 26,X,CC,  14.00,    237.5600,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,F                          ,F                      ,R                       ,F                    ,A                         ,A                    ,C                       ,               ,                      ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 27,X,CC,  36.00,    247.3300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,A                          ,                       ,                        ,                     ,                          ,                     ,                        ,               ,                      ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 28,X,CC,  29.00,    253.7900,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,A                          ,                       ,                        ,                     ,                          ,                     ,                        ,               ,                      ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 29,X,CC,  35.00,    264.8300,nannos   ,Nannofossils                                 ,A              ,M                 ,                       ,                   ,A                          ,                       ,                        ,                     ,                          ,                     ,                        ,               ,                      ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 30,X,CC,  13.00,    272.8700,nannos   ,Nannofossils                                 ,A              ,M                 ,C                      ,C                  ,                           ,                       ,                        ,                     ,                          ,                     ,                        ,               ,                      ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1171,C, 31,X,CC,  28.00,    274.4300,nannos   ,Nannofossils                                 ,R              ,P                 ,R                      ,R                  ,                           ,                       ,                        ,                     ,                          ,                     ,                        ,               ,                      ,                 ,                         ,                      ,                     ,                  ,                       ,                               ,                  ,                         ,                   ,                          ,                  ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
