Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Sphenolithus spiniger	Sphenolithus radians	Sphenolithus moriformis	Sphenolithus furcatolithoides	Reticulofenestra samodurovii	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Pontosphaera segmenta	Pontosphaera formosa	Pedinocyclus larvalis	Nannotetrina sp. (small)	Markalius sp. 1	Markalius inversus	Lanternithus minutus	Holococcolith type A	Helicosphaera seminulum	Helicosphaera lophota	Ericsonia formosa	Discoaster saipanensis	Discoaster barbadiensis	Cyclicargolithus floridanus	Cruciplacolithus vanheckae	Cruciplacolithus staurion	Cruciplacolithus spp.	Coccolithus sp.1	Coccolithus pelagicus	Coccolithus eopelagicus	Chiasmolithus titus	Chiasmolithus solitus	Chiasmolithus grandis	Chiasmolithus gigas	Campylosphaera dela	Calcidiscus protoannulus	Bramletteius serraculoides	Sphenolithus pseudoradians	Nannotetrina austriacus	Nannotetrina alata	Discoaster nodifer	Cruciplacolithus cruciformis	Pontosphaera scissura	Markalius sp. 2	Helicosphaera heezenii	Ericsonia pacifica	Discoaster tanii	Toweius? sp. 1	Discoaster deflandrei	Cyclolithella kalianata	Chiasmolithus medius	Chiasmolithus consuetus	Discoaster bifax	Chiasmolithus expansus	Calcidiscus kingii	Dictyococcites scrippsae	Cruciplacolithus cf. tarquinius	Helicosphaera reticulata	Reticulofenestra umbilica	Braarudosphaera bigelowii	Cribrocentrum reticulatum	Sphenolithus intercalaris	Helicosphaera compacta	Sphenolithus predistentus	Dictyococcites bisectus	Sphenolithus obtusus	Coronocyclus nitescens	Helicosphaera intermedia	Hayella situliformis	Helicosphaera euphratis	Isthmolithus recurvus	Ericsonia subdisticha	Ericsonia obruta	Cruciplacolithus tarquinius	Pedinocyclus sp.	Sphenolithus aff. distentus	Peritrachelina joidesa	Helicosphaera bramlettei	Helicosphaera perch-nielseniae	Discoaster adamanteus	Cyclicargolithus abisectus	Helicosphaera recta	Sphenolithus distentus	Sphenolithus aff. ciperoensis	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus ciperoensis	Coccolithus miopelagicus	Hayaster perplexus	Sphenolithus dissimilis	Coccolithus fuscus	Catinaster umbrellus	Crassidiscus backmanii	Syracosphaera sp. 1	Thoracosphaera spp.	Sphenolithus conicus	Sphenolithus calyculus	Sphenolith (unspecified taxon or taxa)	Reticulofenestra daviesii	Cyclicargolithus abisectus (> 10 microns)	Cyclicargolithus abisectus (< 10 microns)	Clausicoccus fenestratus	Pontosphaera spp.	Discoaster woodringii	Ilselithina fusa	Sphenolithus delphix	Reticulofenestrid taxa	Reticulofenestra aff. pseudoumbilicus	Hayella aperta	Discoaster moorei	Discoaster extensus-dilatus group	Sphenolithus capricornutus	Discoaster druggii	Discoaster aff. druggii	Sphenolithus dissimilis/belemnos	Coronocyclus serratus	Sphenolithus pseudoheteromorphus	Coccolithus radiatus	Geminilithella rotula	Calcidiscus leptoporus	Dictyococcites spp.	Sphenolithus multispinatus	Triquetrorhabdulus protodecimae	Sphenolithus belemnos	Sphenolithus heteromorphus	Discoaster variabilis	Helicosphaera carteri	Discoaster exilis	Triquetrorhabdulus backmanii	Discoaster formosus	Triquetrorhabdulus curvus	Sphenolithus milanettii	Discoaster signus-tuberi	Discoaster subsurculus	Calcidiscus premacintyrei	Reticulofenestra pseudoumbilicus	Discoaster musicus	Triquetrorhabdulus rugosus/rioensis	Scyphosphaera spp.	Syracosphaera spp.	Discoaster brouweri	Discoaster aff. calcaris	Discoaster kugleri	Calcidiscus macintyrei	Discoaster aulakos	Catinaster coalitus	Discoaster pseudovariabilis	Discoaster hamatus	Discoaster bollii	Discoaster bellus	Catinaster calyculus	Minylitha convallis	Discoaster prepentaradiatus	Discoaster neohamatus	Discoaster surculus	Discoaster pentaradiatus	Discoaster intercalaris	Discoaster asymmetricus	Discoaster sp. 1	Discoaster sp. 2	Discoaster quinqueramus/berggrenii	Discoaster pansus	Discoaster tamalis	Discoaster loeblichii	Discoaster icarus	Discoaster triradiatus	Amaurolithus primus	Amaurolithus delicatus	Amaurolithus amplificus	Amaurolithus tricorniculatus	Umbilicosphaera spp.	Ceratolithus rugosus	Ceratolithus acutus	Ceratolithus armatus	Discoaster tristellifer	Helicosphaera sellii	Pseudoemiliania lacunosa	Ceratolithus cristatus	Comment

  SR	                 	                 	CP15a             	              	115	 709	C	 32	X	CC	  33.00	    305.0300	Okada    	Nannofossils                                 	A              	M                 	1.0%                   	                     	                    	4.0%                   	                             	                            	                         	                                 	R                    	                    	1.0%                 	                        	               	                  	R                   	F                   	                       	                     	F                	6.0%                  	6.0%                   	21.0%                      	                          	                         	                     	1.0%            	5.0%                 	F                      	F                  	                     	                     	                   	                   	                        	2.0%                      	F                         	                       	                  	F                 	                            	                     	               	F                     	                  	R               	              	                     	R                      	                    	                       	                	                      	9.0%              	8.0%                    	                               	F                       	                         	                         	3.0%                     	                         	R                     	                         	25.0%                  	R                   	F                     	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP15a             	              	115	 709	C	 33	X	 1	  43.00	    305.5300	Okada    	Nannofossils                                 	A              	M                 	F                      	                     	                    	4.0%                   	                             	                            	                         	                                 	R                    	                    	F                    	                        	R              	                  	R                   	F                   	                       	                     	F                	4.0%                  	7.0%                   	16.0%                      	                          	                         	                     	F               	6.0%                 	F                      	F                  	                     	                     	                   	                   	                        	6.0%                      	F                         	                       	                  	R                 	                            	                     	               	1.0%                  	                  	F               	              	                     	R                      	                    	                       	                	                      	9.0%              	16.0%                   	                               	F                       	                         	                         	1.0%                     	                         	R                     	                         	25.0%                  	R                   	F                     	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP15a             	              	115	 709	C	 33	X	 2	  43.00	    307.0300	Okada    	Nannofossils                                 	A              	M                 	5.0%                   	                     	                    	6.0%                   	                             	                            	                         	                                 	R                    	R                   	F                    	                        	R              	                  	R                   	R                   	                       	                     	1.0%             	4.0%                  	7.0%                   	8.0%                       	                          	                         	                     	R               	6.0%                 	F                      	R                  	                     	                     	                   	                   	                        	4.0%                      	1.0%                      	                       	                  	R                 	                            	                     	               	F                     	                  	F               	              	                     	                       	                    	                       	                	                      	6.0%              	15.0%                   	                               	F                       	R                        	                         	9.0%                     	                         	R                     	                         	23.0%                  	                    	F                     	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP15a             	              	115	 709	C	 33	X	 3	  43.00	    308.5300	Okada    	Nannofossils                                 	A              	M                 	1.0%                   	                     	R                   	4.0%                   	                             	F                           	R                        	                                 	                     	                    	F                    	                        	R              	                  	F                   	3.0%                	                       	                     	2.0%             	3.0%                  	3.0%                   	8.0%                       	                          	                         	                     	F               	4.0%                 	1.0%                   	R                  	                     	                     	                   	                   	                        	4.0%                      	1.0%                      	                       	                  	R                 	                            	                     	               	1.0%                  	                  	F               	              	                     	                       	                    	                       	                	                      	6.0%              	17.0%                   	                               	F                       	F                        	                         	10.0%                    	                         	F                     	                         	22.0%                  	                    	F                     	R                       	R                   	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	                  	              	115	 709	C	 33	X	 4	  43.00	    310.0300	Okada    	Nannofossils                                 	A              	M                 	2.0%                   	                     	                    	F                      	                             	                            	                         	F                                	R                    	                    	1.0%                 	                        	F              	                  	F                   	F                   	                       	R                    	1.0%             	9.0%                  	3.0%                   	38.0%                      	                          	                         	                     	R               	10.0%                	F                      	F                  	                     	F                    	                   	F                  	F                       	3.0%                      	F                         	                       	                  	R                 	                            	                     	               	1.0%                  	                  	R               	              	                     	                       	                    	                       	                	                      	2.0%              	5.0%                    	                               	F                       	R                        	                         	1.0%                     	F                        	F                     	R                        	11.0%                  	4.0%                	                      	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	questionable zone assignment.moderate reworking.from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	                  	              	115	 709	C	 33	X	 5	  43.00	    311.5300	Okada    	Nannofossils                                 	A              	M                 	2.0%                   	2.0%                 	                    	7.0%                   	2.0%                         	3.0%                        	                         	F                                	R                    	                    	F                    	                        	F              	R                 	F                   	F                   	                       	R                    	2.0%             	10.0%                 	10.0%                  	31.0%                      	                          	                         	F                    	1.0%            	12.0%                	1.0%                   	F                  	                     	F                    	                   	1.0%               	1.0%                    	1.0%                      	F                         	                       	                  	R                 	                            	                     	               	1.0%                  	                  	                	              	                     	                       	                    	                       	                	                      	1.0%              	                        	                               	F                       	F                        	                         	2.0%                     	                         	F                     	                         	                       	                    	                      	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	questionable zone assignment.heavy reworking.from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP14b             	              	115	 709	C	 33	X	 6	  43.00	    313.0300	Okada    	Nannofossils                                 	A              	P                 	1.0%                   	                     	R                   	2.0%                   	                             	                            	                         	F                                	R                    	R                   	1.0%                 	                        	F              	R                 	F                   	2.0%                	                       	F                    	F                	F                     	7.0%                   	30.0%                      	                          	                         	F                    	F               	6.0%                 	1.0%                   	F                  	                     	F                    	                   	F                  	                        	5.0%                      	F                         	                       	                  	R                 	                            	                     	               	1.0%                  	                  	R               	              	                     	                       	                    	                       	                	                      	2.0%              	13.0%                   	                               	F                       	                         	                         	3.0%                     	F                        	F                     	                         	14.0%                  	4.0%                	R                     	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP14b             	              	115	 709	C	 33	X	CC	  30.00	    313.4300	Okada    	Nannofossils                                 	A              	P                 	4.0%                   	6.0%                 	R                   	3.0%                   	                             	F                           	                         	F                                	R                    	                    	F                    	                        	F              	R                 	1.0%                	1.0%                	R                      	F                    	1.0%             	2.0%                  	7.0%                   	35.0%                      	                          	                         	R                    	F               	11.0%                	F                      	F                  	rR                   	R                    	                   	F                  	                        	2.0%                      	F                         	                       	                  	R                 	                            	                     	               	2.0%                  	R                 	                	              	                     	                       	                    	                       	                	                      	1.0%              	3.0%                    	                               	F                       	F                        	                         	4.0%                     	6.0%                     	F                     	F                        	2.0%                   	                    	                      	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP14b             	              	115	 709	C	 34	X	 1	  43.00	    315.2300	Okada    	Nannofossils                                 	A              	M                 	F                      	15.0%                	R                   	6.0%                   	F                            	1.0%                        	F                        	1.0%                             	R                    	                    	F                    	                        	F              	R                 	1.0%                	F                   	R                      	F                    	2.0%             	13.0%                 	9.0%                   	15.0%                      	R                         	                         	F                    	F               	20.0%                	F                      	1.0%               	                     	F                    	                   	F                  	R                       	F                         	F                         	                       	                  	                  	                            	                     	               	1.0%                  	F                 	                	              	                     	R                      	                    	                       	                	                      	1.0%              	R                       	                               	R                       	F                        	                         	1.0%                     	2.0%                     	F                     	F                        	                       	                    	                      	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP14b             	              	115	 709	C	 34	X	 2	  43.00	    316.7300	Okada    	Nannofossils                                 	A              	M                 	1.0%                   	5.0%                 	R                   	3.0%                   	2.0%                         	2.0%                        	F                        	F                                	R                    	                    	F                    	                        	1.0%           	R                 	1.0%                	F                   	R                      	F                    	1.0%             	6.0%                  	2.0%                   	47.0%                      	R                         	                         	                     	F               	12.0%                	F                      	F                  	                     	R                    	                   	F                  	F                       	2.0%                      	F                         	                       	                  	                  	                            	                     	               	1.0%                  	F                 	                	              	                     	                       	                    	                       	                	R                     	F                 	                        	                               	R                       	1.0%                     	                         	1.0%                     	F                        	F                     	                         	                       	                    	                      	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.

  SR	                 	                 	CP14b             	              	115	 709	C	 34	X	 3	  43.00	    318.2300	Okada    	Nannofossils                                 	A              	M                 	7.0%                   	5.0%                 	R                   	4.0%                   	4.0%                         	F                           	F                        	F                                	R                    	                    	F                    	                        	F              	R                 	                    	1.0%                	R                      	F                    	2.0%             	7.0%                  	5.0%                   	43.0%                      	                          	                         	                     	F               	10.0%                	F                      	1.0%               	                     	F                    	                   	F                  	2.0%                    	2.0%                      	F                         	                       	                  	                  	                            	                     	               	F                     	F                 	                	              	                     	                       	                    	                       	                	                      	F                 	                        	                               	                        	F                        	                         	F                        	                         	R                     	                         	                       	                    	                      	                        	                    	                       	                     	                     	                	                           	                	                           	                      	                        	                              	                     	                          	                   	                      	                             	                          	                            	                        	                        	                  	                       	                  	                    	                      	                   	                   	                    	                      	                                      	                         	                                         	                                         	                        	                 	                     	                	                    	                      	                                     	              	                 	                                 	                          	                  	                       	                                	                     	                                	                    	                     	                      	                   	                          	                               	                     	                          	                     	                     	                 	                            	                   	                         	                       	                        	                      	                         	                                	                  	                                   	                  	                  	                   	                        	                  	                      	                  	                   	                           	                  	                 	                 	                    	                   	                           	                     	                   	                        	                       	                       	                	                	                                  	                 	                  	                     	                 	                      	                   	                      	                       	                            	                    	                    	                   	                    	                       	                    	                        	                      	from 115 SR. Chapter 14. Table 9. pages 148-150.
