Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Umbellosphaera irregularis,Thoracosphaera spp.,Syracosphaera spp.,Scapholithus fossilis,Rhabdosphaera spp.,Reticulofenestra spp. (small - medium),Reticulofenestra spp. (large),Pseudoemiliania lacunosa E,Pseudoemiliania lacunosa C,Oolithotus antillarum,Helicosphaera sellii,Helicosphaera carteri,Gephyrocapsa spp. (small),Gephyrocapsa spp. (large),Gephyrocapsa sp. 3,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Emiliania huxleyi,Discoaster brouweri,Cyclolithus annulus,Coccolithus pelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 1,  81.00,      0.8100,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.4%2              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,9.0%46               ,29.4%150                 ,.0%0                     ,.0%0              ,6.7%34                    ,2.9%15                   ,45.6%233         ,.0%0               ,1.0%5              ,1.6%8                ,.0%0                  ,3.5%18                ,Total count = 511; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 1, 100.00,      1.0000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,2.5%13               ,40.6%208                 ,.0%0                     ,.0%0              ,8.2%42                    ,2.3%12                   ,37.9%194         ,.0%0               ,1.0%5              ,2.3%12               ,.0%0                  ,5.1%26                ,Total count = 512; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 1, 120.00,      1.2000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,2.2%11               ,23.0%116                 ,.0%0                     ,.0%0              ,25.6%129                  ,6.6%33                   ,25.4%128         ,.0%0               ,2.4%12             ,.8%4                 ,.0%0                  ,13.9%70               ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 1, 140.00,      1.4000,Erba     ,Nannofossils                                 ,               ,                  ,.6%3                      ,.2%1               ,.2%1              ,.2%1                 ,.2%1              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,4.7%24               ,22.8%116                 ,.0%0                     ,.0%0              ,20.8%106                  ,10.4%53                  ,26.5%135         ,.0%0               ,1.8%9              ,.4%2                 ,.0%0                  ,11.2%57               ,Total count = 509; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2,   1.00,      1.5100,Erba     ,Nannofossils                                 ,               ,                  ,.2%1                      ,.2%1               ,.6%3              ,.0%0                 ,.2%1              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,6.4%33               ,40.2%206                 ,.0%0                     ,.0%0              ,14.4%74                   ,4.9%25                   ,20.5%105         ,.0%0               ,.4%2               ,1.4%7                ,.0%0                  ,10.7%55               ,Total count = 513; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2,  30.00,      1.8000,Erba     ,Nannofossils                                 ,               ,                  ,.4%2                      ,.0%0               ,.2%1              ,.0%0                 ,.8%4              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.4%2                 ,.0%0                ,7.6%39               ,15.9%82                  ,.0%0                     ,.0%0              ,9.3%48                    ,2.3%12                   ,54.8%282         ,.0%0               ,.4%2               ,1.2%6                ,.0%0                  ,6.8%35                ,Total count = 505; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2,  50.00,      2.0000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,8.0%42               ,40.9%216                 ,.0%0                     ,.0%0              ,18.9%100                  ,8.3%44                   ,9.9%52           ,.0%0               ,1.7%9              ,1.5%8                ,.0%0                  ,10.8%57               ,Total count = 528; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2,  68.00,      2.1800,Erba     ,Nannofossils                                 ,               ,                  ,.2%1                      ,.2%1               ,1.0%5             ,.4%2                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,4.5%23               ,61.7%317                 ,.0%0                     ,.0%0              ,9.1%47                    ,3.9%20                   ,14.6%75          ,.0%0               ,.4%2               ,1.2%6                ,.0%0                  ,2.9%15                ,Total count = 514; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2,  90.00,      2.4000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.2%1                 ,49.6%287                 ,.0%0                     ,.0%0              ,26.8%155                  ,4.8%28                   ,8.5%49           ,.0%0               ,.0%0               ,3.3%19               ,.0%0                  ,6.9%40                ,Total count = 579; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2, 110.00,      2.6000,Erba     ,Nannofossils                                 ,               ,                  ,.2%1                      ,.2%1               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.8%4                 ,28.2%142                 ,.0%0                     ,.0%0              ,40.3%203                  ,16.1%81                  ,4.6%23           ,.0%0               ,1.8%9              ,.4%2                 ,.0%0                  ,7.5%38                ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 2, 130.00,      2.8000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,1.8%9                ,38.5%196                 ,.0%0                     ,.0%0              ,28.3%144                  ,20.2%103                 ,.6%3             ,.0%0               ,.6%3               ,1.6%8                ,.0%0                  ,8.3%42                ,Total count = 509; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3,   1.00,      3.0100,Erba     ,Nannofossils                                 ,               ,                  ,.4%2                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,2.0%10               ,29.5%150                 ,.0%0                     ,.0%0              ,31.0%158                  ,24.8%126                 ,2.6%13           ,.0%0               ,.2%1               ,1.4%7                ,.0%0                  ,8.3%42                ,Total count = 509; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3,  20.00,      3.2000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.0%0              ,.2%1                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,1.4%8                ,62.7%354                 ,.0%0                     ,.0%0              ,14.0%79                   ,16.3%92                  ,2.3%13           ,.0%0               ,.9%5               ,.5%3                 ,.0%0                  ,1.6%9                 ,Total count = 565; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3,  40.00,      3.4000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.4%2                 ,78.3%396                 ,.0%0                     ,.0%0              ,11.3%57                   ,5.5%28                   ,2.4%12           ,.0%0               ,.2%1               ,1.0%5                ,.0%0                  ,1.0%5                 ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3,  59.00,      3.5900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.4%2                 ,75.4%377                 ,.0%0                     ,.0%0              ,7.6%38                    ,12.4%62                  ,2.2%11           ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,2.0%10                ,Total count = 500; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3,  78.00,      3.7800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.2%1                 ,76.7%384                 ,.0%0                     ,.0%0              ,4.8%24                    ,12.6%63                  ,3.2%16           ,.0%0               ,.0%0               ,.4%2                 ,.0%0                  ,2.2%11                ,Total count = 501; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3, 100.00,      4.0000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.2%1              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.6%3                 ,70.8%357                 ,.0%0                     ,.0%0              ,6.4%32                    ,18.5%93                  ,1.6%8            ,.0%0               ,.0%0               ,.2%1                 ,.0%0                  ,1.6%8                 ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3, 118.00,      4.1800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,.2%1              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.4%2                 ,70.8%357                 ,.0%0                     ,.0%0              ,9.3%47                    ,15.5%78                  ,2.6%13           ,.0%0               ,.0%0               ,.4%2                 ,.0%0                  ,.6%3                  ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 3, 140.00,      4.4000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,2.0%10               ,74.3%372                 ,.0%0                     ,.0%0              ,7.0%35                    ,13.2%66                  ,3.4%17           ,.0%0               ,.0%0               ,.2%1                 ,.0%0                  ,.0%0                  ,Total count = 501; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4,  10.00,      4.6000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.2%1              ,.0%0                 ,.4%2              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.2%1                 ,55.4%281                 ,.0%0                     ,.0%0              ,6.5%33                    ,34.5%175                 ,1.2%6            ,.0%0               ,.0%0               ,.4%2                 ,.0%0                  ,1.0%5                 ,Total count = 507; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4,  30.00,      4.8000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.2%1              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.0%0                      ,.0%0                      ,.0%0                 ,.0%0                ,.0%0                 ,45.4%228                 ,.0%0                     ,.0%0              ,12.0%60                   ,41.0%206                 ,1.0%5            ,.0%0               ,.0%0               ,.2%1                 ,.0%0                  ,.0%0                  ,Total count = 502; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4,  48.00,      4.9800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,.2%1                      ,.6%3                      ,.0%0                 ,.0%0                ,.0%0                 ,26.6%133                 ,.0%0                     ,.0%0              ,11.6%58                   ,60.4%302                 ,.0%0             ,.0%0               ,.0%0               ,.2%1                 ,.0%0                  ,.4%2                  ,Total count = 500; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4,  70.00,      5.2000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,1.0%5                     ,.2%1                      ,.0%0                 ,.0%0                ,.0%0                 ,11.7%59                  ,.0%0                     ,.0%0              ,11.3%57                   ,75.4%380                 ,.0%0             ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,.4%2                  ,Total count = 504; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4,  90.00,      5.4000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,3.0%15                    ,4.0%20                    ,.0%0                 ,.0%0                ,.6%3                 ,5.6%28                   ,.0%0                     ,.0%0              ,11.4%57                   ,72.5%364                 ,.0%0             ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,3.0%15                ,Total count = 502; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4, 110.00,      5.6000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,2.4%12                    ,3.4%17                    ,.0%0                 ,.0%0                ,.2%1                 ,29.8%149                 ,.0%0                     ,.0%0              ,4.6%23                    ,58.8%294                 ,.0%0             ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,.8%4                  ,Total count = 500; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 4, 130.00,      5.8000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,3.4%17                    ,1.0%5                     ,.0%0                 ,.0%0                ,.0%0                 ,40.0%201                 ,.0%0                     ,.6%3              ,4.2%21                    ,48.8%245                 ,.0%0             ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,2.0%10                ,Total count = 502; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5,   1.00,      6.0100,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.2%1              ,.0%0                                  ,.0%0                         ,4.9%25                    ,2.8%14                    ,.0%0                 ,.0%0                ,1.6%8                ,40.9%207                 ,.0%0                     ,.6%3              ,10.1%51                   ,36.8%186                 ,.0%0             ,.0%0               ,.0%0               ,.6%3                 ,.0%0                  ,1.6%8                 ,Total count = 506; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5,  19.00,      6.1900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,.0%0                                  ,.0%0                         ,8.6%44                    ,3.7%19                    ,.0%0                 ,.0%0                ,.8%4                 ,55.7%284                 ,.0%0                     ,1.6%8             ,8.6%44                    ,17.1%87                  ,.0%0             ,.0%0               ,.0%0               ,.0%0                 ,.0%0                  ,3.9%20                ,Total count = 510; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5,  39.00,      6.3900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,2.0%10                                ,2.0%10                       ,21.8%112                  ,4.3%22                    ,.0%0                 ,.0%0                ,.2%1                 ,47.8%245                 ,.0%0                     ,2.3%12            ,9.4%48                    ,10.1%52                  ,.0%0             ,.0%0               ,.0%0               ,.2%1                 ,.0%0                  ,2.0%10                ,Total count = 513; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5,  59.00,      6.5900,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.0%0              ,1.0%5                                 ,1.0%5                        ,24.1%123                  ,2.4%12                    ,.0%0                 ,.0%0                ,1.0%5                ,38.8%198                 ,.0%0                     ,1.0%5             ,15.9%81                   ,9.2%47                   ,.0%0             ,.0%0               ,.0%0               ,1.0%5                ,.0%0                  ,5.9%30                ,Total count = 511; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5,  80.00,      6.8000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.4%2              ,.2%1                 ,1.1%6             ,.0%0                                  ,.0%0                         ,42.7%224                  ,5.0%26                    ,.0%0                 ,.0%0                ,3.4%18               ,22.1%116                 ,.0%0                     ,1.5%8             ,6.5%34                    ,9.9%52                   ,.0%0             ,.0%0               ,1.0%5              ,2.9%15               ,.0%0                  ,3.2%17                ,Total count = 525; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5,  98.00,      6.9800,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.2%1               ,.4%2              ,.4%2                 ,.0%0              ,.0%0                                  ,.0%0                         ,32.8%176                  ,3.7%20                    ,.0%0                 ,.0%0                ,5.4%29               ,22.8%122                 ,.0%0                     ,3.9%21            ,9.5%51                    ,16.2%87                  ,.0%0             ,.0%0               ,1.7%9              ,1.7%9                ,.0%0                  ,1.3%7                 ,Total count = 536; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5, 120.00,      7.2000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.4%2              ,.0%0                                  ,.0%0                         ,30.6%162                  ,4.9%26                    ,.0%0                 ,.0%0                ,6.8%36               ,20.6%109                 ,.0%0                     ,4.4%23            ,7.6%40                    ,18.7%99                  ,.0%0             ,.0%0               ,.6%3               ,1.5%8                ,.0%0                  ,4.0%21                ,Total count = 529; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 5, 140.00,      7.4000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.0%0              ,.0%0                 ,.4%2              ,.0%0                                  ,.0%0                         ,15.3%81                   ,2.3%12                    ,.0%0                 ,.2%1                ,5.7%30               ,30.7%162                 ,.0%0                     ,3.4%18            ,8.3%44                    ,23.7%125                 ,.0%0             ,.0%0               ,1.1%6              ,1.5%8                ,.0%0                  ,7.4%39                ,Total count = 528; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Quaternary       ,                 ,                  ,              ,144, 880,A,  1,H, 6,  10.00,      7.6000,Erba     ,Nannofossils                                 ,               ,                  ,.0%0                      ,.0%0               ,.2%1              ,.0%0                 ,1.0%5             ,.0%0                                  ,.0%0                         ,15.2%79                   ,2.9%15                    ,.0%0                 ,.0%0                ,1.9%10               ,52.8%275                 ,.0%0                     ,1.2%6             ,4.8%25                    ,15.0%78                  ,.0%0             ,.0%0               ,1.9%10             ,1.0%5                ,.0%0                  ,2.3%12                ,Total count = 521; from Leg 144 SR; Chapter 1; Table 2; p 6-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
