Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Lithopera thornburgi	Diartus petterssoni	Cyrtocapsella japonica	Carpocanopsis cristata	Calocycletta caepa	Botryostrobus miralestensis	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stichocorys peregrina	Stylatractus universus	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis heteroporos	Lamprocyrtis neoheteroporos	Theocalyptra davisiana	Anthocyrtidium angulare	Theocorythium trachelium trachelium	Pterocorys minythorax	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment
  SR	                 	                 	A. ypsilon        	              	138	 849	B	  3	H	 3	 110.00	     20.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	                     	                      	R                	R                    	                        	                           	R                     	                       	R                                  	R                    	R                     	-                    	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. ypsilon        	              	138	 849	B	  3	H	 5	 110.00	     23.3000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	                     	                      	R                	R                    	                        	-                          	R                     	                       	R                                  	R                    	R                     	-                    	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. ypsilon        	              	138	 849	B	  3	H	CC	  13.00	     25.1800	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	-                    	                      	R                	R                    	                        	R                          	R                     	-                      	R                                  	R                    	R                     	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. angulare       	              	138	 849	B	  4	H	 3	 110.00	     29.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	                      	R                	R                    	                        	R                          	R                     	R                      	R                                  	R                    	-                     	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. angulare       	              	138	 849	B	  4	H	 5	 110.00	     32.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	                      	R                	R                    	                        	R                          	R                     	R                      	R                                  	R                    	-                     	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. angulare       	              	138	 849	B	  4	H	CC	  16.00	     35.4400	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	                      	R                	R                    	                        	R                          	R                     	R                      	R                                  	R                    	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. angulare       	              	138	 849	B	  5	H	 1	 149.00	     36.6900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	                      	R                	R                    	-                       	R                          	R                     	R                      	-                                  	-                    	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. angulare       	              	138	 849	B	  5	H	 3	 110.00	     39.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	-                     	R                	R                    	R                       	R                          	R                     	R                      	-                                  	-                    	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  5	H	 5	 110.00	     42.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	-                      	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  5	H	CC	  24.00	     45.2500	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  6	H	 3	 107.00	     48.7700	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	-                       	R                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  6	H	CC	  15.00	     54.5100	Moore    	Radiolarians                                 	C/A            	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  7	H	 2	 149.00	     57.1900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	                       	F                    	R                     	R                	R                    	R                       	R                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  7	H	 3	 110.00	     58.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	-                      	F                    	R                     	R                	R                    	R                       	R                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  7	H	 5	 110.00	     61.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	                     	R                     	                         	                          	                   	                      	                         	R                      	F                    	R                     	R                	R                    	R                       	R                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P prismat.(RN12)SWSR	              	138	 849	B	  7	H	CC	  25.00	     64.2500	Moore    	Radiolarians                                 	C/A            	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	-                    	R                     	                         	                          	                   	                      	                         	R                      	R                    	R                     	R                	R                    	-                       	-                          	R                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	  8	H	 3	 110.00	     67.8000	Moore    	Radiolarians                                 	C/A            	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	R                    	R                     	                         	                          	                   	                      	                         	R                      	R                    	R                     	R                	R                    	R                       	R                          	-                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	  8	H	CC	  24.00	     73.5900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	                         	                          	                   	                      	                         	R                      	R                    	R                     	R                	R                    	R                       	R                          	-                     	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	  9	H	 3	 110.00	     77.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	                         	                          	                   	                      	                         	R                      	R                    	R                     	R                	R                    	-                       	R                          	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	  9	H	 5	 110.00	     80.3000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	F                    	R                     	                         	                          	                   	                      	R                        	R                      	R                    	R                     	R                	R                    	-                       	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	  9	H	CC	  24.00	     83.2900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	                         	                          	                   	                      	R                        	R                      	F                    	R                     	R                	R                    	-                       	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	 10	H	 3	 110.00	     86.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	                         	                          	                   	                      	R                        	R                      	R                    	R                     	R                	R                    	-                       	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	 10	H	 5	 110.00	     89.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	                         	                          	                   	                      	R                        	R                      	R                    	R                     	R                	R                    	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	A. jenghisi M95   	              	138	 849	B	 10	H	CC	  24.00	     92.4600	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	-                         	-                  	                      	R                        	R                      	R                    	R                     	R                	R                    	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P doliolum(RN10M95	              	138	 849	B	 11	H	 3	 110.00	     96.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	                      	R                        	R                      	R                    	R                     	R                	R                    	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P doliolum(RN10M95	              	138	 849	B	 11	H	 5	 110.00	     99.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	                      	R                        	R                      	R                    	R                     	R                	-                    	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	P doliolum(RN10M95	              	138	 849	B	 11	H	CC	  12.00	    102.1200	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	-                     	R                        	R                      	F                    	R                     	R                	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 12	H	 3	 110.00	    105.8000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	R                     	-                	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 12	H	 5	 110.00	    108.8000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	-                	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 12	H	CC	  19.00	    111.6900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	R                     	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 13	H	 3	 110.00	    115.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	R                     	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 13	H	 5	 110.00	    118.3000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	R                     	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 13	H	CC	  38.00	    121.0600	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 14	X	 3	  52.00	    124.2200	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	R                     	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 14	X	CC	  14.00	    125.1300	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	R                    	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 15	X	 3	 110.00	    134.4000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 15	X	 5	 110.00	    137.4000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 15	X	CC	  16.00	    139.6800	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 16	X	 3	 110.00	    144.1000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 16	X	CC	  14.00	    149.5000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	                                 	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 17	X	 3	 110.00	    153.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	-                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 17	X	 5	 110.00	    156.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 17	X	CC	  23.00	    159.4100	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 18	X	 3	 114.00	    163.4400	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 18	X	 5	 111.00	    166.4100	Moore    	Radiolarians                                 	A              	G                 	                   	                        	                      	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	R                     	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 18	X	CC	  17.00	    168.7100	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 19	X	 3	 110.00	    172.6000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 19	X	CC	  21.00	    178.2000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 20	X	 3	 110.00	    181.8000	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 20	X	CC	  11.00	    187.1200	Moore    	Radiolarians                                 	A              	G                 	                   	                        	-                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 21	X	 3	 109.00	    191.3900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 21	X	 5	 109.00	    194.3900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 21	X	CC	  13.00	    196.5700	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 22	X	 3	 110.00	    201.1000	Moore    	Radiolarians                                 	A              	M                 	                   	                        	R                     	                    	                   	                      	                      	                  	                           	                    	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 22	X	CC	  15.00	    206.6200	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	-                 	                           	-                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 23	X	 3	 109.00	    210.6900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

  SR	                 	                 	S peregrina(RN9)M95	              	138	 849	B	 23	X	 5	 109.00	    213.6900	Moore    	Radiolarians                                 	A              	G                 	                   	                        	R                     	                    	                   	                      	                      	R                 	                           	R                   	               	R                                	C                    	                      	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                        	                           	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 ST Chapter 11 Fig 6 p 208-209

