Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Thoracosphaera saxea,Sphenolithus moriformis,Reticulofenestra umbilica,Pontosphaera versa,Pontosphaera multipora,Pontosphaera enormis,Lanternithus minutus,Isthmolithus recurvus,Helicosphaera intermedia,Helicosphaera compacta,Ericsonia formosa,Discoaster tanii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Blackites spinosus/B. tenuis,Blackites spinosus,Helicosphaera reticulata,Discoaster barbadiensis,Chiasmolithus oamaruensis,Bramletteius serraculoides,Sphenolithus predistentus,Scyphosphaera apsteinii,Rhabdosphaera vitrea,Peritrachelina joidesa,Helicosphaera euphratis,Ericsonia subdisticha,Braarudosphaera discula,Braarudosphaera (unspecified taxon or taxa),Chiasmolithus altus,Sphenolithus pseudoradians,Scyphosphaera expansa,Discoaster saipanensis,Discoaster nodifer,Coronocyclus nitescens,Thoracosphaera sp. A,Thoracosphaera prolata,Helicosphaera perch-nielseniae,Dictyococcites callidus,Triquetrorhabdulus carinatus,Sphenolithus distentus,Discoaster variabilis,Calcidiscus protoannulus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Scyphosphaera conica,Hayaster perplexus,Sphenolithus grandis,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Umbilicosphaera sibogae,Micrantholithus pinguis,Calcidiscus leptoporus,Sphenolithus belemnos,Discoaster druggii,Pontosphaera sp. B,Sphenolithus heteromorphus,Scyphosphaera piriformis,Helicosphaera carteri,Reticulofenestra pseudoumbilica,Helicosphaera granulata,Discoaster signus,Discoaster exilis,Scyphosphaera pulcherrima,Helicosphaera obliqua,Triquetrorhabdulus rugosus,Scyphosphaera recurvata,Scyphosphaera cylindrica,Scyphosphaera recta,Scyphosphaera intermedia,Discoaster kugleri,Discoaster braarudii,Scyphosphaera tubifera,Scyphosphaera ampla,Discoaster neohamatus,Discoaster hamatus,Discoaster brouweri,Catinaster coalitus,Catinaster calyculus,Scyphosphaera procera,Scyphosphaera lagena,Scyphosphaera globulosa,Scyphosphaera deflandrei,Scyphosphaera campanula,Scyphosphaera amphora,Discoaster calcaris,Sphenolithus abies/neoabies,Discoaster quinqueramus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Discoaster challengeri,Scyphosphaera penna,Reticulofenestra haqii/R. minutula/R. minuta,Discoaster decorus,Amaurolithus delicatus,Amaurolithus amplificus,Discoaster blackstockae,Scyphosphaera globulata,Scyphosphaera aranta,Pontosphaera spp.,Amaurolithus tricorniculatus,Rhabdosphaera procera,Ceratolithus acutus,Amaurolithus bizarrus,Scyphosphaera oremesa,Scyphosphaera ventriosa,Ceratolithus rugosus,Scyphosphaera canescens,Scyphosphaera apsteinii  dilatata,Thoracosphaera operculata,Scyphosphaera kamptneri,Scyphosphaera porosa,Discoaster asymmetricus,Ceratolithus armatus,Pseudoemiliania lacunosa,Discoaster tamalis,Scapholithus fossilis,Calcidiscus macintyrei,Rhabdosphaera clavigera,Discosphaera tubifera,Scyphosphaera turris,Scyphosphaera gladstonensis,Rhabdosphaera longistylis,Syracosphaera sp.,Ceratolithus cristatus,Scyphosphaera pacifica,Pontosphaera discopora,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Helicosphaera wallichii,Scyphosphaera abelei,Emiliania huxleyi,Cruciplacolithus tenuis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H, 1, 100.00,      5.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,VR                      ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,F                       ,                  ,                     ,                      ,R                      ,                     ,                    ,                           ,                         ,                 ,R                     ,                      ,                      ,F                        ,A                    ,R                      ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H, 2, 100.00,      6.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,F                       ,                  ,                     ,                      ,R                      ,                     ,                    ,                           ,VR                       ,                 ,R                     ,                      ,                      ,F                        ,C                    ,VR                     ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H, 3, 100.00,      8.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,R                    ,                    ,R                      ,R                       ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,                       ,R                   ,F                ,                            ,                     ,                   ,                     ,                     ,                       ,VR                  ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,C                       ,                  ,                     ,R                     ,R                      ,                     ,                    ,                           ,R                        ,R                ,VR                    ,                      ,                      ,F                        ,C                    ,                       ,VR                  ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H, 4, 100.00,      9.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,VR                   ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,C                       ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,VR                       ,                 ,R                     ,                      ,                      ,F                        ,F                    ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H, 5, 100.00,     11.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,R                       ,C                    ,                               ,                       ,                 ,                 ,VR                       ,                     ,                          ,R                      ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,R                      ,R                       ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,R                      ,R                   ,C                ,                            ,R                    ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,A                       ,                  ,F                    ,                      ,R                      ,                     ,                    ,                           ,R                        ,                 ,VR                    ,                      ,                      ,F                        ,F                    ,                       ,VR                  ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H, 6, 100.00,     12.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,F                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,A                       ,                  ,R                    ,                      ,R                      ,                     ,                    ,                           ,VR                       ,                 ,R                     ,                      ,                      ,F                        ,F                    ,F                      ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,NN19              ,              ,122, 762,B,  2,H,CC,  16.00,     14.3000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,                     ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,C                     ,                     ,                  ,                  ,                          ,                        ,C                    ,                               ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,F                                           ,                  ,                      ,                       ,                       ,                       ,                    ,F                ,                            ,R                    ,                   ,                     ,                     ,R                      ,R                   ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,A                       ,                  ,                     ,                      ,R                      ,                     ,                    ,                           ,                         ,                 ,                      ,R                     ,                      ,F                        ,F                    ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
