Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Thoracosphaera saxea,Sphenolithus moriformis,Reticulofenestra umbilica,Pontosphaera versa,Pontosphaera multipora,Pontosphaera enormis,Lanternithus minutus,Isthmolithus recurvus,Helicosphaera intermedia,Helicosphaera compacta,Ericsonia formosa,Discoaster tanii,Discoaster deflandrei,Dictyococcites bisectus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus eopelagicus,Braarudosphaera bigelowii,Blackites spinosus/B. tenuis,Blackites spinosus,Helicosphaera reticulata,Discoaster barbadiensis,Chiasmolithus oamaruensis,Bramletteius serraculoides,Sphenolithus predistentus,Scyphosphaera apsteinii,Rhabdosphaera vitrea,Peritrachelina joidesa,Helicosphaera euphratis,Ericsonia subdisticha,Braarudosphaera discula,Braarudosphaera (unspecified taxon or taxa),Chiasmolithus altus,Sphenolithus pseudoradians,Scyphosphaera expansa,Discoaster saipanensis,Discoaster nodifer,Coronocyclus nitescens,Thoracosphaera sp. A,Thoracosphaera prolata,Helicosphaera perch-nielseniae,Dictyococcites callidus,Triquetrorhabdulus carinatus,Sphenolithus distentus,Discoaster variabilis,Calcidiscus protoannulus,Sphenolithus ciperoensis,Sphenolithus dissimilis,Scyphosphaera conica,Hayaster perplexus,Sphenolithus grandis,Triquetrorhabdulus milowii,Triquetrorhabdulus challengeri,Umbilicosphaera sibogae,Micrantholithus pinguis,Calcidiscus leptoporus,Sphenolithus belemnos,Discoaster druggii,Pontosphaera sp. B,Sphenolithus heteromorphus,Scyphosphaera piriformis,Helicosphaera carteri,Reticulofenestra pseudoumbilica,Helicosphaera granulata,Discoaster signus,Discoaster exilis,Scyphosphaera pulcherrima,Helicosphaera obliqua,Triquetrorhabdulus rugosus,Scyphosphaera recurvata,Scyphosphaera cylindrica,Scyphosphaera recta,Scyphosphaera intermedia,Discoaster kugleri,Discoaster braarudii,Scyphosphaera tubifera,Scyphosphaera ampla,Discoaster neohamatus,Discoaster hamatus,Discoaster brouweri,Catinaster coalitus,Catinaster calyculus,Scyphosphaera procera,Scyphosphaera lagena,Scyphosphaera globulosa,Scyphosphaera deflandrei,Scyphosphaera campanula,Scyphosphaera amphora,Discoaster calcaris,Sphenolithus abies/neoabies,Discoaster quinqueramus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Discoaster challengeri,Scyphosphaera penna,Reticulofenestra haqii/R. minutula/R. minuta,Discoaster decorus,Amaurolithus delicatus,Amaurolithus amplificus,Discoaster blackstockae,Scyphosphaera globulata,Scyphosphaera aranta,Pontosphaera spp.,Amaurolithus tricorniculatus,Rhabdosphaera procera,Ceratolithus acutus,Amaurolithus bizarrus,Scyphosphaera oremesa,Scyphosphaera ventriosa,Ceratolithus rugosus,Scyphosphaera canescens,Scyphosphaera apsteinii  dilatata,Thoracosphaera operculata,Scyphosphaera kamptneri,Scyphosphaera porosa,Discoaster asymmetricus,Ceratolithus armatus,Pseudoemiliania lacunosa,Discoaster tamalis,Scapholithus fossilis,Calcidiscus macintyrei,Rhabdosphaera clavigera,Discosphaera tubifera,Scyphosphaera turris,Scyphosphaera gladstonensis,Rhabdosphaera longistylis,Syracosphaera sp.,Ceratolithus cristatus,Scyphosphaera pacifica,Pontosphaera discopora,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Helicosphaera wallichii,Scyphosphaera abelei,Emiliania huxleyi,Cruciplacolithus tenuis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,122, 762,B, 12,H, 6, 100.00,    107.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,                  ,                          ,R                       ,R                    ,C                              ,                       ,                 ,                 ,F                        ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,R                  ,                   ,                    ,R                    ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,C                      ,                   ,R                  ,R                       ,R                     ,                   ,C                                           ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,122, 762,B, 12,H,CC,  17.00,    109.2400,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,                    ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,F                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,                      ,                     ,                  ,R                 ,                          ,R                       ,F                    ,C                              ,                       ,                 ,R                ,R                        ,                     ,                          ,VR                     ,R                       ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,R                  ,                   ,                    ,                     ,                    ,R                      ,                        ,                       ,VR                   ,                   ,C                          ,C                      ,R                  ,R                  ,F                       ,R                     ,VR                 ,A                                           ,R                 ,R                     ,R                      ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,122, 762,B, 13,H, 1, 100.00,    109.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,                           ,F                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,C                     ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,R                   ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,R                       ,F                    ,C                              ,                       ,R                ,R                ,R                        ,                     ,R                         ,                       ,R                       ,                   ,R                       ,                  ,                    ,                      ,                   ,                     ,                  ,R                  ,                   ,                    ,R                    ,                    ,R                      ,                        ,R                      ,                     ,R                  ,C                          ,C                      ,VR                 ,R                  ,C                       ,R                     ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NN11              ,              ,122, 762,B, 13,H, 2, 100.00,    111.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,                       ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,R                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,                        ,                     ,C                              ,                       ,                 ,R                ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,F                          ,F                      ,R                  ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,NN9               ,              ,122, 762,B, 13,H, 3, 100.00,    112.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,F                   ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,R                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,R                      ,                       ,R                     ,                     ,                  ,F                 ,                          ,                        ,                     ,C                              ,R                      ,F                ,F                ,R                        ,                     ,F                         ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,R                    ,F                 ,R                  ,VR                 ,C                   ,                     ,                    ,R                      ,                        ,                       ,                     ,R                  ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,NN9               ,              ,122, 762,B, 13,H, 4, 100.00,    114.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,                     ,                       ,R                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,R                 ,                          ,                        ,F                    ,C                              ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,R                  ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,NN9               ,              ,122, 762,B, 13,H, 5, 100.00,    115.9000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,R                       ,                      ,                 ,                ,                     ,                       ,R                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,VR                     ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,R                   ,                  ,                    ,                          ,                              ,R                      ,                       ,F                     ,                     ,                  ,R                 ,                          ,F                       ,F                    ,C                              ,                       ,                 ,                 ,F                        ,                     ,R                         ,                       ,R                       ,                   ,R                       ,                  ,                    ,                      ,                   ,R                    ,F                 ,                   ,F                  ,R                   ,R                    ,R                   ,R                      ,VR                      ,F                      ,R                    ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,NN9               ,              ,122, 762,B, 13,H, 6, 100.00,    117.4000,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,R                    ,                       ,R                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,F                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,R                 ,                          ,                        ,R                    ,C                              ,                       ,                 ,                 ,                         ,                     ,R                         ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,R                 ,                   ,F                  ,R                   ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,Late Miocene     ,NN9               ,              ,122, 762,B, 13,H,CC,  14.00,    118.9600,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,F                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,VR                   ,                       ,F                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,F                    ,                        ,                        ,                       ,R                   ,R                 ,                    ,                          ,                              ,F                      ,                       ,R                     ,                     ,                  ,R                 ,                          ,R                       ,R                    ,C                              ,                       ,                 ,R                ,R                        ,                     ,F                         ,                       ,                        ,VR                 ,                        ,                  ,                    ,VR                    ,R                  ,VR                   ,F                 ,R                  ,F                  ,R                   ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,NN7           ,122, 762,B, 14,H, 1,  97.00,    119.3700,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,R                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,C                    ,                       ,F                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,F                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,                        ,R                    ,C                              ,                       ,                 ,                 ,                         ,                     ,                          ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,NN7           ,122, 762,B, 14,H, 2,  18.00,    120.0800,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,R                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,R                    ,                       ,C                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,R                      ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,                      ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,VR                  ,                  ,R                   ,                          ,                              ,R                      ,                       ,C                     ,                     ,                  ,R                 ,                          ,R                       ,F                    ,C                              ,                       ,                 ,                 ,R                        ,VR                   ,R                         ,R                      ,R                       ,VR                 ,R                       ,VR                ,F                   ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,NN7           ,122, 762,B, 14,H, 4,  18.00,    123.0800,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,C                      ,                         ,                  ,                      ,                    ,                    ,                     ,R                       ,                      ,                 ,                ,R                    ,                       ,A                          ,R                    ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,R                     ,                    ,                      ,                              ,                       ,                            ,                      ,C                    ,                        ,                        ,                       ,                    ,R                 ,F                   ,                          ,                              ,F                      ,                       ,R                     ,                     ,                  ,R                 ,                          ,                        ,R                    ,F                              ,                       ,                 ,R                ,                         ,                     ,R                         ,R                      ,R                       ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NN6               ,NN7           ,122, 762,B, 14,H, 5,  97.00,    125.3700,Siesser  ,Nannofossils                                 ,               ,                  ,                       ,R                   ,C                      ,                         ,                  ,                      ,                    ,                    ,                     ,                        ,                      ,                 ,                ,R                    ,                       ,A                          ,                     ,                       ,                         ,                            ,                  ,                        ,                       ,                         ,                          ,                         ,                       ,                    ,                      ,                       ,                     ,                       ,                                           ,                   ,                          ,                     ,                      ,                  ,R                     ,                    ,                      ,                              ,                       ,                            ,                      ,F                    ,                        ,                        ,                       ,                    ,                  ,                    ,                          ,                              ,                       ,                       ,R                     ,                     ,                  ,                  ,                          ,                        ,R                    ,R                              ,                       ,                 ,                 ,                         ,                     ,F                         ,                       ,                        ,                   ,                        ,                  ,                    ,                      ,                   ,                     ,                  ,                   ,                   ,                    ,                     ,                    ,                       ,                        ,                       ,                     ,                   ,                           ,                       ,                   ,                   ,                        ,                      ,                   ,                                            ,                  ,                      ,                       ,                       ,                       ,                    ,                 ,                            ,                     ,                   ,                     ,                     ,                       ,                    ,                       ,                                 ,                         ,                       ,                    ,                       ,                    ,                        ,                  ,                     ,                      ,                       ,                     ,                    ,                           ,                         ,                 ,                      ,                      ,                      ,                         ,                     ,                       ,                    ,                 ,                       ,from ODP Leg 122 SR Chapter 36 Table 3 p 604-607 & Fig 4 p 620
