Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Cyclicargolithus floridanus floridanus	Coccolithus formosus	Sphenolithus pseudoradians	Sphenolithus moriformis	Sphenolithus intercalaris	Discoaster barbadiensis	Coccolithus pelagicus	Chiasmolithus californicus	Zygrhablithus bijugatus	Sphenolithus furcatolithoides	Reticulofenestra samodurovii	Markalius inversus	Helicosphaera dinesenii	Discoaster saipanensis	Discoaster bifax	Chiasmolithus solitus	Chiasmolithus grandis	Reticulofenestra umbilica	Reticulofenestra ornata	Helicosphaera heezenii	Coccolithus staurion	Chiasmolithus expansus	Campylosphaera dela	Blackites spinosus	Reticulofenestra hillae	Discoaster binodosus	Thoracosphaera spp.	Reticulofenestra bisecta	Discoaster delicatus	Coronocyclus nitescens	Coccolithus miopelagicus	Reticulofenestra reticulata	Discoaster tanii nodifer	Sphenolithus predistentus	Lanternithus minutus	Helicosphaera euphratis	Neococcolithes spp.	Helicosphaera compacta	Discoaster tanii	Dictyococcites daviesii	Chiasmolithus oamaruensis	Isthmolithus recurvus	Cyclicargolithus floridanus abisectus	Helicosphaera carteri	Discoaster deflandrei	Clausicoccus fenestratus	Sphenolithus primus	Sphenolithus celsus	Sphenolithus distentus	Triquetrorhabdulus carinatus	Chiasmolithus altus	Sphenolithus ciperoensis	Triquetrorhabdulus milowii	Dictyococcites scrippsae	Helicosphaera kamptneri	Sphenolithus obtusus	Sphenolithus conicus	Discoaster subdeflandrei	Sphenolithus heteromorphus	Reticulofenestra pseudoumbilica	Discoaster druggii	Discoaster variabilis	Discoaster aulakos	Calcidiscus macintyrei	Discoaster exilis	Discoaster divaricatus	Reticulofenestra minutula	Calcidiscus leptoporus	Scyphosphaera aranta	Umbilicosphaera sibogae	Pontosphaera multipora	Helicosphaera scissura	Triquetrorhabdulus rugosus	Helicosphaera burkei	Discoaster brouweri	Discoaster calcaris	Helicosphaera granulata	Discoaster triradiatus	Discoaster kugleri	Discoaster challengeri	Discoaster sanmiguelensis	Discoaster pentaradiatus	Helicosphaera sellii	Sphenolithus abies	Catinaster coalitus	Catinaster calyculus	Discoaster hamatus	Catinaster mexicanus	Discoaster intercalaris	Discoaster quinqueramus	Discoaster neorectus	Discoaster archipelagoensis	Discoaster berggrenii	Discoaster pansus	Scyphosphaera procera	Helicosphaera wallichii	Rhabdosphaera clavigera	Discoaster blackstockae	Discoaster surculus	Reticulofenestra minuta	Sphenolithus abies/neoabies	Geminilithella rotula	Dictyococcites aff. D. antarcticus	Amaurolithus primus	Amaurolithus delicatus	Discoaster stellulus	Pontosphaera japonica	Amaurolithus tricorniculatus	Scyphosphaera pulcherrima	Rhabdosphaera procera	Helicosphaera sp. 1	Amaurolithus amplificus	Discoaster icarus	Ceratolithus acutus	Ceratolithus armatus	Ceratolithus rugosus	Scyphosphaera globulata	Discoaster asymmetricus	Ceratolithus cristatus	Amaurolithus bizarrus	Discoaster quadramus	Pseudoemiliania lacunosa	Discoaster tamalis	Syracosphaera pulchra	Cricolithus jonesi	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Emiliania huxleyi	Umbilicosphaera mirabilis	Helicosphaera inversa	Pontosphaera sp. 1	Helicosphaera hyalina	Ceratolithus separatus	Oolithotus fragilis	Coccolithus pliopelagicus	Rhabdosphaera stylifera	Helicosphaera neogranulata	Syracosphaera histrica	Scapholithus fossilis	Hayaster perplexus	Gephyrocapsa sp. (small)	Ceratolithus simplex	Umbellosphaera irregularis	Comment

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 25	X	 4	 117.00	    236.3700	Xu       	Nannofossils                                 	A              	M                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	F                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	R                           	                   	                        	                          	                        	F                      	                    	                    	                        	                          	C                              	                  	C                    	                  	                      	                 	                      	F                        	C                     	                    	C                      	                      	                      	R                         	                    	C                  	                   	                       	                      	                  	                      	                         	                        	                    	R                 	                   	                    	                  	                    	F                      	R                      	                    	                           	                     	                 	                     	R                      	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 25	X	 5	  70.00	    237.4000	Xu       	Nannofossils                                 	A              	M                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	C                              	                  	C                    	                  	                      	                 	                      	F                        	                      	                    	F                      	                      	                      	F                         	                    	C                  	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	R                      	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 25	X	 6	 128.00	    239.4800	Xu       	Nannofossils                                 	A              	M                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	F                   	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	F                      	                    	                    	                        	                          	A                              	                  	C                    	                  	                      	                 	                      	F                        	                      	                    	F                      	                      	                      	                          	                    	C                  	                   	                       	                      	                  	                      	                         	R                       	                    	                  	                   	                    	                  	                    	                       	R                      	                    	                           	F                    	                 	R                    	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 25	X	 7	   6.00	    239.7600	Xu       	Nannofossils                                 	C              	M                 	                                      	                    	                          	                       	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	R                    	                  	                      	                 	                      	F                        	                      	                    	R                      	                      	                      	                          	                    	F                  	                   	                       	                      	                  	                      	                         	R                       	R                   	                  	                   	                    	                  	                    	R                      	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 25	X	CC	  29.00	    240.0900	Xu       	Nannofossils                                 	C              	M                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	C                              	                  	C                    	                  	R                     	                 	                      	F                        	                      	                    	                       	                      	                      	                          	                    	F                  	                   	                       	                      	                  	                      	                         	R                       	R                   	R                 	                   	                    	                  	                    	R                      	                       	                    	R                          	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 26	X	 1	  92.00	    241.2200	Xu       	Nannofossils                                 	A              	M                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	A                    	                  	                      	                 	                      	F                        	R                     	                    	R                      	                      	                      	                          	                    	F                  	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	                       	R                      	                    	R                          	                     	R                	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Late Miocene     	                 	CN9a              	              	125	 782	A	 26	X	 2	  92.00	    242.7200	Xu       	Nannofossils                                 	C              	M                 	                                      	                    	                          	                       	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	F                      	                    	                    	                        	                          	A                              	                  	C                    	                  	                      	R                	                      	                         	F                     	                    	R                      	                      	                      	                          	                    	F                  	                   	                       	                      	                  	                      	                         	                        	                    	                  	                   	                    	                  	                    	R                      	                       	                    	R                          	F                    	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN7               	              	125	 782	A	 26	X	 3	  92.00	    244.2200	Xu       	Nannofossils                                 	A              	G                 	                                      	                    	                          	                       	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	F                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	C                    	                  	                      	R                	                      	C                        	F                     	                    	F                      	                      	                      	R                         	                    	F                  	R                  	                       	                      	                  	                      	                         	F                       	                    	                  	                   	                    	                  	                    	                       	R                      	R                   	R                          	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN7               	              	125	 782	A	 26	X	 4	  92.00	    245.7200	Xu       	Nannofossils                                 	A              	M                 	                                      	                    	                          	                       	                         	                       	C                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	C                    	                  	R                     	                 	                      	F                        	                      	                    	R                      	                      	                      	                          	                    	C                  	R                  	                       	                      	                  	                      	                         	                        	                    	                  	F                  	C                   	R                 	R                   	F                      	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN7               	              	125	 782	A	 26	X	 5	  92.00	    247.2200	Xu       	Nannofossils                                 	A              	G                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	A                    	                  	                      	R                	                      	C                        	                      	                    	F                      	                      	                      	                          	                    	C                  	R                  	                       	                      	                  	R                     	                         	                        	                    	                  	F                  	R                   	R                 	F                   	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN6               	              	125	 782	A	 26	X	 6	  92.00	    248.7200	Xu       	Nannofossils                                 	A              	G                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	C                    	                  	                      	R                	                      	A                        	F                     	                    	                       	                      	                      	                          	                    	                   	R                  	                       	                      	                  	R                     	                         	                        	                    	                  	F                  	F                   	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN6               	              	125	 782	A	 26	X	CC	  30.00	    250.0500	Xu       	Nannofossils                                 	A              	G                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	                      	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	F                    	                  	R                     	F                	                      	C                        	F                     	                    	R                      	                      	                      	R                         	                    	R                  	R                  	                       	                      	                  	                      	                         	                        	                    	                  	C                  	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.

  SR	Middle Miocene   	                 	CN6               	              	125	 782	A	 27	X	 1	 109.00	    251.0900	Xu       	Nannofossils                                 	A              	G                 	                                      	                    	                          	                       	                         	                       	A                    	                          	                       	                             	                            	                  	                       	                      	                	                     	                     	                         	                       	                      	                    	                      	                   	                  	                       	                    	                   	                        	                    	R                     	                        	                           	                        	                         	                    	                       	                   	                      	                	                       	                         	                     	                                     	                     	                     	                        	                   	                   	                      	                            	                   	                        	                          	                        	                       	                    	                    	                        	                          	A                              	                  	F                    	                  	                      	                 	                      	C                        	F                     	                    	F                      	                      	                      	R                         	                    	                   	                   	                       	                      	                  	                      	                         	                        	                    	                  	F                  	                    	                  	                    	                       	                       	                    	                           	                     	                 	                     	                       	                       	                       	                   	                       	                           	                     	                                  	                   	                      	                    	                     	                            	                         	                     	                   	                       	                 	                   	                    	                    	                       	                       	                      	                     	                    	                        	                  	                     	                  	                     	                         	                 	                         	                     	                  	                     	                      	                   	                         	                       	                          	                      	                     	                  	                        	                    	                          	from 125SR.Chapter 3.Table 3.page 51 and microfiche in back pocket.
