verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Dictyocha fibula fibula,silicoflagellates,Dictyocha,Dictyocha fibula fibula,fibula,fibula,left_only
Dictyococcites bisectus (q),nannofossils,Dictyococcites,Dictyococcites bisectus,bisectus,,both
Globoquadrina haroemaensis,planktic_forams,Globoquadrina,Globoquadrina haroemaensis,haroemaensis,,left_only
Triceratium groningensis quadrata,diatoms,Triceratium,Triceratium groningensis quadrata,groningensis,quadrata,left_only
Globorotalia obliquiloculata (q),planktic_forams,Globorotalia,Globorotalia obliquiloculata,obliquiloculata,,left_only
Thalassiosira symmetrica,diatoms,Thalassiosira,Thalassiosira symmetrica,symmetrica,,left_only
Eucyrtidium hexagonatum,radiolarians,Eucyrtidium,Eucyrtidium hexagonatum,hexagonatum,,both
Sphenolithus sp.,nannofossils,Sphenolithus,Sphenolithus sp.,sp.,,left_only
Grammatophora oceanica macilenta,diatoms,Grammatophora,Grammatophora oceanica macilenta,oceanica,macilenta,left_only
Siphonodosaria lepidula,benthic_forams,Siphonodosaria,Siphonodosaria lepidula,lepidula,,both
Braarudosphaera undata,nannofossils,Braarudosphaera,Braarudosphaera undata,undata,,left_only
Axoprunum liostylum,radiolarians,Axoprunum,Axoprunum liostylum,liostylum,,left_only
Lychnocanium grande,radiolarians,Lychnocanium,Lychnocanium grande,grande,,both
Tricolpites sp.,pollen,Tricolpites,Tricolpites sp.,sp.,,left_only
Coscinodiscus extravagans,diatoms,Coscinodiscus,Coscinodiscus extravagans,extravagans,,left_only
Thalassiosira usatschevii,diatoms,Thalassiosira,Thalassiosira usatschevii,usatschevii,,left_only
Gonyaulacacean sp.,dinoflagellates,Gonyaulacacean,Gonyaulacacean sp.,sp.,,left_only
Corbisema triacantha triacantha (s.ampl.),silicoflagellates,Corbisema,Corbisema triacantha triacantha,triacantha,triacantha,left_only
Cyclogyra fohacea,benthic_forams,Cyclogyra,Cyclogyra fohacea,fohacea,,left_only
Coscinodiscus ruboides,diatoms,Coscinodiscus,Coscinodiscus ruboides,ruboides,,left_only
Nemtaosphaeropsis phillipotti,dinoflagellates,Nemtaosphaeropsis,Nemtaosphaeropsis phillipotti,phillipotti,,left_only
Shenckiella suteri,benthic_forams,Shenckiella,Shenckiella suteri,suteri,,left_only
Delphineis simonsenii,diatoms,Delphineis,Delphineis simonsenii,simonsenii,,both
Thalassiothrix robusta,diatoms,Thalassiothrix,Thalassiothrix robusta,robusta,,both
Nitzschia constricta,diatoms,Nitzschia,Nitzschia constricta,constricta,,left_only
Globigerina rubescens rubescens,planktic_forams,Globigerina,Globigerina rubescens rubescens,rubescens,rubescens,left_only
Globorotalia plesiotumida tumida,planktic_forams,Globorotalia,Globorotalia plesiotumida tumida,plesiotumida,tumida,left_only
Spinidinium sp.,dinoflagellates,Spinidinium,Spinidinium sp.,sp.,,left_only
Thalassiosira delicatula,diatoms,Thalassiosira,Thalassiosira delicatula,delicatula,,left_only
Pyrgodiscus cameratus,diatoms,Pyrgodiscus,Pyrgodiscus cameratus,cameratus,,left_only
Bulimina spinescens,benthic_forams,Bulimina,Bulimina spinescens,spinescens,,left_only
Schizodiscus disymmetricus,radiolarians,Schizodiscus,Schizodiscus disymmetricus,disymmetricus,,left_only
Spongodiscus quartus bosoculus,radiolarians,Spongodiscus,Spongodiscus quartus bosoculus,quartus,bosoculus,left_only
Thalassiosira leptopus,diatoms,Thalassiosira,Thalassiosira leptopus,leptopus,,both
Pentadinium taeniagerum (q),dinoflagellates,Pentadinium,Pentadinium taeniagerum,taeniagerum,,left_only
Campylodiscus daemilianus,diatoms,Campylodiscus,Campylodiscus daemilianus,daemilianus,,left_only
Stephanolithion munitum,nannofossils,Stephanolithion,Stephanolithion munitum,munitum,,left_only
Globanomalina wilcoxensis,planktic_forams,Globanomalina,Globanomalina wilcoxensis,wilcoxensis,,left_only
Alchornea sp.,pollen,Alchornea,Alchornea sp.,sp.,,left_only
Fragilaria leptostauron,diatoms,Fragilaria,Fragilaria leptostauron,leptostauron,,both
Melonis parkerae,benthic_forams,Melonis,Melonis parkerae,parkerae,,left_only
Nonionella sp. (q),benthic_forams,Nonionella,Nonionella sp.,sp.,,both
Corocalyptra killmari,radiolarians,Corocalyptra,Corocalyptra killmari,killmari,,left_only
Globorotalia tosaensis s.l.,planktic_forams,Globorotalia,Globorotalia tosaensis s.l.,tosaensis,s.l.,left_only
Nitzschia grunowii,diatoms,Nitzschia,Nitzschia grunowii,grunowii,,left_only
Poygonum sp.,pollen,Poygonum,Poygonum sp.,sp.,,left_only
Discocyclina sp.,benthic_forams,Discocyclina,Discocyclina sp.,sp.,,left_only
Dictyocha spinosa,silicoflagellates,Dictyocha,Dictyocha spinosa,spinosa,,left_only
Dimerogramma furcigerum,diatoms,Dimerogramma,Dimerogramma furcigerum,furcigerum,,left_only
Globigerina bermudezi,planktic_forams,Globigerina,Globigerina bermudezi,bermudezi,,left_only
Discoaster loeblichii,nannofossils,Discoaster,Discoaster loeblichii,loeblichii,,both
Morozovella angulata (q),planktic_forams,Morozovella,Morozovella angulata,angulata,,both
Globorotalia scitula (q),planktic_forams,Globorotalia,Globorotalia scitula,scitula,,both
Coscinodiscus circumspectus,diatoms,Coscinodiscus,Coscinodiscus circumspectus,circumspectus,,left_only
Quinqueloculina pygmaea,benthic_forams,Quinqueloculina,Quinqueloculina pygmaea,pygmaea,,left_only
Stylacontarium bispiculum,radiolarians,Stylacontarium,Stylacontarium bispiculum,bispiculum,,left_only
Cyclotella hannae,diatoms,Cyclotella,Cyclotella hannae,hannae,,left_only
Chiasmolithus altus (q),nannofossils,Chiasmolithus,Chiasmolithus altus,altus,,both
Globorotalia incisa,planktic_forams,Globorotalia,Globorotalia incisa,incisa,,left_only
Ammomassilina alveoliniformis (q),benthic_forams,Ammomassilina,Ammomassilina alveoliniformis,alveoliniformis,,left_only
Thoracosphaera ovalis,nannofossils,Thoracosphaera,Thoracosphaera ovalis,ovalis,,left_only
Globorotaloides extans (q),planktic_forams,Globorotaloides,Globorotaloides extans,extans,,left_only
Coscinodiscus wailesii,diatoms,Coscinodiscus,Coscinodiscus wailesii,wailesii,,left_only
Lenticulina cushmanii,benthic_forams,Lenticulina,Lenticulina cushmanii,cushmanii,,left_only
Coscinodiscus crenulatus,diatoms,Coscinodiscus,Coscinodiscus crenulatus,crenulatus,,left_only
Cibicidoides subspiratus (q),benthic_forams,Cibicidoides,Cibicidoides subspiratus,subspiratus,,both
Triceratium gratum,diatoms,Triceratium,Triceratium gratum,gratum,,left_only
Wetzeliella varilongituda,dinoflagellates,Wetzeliella,Wetzeliella varilongituda,varilongituda,,left_only
Hexacontium medusa,radiolarians,Hexacontium,Hexacontium medusa,medusa,,left_only
Cannartus mammiferus (q),radiolarians,Cannartus,Cannartus mammiferus,mammiferus,,left_only
Globigerinoides obliqus (q),planktic_forams,Globigerinoides,Globigerinoides obliqus,obliqus,,left_only
Discoaster bellus,nannofossils,Discoaster,Discoaster bellus,bellus,,both
Acarinina sp.,planktic_forams,Acarinina,Acarinina sp.,sp.,,left_only
Globorotalia conomiozea,planktic_forams,Globorotalia,Globorotalia conomiozea,conomiozea,,both
Desmospyris anthocyrtoides (q),radiolarians,Desmospyris,Desmospyris anthocyrtoides,anthocyrtoides,,left_only
Rhabdolithus sp.,nannofossils,Rhabdolithus,Rhabdolithus sp.,sp.,,left_only
Subbotina fringa,planktic_forams,Subbotina,Subbotina fringa,fringa,,left_only
Plectofrondicularia jarvisi,benthic_forams,Plectofrondicularia,Plectofrondicularia jarvisi,jarvisi,,left_only
Ilselithina sp.,nannofossils,Ilselithina,Ilselithina sp.,sp.,,left_only
Rhabdolithus sceptrum,nannofossils,Rhabdolithus,Rhabdolithus sceptrum,sceptrum,,left_only
Corythomelissa sp.,radiolarians,Corythomelissa,Corythomelissa sp.,sp.,,left_only
Lychnocanoma carinatum,radiolarians,Lychnocanoma,Lychnocanoma carinatum,carinatum,,left_only
Morozovella albeari,planktic_forams,Morozovella,Morozovella albeari,albeari,,left_only
Distephanus staurodon (q),silicoflagellates,Distephanus,Distephanus staurodon,staurodon,,left_only
Denticulopsis kanayae,diatoms,Denticulopsis,Denticulopsis kanayae,kanayae,,left_only
Uvigerina ciperana,benthic_forams,Uvigerina,Uvigerina ciperana,ciperana,,left_only
Hypericum,pollen,Hypericum,Hypericum,,,left_only
Martinotiella sp.,benthic_forams,Martinotiella,Martinotiella sp.,sp.,,both
Paronaella sp.,radiolarians,Paronaella,Paronaella sp.,sp.,,left_only
Globorotalia neoflexuosa,planktic_forams,Globorotalia,Globorotalia neoflexuosa,neoflexuosa,,left_only
Cibicidoides coryelli,benthic_forams,Cibicidoides,Cibicidoides coryelli,coryelli,,left_only
Cornutella sp.,radiolarians,Cornutella,Cornutella sp.,sp.,,left_only
Coscinodiscus nodulifer (q),diatoms,Coscinodiscus,Coscinodiscus nodulifer,nodulifer,,both
Deflandrea phosphoritica,dinoflagellates,Deflandrea,Deflandrea phosphoritica,phosphoritica,,left_only
Botryopera boldyrae (q),radiolarians,Botryopera,Botryopera boldyrae,boldyrae,,left_only
Gyroidina delicata,benthic_forams,Gyroidina,Gyroidina delicata,delicata,,left_only
Cibicides dohmi,benthic_forams,Cibicides,Cibicides dohmi,dohmi,,left_only
Morozovella caucasica,planktic_forams,Morozovella,Morozovella caucasica,caucasica,,both
Globorotalia pseudomenardii (q),planktic_forams,Globorotalia,Globorotalia pseudomenardii,pseudomenardii,,left_only
Clathrocyclas nova (q),radiolarians,Clathrocyclas,Clathrocyclas nova,nova,,left_only
Pseudotextularia deformis (q),planktic_forams,Pseudotextularia,Pseudotextularia deformis,deformis,,left_only
Lithocampium sp.,radiolarians,Lithocampium,Lithocampium sp.,sp.,,left_only
Discolithina callosa (q),nannofossils,Discolithina,Discolithina callosa,callosa,,left_only
Eoconuloides wellsi,benthic_forams,Eoconuloides,Eoconuloides wellsi,wellsi,,left_only
Rhabdolithina splendens,nannofossils,Rhabdolithina,Rhabdolithina splendens,splendens,,left_only
Pyxidicula minuta,diatoms,Pyxidicula,Pyxidicula minuta,minuta,,left_only
Spiniferites bentorii,dinoflagellates,Spiniferites,Spiniferites bentorii,bentorii,,left_only
Bachmannocena apiculata apiculata,silicoflagellates,Bachmannocena,Bachmannocena apiculata apiculata,apiculata,apiculata,left_only
Globigerina umbilicata,planktic_forams,Globigerina,Globigerina umbilicata,umbilicata,,both
Recurvoides contortus,benthic_forams,Recurvoides,Recurvoides contortus,contortus,,left_only
Siphogenerina transversa,benthic_forams,Siphogenerina,Siphogenerina transversa,transversa,,left_only
Lirella mela,radiolarians,Lirella,Lirella mela,mela,,left_only
Turborotalia prasaepis,planktic_forams,Turborotalia,Turborotalia prasaepis,prasaepis,,left_only
Bradleya sp.,ostracods,Bradleya,Bradleya sp.,sp.,,left_only
Saccospyris conithorax,radiolarians,Saccospyris,Saccospyris conithorax,conithorax,,both
Trilobosporites sp.,pollen,Trilobosporites,Trilobosporites sp.,sp.,,left_only
Cassidulina californica,benthic_forams,Cassidulina,Cassidulina californica,californica,,both
Hornibrookina teuriensis (q),nannofossils,Hornibrookina,Hornibrookina teuriensis,teuriensis,,left_only
Cibicidoides verrucosus,benthic_forams,Cibicidoides,Cibicidoides verrucosus,verrucosus,,left_only
Pterocodon ampla,radiolarians,Pterocodon,Pterocodon ampla,ampla,,both
Amaranthaceae,pollen,Amaranthaceae,Amaranthaceae,,,left_only
Sceptroneis grandis,diatoms,Sceptroneis,Sceptroneis grandis,grandis,,left_only
Cretarhabdus decussatus,nannofossils,Cretarhabdus,Cretarhabdus decussatus,decussatus,,left_only
Fasciculithus magnus (q),nannofossils,Fasciculithus,Fasciculithus magnus,magnus,,both
Cruciplacolithus subrotundus,nannofossils,Cruciplacolithus,Cruciplacolithus subrotundus,subrotundus,,left_only
Nodosaria pseudoinconstans,benthic_forams,Nodosaria,Nodosaria pseudoinconstans,pseudoinconstans,,left_only
Saracenaria senni,benthic_forams,Saracenaria,Saracenaria senni,senni,,left_only
Dictyophimus babylonis,radiolarians,Dictyophimus,Dictyophimus babylonis,babylonis,,left_only
Ceratolithus tricorniculatus group,nannofossils,Ceratolithus,Ceratolithus tricorniculatus group,tricorniculatus,group,left_only
Distephanus speculum (long spined),silicoflagellates,Distephanus,Distephanus speculum,speculum,,both
Nodosaria callosa,benthic_forams,Nodosaria,Nodosaria callosa,callosa,,left_only
Clathrocyclas titanothericeraos,radiolarians,Clathrocyclas,Clathrocyclas titanothericeraos,titanothericeraos,,left_only
Cyclolithus bramlettei,nannofossils,Cyclolithus,Cyclolithus bramlettei,bramlettei,,left_only
Comasphaeridium cometes,dinoflagellates,Comasphaeridium,Comasphaeridium cometes,cometes,,left_only
Cyclampterium tanythorax,radiolarians,Cyclampterium,Cyclampterium tanythorax,tanythorax,,left_only
Cladogramma conicum campanulatum,diatoms,Cladogramma,Cladogramma conicum campanulatum,conicum,campanulatum,left_only
Chiphragmalithus spinosus (q),nannofossils,Chiphragmalithus,Chiphragmalithus spinosus,spinosus,,left_only
Uvigerina senticosa,benthic_forams,Uvigerina,Uvigerina senticosa,senticosa,,both
Sphenolithus anarrhopus,nannofossils,Sphenolithus,Sphenolithus anarrhopus,anarrhopus,,both
Sphenolithus moriformis (q),nannofossils,Sphenolithus,Sphenolithus moriformis,moriformis,,both
Textularia leuzingeri,benthic_forams,Textularia,Textularia leuzingeri,leuzingeri,,left_only
Biscutum romeinii (q),nannofossils,Biscutum,Biscutum romeinii,romeinii,,left_only
Markalius reinhardtii,nannofossils,Markalius,Markalius reinhardtii,reinhardtii,,left_only
Nitzschia curta,diatoms,Nitzschia,Nitzschia curta,curta,,left_only
Spongodiscus ambus,radiolarians,Spongodiscus,Spongodiscus ambus,ambus,,left_only
Pulleniatina obliquiloculata,planktic_forams,Pulleniatina,Pulleniatina obliquiloculata,obliquiloculata,,both
Turborotalia acostaensis tegillata,planktic_forams,Turborotalia,Turborotalia acostaensis tegillata,acostaensis,tegillata,left_only
Truncorotaloides bullbrooki,planktic_forams,Truncorotaloides,Truncorotaloides bullbrooki,bullbrooki,,left_only
Rhabdothorax serratus,nannofossils,Rhabdothorax,Rhabdothorax serratus,serratus,,left_only
Petalospyris diaboliscus,radiolarians,Petalospyris,Petalospyris diaboliscus,diaboliscus,,left_only
Phormocyrtis cubensis,radiolarians,Phormocyrtis,Phormocyrtis cubensis,cubensis,,both
Spongodiscus pulcher,radiolarians,Spongodiscus,Spongodiscus pulcher,pulcher,,left_only
Henryhowella asperrima,ostracods,Henryhowella,Henryhowella asperrima,asperrima,,left_only
Bolivina crenulata,benthic_forams,Bolivina,Bolivina crenulata,crenulata,,left_only
Neochiastozygus junctus,nannofossils,Neochiastozygus,Neochiastozygus junctus,junctus,,both
Globoquadrina larmeui (q),planktic_forams,Globoquadrina,Globoquadrina larmeui,larmeui,,left_only
Polysolenia flammabunde,radiolarians,Polysolenia,Polysolenia flammabunde,flammabunde,,left_only
Platycarya sp.,pollen,Platycarya,Platycarya sp.,sp.,,left_only
Globorotalia pliozea (q),planktic_forams,Globorotalia,Globorotalia pliozea,pliozea,,both
Guttulina caudita,benthic_forams,Guttulina,Guttulina caudita,caudita,,left_only
Reophax cushmanii (q),benthic_forams,Reophax,Reophax cushmanii,cushmanii,,left_only
Globigerina cryptomphala,planktic_forams,Globigerina,Globigerina cryptomphala,cryptomphala,,left_only
Spongodiscus quartus quartus,radiolarians,Spongodiscus,Spongodiscus quartus quartus,quartus,quartus,left_only
Amphicraspedum murrayanum (q),radiolarians,Amphicraspedum,Amphicraspedum murrayanum,murrayanum,,both
Epistominella pulchella,benthic_forams,Epistominella,Epistominella pulchella,pulchella,,both
Ginginodinium sp.,dinoflagellates,Ginginodinium,Ginginodinium sp.,sp.,,left_only
Pseudonodosaria conica,benthic_forams,Pseudonodosaria,Pseudonodosaria conica,conica,,left_only
Gyroidina angustiumbilicata,benthic_forams,Gyroidina,Gyroidina angustiumbilicata,angustiumbilicata,,left_only
Quadratobuliminella sp.,benthic_forams,Quadratobuliminella,Quadratobuliminella sp.,sp.,,left_only
Distephanus crux hannai (q),silicoflagellates,Distephanus,Distephanus crux hannai,crux,hannai,left_only
Helicosphaera neogranulata,nannofossils,Helicosphaera,Helicosphaera neogranulata,neogranulata,,both
Lithocarpium polycantha,radiolarians,Lithocarpium,Lithocarpium polycantha,polycantha,,left_only
Lenticulina subkubinyii,benthic_forams,Lenticulina,Lenticulina subkubinyii,subkubinyii,,left_only
Globigerinatheka index tropicalis,planktic_forams,Globigerinatheka,Globigerinatheka index tropicalis,index,tropicalis,left_only
Globigerina digitata,planktic_forams,Globigerina,Globigerina digitata,digitata,,left_only
Amphipyndax enesseffi,radiolarians,Amphipyndax,Amphipyndax enesseffi,enesseffi,,left_only
Catapsydrax echinatus,planktic_forams,Catapsydrax,Catapsydrax echinatus,echinatus,,left_only
Polypodiidites sp.,pollen,Polypodiidites,Polypodiidites sp.,sp.,,left_only
Stylatractus universus,radiolarians,Stylatractus,Stylatractus universus,universus,,both
Globorotalia cultrata viola,planktic_forams,Globorotalia,Globorotalia cultrata viola,cultrata,viola,left_only
Actinocyclus ellipticus,diatoms,Actinocyclus,Actinocyclus ellipticus,ellipticus,,both
Petalospyris sp.,radiolarians,Petalospyris,Petalospyris sp.,sp.,,left_only
Poretzkia sp.,diatoms,Poretzkia,Poretzkia sp.,sp.,,left_only
Cestodiscus parmulus,diatoms,Cestodiscus,Cestodiscus parmulus,parmulus,,left_only
Cocoolithus crassipons,nannofossils,Cocoolithus,Cocoolithus crassipons,crassipons,,left_only
Bolivina subangularis osagensis,benthic_forams,Bolivina,Bolivina subangularis osagensis,subangularis,osagensis,left_only
Angulogerina sp.,benthic_forams,Angulogerina,Angulogerina sp.,sp.,,left_only
Reticulofenestra pseudoumbilica gelida,nannofossils,Reticulofenestra,Reticulofenestra pseudoumbilica gelida,pseudoumbilica,gelida,left_only
Discoasteroides kuepperi,nannofossils,Discoasteroides,Discoasteroides kuepperi,kuepperi,,left_only
Valvulina humilis,benthic_forams,Valvulina,Valvulina humilis,humilis,,left_only
Globorotalia inflata (q),planktic_forams,Globorotalia,Globorotalia inflata,inflata,,both
Asteromphalus brookei (q),diatoms,Asteromphalus,Asteromphalus brookei,brookei,,left_only
Fragilaria leptostauron dubia,diatoms,Fragilaria,Fragilaria leptostauron dubia,leptostauron,dubia,left_only
Arachnocorallium sp.,radiolarians,Arachnocorallium,Arachnocorallium sp.,sp.,,left_only
Didymocyrtis didymus,radiolarians,Didymocyrtis,Didymocyrtis didymus,didymus,,left_only
Cibicidoides semiteres,benthic_forams,Cibicidoides,Cibicidoides semiteres,semiteres,,left_only
Neogloboquadrina pseudopima,planktic_forams,Neogloboquadrina,Neogloboquadrina pseudopima,pseudopima,,both
Synedra jouseana var.,diatoms,Synedra,Synedra jouseana var.,jouseana,var.,left_only
Globorotalia imitata,planktic_forams,Globorotalia,Globorotalia imitata,imitata,,left_only
