verbatim_name,taxon_group,genus name,simplified_name,species name,subspecies name,_merge_approved
Amphipyndax sp.,radiolarians,Amphipyndax,Amphipyndax sp.,sp.,,left_only
Amphipyndax sp. (q),radiolarians,Amphipyndax,Amphipyndax sp.,sp.,,left_only
Amphipyndax stocki,radiolarians,Amphipyndax,Amphipyndax stocki,stocki,,both
Amphipyndax stocki (q),radiolarians,Amphipyndax,Amphipyndax stocki,stocki,,both
Amphirhopalum sp.,radiolarians,Amphirhopalum,Amphirhopalum sp.,sp.,,left_only
Amphirhopalum wirchowii,radiolarians,Amphirhopalum,Amphirhopalum wirchowii,wirchowii,,left_only
Amphirhopalum ypsilon,radiolarians,Amphirhopalum,Amphirhopalum ypsilon,ypsilon,,both
Amphisphaera cristata,radiolarians,Amphisphaera,Amphisphaera cristata,cristata,,left_only
Amphisphaera cronos,radiolarians,Amphisphaera,Amphisphaera cronos,cronos,,left_only
Amphisphaera dixyphos,radiolarians,Amphisphaera,Amphisphaera dixyphos,dixyphos,,left_only
Amphisphaera minor,radiolarians,Amphisphaera,Amphisphaera minor,minor,,left_only
Amphisphaera radiosa,radiolarians,Amphisphaera,Amphisphaera radiosa,radiosa,,both
Amphisphaera santaennae,radiolarians,Amphisphaera,Amphisphaera santaennae,santaennae,,left_only
Amphisphaera sp.,radiolarians,Amphisphaera,Amphisphaera sp.,sp.,,left_only
Amphisphaera spinulosa,radiolarians,Amphisphaera,Amphisphaera spinulosa,spinulosa,,left_only
Amphispyris roggentheni,radiolarians,Amphispyris,Amphispyris roggentheni,roggentheni,,left_only
Amphistegina lessonii,benthic_forams,Amphistegina,Amphistegina lessonii,lessonii,,both
Amphistegina lessonii (q),benthic_forams,Amphistegina,Amphistegina lessonii,lessonii,,both
Amphistegina sp.,benthic_forams,Amphistegina,Amphistegina sp.,sp.,,both
Amphistylus angelinus,radiolarians,Amphistylus,Amphistylus angelinus,angelinus,,both
Amphitholus sp.,radiolarians,Amphitholus,Amphitholus sp.,sp.,,left_only
Amphora angusta,diatoms,Amphora,Amphora angusta,angusta,,left_only
Amphora coffeaeformis,diatoms,Amphora,Amphora coffeaeformis,coffeaeformis,,left_only
Amphora costata,diatoms,Amphora,Amphora costata,costata,,left_only
Amphora holsatica,diatoms,Amphora,Amphora holsatica,holsatica,,left_only
Amphora minuta interrupta,diatoms,Amphora,Amphora minuta interrupta,minuta,interrupta,left_only
Amphora ovalis,diatoms,Amphora,Amphora ovalis,ovalis,,left_only
Amphora proteus,diatoms,Amphora,Amphora proteus,proteus,,left_only
Amphora robusta,diatoms,Amphora,Amphora robusta,robusta,,left_only
Amphora sp.,diatoms,Amphora,Amphora sp.,sp.,,both
Amphymenium challengerae,radiolarians,Amphymenium,Amphymenium challengerae,challengerae,,left_only
Amphymenium sp.,radiolarians,Amphymenium,Amphymenium sp.,sp.,,left_only
Amphymenium splendiarmatum,radiolarians,Amphymenium,Amphymenium splendiarmatum,splendiarmatum,,both
Amphymenium splendiarmatum (q),radiolarians,Amphymenium,Amphymenium splendiarmatum,splendiarmatum,,both
Anacardiaceae,pollen,Anacardiaceae,Anacardiaceae,,,left_only
Anacardium sp. (q),pollen,Anacardium,Anacardium sp.,sp.,,left_only
Anacolosidites luteoides,pollen,Anacolosidites,Anacolosidites luteoides,luteoides,,left_only
Anaulus acutus,diatoms,Anaulus,Anaulus acutus,acutus,,left_only
Anaulus birostratus,diatoms,Anaulus,Anaulus birostratus,birostratus,,left_only
Anaulus californicus,diatoms,Anaulus,Anaulus californicus,californicus,,left_only
Anaulus incisus,diatoms,Anaulus,Anaulus incisus,incisus,,left_only
Anaulus subantarcticus,diatoms,Anaulus,Anaulus subantarcticus,subantarcticus,,left_only
Androcyclas gamphonycha,radiolarians,Androcyclas,Androcyclas gamphonycha,gamphonycha,,left_only
Androspyris anthropiscus,radiolarians,Androspyris,Androspyris anthropiscus,anthropiscus,,left_only
Androspyris fenestrata,radiolarians,Androspyris,Androspyris fenestrata,fenestrata,,left_only
Androspyris huxleyi,radiolarians,Androspyris,Androspyris huxleyi,huxleyi,,left_only
Angulogavelinella becariiformis,benthic_forams,Angulogavelinella,Angulogavelinella becariiformis,becariiformis,,left_only
Angulogerina angulosa,benthic_forams,Angulogerina,Angulogerina angulosa,angulosa,,both
Angulogerina carinata,benthic_forams,Angulogerina,Angulogerina carinata,carinata,,left_only
Angulogerina cuneata,benthic_forams,Angulogerina,Angulogerina cuneata,cuneata,,left_only
Angulogerina esuriens,benthic_forams,Angulogerina,Angulogerina esuriens,esuriens,,left_only
Angulogerina illingi,benthic_forams,Angulogerina,Angulogerina illingi,illingi,,left_only
Angulogerina kokozuraensis,benthic_forams,Angulogerina,Angulogerina kokozuraensis,kokozuraensis,,left_only
Angulogerina occidentalis,benthic_forams,Angulogerina,Angulogerina occidentalis,occidentalis,,left_only
Angulogerina sp.,benthic_forams,Angulogerina,Angulogerina sp.,sp.,,left_only
Angulogerina virginiana,benthic_forams,Angulogerina,Angulogerina virginiana,virginiana,,left_only
Angulolithina arca,nannofossils,Angulolithina,Angulolithina arca,arca,,left_only
Annellus californicus,diatoms,Annellus,Annellus californicus,californicus,,both
Anomalacantha dentata,radiolarians,Anomalacantha,Anomalacantha dentata,dentata,,both
Anomalina acuta,benthic_forams,Anomalina,Anomalina acuta,acuta,,left_only
Anomalina affinis,benthic_forams,Anomalina,Anomalina affinis,affinis,,left_only
Anomalina alazensis,benthic_forams,Anomalina,Anomalina alazensis,alazensis,,left_only
Anomalina alazensis spissiformis,benthic_forams,Anomalina,Anomalina alazensis spissiformis,alazensis,spissiformis,left_only
Anomalina aotea,benthic_forams,Anomalina,Anomalina aotea,aotea,,both
Anomalina aotea (q),benthic_forams,Anomalina,Anomalina aotea,aotea,,both
Anomalina aragonensis,benthic_forams,Anomalina,Anomalina aragonensis,aragonensis,,left_only
Anomalina capita,benthic_forams,Anomalina,Anomalina capita,capita,,left_only
Anomalina cicatricosus,benthic_forams,Anomalina,Anomalina cicatricosus,cicatricosus,,left_only
Anomalina cubana,benthic_forams,Anomalina,Anomalina cubana,cubana,,left_only
Anomalina dorri aragonensis,benthic_forams,Anomalina,Anomalina dorri aragonensis,dorri,aragonensis,left_only
Anomalina flintii,benthic_forams,Anomalina,Anomalina flintii,flintii,,left_only
Anomalina globulosa,benthic_forams,Anomalina,Anomalina globulosa,globulosa,,left_only
Anomalina helicina,benthic_forams,Anomalina,Anomalina helicina,helicina,,left_only
Anomalina illingi,benthic_forams,Anomalina,Anomalina illingi,illingi,,left_only
Anomalina midwayensis,benthic_forams,Anomalina,Anomalina midwayensis,midwayensis,,left_only
Anomalina pompilioides,benthic_forams,Anomalina,Anomalina pompilioides,pompilioides,,left_only
Anomalina praeacuta (q),benthic_forams,Anomalina,Anomalina praeacuta,praeacuta,,both
Anomalina praespissiformis,benthic_forams,Anomalina,Anomalina praespissiformis,praespissiformis,,left_only
Anomalina semicribrata,benthic_forams,Anomalina,Anomalina semicribrata,semicribrata,,left_only
Anomalina sp.,benthic_forams,Anomalina,Anomalina sp.,sp.,,both
Anomalina spissiformis,benthic_forams,Anomalina,Anomalina spissiformis,spissiformis,,left_only
Anomalina spissiformis (q),benthic_forams,Anomalina,Anomalina spissiformis,spissiformis,,left_only
Anomalina subbadensis,benthic_forams,Anomalina,Anomalina subbadensis,subbadensis,,left_only
Anomalina welleri,benthic_forams,Anomalina,Anomalina welleri,welleri,,left_only
Anomalinoides acuta,benthic_forams,Anomalinoides,Anomalinoides acuta,acuta,,left_only
Anomalinoides alazanensis,benthic_forams,Anomalinoides,Anomalinoides alazanensis,alazanensis,,left_only
Anomalinoides aragonensis,benthic_forams,Anomalinoides,Anomalinoides aragonensis,aragonensis,,left_only
Anomalinoides badensis,benthic_forams,Anomalinoides,Anomalinoides badensis,badensis,,left_only
Anomalinoides cicatricosus,benthic_forams,Anomalinoides,Anomalinoides cicatricosus,cicatricosus,,left_only
Anomalinoides ciperensis,benthic_forams,Anomalinoides,Anomalinoides ciperensis,ciperensis,,left_only
Anomalinoides fasciatus,benthic_forams,Anomalinoides,Anomalinoides fasciatus,fasciatus,,both
Anomalinoides flinti,benthic_forams,Anomalinoides,Anomalinoides flinti,flinti,,left_only
Anomalinoides globulosa,benthic_forams,Anomalinoides,Anomalinoides globulosa,globulosa,,left_only
Anomalinoides globulosus,benthic_forams,Anomalinoides,Anomalinoides globulosus,globulosus,,both
Anomalinoides howelli,benthic_forams,Anomalinoides,Anomalinoides howelli,howelli,,left_only
Anomalinoides macroglabra (q),benthic_forams,Anomalinoides,Anomalinoides macroglabra,macroglabra,,left_only
Anomalinoides nobilis,benthic_forams,Anomalinoides,Anomalinoides nobilis,nobilis,,left_only
Anomalinoides orbiculus,benthic_forams,Anomalinoides,Anomalinoides orbiculus,orbiculus,,both
Anomalinoides pinguiglabra,benthic_forams,Anomalinoides,Anomalinoides pinguiglabra,pinguiglabra,,left_only
Anomalinoides pinguiglabra (q),benthic_forams,Anomalinoides,Anomalinoides pinguiglabra,pinguiglabra,,left_only
Anomalinoides piripaua,benthic_forams,Anomalinoides,Anomalinoides piripaua,piripaua,,both
Anomalinoides pompilioides,benthic_forams,Anomalinoides,Anomalinoides pompilioides,pompilioides,,left_only
Anomalinoides praespissiformis,benthic_forams,Anomalinoides,Anomalinoides praespissiformis,praespissiformis,,left_only
Anomalinoides pseudogrosserugosa,benthic_forams,Anomalinoides,Anomalinoides pseudogrosserugosa,pseudogrosserugosa,,left_only
Anomalinoides rubiginosus,benthic_forams,Anomalinoides,Anomalinoides rubiginosus,rubiginosus,,both
Anomalinoides semicribrata,benthic_forams,Anomalinoides,Anomalinoides semicribrata,semicribrata,,left_only
Anomalinoides semicribratus,benthic_forams,Anomalinoides,Anomalinoides semicribratus,semicribratus,,both
Anomalinoides semiteres,benthic_forams,Anomalinoides,Anomalinoides semiteres,semiteres,,left_only
Anomalinoides sp.,benthic_forams,Anomalinoides,Anomalinoides sp.,sp.,,both
Anomalinoides spissiformis,benthic_forams,Anomalinoides,Anomalinoides spissiformis,spissiformis,,both
Anomalinoides spissiformis (q),benthic_forams,Anomalinoides,Anomalinoides spissiformis,spissiformis,,both
Anomalinoides trinitalensis,benthic_forams,Anomalinoides,Anomalinoides trinitalensis,trinitalensis,,left_only
Anriculosphaera umbracula,dinoflagellates,Anriculosphaera,Anriculosphaera umbracula,umbracula,,left_only
Antarctissa antedenticulata,radiolarians,Antarctissa,Antarctissa antedenticulata,antedenticulata,,left_only
Antarctissa capitata,radiolarians,Antarctissa,Antarctissa capitata,capitata,,left_only
Antarctissa clausa,radiolarians,Antarctissa,Antarctissa clausa,clausa,,left_only
Antarctissa conradae,radiolarians,Antarctissa,Antarctissa conradae,conradae,,left_only
Antarctissa denticulata,radiolarians,Antarctissa,Antarctissa denticulata,denticulata,,both
Antarctissa equiceps,radiolarians,Antarctissa,Antarctissa equiceps,equiceps,,left_only
Antarctissa ewingi,radiolarians,Antarctissa,Antarctissa ewingi,ewingi,,left_only
Antarctissa longa,radiolarians,Antarctissa,Antarctissa longa,longa,,left_only
Antarctissa robusta,radiolarians,Antarctissa,Antarctissa robusta,robusta,,both
Antarctissa strelkovi,radiolarians,Antarctissa,Antarctissa strelkovi,strelkovi,,both
Anthocorys akitaensis,radiolarians,Anthocorys,Anthocorys akitaensis,akitaensis,,left_only
Anthocorys akitaensis (q),radiolarians,Anthocorys,Anthocorys akitaensis,akitaensis,,left_only
Anthocyrtella kruegeri (q),radiolarians,Anthocyrtella,Anthocyrtella kruegeri,kruegeri,,left_only
Anthocyrtella sp.,radiolarians,Anthocyrtella,Anthocyrtella sp.,sp.,,left_only
Anthocyrtella spatiosa,radiolarians,Anthocyrtella,Anthocyrtella spatiosa,spatiosa,,left_only
Anthocyrtidium angulare,radiolarians,Anthocyrtidium,Anthocyrtidium angulare,angulare,,both
Anthocyrtidium cineraria,radiolarians,Anthocyrtidium,Anthocyrtidium cineraria,cineraria,,left_only
Anthocyrtidium ehrenbergi,radiolarians,Anthocyrtidium,Anthocyrtidium ehrenbergi,ehrenbergi,,left_only
Anthocyrtidium michdinae,radiolarians,Anthocyrtidium,Anthocyrtidium michdinae,michdinae,,left_only
Anthocyrtidium nosicace,radiolarians,Anthocyrtidium,Anthocyrtidium nosicace,nosicace,,left_only
Anthocyrtidium ophirense,radiolarians,Anthocyrtidium,Anthocyrtidium ophirense,ophirense,,both
Anthocyrtidium ovata,radiolarians,Anthocyrtidium,Anthocyrtidium ovata,ovata,,left_only
Anthocyrtidium sp.,radiolarians,Anthocyrtidium,Anthocyrtidium sp.,sp.,,both
Anthocyrtidium zanguebaricum,radiolarians,Anthocyrtidium,Anthocyrtidium zanguebaricum,zanguebaricum,,both
Anthocyrtium ehrenbergii ehrenbergii,radiolarians,Anthocyrtium,Anthocyrtium ehrenbergii ehrenbergii,ehrenbergii,ehrenbergii,left_only
Anthocyrtium hispidum,radiolarians,Anthocyrtium,Anthocyrtium hispidum,hispidum,,left_only
Anthocyrtoma sp.,radiolarians,Anthocyrtoma,Anthocyrtoma sp.,sp.,,both
Aparchitocythere sp.(q),ostracods,Aparchitocythere,Aparchitocythere sp.,sp.,,left_only
Apectodinium augustum (q),dinoflagellates,Apectodinium,Apectodinium augustum,augustum,,left_only
Apectodinium homomorphum,dinoflagellates,Apectodinium,Apectodinium homomorphum,homomorphum,,left_only
Apectodinium hypercanthum,dinoflagellates,Apectodinium,Apectodinium hypercanthum,hypercanthum,,left_only
Apectodinium parvum,dinoflagellates,Apectodinium,Apectodinium parvum,parvum,,left_only
Apectodinium quinquelatum,dinoflagellates,Apectodinium,Apectodinium quinquelatum,quinquelatum,,left_only
Apectodinium sumissum,dinoflagellates,Apectodinium,Apectodinium sumissum,sumissum,,left_only
Apeiba sp.,pollen,Apeiba,Apeiba sp.,sp.,,left_only
Apertapetra umbilica,nannofossils,Apertapetra,Apertapetra umbilica,umbilica,,left_only
Aphelandra sp.,pollen,Aphelandra,Aphelandra sp.,sp.,,left_only
Appendicisporites sp.,pollen,Appendicisporites,Appendicisporites sp.,sp.,,left_only
Apteodinium sp.,dinoflagellates,Apteodinium,Apteodinium sp.,sp.,,left_only
Apteodinium spiroides,dinoflagellates,Apteodinium,Apteodinium spiroides,spiroides,,left_only
Araceae,pollen,Araceae,Araceae,,,left_only
Arachnocorallium sp.,radiolarians,Arachnocorallium,Arachnocorallium sp.,sp.,,left_only
Arachnocorys circumtexta,radiolarians,Arachnocorys,Arachnocorys circumtexta,circumtexta,,left_only
Arachnodiscus indicus,diatoms,Arachnodiscus,Arachnodiscus indicus,indicus,,left_only
Arachnodiscus schmidti,diatoms,Arachnodiscus,Arachnodiscus schmidti,schmidti,,left_only
Arachnodiscus sp.,diatoms,Arachnodiscus,Arachnodiscus sp.,sp.,,left_only
Arachnoidiscus ehrenbergi,diatoms,Arachnoidiscus,Arachnoidiscus ehrenbergi,ehrenbergi,,both
Aragonia anauna,benthic_forams,Aragonia,Aragonia anauna,anauna,,left_only
Aragonia capdevilensis,benthic_forams,Aragonia,Aragonia capdevilensis,capdevilensis,,left_only
Aragonia ouezzanensis,benthic_forams,Aragonia,Aragonia ouezzanensis,ouezzanensis,,both
Aragonia semi-reticulata,benthic_forams,Aragonia,Aragonia semi-reticulata,semi-reticulata,,left_only
Aragonia sp.,benthic_forams,Aragonia,Aragonia sp.,sp.,,both
Aragonia trinitatensis,benthic_forams,Aragonia,Aragonia trinitatensis,trinitatensis,,left_only
Aragonia velascoensis,benthic_forams,Aragonia,Aragonia velascoensis,velascoensis,,left_only
Aragonina aragonensis,benthic_forams,Aragonina,Aragonina aragonensis,aragonensis,,left_only
Aragonina velascoensis,benthic_forams,Aragonina,Aragonina velascoensis,velascoensis,,left_only
Aratrocypris sp.,ostracods,Aratrocypris,Aratrocypris sp.,sp.,,left_only
Araucariacites sp.,pollen,Araucariacites,Araucariacites sp.,sp.,,left_only
Archaeodictyomitra regina (q),radiolarians,Archaeodictyomitra,Archaeodictyomitra regina,regina,,left_only
Archaeomonas dubia,diatoms,Archaeomonas,Archaeomonas dubia,dubia,,left_only
Archicircus rhombus,radiolarians,Archicircus,Archicircus rhombus,rhombus,,left_only
Archipilium elegans (q),radiolarians,Archipilium,Archipilium elegans,elegans,,left_only
Archipilium macropus,radiolarians,Archipilium,Archipilium macropus,macropus,,left_only
Archipilium macropus (q),radiolarians,Archipilium,Archipilium macropus,macropus,,left_only
Archipilium undulatum,radiolarians,Archipilium,Archipilium undulatum,undulatum,,left_only
Arenobulimina cuskleyae (q),benthic_forams,Arenobulimina,Arenobulimina cuskleyae,cuskleyae,,left_only
Arenobulimina ovoidea,benthic_forams,Arenobulimina,Arenobulimina ovoidea,ovoidea,,left_only
Areoligera senonensis,dinoflagellates,Areoligera,Areoligera senonensis,senonensis,,left_only
Areoligera sp.,dinoflagellates,Areoligera,Areoligera sp.,sp.,,left_only
Areosphaeridium arcuatum,dinoflagellates,Areosphaeridium,Areosphaeridium arcuatum,arcuatum,,left_only
Areosphaeridium diktyoplokus,dinoflagellates,Areosphaeridium,Areosphaeridium diktyoplokus,diktyoplokus,,left_only
Areosphaeridium diktyoplokus (q),dinoflagellates,Areosphaeridium,Areosphaeridium diktyoplokus,diktyoplokus,,left_only
Argilloecia angulata,ostracods,Argilloecia,Argilloecia angulata,angulata,,left_only
Argilloecia conoidea,ostracods,Argilloecia,Argilloecia conoidea,conoidea,,left_only
Argilloecia sp.,ostracods,Argilloecia,Argilloecia sp.,sp.,,left_only
Arkhangelskiella concava,nannofossils,Arkhangelskiella,Arkhangelskiella concava,concava,,left_only
Arkhangelskiella cymbiformis,nannofossils,Arkhangelskiella,Arkhangelskiella cymbiformis,cymbiformis,,both
Arkhangelskiella erratica,nannofossils,Arkhangelskiella,Arkhangelskiella erratica,erratica,,left_only
Arkhangelskiella parca,nannofossils,Arkhangelskiella,Arkhangelskiella parca,parca,,left_only
Arkhangelskiella sp.,nannofossils,Arkhangelskiella,Arkhangelskiella sp.,sp.,,both
Artemisia sp.,pollen,Artemisia,Artemisia sp.,sp.,,left_only
Articulina sp.,benthic_forams,Articulina,Articulina sp.,sp.,,left_only
Articulina tubulosa,benthic_forams,Articulina,Articulina tubulosa,tubulosa,,left_only
Artocapsa bicornis,radiolarians,Artocapsa,Artocapsa bicornis,bicornis,,left_only
Artocyrtis sp.,radiolarians,Artocyrtis,Artocyrtis sp.,sp.,,left_only
Artophormis barbadensis,radiolarians,Artophormis,Artophormis barbadensis,barbadensis,,both
Artophormis dominasinensis,radiolarians,Artophormis,Artophormis dominasinensis,dominasinensis,,left_only
Artophormis dominasinensis (q),radiolarians,Artophormis,Artophormis dominasinensis,dominasinensis,,left_only
Artophormis gracilis,radiolarians,Artophormis,Artophormis gracilis,gracilis,,both
Artophormis gracilis (q),radiolarians,Artophormis,Artophormis gracilis,gracilis,,both
Artostrobium auritum,radiolarians,Artostrobium,Artostrobium auritum,auritum,,left_only
Artostrobium doliolum,radiolarians,Artostrobium,Artostrobium doliolum,doliolum,,left_only
Artostrobium doliolum (q),radiolarians,Artostrobium,Artostrobium doliolum,doliolum,,left_only
Artostrobium miralestense,radiolarians,Artostrobium,Artostrobium miralestense,miralestense,,left_only
Artostrobium rhinoceros,radiolarians,Artostrobium,Artostrobium rhinoceros,rhinoceros,,left_only
Artostrobium tumidulum,radiolarians,Artostrobium,Artostrobium tumidulum,tumidulum,,left_only
Artostrobus annulatus,radiolarians,Artostrobus,Artostrobus annulatus,annulatus,,left_only
Artostrobus pretabulatus,radiolarians,Artostrobus,Artostrobus pretabulatus,pretabulatus,,left_only
Artostrobus pretabulatus (q),radiolarians,Artostrobus,Artostrobus pretabulatus,pretabulatus,,left_only
Artostrobus pusillum,radiolarians,Artostrobus,Artostrobus pusillum,pusillum,,left_only
