genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,class_taxon_id,class_taxon_name,order_taxon_id,order_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Actinosphaera,85186,Actinosphaera,genus,,,66363,Entactinaria,66366,Rhizosphaeridae,4,Radiolaria,212476,Rhizaria,,
Actinozygus,87722,Actinozygus,genus,418920,Coccolithophyceae,87651,Stephanolithiales,87672,Stephanolithiaceae,87644,Haptophyta,,,,
Adercotryma,774,Adercotryma,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Adnatosphaeridium,286028,Adnatosphaeridium,genus,321578,Dinophyceae,321606,Gonyaulacales,321604,Areoligeraceae,,,,,,
Aequitriradites,276606,Aequitriradites,genus,55121,Marchantiopsida,55123,Sphaerocarpales,,,55134,Bryophyta,54311,Plantae,,
Agrenocythere,23863,Agrenocythere,genus,22826,Ostracoda,23837,Podocopida,82093,Trachyleberididae,18891,Arthropoda,325038,Animalia,,
Aiora,336715,Aiora,genus,321578,Dinophyceae,,,,,,,,,,
Alabamina,788,Alabamina,genus,,,,,82213,Alabaminidae,288974,Foraminifera,212476,Rhizaria,,
Alabaminoides,789,Alabaminoides,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Alabinella,,,,,,,,,,,,,,,
Alangium,260469,Alangium,genus,55217,Magnoliopsida,54928,Cornales,55695,Alangiaceae,55350,Spermatophyta,54311,Plantae,,
Alatacythere,23867,Alatacythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Alchornea,,,,,,,,,,,,,,,
Alfaroa,,,,,,,,,,,,,,,
Alievium,413,Alievium,genus,,,5,Spumellaria,65971,Pseudoaulophacidae,4,Radiolaria,212476,Rhizaria,,
Alisma,83635,Alisma,genus,,,83633,Alismales,83634,Alismaceae,54885,Angiospermae,54311,Plantae,,
Alisocysta,443415,Alisocysta,genus,321578,Dinophyceae,321606,Gonyaulacales,321644,Goniodomaceae,,,,,,
Alisporites,264974,Alisporites,genus,,,,,,,249670,Gymnospermophyta,54311,Plantae,,
Allomorphinella,795,Allomorphinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Alnus,54588,Alnus,genus,55217,Magnoliopsida,54902,Fagales,54589,Betulaceae,55350,Spermatophyta,54311,Plantae,,
Alterbia,444229,Alterbia,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Alternanthera,,,,,,,,,,,,,,,
Alveolophraginium,,,,,,,,,,,,,,,
Amaranthaceae,55412,Amaranthaceae,family,55217,Magnoliopsida,54896,Caryophyllales,,,55350,Spermatophyta,54311,Plantae,,
Amaryllidaceae,55831,Amaryllidaceae,family,,,54968,Asparagales,,,54885,Angiospermae,54311,Plantae,,
Amaurolithus,388308,Amaurolithus,genus,418920,Coccolithophyceae,,,388309,Ceratolithaceae,87644,Haptophyta,,,,
Ammobaculites,813,Ammobaculites,genus,,,,,103761,Haplophragmoiidae,288974,Foraminifera,212476,Rhizaria,,
Ammobaculoides,814,Ammobaculoides,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Ammodiscus,818,Ammodiscus,genus,,,,,112199,Ammodiscidae,288974,Foraminifera,212476,Rhizaria,,
Ammodochium,436068,Ammodochium,genus,435945,Thecofilosea,436077,Ebriidea,436070,Ammodochiaceae,212477,Cercozoa,212476,Rhizaria,,
Ammolagena,821,Ammolagena,genus,,,,,112199,Ammodiscidae,288974,Foraminifera,212476,Rhizaria,,
Ammomassilina,240354,Ammomassilina,genus,428719,Tubothalamea,256604,Miliolida,155936,Hauerinidae,288974,Foraminifera,212476,Rhizaria,,
Ammonia,823,Ammonia,genus,,,,,103768,Rotaliidae,288974,Foraminifera,212476,Rhizaria,,
Ammopalmula,824,Ammopalmula,genus,,,,,103761,Haplophragmoiidae,288974,Foraminifera,212476,Rhizaria,,
Ammoscalaria,825,Ammoscalaria,genus,,,,,250221,Discamminidae,288974,Foraminifera,212476,Rhizaria,,
Ammosphaeroidina,827,Ammosphaeroidina,genus,,,,,112313,Ammosphaeroidinidae,288974,Foraminifera,212476,Rhizaria,,
Ammotium,829,Ammotium,genus,,,,,103761,Haplophragmoiidae,288974,Foraminifera,212476,Rhizaria,,
Ampelidaceae,,,,,,,,,,,,,,,
Amphibrachium,13,Amphibrachium,genus,,,5,Spumellaria,64688,Patulibracchiidae,4,Radiolaria,212476,Rhizaria,,
Amphicoryna,835,Amphicoryna,genus,428875,Nodosariata,428878,Vaginulinida,112281,Vaginulinidae,288974,Foraminifera,212476,Rhizaria,,
Amphileberis,23877,Amphileberis,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Amphimorphina,836,Amphimorphina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Amphiplecta,85715,Amphiplecta,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Amphiprora,441245,Amphiprora,genus,69587,Bacillariophyceae,431889,Naviculales,433093,Amphipleuraceae,432613,Ochrophyta,,,,
Amphipternis,86381,Amphipternis,genus,,,402,Nassellaria,66331,Amphipyndacidae,4,Radiolaria,212476,Rhizaria,,
Amphipyndax,414,Amphipyndax,genus,,,402,Nassellaria,66331,Amphipyndacidae,4,Radiolaria,212476,Rhizaria,,
Amphirhopalum,84844,Amphirhopalum,genus,,,5,Spumellaria,65975,Spongodiscidae,4,Radiolaria,212476,Rhizaria,,
Amphisphaera,16,Amphisphaera,genus,,,5,Spumellaria,64926,Actinommidae,4,Radiolaria,212476,Rhizaria,,
Amphispyris,85786,Amphispyris,genus,,,402,Nassellaria,85775,Acanthodesmiidae,4,Radiolaria,212476,Rhizaria,,
Amphitholus,,,,,,,,,,,,,,,
Amphora,387135,Amphora,genus,69587,Bacillariophyceae,426798,Thalassiophysales,432978,Catenulaceae,432613,Ochrophyta,,,,
Amphymenium,15,Amphymenium,genus,,,5,Spumellaria,84817,Larnacillidae,4,Radiolaria,212476,Rhizaria,,
Anacardiaceae,54686,Anacardiaceae,family,55217,Magnoliopsida,54934,Sapindales,,,55350,Spermatophyta,54311,Plantae,,
Anacardium,259555,Anacardium,genus,55217,Magnoliopsida,54934,Sapindales,54686,Anacardiaceae,55350,Spermatophyta,54311,Plantae,,
Anacolosidites,280359,Anacolosidites,genus,55217,Magnoliopsida,54929,Santalales,,,55350,Spermatophyta,54311,Plantae,,
Anaulus,71245,Anaulus,genus,69587,Bacillariophyceae,426609,Anaulales,432979,Anaulaceae,432613,Ochrophyta,,,,
Androcyclas,,,,,,,,,,,,,,,
Androspyris,85757,Androspyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Angulogavelinella,851,Angulogavelinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Angulogerina,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Angulolithina,,,,,,,,,,,,,,,
Anomalina,86769,Anomalina,genus,428504,Globothalamea,279579,Rotaliida,103798,Anomalinidae,288974,Foraminifera,212476,Rhizaria,,
Anomalinoides,859,Anomalinoides,genus,,,,,155878,Heterolepidae,288974,Foraminifera,212476,Rhizaria,,
Anriculosphaera,,,,,,,,,,,,,,,
Antarctissa,416,Antarctissa,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Anthocorys,159808,Anthocorys,genus,,,402,Nassellaria,66335,Eucyrtiidae,4,Radiolaria,212476,Rhizaria,,
Anthocyrtella,85907,Anthocyrtella,genus,,,402,Nassellaria,85905,Theopiliidae,4,Radiolaria,212476,Rhizaria,,
Anthocyrtidium,417,Anthocyrtidium,genus,,,402,Nassellaria,86221,Pterocorythidae,4,Radiolaria,212476,Rhizaria,,
Anthocyrtium,,,,,,,,,,,,,,,
Aparchitocythere,23889,Aparchitocythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Apectodinium,317821,Apectodinium,genus,,,,,,,277918,Myzozoa,,,,
Apeiba,,,,,,,,,,,,,,,
Apertapetra,,,,,,,,,,,,,,,
Aphelandra,,,,,,,,,,,,,,,
Appendicisporites,274327,Appendicisporites,genus,263811,Pteridopsida,196406,Schizaeales,,,54828,Pteridophyta,54311,Plantae,,
Apteodinium,276894,Apteodinium,genus,321578,Dinophyceae,,,,,,,,,,
Araceae,55277,Araceae,family,,,54946,Alismatales,,,54885,Angiospermae,54311,Plantae,,
Arachnocorallium,85716,Arachnocorallium,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Arachnocorys,85717,Arachnocorys,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Arachnodiscus,,,,,,,,,,,,,,,
Aragonia,865,Aragonia,genus,428504,Globothalamea,279579,Rotaliida,432106,Loxostomatidae,288974,Foraminifera,212476,Rhizaria,,
Aragonina,,,,,,,,,,,,,,,
Aratrocypris,23894,Aratrocypris,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Araucariacites,264499,Araucariacites,genus,82141,Pinopsida,82140,Pinales,54789,Araucariaceae,82139,Pinophyta,54311,Plantae,,
Archaeodictyomitra,421,Archaeodictyomitra,genus,,,402,Nassellaria,64604,Archaeodictyomitridae,4,Radiolaria,212476,Rhizaria,,
Archaeomonas,441246,Archaeomonas,genus,,,,,,,432613,Ochrophyta,,,,
Archicircus,85787,Archicircus,genus,,,402,Nassellaria,85775,Acanthodesmiidae,4,Radiolaria,212476,Rhizaria,,
Archipilium,,,,,,,,,,,,,,,
Arenobulimina,879,Arenobulimina,genus,,,,,112207,Globotextulariidae,288974,Foraminifera,212476,Rhizaria,,
Areoligera,323962,Areoligera,genus,321578,Dinophyceae,321606,Gonyaulacales,321604,Areoligeraceae,,,,,,
Areosphaeridium,443416,Areosphaeridium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Argilloecia,23901,Argilloecia,genus,22826,Ostracoda,23837,Podocopida,259381,Pontocyprididae,18891,Arthropoda,325038,Animalia,,
Arkhangelskiella,87794,Arkhangelskiella,genus,418920,Coccolithophyceae,87647,Arkhangelskiales,87663,Arkhangelskiellaceae,87644,Haptophyta,,,,
Artemisia,434783,Artemisia,genus,55217,Magnoliopsida,54943,Asterales,183083,Asteraceae,55350,Spermatophyta,54311,Plantae,,
Articulina,890,Articulina,genus,428719,Tubothalamea,256604,Miliolida,155936,Hauerinidae,288974,Foraminifera,212476,Rhizaria,,
Artocapsa,424,Artocapsa,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Artocyrtis,,,,,,,,,,,,,,,
Artophormis,426,Artophormis,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Artostrobium,427,Artostrobium,genus,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Artostrobus,428,Artostrobus,genus,,,402,Nassellaria,66371,Acropyramididae,4,Radiolaria,212476,Rhizaria,,
Ascostomocystis,443687,Ascostomocystis,genus,,,,,,,,,54311,Plantae,,
Aspidorhabdus,,,,,,,,,,,,,,,
Assilina,897,Assilina,genus,,,,,103799,Nummulitidae,288974,Foraminifera,212476,Rhizaria,,
Astacolus,898,Astacolus,genus,428875,Nodosariata,428878,Vaginulinida,112281,Vaginulinidae,288974,Foraminifera,212476,Rhizaria,,
Asterigerina,899,Asterigerina,genus,,,,,241494,Asterigerinidae,288974,Foraminifera,212476,Rhizaria,,
Asterigerinata,900,Asterigerinata,genus,428504,Globothalamea,279579,Rotaliida,432463,Asterigerinatidae,288974,Foraminifera,212476,Rhizaria,,
Asterionella,441247,Asterionella,genus,69587,Bacillariophyceae,427120,Fragilariales,387103,Fragilariaceae,432613,Ochrophyta,,,,
Asterocyclina,905,Asterocyclina,genus,,,,,112186,Discocyclinidae,288974,Foraminifera,212476,Rhizaria,,
Asterolampra,432982,Asterolampra,genus,69587,Bacillariophyceae,426697,Asterolamprales,71208,Asterolampraceae,432613,Ochrophyta,,,,
Asteromphalus,82148,Asteromphalus,genus,69587,Bacillariophyceae,426697,Asterolamprales,71208,Asterolampraceae,432613,Ochrophyta,,,,
Astostrobus,,,,,,,,,,,,,,,
Astractinium,,,,,,,,,,,,,,,
Astrocyclia,32,Astrocyclia,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Astrohiza,,,,,,,,,,,,,,,
Astromma,33,Astromma,genus,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,,
Astronion,,,,,,,,,,,,,,,
Astrophacus,34,Astrophacus,genus,,,5,Spumellaria,84708,Heliodiscidae,4,Radiolaria,212476,Rhizaria,,
Astrosphaerin,,,,,,,,,,,,,,,
Atlanticythere,23911,Atlanticythere,genus,22826,Ostracoda,23837,Podocopida,82093,Trachyleberididae,18891,Arthropoda,325038,Animalia,,
Aulacodiscus,9512,Aulacodiscus,genus,8304,Gastropoda,,,285330,Rostellariidae,7805,Mollusca,325038,Animalia,,
Aulacosira,,,,,,,,,,,,,,,
Auliscus,71248,Auliscus,genus,69587,Bacillariophyceae,69588,Centrales,,,432613,Ochrophyta,,,,
Australopollis,308943,Australopollis,genus,,,,,,,,,54311,Plantae,,
Avicennia,,,,,,,,,,,,,,,
Axoprunum,38,Axoprunum,genus,,,66363,Entactinaria,66368,Saturnalidae,4,Radiolaria,212476,Rhizaria,,
Bachmannocena,434213,Bachmannocena,genus,69590,Chrysophyceae,69591,Phytomastigophora,69592,Dictyochaceae,,,,,,
Bacillaria,441248,Bacillaria,genus,69587,Bacillariophyceae,427869,Bacillariales,432671,Bacillariaceae,432613,Ochrophyta,,,,
Bacteriastrum,432212,Bacteriastrum,genus,69587,Bacillariophyceae,,,431966,Chaetocerotaceae,432613,Ochrophyta,,,,
Bacteriosira,,,,,,,,,,,,,,,
Baculatisporites,252529,Baculatisporites,genus,263811,Pteridopsida,,,,,54828,Pteridophyta,54311,Plantae,,
Baggatellla,,,,,,,,,,,,,,,
Baggina,936,Baggina,genus,,,,,241044,Bagginidae,288974,Foraminifera,212476,Rhizaria,,
Bairdia,23919,Bairdia,genus,22826,Ostracoda,23837,Podocopida,142852,Bairdiidae,18891,Arthropoda,325038,Animalia,,
Bairdoppilata,23924,Bairdoppilata,genus,22826,Ostracoda,23837,Podocopida,142852,Bairdiidae,18891,Arthropoda,325038,Animalia,,
Baltisphaeridium,260235,Baltisphaeridium,genus,321578,Dinophyceae,,,,,,,,,,
Bandyella,941,Bandyella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Bathropyramis,431,Bathropyramis,genus,,,402,Nassellaria,66371,Acropyramididae,4,Radiolaria,212476,Rhizaria,,
Bathycythere,23933,Bathycythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Bathysiphon,948,Bathysiphon,genus,,,,,113019,Bathysiphonidae,288974,Foraminifera,212476,Rhizaria,,
Batiacasphaera,276895,Batiacasphaera,genus,321578,Dinophyceae,321606,Gonyaulacales,,,,,,,,
Baxteria,441249,Baxteria,genus,69587,Bacillariophyceae,,,,,432613,Ochrophyta,,,,
Baxteriopsis,441250,Baxteriopsis,genus,69587,Bacillariophyceae,426784,Hemiaulales,387088,Hemiaulaceae,432613,Ochrophyta,,,,
Beaupreaeidites,,,,,,,,,,,,,,,
Beella,951,Beella,genus,,,,,82191,Globigerinidae,288974,Foraminifera,212476,Rhizaria,,
Bekoma,432,Bekoma,genus,,,402,Nassellaria,87074,Bekomidae,4,Radiolaria,212476,Rhizaria,,
Bekomiforma,87075,Bekomiforma,genus,,,402,Nassellaria,87074,Bekomidae,4,Radiolaria,212476,Rhizaria,,
Benetorus,441251,Benetorus,genus,69587,Bacillariophyceae,426793,Stictodiscales,441252,Benetoraceae,432613,Ochrophyta,,,,
Berggrenia,953,Berggrenia,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Bergonia,441253,Bergonia,genus,69587,Bacillariophyceae,426697,Asterolamprales,71208,Asterolampraceae,432613,Ochrophyta,,,,
Betula,55294,Betula,genus,55217,Magnoliopsida,54902,Fagales,54589,Betulaceae,55350,Spermatophyta,54311,Plantae,,
Biantholithus,424468,Biantholithus,genus,418920,Coccolithophyceae,,,,,87644,Haptophyta,,,,
Biddulphia,71290,Biddulphia,genus,,,,,,,432613,Ochrophyta,,,,
Bidiscus,87721,Bidiscus,genus,418920,Coccolithophyceae,87649,Podorhabdales,87669,Biscutaceae,87644,Haptophyta,,,,
Biloculinellla,,,,,,,,,,,,,,,
Biorbulina,,,,,,,,,,,,,,,
Biplanispira,978,Biplanispira,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Biscutum,87829,Biscutum,genus,418920,Coccolithophyceae,87649,Podorhabdales,87669,Biscutaceae,87644,Haptophyta,,,,
Bitectatodinium,443688,Bitectatodinium,genus,321578,Dinophyceae,321606,Gonyaulacales,321603,Gonyaulacaceae,,,,,,
Bithochytris,,,,,,,,,,,,,,,
Blackites,424333,Blackites,genus,418920,Coccolithophyceae,87650,Syracosphaerales,420233,Rhabdosphaeraceae,87644,Haptophyta,,,,
Bogorovia,433621,Bogorovia,genus,69587,Bacillariophyceae,426781,Cymatosirales,433229,Cymatosiraceae,432613,Ochrophyta,,,,
Boldia,994,Boldia,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Boliminella,,,,,,,,,,,,,,,
Bolivina,995,Bolivina,genus,,,,,112279,Bolivinidae,288974,Foraminifera,212476,Rhizaria,,
Bolivinita,998,Bolivinita,genus,,,,,155884,Bolivinitidae,288974,Foraminifera,212476,Rhizaria,,
Bolivinoides,999,Bolivinoides,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,,
Bolivinopsis,1000,Bolivinopsis,genus,,,,,82194,Textulariidae,288974,Foraminifera,212476,Rhizaria,,
Bolvina,,,,,,,,,,,,,,,
Bombacaceae,55599,Bombacaceae,family,55217,Magnoliopsida,54911,Malvales,,,55350,Spermatophyta,54311,Plantae,,
Bombacacidites,276601,Bombacacidites,genus,55217,Magnoliopsida,54911,Malvales,55599,Bombacaceae,55350,Spermatophyta,54311,Plantae,,
Borraginaceae,,,,,,,,,,,,,,,
Bosquetina,23948,Bosquetina,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Botryocella,437,Botryocella,genus,,,402,Nassellaria,,,4,Radiolaria,212476,Rhizaria,,
Botryococcus,264632,Botryococcus,genus,54452,Chlorophyceae,,,,,54811,Chlorophyta,,,,
Botryocylinder,85926,Botryocylinder,genus,,,402,Nassellaria,85922,Cannobotryidae,4,Radiolaria,212476,Rhizaria,,
Botryocyrtis,438,Botryocyrtis,genus,,,402,Nassellaria,85922,Cannobotryidae,4,Radiolaria,212476,Rhizaria,,
Botryometra,85927,Botryometra,genus,,,402,Nassellaria,85922,Cannobotryidae,4,Radiolaria,212476,Rhizaria,,
Botryopera,85721,Botryopera,genus,,,402,Nassellaria,85714,Lophophaenidae,4,Radiolaria,212476,Rhizaria,,
Botryopyle,439,Botryopyle,genus,,,402,Nassellaria,85922,Cannobotryidae,4,Radiolaria,212476,Rhizaria,,
Botryostrobus,440,Botryostrobus,genus,,,402,Nassellaria,86201,Artostrobiidae,4,Radiolaria,212476,Rhizaria,,
Braarudosphaera,87759,Braarudosphaera,genus,418920,Coccolithophyceae,,,87659,Braarudosphaeraceae,87644,Haptophyta,,,,
Brachiospyris,441,Brachiospyris,genus,,,402,Nassellaria,85756,Triospyrididae,4,Radiolaria,212476,Rhizaria,,
Brachycythere,23949,Brachycythere,genus,22826,Ostracoda,23837,Podocopida,82093,Trachyleberididae,18891,Arthropoda,325038,Animalia,,
Bradleya,23950,Bradleya,genus,22826,Ostracoda,23837,Podocopida,305781,Thaerocytheridae,18891,Arthropoda,325038,Animalia,,
Bradynella,440782,Bradynella,genus,,,,,103771,Cassidulinidae,288974,Foraminifera,212476,Rhizaria,,
Brasenia,419002,Brasenia,genus,55217,Magnoliopsida,54894,Nymphaeales,54606,Nymphaeaceae,55350,Spermatophyta,54311,Plantae,,
Bravaisia,,,,,,,,,,,,,,,
Brigantedinium,264634,Brigantedinium,genus,321578,Dinophyceae,277919,Peridiniales,277915,Peridiniaceae,,,,,,
Brigantediunum,,,,,,,,,,,,,,,
Brightwellia,432290,Brightwellia,genus,69587,Bacillariophyceae,426697,Asterolamprales,432303,Brightwelliaceae,432613,Ochrophyta,,,,
Brizalina,1017,Brizalina,genus,,,,,112279,Bolivinidae,288974,Foraminifera,212476,Rhizaria,,
Broinsonia,87792,Broinsonia,genus,418920,Coccolithophyceae,87647,Arkhangelskiales,87663,Arkhangelskiellaceae,87644,Haptophyta,,,,
Bruniopsis,82149,Bruniopsis,genus,,,,,,,432613,Ochrophyta,,,,
Buccella,1023,Buccella,genus,,,,,82203,Discorbidae,288974,Foraminifera,212476,Rhizaria,,
Bulava,,,,,,,,,,,,,,,
Bulimina,1032,Bulimina,genus,,,,,103766,Buliminidae,288974,Foraminifera,212476,Rhizaria,,
Buliminella,1033,Buliminella,genus,,,,,103766,Buliminidae,288974,Foraminifera,212476,Rhizaria,,
Buntonia,23955,Buntonia,genus,22826,Ostracoda,23837,Podocopida,82093,Trachyleberididae,18891,Arthropoda,325038,Animalia,,
Burseola,,,,,,,,,,,,,,,
Bursera,369956,Bursera,genus,55217,Magnoliopsida,54934,Sapindales,54665,Burseraceae,55350,Spermatophyta,54311,Plantae,,
Bursonima,,,,,,,,,,,,,,,
Buryella,443,Buryella,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Buxus,443088,Buxus,genus,55217,Magnoliopsida,54906,Buxales,55444,Buxaceae,55350,Spermatophyta,54311,Plantae,,
Bythoceratina,23956,Bythoceratina,genus,22826,Ostracoda,23837,Podocopida,142870,Bythocytheridae,18891,Arthropoda,325038,Animalia,,
Bythocypris,23957,Bythocypris,genus,22826,Ostracoda,23837,Podocopida,162986,Bythocyprididae,18891,Arthropoda,325038,Animalia,,
Bythocythere,23958,Bythocythere,genus,22826,Ostracoda,23837,Podocopida,142870,Bythocytheridae,18891,Arthropoda,325038,Animalia,,
Bythocytheromorpha,23959,Bythocytheromorpha,genus,22826,Ostracoda,23837,Podocopida,142870,Bythocytheridae,18891,Arthropoda,325038,Animalia,,
Cadium,117902,Cadium,genus,8304,Gastropoda,,,62536,Tonnidae,7805,Mollusca,325038,Animalia,,
Calcidiscus,255405,Calcidiscus,genus,,,443656,Coccosphaerales,419763,Calcidiscaceae,,,,,,
Calciodinellum,406159,Calciodinellum,genus,,,,,,,277918,Myzozoa,,,,
Calciopilleus,,,,,,,,,,,,,,,
Caldoscenium,,,,,,,,,,,,,,,
Callimitra,445,Callimitra,genus,,,402,Nassellaria,66457,Sethoperidae,4,Radiolaria,212476,Rhizaria,,
Callistocythere,23962,Callistocythere,genus,22826,Ostracoda,23837,Podocopida,,,18891,Arthropoda,325038,Animalia,,
Callitris,190845,Callitris,genus,,,55868,Coniferales,54792,Cupressaceae,56176,Coniferophyta,54311,Plantae,,
Calocyclas,446,Calocyclas,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Calocycletta,447,Calocycletta,genus,,,402,Nassellaria,86221,Pterocorythidae,4,Radiolaria,212476,Rhizaria,,
Calocycloma,448,Calocycloma,genus,,,402,Nassellaria,87060,Eucyrtidiidae,4,Radiolaria,212476,Rhizaria,,
Camarozonotriletes,,,,,,,,,,,,,,,
Cambretaceae,,,,,,,,,,,,,,,
Campanulaceae,55777,Campanulaceae,family,55217,Magnoliopsida,54943,Asterales,,,55350,Spermatophyta,54311,Plantae,,
Campylodiscus,441259,Campylodiscus,genus,69587,Bacillariophyceae,426801,Surirellales,71203,Surirellaceae,432613,Ochrophyta,,,,
