Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Emiliania huxleyi,Gephyrocapsa omega,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra bisecta (>10 microns),Reticulofenestra bisecta (5-10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra asanoi,Reticulofenestra sp. (5-7 microns),Reticulofenestra spp. small,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster coalitus,Catinaster calyculus,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Clausicoccus subdistichus,Discoaster adamanteus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster calcaris,Discoaster calculosus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster moorei,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Ceratolithus cristatus,Ceratolithus acutus,Florisphaera profunda,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera burkei,Helicosphaera sellii,Minylitha convallis,Nicklithus amplificus,Pontosphaera millepuncta,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera spp.,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus belemnos,Sphenolithus disbelemnos,Sphenolithus pseudoheteromorphus,Sphenolithus predistentus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus spp.,Syracosphaera spp.,Triquetrorhabdulus rugosus,Umbilicosphaera rotula,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
367-U1499A-6H-5-W 90/91-NANNO,0,1,52.4,52.41,,VG,A,,,A,F,,A,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,C,C,,,,,,,,C,C,R,R,,,,,,,,,,,,C,,,C,Slumping,,,,367,U1499,A,6,H,5,W
367-U1499A-6H-CC-PAL-NANNO,0,5,55.59,55.64,,VG,A,,,F,,,C,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,C,C,F,R,,,,,,,,,,,,C,,,,Slumping,,,,367,U1499,A,6,H,CC,PAL
367-U1499A-7H-5-W 96/96-NANNO,0,0,61.92,61.92,,VG,A,,,A,,,D,,,,,C,C,C,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,C,,,,,,,,,,,,,,,,,C,Slumping,,,,367,U1499,A,7,H,5,W
367-U1499A-7H-CC-PAL-NANNO,0,5,65.1,65.15,,VG,A,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,C,,,,,,F,F,,,,,,,C,,,,,,,,,F,F,,C,,,,,,,,,,,,C,,,C,Slumping,,,,367,U1499,A,7,H,CC,PAL
367-U1499A-8H-CC-PAL-NANNO,0,5,74.44,74.49,,VG,A,,,,,,C,,,,,F,C,C,F,,,,,,,F,,,,,,C,,,,C,,,,,,,,,,,C,,,,,F,F,,,,,,,,C,C,,,,,,,,C,C,,,,,,,,,,,,,,C,,,C,Slumping,,,,367,U1499,A,8,H,CC,PAL
367-U1499A-9H-CC-PAL-NANNO,0,5,83.47,83.52,,VG,A,,,,,,C,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,F,,,,,,,,A,C,,,,,,,,C,C,,F,,,,,,,,,,,,C,,,C,Slumping,,,,367,U1499,A,9,H,CC,PAL
367-U1499A-10H-CC-PAL-NANNO,0,5,93.38,93.43,,VG,A,,,C,,,A,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,R,,,,,,D,C,,,,,,,,,,,C,,,,,,,,,,,,,,,F,Slumping,,,,367,U1499,A,10,H,CC,PAL
367-U1499A-11H-CC-PAL-NANNO,0,5,103.09,103.14,,M,C,,,C,,,A,,,,,C,C,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,D,F,,,,,,,,,,,R,,,,,,,,,,,,,,F,F,Pleistocene,,,,367,U1499,A,11,H,CC,PAL
367-U1499A-12H-CC-PAL-NANNO,0,5,112.56,112.61,,G,F,,,F,C,,F,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,R,,,,,,,,,,,,,,,F,Pleistocene,,,,367,U1499,A,12,H,CC,PAL
367-U1499A-13H-CC-PAL-NANNO,0,5,121.28,121.33,,M,F,,,F,F,,C,,,,,R,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleistocene,,,,367,U1499,A,13,H,CC,PAL
367-U1499A-14H-CC-PAL-NANNO,0,5,131.19,131.24,,G,C,,,A,F,,C,,,,R,F,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,R,,,F,Pleistocene,,,,367,U1499,A,14,H,CC,PAL
367-U1499A-15H-CC-PAL-NANNO,0,5,138.8,138.85,,G,F,,,,,,C,,,,,C,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,Pleistocene,,,,367,U1499,A,15,H,CC,PAL
367-U1499A-16H-CC-PAL-NANNO,0,5,148.28,148.33,,M,F,,,C,R,,C,,,,,F,C,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,R,,,,,A,F,,,R,,,,,,,,,,,,,,,,,,,,,,,F,Pleistocene,,,,367,U1499,A,16,H,CC,PAL
367-U1499A-17H-CC-PAL-NANNO,0,5,156.53,156.58,,G,A,,,,,F,A,,,R,,F,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,A,F,,,,,,,,F,C,R,,,,,,,,,,,,,F,,,F,Pleistocene,,,,367,U1499,A,17,H,CC,PAL
367-U1499A-18H-CC-PAL-NANNO,0,5,162.32,162.37,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,18,H,CC,PAL
367-U1499A-19X-CC-PAL-NANNO,0,5,170.93,170.98,,G,C,,,A,C,F,A,,,,,F,A,C,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,C,,,R,,,,,C,C,,R,,,,,,,,,,,,F,,,F,,,,,367,U1499,A,19,X,CC,PAL
367-U1499A-20X-CC-PAL-NANNO,0,5,181.7,181.75,,G,F,,,C,F,F,C,,,,,F,C,R,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,R,,,,,,,,,,,,,,,R,,,R,,,,,367,U1499,A,20,X,CC,PAL
367-U1499A-21X-CC-PAL-NANNO,0,5,190.11,190.16,,G,C,,,C,F,,C,,,R,,,C,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,R,,,,,F,F,,R,,,,,,,,,,,,F,,,F,1 R. PSEUDOUMBILICA,,,,367,U1499,A,21,X,CC,PAL
367-U1499A-22X-CC-PAL-NANNO,0,5,201.06,201.11,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,22,X,CC,PAL
367-U1499A-23X-CC-PAL-NANNO,0,5,210.94,210.99,,M,F,,,F,,,C,,,,,R,C,F,F,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,R,,,,,,,,,,,,,,R,,,R,,,,,367,U1499,A,23,X,CC,PAL
367-U1499A-24X-CC-PAL-NANNO,0,5,220.72,220.77,,M,F,,,,,,C,,,,,,C,F,R,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. brouweri broken,,,,367,U1499,A,24,X,CC,PAL
367-U1499A-25X-CC-PAL-NANNO,0,2,220.6,220.62,,M,F,,,R,,,C,,,,,,C,F,F,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,F,F,,R,,,,,,,,,,,,F,,,F,3 R.ASANOI???,,,,367,U1499,A,25,X,CC,PAL
367-U1499A-26X-2-W 22/23-NANNO,0,1,232.02,232.03,,P,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALMOST BARREN,,,,367,U1499,A,26,X,2,W
367-U1499A-26X-3-W 140/140-NANNO,0,0,234.7,234.7,,P,R,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALMOST BARREN,,,,367,U1499,A,26,X,3,W
367-U1499A-26X-CC-PAL-NANNO,0,5,240.14,240.19,,M,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broken discoaster,,,,367,U1499,A,26,X,CC,PAL
367-U1499A-27X-2-W 75/75-NANNO,0,0,242.25,242.25,,M,F,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,27,X,2,W
367-U1499A-27X-5-W 69/70-NANNO,0,1,246.69,246.7,,M,R,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,27,X,5,W
367-U1499A-27X-CC-PAL-NANNO,0,5,249.77,249.82,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broken discoaster,,,,367,U1499,A,27,X,CC,PAL
367-U1499A-28X-2-W 73/73-NANNO,0,0,251.93,251.93,,M,F,,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,F,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,28,X,2,W
367-U1499A-28X-5-W 75/75-NANNO,0,0,256.45,256.45,,M,C,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,R,,,F,,,R,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DISCOASTER ABUNDANT, SOME REWORKED",,,,367,U1499,A,28,X,5,W
367-U1499A-28X-CC-PAL-NANNO,0,5,259.23,259.28,,G,R,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,broken discoaster,,,,367,U1499,A,28,X,CC,PAL
367-U1499A-29X-CC-PAL-NANNO,0,5,269.1,269.15,,M,R,,,,,,,,,,,,F,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,F,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,D.variabilis group,,,,367,U1499,A,29,X,CC,PAL
367-U1499A-30X-2-W 72/72-NANNO,0,0,271.32,271.32,,M,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,F,,,,,R,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,2,W
367-U1499A-30X-5-W 72/72-NANNO,0,0,275.82,275.82,,M,F,,,,,,,,,R,,R,F,,,,,,,,,,,,,,,R,,,,F,,,,,,,,,,,F,,,,,F,,,F,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,30,X,5,W
367-U1499A-30X-CC-PAL-NANNO,0,5,278.91,278.96,,M,F,,,,,,,,,C,,,,F,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,C,,,,C,,,,C,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,Amaurolithus delicatus,,,,367,U1499,A,30,X,CC,PAL
367-U1499A-31X-2-W 52/52-NANNO,0,0,280.82,280.82,,G,C,,,,,,,,,C,,F,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,F,,,C,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,R,,,,,367,U1499,A,31,X,2,W
367-U1499A-31X-5-W 52/52-NANNO,0,0,285.32,285.32,,M,F,,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,,,R,,,F,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,31,X,5,W
367-U1499A-31X-CC-PAL-NANNO,0,5,288.54,288.59,,M,C,,,,,,,,,F,,C,F,F,,,,,,,,F,,,,,,F,,,,C,,,,,,,,,,,C,,,,C,,,,C,,F,,,,F,R,,,,,,,,,,,F,,,,,,,,,,,,F,,,R,,,,,367,U1499,A,31,X,CC,PAL
367-U1499A-32X-2-W 99/99-NANNO,0,0,290.99,290.99,,M,F,,,,,,,,,R,,F,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,R,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,32,X,2,W
367-U1499A-32X-5-W 56/56-NANNO,0,0,295.06,295.06,,M,C,,,,,,,,,F,,C,R,F,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,C,,,,,,,,C,F,,,,,F,R,,,,,,,,,,,R,,,,,,,,,,,,R,,,R,,,,,367,U1499,A,32,X,5,W
367-U1499A-32X-CC-PAL-NANNO,0,5,298.3,298.35,,G,A,,,,,,,,,F,,C,D,F,R,,,,,,,F,,,,,,C,,R,,C,,,,,,,,,,,F,,,,,,,,C,F,F,,,,C,C,,,,,,,,R,R,,C,,,,F,,,,,,,,F,,,F,within NN14,,,,367,U1499,A,32,X,CC,PAL
367-U1499A-33X-1-W 74/74-NANNO,0,0,298.94,298.94,,M,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,,,,,,C,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,33,X,1,W
367-U1499A-33X-4-W 73/73-NANNO,0,0,303.43,303.43,,M,C,,,,,,,,,,,F,F,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,C,,,,F,C,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,367,U1499,A,33,X,4,W
367-U1499A-33X-CC-PAL-NANNO,0,5,306.84,306.89,,G,A,,,,,,,,,,,C,C,F,,,,,,,,F,,,,,,C,,,,C,,,,,,,,,,,C,,,,,,,,A,,F,,,F,F,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,367,U1499,A,33,X,CC,PAL
367-U1499A-34X-2-W 115/115-NANNO,0,0,310.55,310.55,,M,C,,,,,,,,,,,C,F,,,,,,,,,F,,,,,,,,C,,C,,,,,,R,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,367,U1499,A,34,X,2,W
367-U1499A-34X-5-W 59/59-NANNO,0,0,314.49,314.49,,G,A,,,,,,,,,,,,,C,F,,,,,,,F,,,,,,,,F,,C,,,,,,,,,,,C,,,C,,C,,,C,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,C,,,F,,,,,,367,U1499,A,34,X,5,W
367-U1499A-34X-CC-PAL-NANNO,0,5,317.38,317.43,,M,C,,,,,,,,,F,,R,F,R,,,,,,,,R,,,,,,R,,,,F,,,,,,,,,,,F,,,,,R,,,A,,,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,34,X,CC,PAL
367-U1499A-35X-2-W 40/40-NANNO,0,0,319.5,319.5,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,35,X,2,W
367-U1499A-35X-5-W 70/70-NANNO,0,0,324.3,324.3,,M,F,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,C,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,35,X,5,W
367-U1499A-35X-CC-PAL-NANNO,0,5,327.34,327.39,,M,R,,,,,,,,,R,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,F,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,35,X,CC,PAL
367-U1499A-36X-1-W 34/34-NANNO,0,0,327.64,327.64,,G,C,,,,,,,,,C,,C,C,C,,,,,,,,F,,,,,,,,F,,F,,,,,,,,,,,F,,,C,F,,,,C,,,,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,367,U1499,A,36,X,1,W
367-U1499A-36X-4-W 69/69-NANNO,0,0,332.49,332.49,,M,C,,,,,,,,,C,,F,C,F,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,C,F,,,,C,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,F,,,F,,Reworked C. calyculus?,,,,367,U1499,A,36,X,4,W
367-U1499A-36X-CC-PAL-NANNO,0,5,333.7,333.75,,P,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,Sand,,,,367,U1499,A,36,X,CC,PAL
367-U1499A-37X-CC-PAL-NANNO,0,5,337.0,337.05,,M,C,,,,,,,,,F,,,R,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,F,F,,,A,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,367,U1499,A,37,X,CC,PAL
367-U1499A-38X-CC-PAL-NANNO,0,5,346.7,346.75,,M,C,,,,,,,,,C,,,C,F,,,,,,,,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,367,U1499,A,38,X,CC,PAL
367-U1499A-39X-CC-PAL-NANNO,0,5,357.35,357.4,,M,C,,,,,,,,,F,,,F,F,,,,,,,,C,,,,,,C,,,,,,,R,,,,,,,,F,,,,,R,,,C,,,,,,,F,,,,,,,,F,,,C,,,R,,,,,,,,,,,,,,,,,367,U1499,A,39,X,CC,PAL
367-U1499A-43X-CC-PAL-NANNO,0,7,395.2,395.27,,G,C,,,,,,,,,,,F,F,F,F,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,C,,,,,C,,,,,,,,R,,,,,,,,,,F,,,R,F,,,,,,,F,,,,F,,,,,367,U1499,A,43,X,CC,PAL
367-U1499A-44X-2-W 71/71-NANNO,0,0,407.11,407.11,,M,F,,,,,,,,,,,C,F,F,,,,,,,,F,,,,,,,,F,,F,,,,,,,,,,,,,,C,F,,,,C,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,44,X,2,W
367-U1499A-44X-5-W 111/111-NANNO,0,0,412.01,412.01,,M,C,,,,,,,,,,,C,F,F,,,,,,,,F,,,,,,,,F,,F,,,,,,,,,,,,,,C,F,,,,C,R,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,F,,,,,,,,,367,U1499,A,44,X,5,W
367-U1499A-44X-CC-PAL-NANNO,0,5,414.05,414.1,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,44,X,CC,PAL
367-U1499A-45X-CC-PAL-NANNO,0,5,424.45,424.5,,G,C,,,,,,,,,F,,F,F,R,,,,,,,,R,,,,,,,,C,,R,,,,,,,,,,,,,,F,R,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,367,U1499,A,45,X,CC,PAL
367-U1499A-46X-CC-PAL-NANNO,0,5,434.08,434.13,,G,C,,,,,,,,,R,,C,A,F,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,367,U1499,A,46,X,CC,PAL
367-U1499A-47X-4-W 67/67-NANNO,0,0,439.17,439.17,,G,C,,,,,,,,,,,C,C,F,F,,,,,,,F,F,,,,,,,F,,F,,,,,,,,,,,,,,C,F,F,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,367,U1499,A,47,X,4,W
367-U1499A-47X-CC-PAL-NANNO,0,5,443.81,443.86,,G,C,,,,,,,,,,,F,A,R,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,F,R,,,,F,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,367,U1499,A,47,X,CC,PAL
