Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links
361,U1475,B,15,15-2,H,2,W,70/72-FORAM,0,2,132.1,132.12,,,,A [A103],,P [A104],F [A104],R [A104],R [A104],,R [A104],,,R [A104],,,,,R [A104],,,,R [A104],,,,R [A104],R [A104],R [A104],R [A104],,P [A104],,,R [A104],R [A104],R [A104],F [A104],,,R [A104],R [A104],F [A104],,,,F [A104],R [A104],,R [A104],,,R [A104],R [A104],,,,R [A104],,,,,
361,U1475,B,15,15-4,H,4,W,70/72-FORAM,0,2,135.1,135.12,,,,A [A103],,P [A104],F [A104],,F [A104],,,P [A104],,,,,,P [A104],P [A104],,,,P [A104],,,,,P [A104],P [A104],P [A104],,,,,,,P [A104],,,,,,P [A104],,,,,,,,R [A104],,,,,,,,,,,,
361,U1475,B,15,15-6,H,6,W,70/72-FORAM,0,2,138.1,138.12,,,,C [A103],,P [A104],F [A104],,F [A104],,,P [A104],,P [A104],,,,,P [A104],,,,P [A104],,,,F [A104],P [A104],,,,,,,P [A104],,,,,,,,P [A104],,,,,P [A104],,,,,,,,,,,,,,,
361,U1475,B,15,15-CC,H,CC,PAL,FORAM,0,5,138.89,138.94,,,,C [A103],,R [A104],F [A104],F [A104],R [A104],,F [A104],R [A104],P [A104],R [A104],,R [A104],,,R [A104],,,,R [A104],,,,F [A104],,R [A104],F [A104],,,,,,F [A104],,F [A104],,,,F [A104],F [A104],R [A104],,,R [A104],R [A104],,F [A104],R [A104],,R [A104],,,,,R [A104],,,,,
361,U1475,B,16,16-2,H,2,W,70/72-FORAM,0,2,141.6,141.62,,,,C [A103],,P [A104],F [A104],,R [A104],,,P [A104],,P [A104],,,,P [A104],P [A104],,,,P [A104],,,,F [A104],P [A104],P [A104],,,,,,P [A104],,,,,,,,P [A104],,,,,,,,F [A104],,R [A104],,,,,,,,,,
361,U1475,B,16,16-4,H,4,W,80/82-FORAM,0,2,144.7,144.72,,,,C [A103],P [A104],,F [A104],,R [A104],,,,P [A104],,,,,P [A104],P [A104],,,,P [A104],,,,F [A104],P [A104],P [A104],,,,,,P [A104],F [A104],,,,,,,F [A104],,,,,,,,F [A104],,P [A104],,,,,P [A104],,,,,
361,U1475,B,16,16-6,H,6,W,80/82-FORAM,0,2,147.7,147.72,,,,C [A103],,P [A104],F [A104],,R [A104],,,P [A104],,,,,,,P [A104],,,,P [A104],,,,F [A104],P [A104],P [A104],P [A104],,,,R [A104],,,,,,,P [A104],,F [A104],,,,,,,,F [A104],,,,,,P [A104],,,,,,
361,U1475,B,16,16-CC,H,CC,PAL,FORAM,0,5,149.05,149.1,,,,A [A103],,R [A104],F [A104],F [A104],R [A104],,F [A104],R [A104],,F [A104],,R [A104],,,,,,,,,,,R [A104],,F [A104],F [A104],,,,,,F [A104],,F [A104],,,P [A104],,F [A104],F [A104],,,,R [A104],,F [A104],R [A104],,R [A104],,R [A104],,,R [A104],,,,,
361,U1475,B,17,17-1,H,1,W,70/72-FORAM,0,2,149.6,149.62,,,,A [A103],,,F [A104],,R [A104],,,,P [A104],F [A104],,,,,,,,,P [A104],,,,,P [A104],P [A104],P [A104],,,,R [A104],,F [A104],P [A104],,,P [A104],P [A104],,F [A104],,,,,P [A104],,,R [A104],,,,,,,,,,,,
361,U1475,B,17,17-3,H,3,W,70/72-FORAM,0,2,152.6,152.62,,,,A [A103],,P [A104],A [A104],,F [A104],,P [A104],R [A104],,P [A104],,,,,P [A104],,,,P [A104],,P [A104],,F [A104],P [A104],,P [A104],,,,F [A104],,F [A104],,,,,,,F [A104],,,,,,,,,,P [A104],,P [A104],,,,,,,,
361,U1475,B,17,17-5,H,5,W,80/82-FORAM,0,2,155.7,155.72,,,,A [A103],,P [A104],A [A104],,,,,,,,,,,,,,,,P [A104],,,,,,P [A104],P [A104],,,,F [A104],,,,,,,P [A104],,F [A104],,,,,,,,,,,,,,,,,,,,
361,U1475,B,17,17-CC,H,CC,PAL,FORAM,0,5,158.26,158.31,,,,A [A103],,R [A104],F [A104],F [A104],F [A104],,F [A104],,,F [A104],,,,,R [A104],,,,,,,,R [A104],,F [A104],F [A104],,,,,,F [A104],R [A104],F [A104],,,P [A104],,F [A104],,,,,,,F [A104],F [A104],F [A104],R [A104],,R [A104],,,R [A104],,,,,
361,U1475,B,18,18-2,H,2,W,70/72-FORAM,0,2,160.6,160.62,,,,A [A103],,,F [A104],,,,,,,P [A104],,,,P [A104],P [A104],,,,P [A104],,,,P [A104],,P [A104],P [A104],,,,F [A104],,F [A104],,,,,,,F [A104],,,,,F [A104],,,,,,,,,,,,,,,
361,U1475,B,18,18-4,H,4,W,70/72-FORAM,0,2,163.6,163.62,,,,A [A103],,,F [A104],,F [A104],,,P [A104],,P [A104],,,,P [A104],P [A104],,,,P [A104],,,,P [A104],P [A104],P [A104],,,,,F [A104],,,,,,,,,F [A104],,P [A104],,,P [A104],,,P [A104],,P [A104],,,,,,,,,,
361,U1475,B,18,18-6,H,6,W,70/72-FORAM,0,2,166.6,166.62,,,,A [A103],,,F [A104],F [A104],F [A104],,,,,P [A104],,,,P [A104],R [A104],,,,P [A104],,,,P [A104],,P [A104],,,,,F [A104],,F [A104],,,,,P [A104],,F [A104],,,,,F [A104],,,,,F [A104],,,,,,,,,,
361,U1475,B,18,18-CC,H,CC,PAL,FORAM,0,5,167.98,168.03,,,,A [A103],,R [A104],F [A104],F [A104],F [A104],,F [A104],,R [A104],F [A104],,R [A104],,R [A104],R [A104],,,,,,,,R [A104],,R [A104],R [A104],,,,P [A104],,F [A104],R [A104],F [A104],,,P [A104],,F [A104],R [A104],,,,,,F [A104],R [A104],F [A104],R [A104],,R [A104],,,R [A104],,,,,
361,U1475,B,19,19-1,H,1,W,70/72-FORAM,0,2,168.6,168.62,,,,A [A103],,P [A104],F [A104],,F [A104],,P [A104],P [A104],,,,,,R [A104],R [A104],,,,,,,,F [A104],P [A104],P [A104],P [A104],,,,P [A104],,F [A104],P [A104],,,,,,F [A104],,,,,P [A104],,,P [A104],,F [A104],,,,,P [A104],,,,,
361,U1475,B,19,19-3,H,3,W,70/72-FORAM,0,2,171.6,171.62,,,,A [A103],,P [A104],F [A104],,R [A104],,,P [A104],,P [A104],,,,,P [A104],,,,P [A104],,,,,P [A104],,P [A104],,,,P [A104],,R [A104],P [A104],,,,,,P [A104],,,,,,,,,,P [A104],,,,,,,,,,
361,U1475,B,19,19-5,H,5,W,70/72-FORAM,0,2,174.6,174.62,,,,A [A103],,P [A104],F [A104],,P [A104],,,P [A104],,,,,,,,,,,P [A104],,,,,,P [A104],P [A104],,,,P [A104],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,U1475,B,19,19-CC,H,CC,PAL,FORAM,0,5,177.59,177.64,,,,C [A103],,R [A104],F [A104],F [A104],F [A104],,F [A104],R [A104],,R [A104],,,,,F [A104],,,,,,,,,P [A104],R [A104],R [A104],,,,P [A104],,F [A104],R [A104],F [A104],,,,R [A104],F [A104],F [A104],,,,,,F [A104],F [A104],F [A104],R [A104],,R [A104],,,,R [A104],,,,
361,U1475,B,20,20-1,H,1,W,70/72-FORAM,0,2,178.1,178.12,,,,C [A103],,,F [A104],,R [A104],,,,,P [A104],,,,P [A104],P [A104],,,,,,,,P [A104],,P [A104],,,,,P [A104],F [A104],,P [A104],,,,,,F [A104],,,,,F [A104],,,F [A104],,,,,,,P [A104],,,,,
361,U1475,B,20,20-3,H,3,W,70/72-FORAM,0,2,181.1,181.12,,,,C [A103],,R [A104],F [A104],,F [A104],,,F [A104],,P [A104],,,,,P [A104],,,,,,,,,P [A104],P [A104],,,,,P [A104],,F [A104],F [A104],,,,,,F [A104],,,,,R [A104],,,,,R [A104],,,,,P [A104],,,,,
361,U1475,B,20,20-5,H,5,W,70/72-FORAM,0,2,184.1,184.12,,,,C [A103],,,F [A104],,F [A104],,,,,P [A104],,,,P [A104],P [A104],,,,,,,,,,P [A104],P [A104],,,,P [A104],,P [A104],,,,,,,P [A104],,,,,P [A104],,,,,P [A104],,,,,,,,,,
361,U1475,B,20,20-CC,H,CC,PAL,FORAM,0,5,187.09,187.14,,,,C [A103],,R [A104],F [A104],R [A104],R [A104],,R [A104],,,R [A104],,R [A104],,,F [A104],,,,,,,,,,R [A104],R [A104],,,,P [A104],,F [A104],,F [A104],,,R [A104],R [A104],F [A104],,,,R [A104],,,F [A104],F [A104],F [A104],R [A104],,,,R [A104],R [A104],,,,,
361,U1475,B,21,21-2,H,2,W,70/72-FORAM,0,2,189.1,189.12,,,,C [A103],,,F [A104],,R [A104],,,R [A104],,P [A104],,,,,P [A104],,,,,,,,P [A104],P [A104],P [A104],P [A104],,,,P [A104],,,,,,,,,F [A104],,,,,P [A104],,,P [A104],,,,,,,,,,,,
361,U1475,B,21,21-4,H,4,W,70/72-FORAM,0,2,192.1,192.12,,,,C [A103],,,F [A104],,,,,P [A104],,,,,,,P [A104],,,,,,,,P [A104],,,P [A104],,,,F [A104],,F [A104],,,,,,,F [A104],,,,,P [A104],,,,,P [A104],,,,P [A104],,,,,,
361,U1475,B,21,21-6,H,6,W,70/72-FORAM,0,2,195.1,195.12,,,,C [A103],,,F [A104],,F [A104],,P [A104],P [A104],,P [A104],,,,P [A104],P [A104],,,,,,,,P [A104],P [A104],P [A104],,,,,P [A104],,P [A104],,,,,,,F [A104],,,,,F [A104],,,F [A104],,F [A104],,,,,,,,,,
361,U1475,B,21,21-CC,H,CC,PAL,FORAM,0,5,196.83,196.88,,,,F [A103],,R [A104],F [A104],F [A104],,,F [A104],,,R [A104],,,,,R [A104],,,,,,,,,,R [A104],R [A104],,,,F [A104],,F [A104],R [A104],F [A104],,,R [A104],,F [A104],,,,,,,F [A104],F [A104],F [A104],,R [A104],R [A104],,,R [A104],,,,,
361,U1475,B,22,22-3,H,3,W,70/72-FORAM,0,2,200.1,200.12,,,,F [A103],,,F [A104],,,,,,,,,,,P [A104],P [A104],,,,,,,,,P [A104],P [A104],P [A104],,,,,,P [A104],,,,,,,,,,,,R [A104],,,,,P [A104],,,,,P [A104],,,,,
361,U1475,B,22,22-5,H,5,W,70/72-FORAM,0,2,203.1,203.12,,,,F [A103],,,F [A104],,R [A104],,,P [A104],,,,,,P [A104],P [A104],,,,,,,,P [A104],,P [A104],,,,,,,P [A104],,,,,,,P [A104],,,,,P [A104],,,,,,,,,,P [A104],,,,,
361,U1475,B,22,22-CC,H,CC,PAL,FORAM,0,5,206.1,206.15,,,,F [A103],,,F [A104],P [A104],,,F [A104],P [A104],P [A104],P [A104],,,,,,,,,,,,,,,P [A104],P [A104],,,,P [A104],,F [A104],P [A104],F [A104],,,,,F [A104],,,,,R [A104],,,F [A104],R [A104],R [A104],,,,,P [A104],,,,,
361,U1475,B,23,23-1,H,1,W,70/72-FORAM,0,2,206.6,206.62,,,,F [A103],,,F [A104],,P [A104],,,,,P [A104],,,,,P [A104],,,,,,,,P [A104],,,P [A104],,,,P [A104],,P [A104],,,,,,,P [A104],,,,,P [A104],,,,,P [A104],,P [A104],P [A104],,,,,,,
361,U1475,B,23,23-3,H,3,W,70/72-FORAM,0,2,209.6,209.62,,,,F [A103],,P [A104],F [A104],,,,P [A104],,,P [A104],,,,,,,,,,,,,P [A104],P [A104],,,,,,P [A104],,P [A104],P [A104],,,,,,,,,,,,,,P [A104],,P [A104],,,,,,,,,,
361,U1475,B,23,23-5,H,5,W,70/72-FORAM,0,2,212.6,212.62,,,,F [A103],,P [A104],F [A104],,,,,,,,,,,,P [A104],,,,,,,,P [A104],,P [A104],,,,,P [A104],,,,,,,P [A104],,,,,,,P [A104],,,P [A104],,,,,,P [A104],P [A104],,,,,
361,U1475,B,23,23-CC,H,CC,PAL,FORAM,0,5,215.68,215.73,,,,F [A103],,,F [A104],P [A104],P [A104],,R [A104],,P [A104],P [A104],,,,P [A104],P [A104],P [A104],,,R [A104],,,,,P [A104],P [A104],P [A104],,,,F [A104],P [A104],F [A104],,,,,,P [A104],F [A104],,,,,,P [A104],,F [A104],R [A104],P [A104],,,,P [A104],P [A104],,,,,
361,U1475,B,24,24-2,H,2,W,70/72-FORAM,0,2,217.6,217.62,,,,F [A103],,,F [A104],,,,,,P [A104],,,,,P [A104],,,,,,,,,,P [A104],,,,,,P [A104],,P [A104],P [A104],,,,P [A104],,P [A104],,,,,P [A104],,,,,F [A104],,,,P [A104],,,,,,
361,U1475,B,24,24-4,H,4,W,70/72-FORAM,0,2,220.6,220.62,,,,F [A103],,P [A104],A [A104],,F [A104],,,P [A104],P [A104],,,,,P [A104],P [A104],,,,,,,,P [A104],P [A104],P [A104],,,,,,P [A104],P [A104],P [A104],,,,P [A104],,F [A104],,,,,P [A104],,,P [A104],,,,,,,,,,,,
361,U1475,B,24,24-6,H,6,W,70/72-FORAM,0,2,223.6,223.62,,,,F [A103],,,F [A104],P [A104],,,,,,,,,,P [A104],P [A104],,,,,,,,P [A104],,,,,,,P [A104],,P [A104],,P [A104],,,,,,,P [A104],,,P [A104],,,P [A104],,,,,,,,,,,,
361,U1475,B,24,24-CC,H,CC,PAL,FORAM,0,5,225.24,225.29,,,,F [A103],,P [A104],F [A104],P [A104],P [A104],,F [A104],P [A104],,P [A104],,,,P [A104],P [A104],P [A104],,,,,,,,,P [A104],,,,,F [A104],P [A104],F [A104],,,,,,,F [A104],,,,,P [A104],P [A104],,F [A104],R [A104],P [A104],,,,,,,,,,
361,U1475,B,25,25-1,H,1,W,70/72-FORAM,0,2,225.6,225.62,,,,A [A103],,R [A104],A [A104],F [A104],F [A104],,F [A104],,,R [A104],,R [A104],,,R [A104],,,P [A104],R [A104],,,,,R [A104],,,,,R [A104],F [A104],,F [A104],R [A104],,,,,,R [A104],R [A104],,,R [A104],F [A104],,F [A104],F [A104],F [A104],R [A104],,,,R [A104],R [A104],,,,,
361,U1475,B,25,25-3,H,3,W,70/72-FORAM,0,2,228.6,228.62,,,,F [A103],,P [A104],,,F [A104],,,,,,,,,P [A104],P [A104],,,,,,,,P [A104],,,,,P [A104],,P [A104],,,,,,,,,,,,,,P [A104],,,,,,,,,P [A104],,,,,,
361,U1475,B,25,25-5,H,5,W,70/72-FORAM,0,2,231.6,231.62,,,,F [A103],,,F [A104],,,,,,,P [A104],,,,P [A104],,,,,,,,,,,,,,,,P [A104],,P [A104],,,,,,,P [A104],,,,,P [A104],,,,,,,,,,,,,,,
361,U1475,B,25,25-CC,H,CC,PAL,FORAM,0,5,234.73,234.78,,,,F [A103],,,F [A104],P [A104],,,F [A104],R [A104],R [A104],P [A104],,,,,P [A104],,,,F [A104],,,,,R [A104],P [A104],,,,,F [A104],,R [A104],,,,,,P [A104],P [A104],,,,,P [A104],,,F [A104],R [A104],R [A104],,,,,P [A104],,,,,
361,U1475,B,26,26-1,H,1,W,70/72-FORAM,0,2,235.1,235.12,,,,F [A103],,,F [A104],,P [A104],,,P [A104],,P [A104],,,,P [A104],R [A104],,,,,,,,P [A104],,P [A104],P [A104],,,,P [A104],,P [A104],,,,,P [A104],,R [A104],,,,,P [A104],,,,,P [A104],,,,,,,,,,
361,U1475,B,26,26-3,H,3,A,61/63-FORAM,0,2,238.01,238.03,,,,F [A103],,,F [A104],,R [A104],,,,,,,,,,,,,,,,,,P [A104],,,,,,,,,P [A104],,,,,,,,,,,,P [A104],,,,,,,,,,,,,,,
361,U1475,B,26,26-5,H,5,W,70/72-FORAM,0,2,241.1,241.12,,,,F [A103],,,F [A104],,R [A104],,,,R [A104],R [A104],,R [A104],,,R [A104],,,R [A104],R [A104],,,,,R [A104],P [A104],R [A104],,,R [A104],R [A104],,R [A104],R [A104],,,,,,F [A104],,,,F [A104],P [A104],,,F [A104],F [A104],P [A104],,,,R [A104],R [A104],,,,,
361,U1475,B,26,26-CC,H,CC,PAL,FORAM,0,5,244.28,244.33,,,,F [A103],,,F [A104],,P [A104],,,,,,,,,,P [A104],,,,,,,,,,,P [A104],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
