Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amphistegina sp.,Bathysiphon sp.,Cibicidoides eocenicus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides laurisae,Cibicidoides pachyderma,Cibicidoides sp.,Cibicioides mundulus,Cribrostomoides subglobosus,Dorothia brevis,Eggerella bradyi,Fursenkoina complanata,Glandulina sp.,Globocassidulina moluccensis,Globocassidulina subglobosa,Gyroidina sp.,Haplophragmoides sp.,Karrerulina sp.,Lagena sulcata,Lepidocyclina sp.,Melonis barleeanum,Nodosaria longiscata,Nodosaria sp.,Nonionella sp.,Nuttalides sp.,Oridorsalis umbonatus,Planulina weullerstorfi,Pleurostomella cylindrica,Pullenia sp.,Pullennia simplex,Pyrgo sp.,Quinqueloculina sp.,Reophax sp.,Rhabdammina sp.,Rhizammina sp.,Saccammina sp.,Sigmavirgulina tortuosa,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella sp.,Trifarina sp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina sp.,General comment,File Data,Shore File Links
351-U1438D-26R-CC-PAL-FORAM,351,U1438,D,26,26-CC,R,CC,PAL,FORAM,0,4,450.69,450.73,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-27R-CC-PAL-FORAM,351,U1438,D,27,27-CC,R,CC,PAL,FORAM,0,5,455.57,455.62,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-28R-CC-PAL-FORAM,351,U1438,D,28,28-CC,R,CC,PAL,FORAM,0,5,467.15,467.2,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-29R-CC-PAL-FORAM,351,U1438,D,29,29-CC,R,CC,PAL,FORAM,0,5,480.93,480.98,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-30R-CC-PAL-FORAM,351,U1438,D,30,30-CC,R,CC,PAL,FORAM,0,0,483.36,483.36,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-31R-CC-PAL-FORAM,351,U1438,D,31,31-CC,R,CC,PAL,FORAM,0,0,499,499,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-32R-CC-PAL-FORAM,351,U1438,D,32,32-CC,R,CC,PAL,FORAM,0,0,510,510,M [P02],C [A97],,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A21],,,,,,P [A21],,,,,,,
351-U1438D-33R-CC-PAL-FORAM,351,U1438,D,33,33-CC,R,CC,PAL,FORAM,0,0,519.47,519.47,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-34R-CC-PAL-FORAM,351,U1438,D,34,34-CC,R,CC,PAL,FORAM,0,8,529.44,529.52,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-35R-CC-PAL-FORAM,351,U1438,D,35,35-CC,R,CC,PAL,FORAM,0,5,538.55,538.6,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-36R-CC-PAL-FORAM,351,U1438,D,36,36-CC,R,CC,PAL,FORAM,0,6,548.64,548.7,M [P02],R [A97],,P [A21],,,P [A21],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-37R-CC-PAL-FORAM,351,U1438,D,37,37-CC,R,CC,PAL,FORAM,0,6,555.71,555.77,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-38R-CC-PAL-FORAM,351,U1438,D,38,38-CC,R,CC,PAL,FORAM,0,5,565.65,565.7,M [P02],C [A97],,,,,,R [A21],F [A21],,,P [A21],,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,P [A21],,,,,,,,,,
351-U1438D-39R-CC-PAL-FORAM,351,U1438,D,39,39-CC,R,CC,PAL,FORAM,0,5,576.79,576.84,M [P02],R [A97],,,,,,,,,,,,,,,,,,P [A21],,,,,,,,,,,,,,,,,,,,,,,P [A21],,,,,,,
351-U1438D-40R-CC-PAL-FORAM,351,U1438,D,40,40-CC,R,CC,PAL,FORAM,0,6,587.64,587.7,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-41R-CC-PAL-FORAM,351,U1438,D,41,41-CC,R,CC,PAL,FORAM,0,6,597.34,597.4,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-42R-CC-PAL-FORAM,351,U1438,D,42,42-CC,R,CC,PAL,FORAM,0,0,599.38,599.38,P [P02],R [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-43R-CC-PAL-FORAM,351,U1438,D,43,43-CC,R,CC,PAL,FORAM,0,0,612.72,612.72,P [P02],R [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-44R-CC-PAL-FORAM,351,U1438,D,44,44-CC,R,CC,PAL,FORAM,0,6,624.79,624.85,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-45R-CC-PAL-FORAM,351,U1438,D,45,45-CC,R,CC,PAL,FORAM,0,0,635.47,635.47,P [P02],R [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-46R-CC-PAL-FORAM,351,U1438,D,46,46-CC,R,CC,PAL,FORAM,0,9,645.25,645.34,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-47R-CC-PAL-FORAM,351,U1438,D,47,47-CC,R,CC,PAL,FORAM,0,7,652.58,652.65,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-48R-CC-PAL-FORAM,351,U1438,D,48,48-CC,R,CC,PAL,FORAM,0,5,664.08,664.13,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-49R-CC-PAL-FORAM,351,U1438,D,49,49-CC,R,CC,PAL,FORAM,0,5,674.29,674.34,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-50R-CC-PAL-FORAM,351,U1438,D,50,50-CC,R,CC,PAL,FORAM,0,3,683.38,683.41,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-51R-CC-PAL-FORAM,351,U1438,D,51,51-CC,R,CC,PAL,FORAM,0,5,693.59,693.64,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-52R-CC-PAL-FORAM,351,U1438,D,52,52-CC,R,CC,PAL,FORAM,0,5,701.38,701.43,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-CC-PAL-FORAM,351,U1438,D,53,53-CC,R,CC,PAL,FORAM,0,7,713.58,713.65,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-54R-CC-PAL-FORAM,351,U1438,D,54,54-CC,R,CC,PAL,FORAM,0,11,723.29,723.4,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-55R-CC-PAL-FORAM,351,U1438,D,55,55-CC,R,CC,PAL,FORAM,0,14,733.05,733.19,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-56R-CC-PAL-FORAM,351,U1438,D,56,56-CC,R,CC,PAL,FORAM,0,8,741.79,741.87,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-57R-CC-PAL-FORAM,351,U1438,D,57,57-CC,R,CC,PAL,FORAM,0,12,750.69,750.81,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-58R-CC-PAL-FORAM,351,U1438,D,58,58-CC,R,CC,PAL,FORAM,0,8,761.89,761.97,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-59R-7-PAL-FORAM,351,U1438,D,59,59-7,R,7,PAL,FORAM,0,0,771.22,771.22,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-60R-CC-PAL-FORAM,351,U1438,D,60,60-CC,R,CC,PAL,FORAM,0,4,781.58,781.62,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-61R-CC-PAL-FORAM,351,U1438,D,61,61-CC,R,CC,PAL,FORAM,0,2,790.61,790.63,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-62R-CC-PAL-FORAM,351,U1438,D,62,62-CC,R,CC,PAL,FORAM,0,10,799.53,799.63,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-63R-CC-PAL-FORAM,351,U1438,D,63,63-CC,R,CC,PAL,FORAM,0,5,809.11,809.16,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-64R-CC-PAL-FORAM,351,U1438,D,64,64-CC,R,CC,PAL,FORAM,0,5,818.3,818.35,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-65R-CC-PAL-FORAM,351,U1438,D,65,65-CC,R,CC,PAL,FORAM,0,11,828.92,829.03,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-66R-CC-PAL-FORAM,351,U1438,D,66,66-CC,R,CC,PAL,FORAM,0,0,837.75,837.75,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-67R-CC-PAL-FORAM,351,U1438,D,67,67-CC,R,CC,PAL,FORAM,0,0,847.75,847.75,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-68R-CC-PAL-FORAM,351,U1438,D,68,68-CC,R,CC,PAL,FORAM,0,0,859.22,859.22,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-69R-CC-PAL-FORAM,351,U1438,D,69,69-CC,R,CC,PAL,FORAM,0,0,865.9,865.9,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-70R-CC-PAL-FORAM,351,U1438,D,70,70-CC,R,CC,PAL,FORAM,0,15,873.16,873.31,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-71R-CC-PAL-FORAM,351,U1438,D,71,71-CC,R,CC,PAL,FORAM,0,6,883.26,883.32,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-72R-CC-PAL-FORAM,351,U1438,D,72,72-CC,R,CC,PAL,FORAM,0,5,895.04,895.09,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
