Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample
361,U1475,B,10,10-CC,H,CC,PAL,NANNO,0,5,92.11,92.16,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,C,A,A,A,,A,F,C,,,,,,F,,,,F,,,,,,,,,,,,C,,,,,,,,R,,P,F,F,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-10H-CC-PAL-NANNO
361,U1475,B,11,11-2,H,2,W,75/75-NANNO,0,0,94.15,94.15,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-11H-2-W 75/75-NANNO
361,U1475,B,11,11-3,H,3,W,75/75-NANNO,0,0,95.65,95.65,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-11H-3-W 75/75-NANNO
361,U1475,B,11,11-4,H,4,W,75/75-NANNO,0,0,97.15,97.15,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,C,,,,,361-U1475B-11H-4-W 75/75-NANNO
361,U1475,B,11,11-5,H,5,W,75/75-NANNO,0,0,98.65,98.65,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-11H-5-W 75/75-NANNO
361,U1475,B,11,11-6,H,6,W,75/75-NANNO,0,0,100.15,100.15,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,F,,,,,361-U1475B-11H-6-W 75/75-NANNO
361,U1475,B,11,11-CC,H,CC,PAL,NANNO,0,5,101.47,101.52,,,,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,C,C,A,A,,C,,,,R,F,,,,,,,,,,,P,,,,,,,,,,,,,,F,F,R,,F,,F,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,P,,,,,,F,,,F,,,,,361-U1475B-11H-CC-PAL-NANNO
361,U1475,B,12,12-2,H,2,W,75/75-NANNO,0,0,103.65,103.65,"T Amaurolithus tricorniculatus (Gradstein et al, 2012)",T,3.92,NN14 - NN15 [G12],"NN14 - Discoaster asymmetricus to NN15 - T Reticulofenestra pseudoumbilicus(Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,P,,,,,,,,,C,,,,,361-U1475B-12H-2-W 75/75-NANNO
361,U1475,B,12,12-3,H,3,W,75/75-NANNO,0,0,105.15,105.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,361-U1475B-12H-3-W 75/75-NANNO
361,U1475,B,12,12-4,H,4,W,75/75-NANNO,0,0,106.65,106.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-12H-4-W 75/75-NANNO
361,U1475,B,12,12-5,H,5,W,75/75-NANNO,0,0,108.15,108.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,,,,,F,,,,,361-U1475B-12H-5-W 75/75-NANNO
361,U1475,B,12,12-6,H,6,W,75/75-NANNO,0,0,109.65,109.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,361-U1475B-12H-6-W 75/75-NANNO
361,U1475,B,12,12-CC,H,CC,PAL,NANNO,0,5,111.01,111.06,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,C,F,C,C,A,,C,,C,,F,F,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-12H-CC-PAL-NANNO
361,U1475,B,13,13-2,H,2,W,75/75-NANNO,0,0,113.15,113.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,,,,,F,,,,,361-U1475B-13H-2-W 75/75-NANNO
361,U1475,B,13,13-3,H,3,W,75/75-NANNO,0,0,114.65,114.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-13H-3-W 75/75-NANNO
361,U1475,B,13,13-4,H,4,W,75/75-NANNO,0,0,116.15,116.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,C,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,P,,,,,,,,,F,,,,,361-U1475B-13H-4-W 75/75-NANNO
361,U1475,B,13,13-5,H,5,W,75/75-NANNO,0,0,117.65,117.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-13H-5-W 75/75-NANNO
361,U1475,B,13,13-6,H,6,W,75/75-NANNO,0,0,119.15,119.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,,,,,F,,,,,361-U1475B-13H-6-W 75/75-NANNO
361,U1475,B,13,13-CC,H,CC,PAL,NANNO,0,5,120.55,120.6,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,F,C,C,C,,C,,C,,F,C,,,,,,,F,,,,,,,F,,,,,,,,,,,F,F,R,,F,R,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,361-U1475B-13H-CC-PAL-NANNO
361,U1475,B,14,14-2,H,2,W,75/75-NANNO,0,0,122.65,122.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,C,,A,,C,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-14H-2-W 75/75-NANNO
361,U1475,B,14,14-3,H,3,W,75/75-NANNO,0,0,124.15,124.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,C,,A,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,F,,F,,,P,,,,,,,,,F,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,361-U1475B-14H-3-W 75/75-NANNO
361,U1475,B,14,14-4,H,4,W,75/75-NANNO,0,0,125.65,125.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,F,,A,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-14H-4-W 75/75-NANNO
361,U1475,B,14,14-5,H,5,W,75/75-NANNO,0,0,127.15,127.15,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,C,C,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-14H-5-W 75/75-NANNO
361,U1475,B,14,14-6,H,6,W,75/75-NANNO,0,0,128.65,128.65,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,F,,C,A,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,361-U1475B-14H-6-W 75/75-NANNO
361,U1475,B,14,14-CC,H,CC,PAL,NANNO,0,5,130.05,130.1,,,,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,,,C,A,,F,,C,,C,C,,,,,,F,F,,,,F,,,,,,,,,,,,,,F,F,,,,,,,,,F,,,,,R,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,F,,,,,361-U1475B-14H-CC-PAL-NANNO
361,U1475,B,15,15-2,H,2,W,75/75-NANNO,0,0,132.15,132.15,"Bc Discoaster asymmetricus (Gradstein et al, 2012)",Bc,4.13,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,R,R,,,,,,,,,,F,,,,,361-U1475B-15H-2-W 75/75-NANNO
361,U1475,B,15,15-3,H,3,W,75/75-NANNO,0,0,133.65,133.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,F,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-15H-3-W 75/75-NANNO
361,U1475,B,15,15-4,H,4,W,75/75-NANNO,0,0,135.15,135.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,F,F,,A,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,P,,,,,,,,,,,F,,,,,361-U1475B-15H-4-W 75/75-NANNO
361,U1475,B,15,15-5,H,5,W,75/75-NANNO,0,0,136.65,136.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,C,,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-15H-5-W 75/75-NANNO
361,U1475,B,15,15-CC,H,CC,PAL,NANNO,0,5,138.89,138.94,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,R,F,A,A,,C,C,C,,F,F,,,,,,F,F,,,,F,,,,,,,F,F,,F,,,,F,F,,,F,,,,,,R,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,F,,,,,361-U1475B-15H-CC-PAL-NANNO
361,U1475,B,16,16-2,H,2,W,75/75-NANNO,0,0,141.65,141.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,C,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,C,C,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,361-U1475B-16H-2-W 75/75-NANNO
361,U1475,B,16,16-3,H,3,W,75/75-NANNO,0,0,143.15,143.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,A,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,F,,,,,,,,,,,,,,,,F,,,,,,,,,F,P,,,,,,,,,,,C,,,,,361-U1475B-16H-3-W 75/75-NANNO
361,U1475,B,16,16-5,H,5,W,75/75-NANNO,0,0,146.15,146.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,A,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-16H-5-W 75/75-NANNO
361,U1475,B,16,16-6,H,6,W,75/75-NANNO,0,0,147.65,147.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,C,C,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,P,,,,,,,,,,C,,,,,361-U1475B-16H-6-W 75/75-NANNO
361,U1475,B,16,16-CC,H,CC,PAL,NANNO,0,5,149.05,149.1,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,F,C,A,A,,C,,,,F,F,,,,,,F,F,,,,,,,F,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,F,,,F,,,,,361-U1475B-16H-CC-PAL-NANNO
361,U1475,B,17,17-1,H,1,W,75/75-NANNO,0,0,149.65,149.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,A,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-17H-1-W 75/75-NANNO
361,U1475,B,17,17-3,H,3,W,75/75-NANNO,0,0,152.65,152.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,F,,,,,361-U1475B-17H-3-W 75/75-NANNO
361,U1475,B,17,17-5,H,5,W,75/75-NANNO,0,0,155.65,155.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,,,,,C,,,,,,,,,P,,,,,,,,,,,,F,,,,,361-U1475B-17H-5-W 75/75-NANNO
361,U1475,B,17,17-CC,H,CC,PAL,NANNO,0,5,158.26,158.31,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,C,C,A,A,,C,,,,,,,,,,,F,F,,,,F,,,F,,,,,,,,,,,,R,,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,R,,,,,,F,,,F,,,,,361-U1475B-17H-CC-PAL-NANNO
361,U1475,B,18,18-2,H,2,W,75/75-NANNO,0,0,160.65,160.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,F,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-18H-2-W 75/75-NANNO
361,U1475,B,18,18-4,H,4,W,75/75-NANNO,0,0,163.65,163.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,A,C,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,P,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,A,,,,,361-U1475B-18H-4-W 75/75-NANNO
361,U1475,B,18,18-6,H,6,W,75/75-NANNO,0,0,166.65,166.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,C,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,C,,,,,361-U1475B-18H-6-W 75/75-NANNO
361,U1475,B,18,18-CC,H,CC,PAL,NANNO,0,5,167.98,168.03,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,C,C,A,A,,C,C,C,,F,C,,,,,,F,F,,,,F,,,F,,,,C,F,,F,,,,,,,,F,,F,,,,,,,,,,,,F,F,,,,,,,,,,,,R,P,P,P,,,,,,F,,,F,,,,,361-U1475B-18H-CC-PAL-NANNO
361,U1475,B,19,19-2,H,2,W,75/75-NANNO,0,0,170.15,170.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,F,,,,,,,,,,,,,,,,F,,,,,,,,,,P,,,,,,,,,,,F,,,,,361-U1475B-19H-2-W 75/75-NANNO
361,U1475,B,19,19-4,H,4,W,75/75-NANNO,0,0,173.15,173.15,"T Amaurolithus primus (Gradstein et al, 2012)",T,4.5,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,C,,,,,361-U1475B-19H-4-W 75/75-NANNO
361,U1475,B,19,19-6,H,6,W,75/75-NANNO,0,0,176.15,176.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,F,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,P,P,,,,,,,,,C,,,,,361-U1475B-19H-6-W 75/75-NANNO
361,U1475,B,19,19-CC,H,CC,PAL,NANNO,0,5,177.59,177.64,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P41],A [A112],,,,,,,,,,C,C,A,A,,C,F,C,,,,,,,,,R,R,,,,F,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,P,,,,,,,,,,C,,,,,361-U1475B-19H-CC-PAL-NANNO
361,U1475,B,20,20-2,H,2,W,75/75-NANNO,0,0,179.65,179.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,F,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-20H-2-W 75/75-NANNO
361,U1475,B,20,20-4,H,4,W,75/75-NANNO,0,0,182.65,182.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-20H-4-W 75/75-NANNO
361,U1475,B,20,20-6,H,6,W,75/75-NANNO,0,0,185.65,185.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-20H-6-W 75/75-NANNO
361,U1475,B,20,20-CC,H,CC,PAL,NANNO,0,5,187.09,187.14,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,C,A,A,C,,C,F,A,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,P,R,,,,,,,,,,F,,,,,361-U1475B-20H-CC-PAL-NANNO
361,U1475,B,21,21-2,H,2,W,75/75-NANNO,0,0,189.15,189.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,F,,,,,,,,,P,,,,,,,,,,,,,,,F,,,,,361-U1475B-21H-2-W 75/75-NANNO
361,U1475,B,21,21-4,H,4,W,75/75-NANNO,0,0,192.15,192.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-21H-4-W 75/75-NANNO
361,U1475,B,21,21-6,H,6,W,75/75-NANNO,0,0,195.15,195.15,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,361-U1475B-21H-6-W 75/75-NANNO
361,U1475,B,21,21-CC,H,CC,PAL,NANNO,0,5,196.83,196.88,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,A,C,,A,,A,C,C,,F,F,,,,,,,,,,,F,,,F,,P,F,,,,,,,,F,,,,F,,F,,,,F,,,,,,,,,,,,C,,,,,,,,,P,,,,,,,,,,,,C,,,,,361-U1475B-21H-CC-PAL-NANNO
361,U1475,B,22,22-2,H,2,W,75/75-NANNO,0,0,198.65,198.65,,,,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,361-U1475B-22H-2-W 75/75-NANNO
361,U1475,B,22,22-4,H,4,W,75/75-NANNO,0,0,201.65,201.65,"T Ceratolithus acutus (Gradstein et al., 2012)",T,5.04,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",M [P41],A [A112],,,,,,,,,,,,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,F,,,,,361-U1475B-22H-4-W 75/75-NANNO
