Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation,Group abundance,General comment,Agglutinated Taxa,Adercotryma glomerata,Ammobaculites coprolithoformis,Ammobaculites expansus,Ammodiscus glabratus,Ammoscalaria pseudospiralis,Arenodosaria antipoda,Bathysiphon alba,Bathysiphon cylindrica,Bathysiphon sp.,Cribrostomoides arenaceous,Cribrostomoides crassimargo,Cyclammina incisa,Cyclammina rotundata,Eggerella bradyi nitens,Gaudryina reussi,Haplophragmoides sp.,Hyperammina cylindrica,Martinottiella communis,Miliammina arenacea,Protobotellina cylindrica,Psammosphaera fusca,Reophax cushmani,Reophax difflugiformis,Reophax  nodulosus,Reophax scorpiurus,Reophax sp.,Rhabdammina linearis,Rhizammina algaeformis,Siphotextularia awamoana,Textularia earlandi,Textularia plummerae,Trochammina antarctica,Trochammina multiloculata,Trochammina rossensis,Trochammina wiesneri,Trochammina sp.,Nodosariids,Astacolus crepidulus,Astacolus sp.,Dentalina advena,Fissurina agassizi,Fissurina annectens,Fissurina bisulcata,Fissurina danica,Fissurina fimbriata,Fissurina kerguelenensis,Fissurina laevigata,Fissurina lucida,Fissurina marginata,Fissurina sp.,Islandiella norcrossi,Islandiella teretis,Lagena laevigata,Lagena laevis,Lagena nebulosa,Lagena sequeziana,Lagena sp.,Lagena striata,Lagena sulcata,Lenticulina callifera,Lenticulina lenticula,Lenticulina sp.,Marginulina tumida,Marginulinopsis pedum,Margulina cocoaensis,Margulina tumida,Nodosaria calomorpha,Nodosariid taxa,Nodosaria sp.,Oolina apiculata,Oolina apiopleura,Oolina globosa,Oolina sp.,Parafissurina curta,Parafissurina lateralis,Parafissurina subcarinata,Parafissurina tasmanica,Pseudonodosaria symmetrica,Saracenaria kellumi,Saracenaria sp.,Vaginulina awamoana,Miliolids,Articulina sp.,Cruciloculina triangularis,Flintina droogeri,Miliolinella circularis,Miliolinella antarctica,Miliolinella subrotunda,Miliolids indeterminate,Planispirinoides bucculentus,Pyrgo fornasini,Pyrgo vespertilio,Pyrgo williamsoni,Pyrgo sp.,Pyrulinoides sp.,Quinqueloculina seminulina,Quinqueloculina triangularis,Quinqueloculina sp.,Sigmoilina obesa,Triloculina rotundata,Triloculina brongniartiana,Other calcareous taxa,Ammoelphidiella pustulosa,Ammoelphidiella uniforamina,Ammoelphidiella sp.,Angulogerina earlandi,Angulogerina fluens,Angulogerina aff. fueguina,Angulogerina pauperata,Anomalina bassensis,Anomalinoides fasciatus,Anomalinoides globulosus,Anomalinoides macraglabra,Anomalinoides pinguiglabra,Anomalinoides sp.,Astrononion antarcticus,Astrononion echolsi,Baggina brevior,Bolivina sp.,Bucella sp.,Bulimina aculeata,Bulimina sp.,Cancris laevinflatus,Cassidulina neocarinata,Cassidulinoides aequilatera,Cassidulinoides bradyi,Cassidulinoides braziliensis,Cassidulinoides chapmani,Cassidulinoides parkerianus,Cassidulinoides porrectus,Cibicides grossepunctatus,Cibicides lobatulus,Cibicides mckannai,Cibicides mediocris,Cibicides pseudoungerianus,Cibicides refulgens,Cibicides sp.,Cibicides subhaidingeri,Cibicides temperatus,Cibicides thiara,Cibicides vortex,Cribroelphidium sp.,Discorbis australis,Ehrenbergina glabra,Elphidium bartletti,Elphidium ex. gr. excavatum ,Elphidium magellanicum,Elphidium nitidum,Elphidium sp.,Epistominella exigua,Epistominella vitrea,Eponides bradyi,Eponides sp.,Eponides tumidulus,Eponides weddellensis,Euuvigerina paeniteries,Fursenkoina fusiformis,Fursenkoina schreibersiana,Gavelinopsis lobatulus,Globocassidulina biora,Globocassidulina crassa,Globocassidulina subglobosa,Globocassidulina sp.,Gyroidina neosoldani,Gyroidina obicularis,Gyroidina parva,Gyroidina zelandica,Hanzawaia sp.,Heronallenia kempii,Melonis affinis,Melonis barleeanus,Melonis graniferum,Nonion germanicus,Nonionella auris,Nonionella bradii,Nonionella iridea,Nonionella magnalingua,Notorotalia serrata,Oridorsalis tenera,Nuttalides umbonifera,Patellina antarctica,Planispirillina dimidiata,Pseudobolivina antarctica,Pullenia bulloides,Pullenia subcarinata,Robertina tasmanica,Robertina wiesneri,Rosalina globularis,Sphaeroidina bulloides,Stainforthina sp.,Uvigerina bifurcata,Uvigerina sp.,Planktics,Antarcticella antarctica,Chiloguembelina cubensis,Ciperoella ouachitaensis,Globoquadrina dehiscens,Globigerina bulloides,Globigerina falconensis,Globigerina megastoma,Globigerinita glutinata,Globoconella inflata,Globorotalia sp.,Globoturborotalita connecta,Globoturborotalita woodi,Globorotaloides suteri,Neogloboquadrina incompta,Neogloboquadrina nympha,Neogloboquadrina pachyderma,Paragloborotalia incognita,Paragloborotalia semivera,Paragloborotalia siakensis,Tenuitella gemma,Turborotalita quinqueloba,COMMENTS,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1521A-21R-CC-PAL-FORAM,0,5,198.5,198.55,,MG,R,18 specimens; in situ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,P,,R,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,"F diatoms, R spicules, R rads, R pyrite burrows.",,,,374,U1521,A,21,R,CC,PAL,FORAM
374-U1521A-22R-CC-PAL-FORAM,0,5,204.9,204.95,,MP,P,1 specimen; broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F rads, F spicules.",,,,374,U1521,A,22,R,CC,PAL,FORAM
374-U1521A-28R-CC-PAL-FORAM,0,5,262.96,263.01,,M,R,13 specimens; M to MG in situ?,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,P,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,"Quartz, micas (mostly biotite), lithics incl. dark vesicular glass, coal?. F diatoms, R spicules, R echinoderm spines.",,,,374,U1521,A,28,R,CC,PAL,FORAM
374-U1521A-30R-CC-PAL-FORAM,0,5,282.38,282.43,,MG,P,1 specimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,"Clastics as above, incl. coal. C diatoms.",,,,374,U1521,A,30,R,CC,PAL,FORAM
374-U1521A-35R-CC-PAL-FORAM,0,5,326.72,326.77,,,,No forams observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clastics as above, incl. coal.",,,,374,U1521,A,35,R,CC,PAL,FORAM
374-U1521A-41R-CC-PAL-FORAM,0,5,371.71,371.76,,M,P,3 specimens; reworked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quartz, rock frags/lithics, mica (mostly biotite).",,,,374,U1521,A,41,R,CC,PAL,FORAM
374-U1521A-45R-CC-PAL-FORAM,0,8,397.94,398.02,,M,P,"1 specimen; broken, reworked?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clastics as above. Shell frag.,,,,374,U1521,A,45,R,CC,PAL,FORAM
374-U1521A-47R-CC-PAL-FORAM,0,6,419.09,419.15,,,,No forams observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clastics as above.,,,,374,U1521,A,47,R,CC,PAL,FORAM
374-U1521A-50R-CC-PAL-FORAM,0,5,448.69,448.74,,,,No forams observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sample muddier than most; quartz, lithics, R glauconite, R coal.",,,,374,U1521,A,50,R,CC,PAL,FORAM
374-U1521A-54R-CC-PAL-FORAM,0,5,487.35,487.4,,,,No forams observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Similar to above sample.,,,,374,U1521,A,54,R,CC,PAL,FORAM
374-U1521A-57R-CC-PAL-FORAM,0,5,515.08,515.13,,M,P,7 specimens; reworked?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,"Abundant quartz, lithics; F glauconite, R pyrite. F diatoms, pyrite burrows.",,,,374,U1521,A,57,R,CC,PAL,FORAM
374-U1521A-60R-CC-PAL-FORAM,0,5,543.89,543.94,,M,P,2 specimens; reworked?,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quartz, lithics.",,,,374,U1521,A,60,R,CC,PAL,FORAM
374-U1521A-69R-CC-PAL-FORAM,0,5,629.66,629.71,,M,P,"5 specimens; broken, discolored, reworked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,"Quartz, lithics, coal, sandstone.",,,,374,U1521,A,69,R,CC,PAL,FORAM
374-U1521A-71R-CC-PAL-FORAM,0,5,648.12,648.17,,MP,P,"2 specimens; broken, discolored, reworked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quartz, lithics, coal.",,,,374,U1521,A,71,R,CC,PAL,FORAM
