Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample
361,U1476,A,4,4-2,H,2,W,60/62-FORAM,0,2,26.8,26.82,,,,A [A103],,,,,P,,P,P,P,,P,,,P,P,,,,,,,,,,,P,,,,,,,,,R,F,A,,,,,,,,F,,,,P,P,,F,,,,,,,,361-U1476A-4H-2-W 60/62-FORAM
361,U1476,A,4,4-3,H,3,W,70/72-FORAM,0,2,28.4,28.42,,,,A [A103],,,,,P,,P,P,P,,,,,P,P,,,,,,,,,,,F,,,,,,,P,,F,R,A,,,,,R,,,A,,,,P,P,,F,,,,,,,,361-U1476A-4H-3-W 70/72-FORAM
361,U1476,A,4,4-4,H,4,W,70/72-FORAM,0,2,29.9,29.92,,,,A [A103],,,,,P,P,P,P,P,,P,,,A,D,,,,,,R,,,,,P,,,,,,,P,,F,R,A,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-4H-4-W 70/72-FORAM
361,U1476,A,4,4-5,H,5,W,70/72-FORAM,0,2,31.4,31.42,,,,A [A103],,,,P,P,,P,P,P,,,,,P,P,,,,,,R,,,,,P,,,,,,,P,,F,R,F,,,,,R,,,F,,,,P,P,,P,,,,,,,,361-U1476A-4H-5-W 70/72-FORAM
361,U1476,A,4,4-6,H,6,W,60/62-FORAM,0,2,32.8,32.82,,,,A [A103],,,,P,P,,P,P,P,,,,,P,P,,,,,,R,,P,,,P,,,,,,,P,,R,R,F,P,,,,R,,R,F,,R,,P,P,,P,,,,,,,,361-U1476A-4H-6-W 60/62-FORAM
361,U1476,A,4,4-CC,H,CC,PAL,FORAM,0,5,34.52,34.57,,,,A [A103],,,,R,F,R,F,F,F,,,,,D,F,,,,,,,,,,,P,,,,,,R,R,,F,P,R,R,,,,R,,,R,,R,,F,F,,F,,,,,,,,361-U1476A-4H-CC-PAL-FORAM
361,U1476,A,5,5-1,H,1,W,70/72-FORAM,0,2,34.9,34.92,,,,A [A103],,,R,P,P,P,P,P,P,,P,,,P,P,,,,,,,,P,,,P,,,,,,,P,,F,R,R,P,R,,,R,,R,R,,R,,P,P,,P,,,,,,,,361-U1476A-5H-1-W 70/72-FORAM
361,U1476,A,5,5-2,H,2,W,70/72-FORAM,0,2,36.4,36.42,,,,A [A103],,,P,P,P,,P,P,P,,,,,P,P,,,,,,,,P,,,P,,,,,,,P,,F,R,F,P,R,,,R,,,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-2-W 70/72-FORAM
361,U1476,A,5,5-3,H,3,W,70/72-FORAM,0,2,37.9,37.92,,,,A [A103],,,P,P,P,,P,P,P,,R,,,P,P,,,,,,,,,,,F,,,,,,,P,,F,R,R,P,R,,,R,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-3-W 70/72-FORAM
361,U1476,A,5,5-4,H,4,W,70/72-FORAM,0,2,39.4,39.42,,,,A [A103],,,,,P,,P,P,P,,R,,,P,P,,,,,,,,,,,P,,,,,,,P,,R,R,R,P,R,,,P,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-4-W 70/72-FORAM
361,U1476,A,5,5-5,H,5,W,60/62-FORAM,0,2,40.8,40.82,,,,A [A103],,,,,P,,P,P,P,R,R,,,P,P,,,,,,,,,,,P,,,,,,,P,,F,R,F,P,,,,,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-5H-5-W 60/62-FORAM
361,U1476,A,5,5-6,H,6,W,70/72-FORAM,0,2,42.4,42.42,,,,A [A103],,,,,P,P,P,P,P,R,R,,,P,P,,,,,,,,R,,,P,,,,,,,P,,F,F,F,,,,,,,R,,,,,F,R,,F,,,,,,,,361-U1476A-5H-6-W 70/72-FORAM
361,U1476,A,5,5-CC,H,CC,PAL,FORAM,0,5,44.02,44.07,,,,A [A103],,,R,,F,,F,F,F,R,F,,,D,A,,,,,,,,R,,,P,,,,,,,R,,R,R,R,R,R,,,,,R,R,,,,F,R,,F,,,,,,,,361-U1476A-5H-CC-PAL-FORAM
361,U1476,A,6,6-1,H,1,W,70/72-FORAM,0,2,44.4,44.42,,,,A [A103],,,,,P,,P,P,R,R,F,,,P,P,,,,,,,,P,,,P,,,,,,,R,,R,R,F,R,,,,,,R,F,,,,P,P,,P,,,,,,,,361-U1476A-6H-1-W 70/72-FORAM
361,U1476,A,6,6-2,H,2,W,70/72-FORAM,0,2,45.9,45.92,,,,A [A103],,,,P,P,,P,P,P,R,R,,,P,P,,,,P,,,,P,,,P,,,,,,,P,,,R,R,R,,,,,,R,P,,,,P,P,,F,,,,,,,,361-U1476A-6H-2-W 70/72-FORAM
361,U1476,A,6,6-3,H,3,W,70/72-FORAM,0,2,47.4,47.42,,,,A [A103],,,,P,P,,P,P,P,R,R,,,P,P,,,,R,,,,P,,,F,,,,,,,R,,P,,R,R,,,,,,R,P,,,,P,P,,P,,,,,,,,361-U1476A-6H-3-W 70/72-FORAM
361,U1476,A,6,6-4,H,4,W,70/72-FORAM,0,2,48.9,48.92,,,,A [A103],,,,P,P,,P,P,P,R,R,,,P,P,,,,R,,,,,,,P,,,,,,,P,,,,F,P,,,,,,R,P,P,,,P,P,,P,,,,,,,,361-U1476A-6H-4-W 70/72-FORAM
361,U1476,A,6,6-5,H,5,W,60/62-FORAM,0,2,50.3,50.32,,,,A [A103],P,,,P,P,,P,P,P,R,R,,,P,P,,,,P,,,,,,,P,,,,,,,P,,R,,F,R,,,,,R,R,R,P,,,P,P,,P,,,,,,,,361-U1476A-6H-5-W 60/62-FORAM
361,U1476,A,6,6-6,H,6,W,70/72-FORAM,0,2,51.9,51.92,,,,A [A103],,,,P,P,,P,P,P,R,R,,,P,P,,,,P,,P,,,,,P,,R,,,F,,R,,,,R,R,R,,,,R,R,,P,P,,P,P,,P,,,,,,,,361-U1476A-6H-6-W 70/72-FORAM
361,U1476,A,6,6-CC,H,CC,PAL,FORAM,0,5,53.44,53.49,,,,A [A103],R,,R,R,F,,F,R,F,R,R,,,D,F,,,,R,,,,R,,,P,,R,,,F,,R,,,,R,R,R,,,,R,R,,F,R,,F,F,,F,,,,,,,,361-U1476A-6H-CC-PAL-FORAM
361,U1476,A,7,7-1,H,1,W,70/72-FORAM,0,2,53.9,53.92,,,,A [A103],,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,P,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-1-W 70/72-FORAM
361,U1476,A,7,7-2,H,2,W,60/62-FORAM,0,2,55.3,55.32,,,,A [A103],,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,P,P,,P,,P,,,P,,P,,P,,P,P,,,,P,P,P,P,,P,,P,P,,P,,,,,,,,361-U1476A-7H-2-W 60/62-FORAM
361,U1476,A,7,7-3,H,3,W,70/72-FORAM,0,2,56.9,56.92,,,,A [A103],,,,,,,P,P,P,P,P,,,P,P,,,,,,,,,P,,F,,P,,,P,,P,,P,,P,P,,,,P,P,P,P,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-3-W 70/72-FORAM
361,U1476,A,7,7-4,H,4,W,60/62-FORAM,0,2,58.3,58.32,,,,A [A103],,,P,,,,P,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-4-W 60/62-FORAM
361,U1476,A,7,7-5,H,5,W,70/72-FORAM,0,2,59.9,59.92,,,,A [A103],P,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,P,P,P,P,P,P,,P,P,,P,,,,,,,,361-U1476A-7H-5-W 70/72-FORAM
361,U1476,A,7,7-6,H,6,W,70/72-FORAM,0,2,61.4,61.42,,,,A [A103],,,,P,P,,,P,P,P,P,,,P,P,,,,P,,,,P,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-7H-6-W 70/72-FORAM
361,U1476,A,7,7-CC,H,CC,PAL,FORAM,0,5,63.03,63.08,,,,A [A103],,,,,F,,R,F,F,R,F,,,A,A,,,,,,,,,,,F,,F,,,F,,R,,,P,R,R,R,,,,R,R,,R,,,F,F,,F,,,,,,,,361-U1476A-7H-CC-PAL-FORAM
361,U1476,A,8,8-1,H,1,W,70/72-FORAM,0,2,63.4,63.42,,,,A [A103],,,,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,P,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-8H-1-W 70/72-FORAM
361,U1476,A,8,8-2,H,2,W,70/72-FORAM,0,2,64.9,64.92,,,,A [A103],,,P,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,P,,P,,P,P,,P,,,,,,,,361-U1476A-8H-2-W 70/72-FORAM
361,U1476,A,8,8-3,H,3,W,70/72-FORAM,0,2,66.4,66.42,,,,A [A103],,,,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-8H-3-W 70/72-FORAM
361,U1476,A,8,8-4,H,4,W,70/72-FORAM,0,2,67.9,67.92,,,,A [A103],,,,,P,,,P,P,P,,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,,,,P,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-8H-4-W 70/72-FORAM
361,U1476,A,8,8-5,H,5,W,70/72-FORAM,0,2,69.4,69.42,,,,A [A103],P,,,,P,,P,P,P,P,,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,,,,P,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-8H-5-W 70/72-FORAM
361,U1476,A,8,8-6,H,6,W,70/72-FORAM,0,2,70.9,70.92,,,,A [A103],,,P,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,P,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-8H-6-W 70/72-FORAM
361,U1476,A,8,8-CC,H,CC,FORAM,,0,5,72.26,72.31,,,,A [A103],,,,,F,,R,F,F,R,F,,,A,A,,,,,,,,,,,F,,R,,,F,,R,,,,R,R,R,,,,R,R,R,R,,,F,R,,F,,,,,,,,361-U1476A-8H-CC-FORAM
361,U1476,A,9,9-1,H,1,W,70/72-FORAM,0,2,72.9,72.92,,,,A [A103],,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,P,P,P,,,P,,,P,,P,,,,,,,,361-U1476A-9H-1-W 70/72-FORAM
361,U1476,A,9,9-2,H,2,W,70/72-FORAM,0,2,74.4,74.42,,,,A [A103],,,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,P,,P,P,P,,,,P,P,,,P,,P,P,,P,,,,,,,,361-U1476A-9H-2-W 70/72-FORAM
361,U1476,A,9,9-3,H,3,W,70/72-FORAM,0,2,75.9,75.92,,,,A [A103],,,,,,,,P,P,P,P,,,P,P,,,,P,,,,,P,,R,,P,,,P,,P,,P,,P,P,P,,,,P,P,P,,P,,P,P,,P,,,,,,,,361-U1476A-9H-3-W 70/72-FORAM
361,U1476,A,9,9-4,H,4,W,70/72-FORAM,0,2,77.4,77.42,,,,A [A103],,,,,,,,P,P,P,P,,,P,P,,,,P,,,,,P,,P,,P,,,P,,P,,P,,P,P,P,,,,P,P,,,P,,,P,,P,,,,,,,,361-U1476A-9H-4-W 70/72-FORAM
361,U1476,A,9,9-5,H,5,W,70/72-FORAM,0,2,78.9,78.92,,,,A [A103],,,,,,,,P,P,P,R,,,P,P,,,,P,,,,,,,P,,R,,,F,,R,,F,,R,R,R,,,,R,R,,R,R,,P,P,,P,,,,,,,,361-U1476A-9H-5-W 70/72-FORAM
361,U1476,A,9,9-6,H,6,W,70/72-FORAM,0,2,80.4,80.42,,,,A [A103],,F,,,,,,P,P,P,F,,,P,P,,,,P,,,,,,,R,,R,,,R,,R,,R,,R,R,R,,,,,R,,R,R,,P,P,,P,,,,,,,,361-U1476A-9H-6-W 70/72-FORAM
361,U1476,A,9,9-CC,H,CC,PAL,FORAM,0,5,82.17,82.22,,,,A [A103],,F,,,F,,,F,F,R,P,,,A,A,,,,R,,,,R,,,F,,R,,,R,,,,,,R,R,R,,,,R,R,,R,R,,F,R,,F,,,,,,,,361-U1476A-9H-CC-PAL-FORAM
361,U1476,A,10,10-1,H,1,W,70/72-FORAM,0,2,82.4,82.42,,,,A [A103],,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,P,,P,,,,P,,P,,,,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-1-W 70/72-FORAM
361,U1476,A,10,10-2,H,2,W,70/72-FORAM,0,2,83.9,83.92,,,,A [A103],,P,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,,,F,,P,,,,,,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-10H-2-W 70/72-FORAM
361,U1476,A,10,10-3,H,3,W,70/72-FORAM,0,2,85.4,85.42,,,,A [A103],,P,,,,,,P,P,P,P,,,P,P,,,,P,,,,,,,R,,P,,,,,,,,,,,P,,,,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-3-W 70/72-FORAM
361,U1476,A,10,10-4,H,4,W,70/72-FORAM,0,2,86.9,86.92,,,,A [A103],,P,,,P,,,P,P,P,P,,,P,P,,,,P,,,,,,,F,,P,,,,,P,,,,P,,P,,,,P,P,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-4-W 70/72-FORAM
361,U1476,A,10,10-5,H,5,W,70/72-FORAM,0,2,88.4,88.42,,,,A [A103],,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,F,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-10H-5-W 70/72-FORAM
361,U1476,A,10,10-6,H,6,FORAM,,0,2,89.9,89.92,,,,A [A103],,P,,,,,,P,P,P,P,,,P,P,,,,P,,,,,P,,F,,P,,,,,,,,,,,P,,,,P,,,P,P,,P,P,,P,,,,,,,,361-U1476A-10H-6-FORAM
361,U1476,A,10,10-CC,H,CC,PAL,FORAM,0,5,91.58,91.63,,,,A [A103],,F,R,,F,,R,R,F,R,P,,,D,A,,,,R,,,,,R,,R,,R,,,R,,R,,,,R,R,,,,,,R,,R,R,R,F,R,,F,,,,,,,,361-U1476A-10H-CC-PAL-FORAM
361,U1476,A,11,11-1,H,1,W,70/72-FORAM,0,2,91.9,91.92,,,,A [A103],,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-11H-1-W 70/72-FORAM
361,U1476,A,11,11-2,H,2,W,70/72-FORAM,0,2,93.4,93.42,,,,A [A103],,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-11H-2-W 70/72-FORAM
361,U1476,A,11,11-3,H,3,W,70/72-FORAM,0,2,94.9,94.92,,,,A [A103],,P,,,,,P,P,P,P,P,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,,,,,,,,,,361-U1476A-11H-3-W 70/72-FORAM
361,U1476,A,11,11-4,H,4,W,70/72-FORAM,0,2,96.4,96.42,,,,A [A103],,P,,,,,P,P,P,P,,,,P,P,,,,P,,,,,,,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,P,P,,,R,,,,,,361-U1476A-11H-4-W 70/72-FORAM
361,U1476,A,11,11-5,H,5,W,70/72-FORAM,0,2,97.9,97.92,,,,A [A103],,P,,P,P,,P,P,P,P,,P,,P,P,,,,P,,,,,P,,,,,,,P,,P,,,,P,P,P,,,,,,,P,,,P,,P,R,,R,,,,,,361-U1476A-11H-5-W 70/72-FORAM
361,U1476,A,11,11-6,H,6,W,70/72-FORAM,0,2,99.4,99.42,,,,A [A103],,P,,P,P,,,P,P,P,,P,,P,P,,,,,,P,,,P,,,,P,,,P,,,,,,P,,,,,,P,P,,,P,,P,,,P,,P,,,,,,361-U1476A-11H-6-W 70/72-FORAM
361,U1476,A,11,11-CC,H,CC,PAL,FORAM,0,5,101.14,101.19,,,,A [A103],,R,R,R,F,,R,R,R,R,,R,,,A,,,,P,,,,,R,,R,,R,P,,R,,,,,,R,F,R,,,,R,,,R,R,,F,,R,F,,R,,,,,,361-U1476A-11H-CC-PAL-FORAM
361,U1476,A,12,12-1,H,1,W,70/72-FORAM,0,2,101.4,101.42,,,,A [A103],,P,P,P,P,,,P,P,P,,P,,,P,,,,,,,,,P,,,,P,,,P,,,,,,P,P,P,,,,P,,,,P,,P,,P,,,P,,,,,,361-U1476A-12H-1-W 70/72-FORAM
361,U1476,A,12,12-2,H,2,W,70/72-FORAM,0,2,102.9,102.92,,,,A [A103],,P,P,,P,,,P,P,P,,P,,,P,,,,,,,,,P,,P,,P,,,P,,,,,,P,P,,,,,P,,P,P,P,,P,,P,,,P,,,,,,361-U1476A-12H-2-W 70/72-FORAM
361,U1476,A,12,12-3,H,3,W,70/72-FORAM,0,2,104.4,104.42,,,,A [A103],,,,,,,,P,P,P,,P,,,P,,,,,,,,,P,,P,,P,,,P,,,,,,P,,,,,,P,P,,P,P,,P,,P,P,,P,,,,,,361-U1476A-12H-3-W 70/72-FORAM
361,U1476,A,12,12-4,H,4,W,70/72-FORAM,0,2,105.9,105.92,,,,A [A103],,P,P,,,,,P,P,P,,P,,,P,,,,,,,,,P,,P,,P,,,P,,,,,,P,,P,,,,P,,,P,P,,P,,P,,P,P,,,,,,361-U1476A-12H-4-W 70/72-FORAM
361,U1476,A,12,12-5,H,5,W,65/67-FORAM,0,2,107.35,107.37,,,,A [A103],,P,P,,P,,,P,P,P,,P,,,P,,,,,,,,,P,P,P,,P,,,,,P,,,,P,,P,,,,P,,,P,P,,P,,P,,P,R,,,,,,361-U1476A-12H-5-W 65/67-FORAM
361,U1476,A,12,12-6,H,6,W,70/72-FORAM,0,2,108.9,108.92,,,,A [A103],,P,P,,P,,,P,P,P,,P,,,P,,,,,,,,,P,P,P,,P,,,P,,,,,,P,P,,,,,P,,P,P,P,,P,,P,,,P,,,,,,361-U1476A-12H-6-W 70/72-FORAM
