Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Amphistegina sp.,Bathysiphon sp.,Cibicidoides eocenicus,Cibicidoides grimsdalei,Cibicidoides havanensis,Cibicidoides laurisae,Cibicidoides pachyderma,Cibicidoides sp.,Cibicioides mundulus,Cribrostomoides subglobosus,Dorothia brevis,Eggerella bradyi,Fursenkoina complanata,Glandulina sp.,Globocassidulina moluccensis,Globocassidulina subglobosa,Gyroidina sp.,Haplophragmoides sp.,Karrerulina sp.,Lagena sulcata,Lepidocyclina sp.,Melonis barleeanum,Nodosaria longiscata,Nodosaria sp.,Nonionella sp.,Nuttalides sp.,Oridorsalis umbonatus,Planulina weullerstorfi,Pleurostomella cylindrica,Pullenia sp.,Pullennia simplex,Pyrgo sp.,Quinqueloculina sp.,Reophax sp.,Rhabdammina sp.,Rhizammina sp.,Saccammina sp.,Sigmavirgulina tortuosa,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella sp.,Trifarina sp.,Uvigerina hispida,Uvigerina peregrina,Uvigerina sp.,General comment,File Data,Shore File Links,Zone name,Zone name (short)
351-U1438E-22R-CC-PAL-FORAM,351,U1438,E,22,22-CC,R,CC,PAL,FORAM,0,5,1051.33,1051.38,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-23R-CC-PAL-FORAM,351,U1438,E,23,23-CC,R,CC,PAL,FORAM,0,4,1060.46,1060.5,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-24R-CC-PAL-FORAM,351,U1438,E,24,24-CC,R,CC,PAL,FORAM,0,6,1068.49,1068.55,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-25R-CC-PAL-FORAM,351,U1438,E,25,25-CC,R,CC,PAL,FORAM,0,5,1079,1079.05,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-26R-CC-PAL-FORAM,351,U1438,E,26,26-CC,R,CC,PAL,FORAM,0,5,1086.33,1086.38,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-27R-CC-PAL-FORAM,351,U1438,E,27,27-CC,R,CC,PAL,FORAM,0,7,1100,1100.07,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-28R-CC-PAL-FORAM,351,U1438,E,28,28-CC,R,CC,PAL,FORAM,0,0,1109.79,1109.79,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-29R-CC-PAL-FORAM,351,U1438,E,29,29-CC,R,CC,PAL,FORAM,0,0,1119.15,1119.15,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-CC-PAL-FORAM,351,U1438,E,30,30-CC,R,CC,PAL,FORAM,0,0,1128.32,1128.32,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-CC-PAL-FORAM,351,U1438,E,31,31-CC,R,CC,PAL,FORAM,0,0,1137.96,1137.96,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-CC-PAL-FORAM,351,U1438,E,32,32-CC,R,CC,PAL,FORAM,0,7,1145.56,1145.63,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-33R-7-PAL-FORAM,351,U1438,E,33,33-7,R,7,PAL,FORAM,0,5,1157.98,1158.03,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-34R-CC-PAL-FORAM,351,U1438,E,34,34-CC,R,CC,PAL,FORAM,0,6,1167.78,1167.84,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-35R-CC-PAL-FORAM,351,U1438,E,35,35-CC,R,CC,PAL,FORAM,0,11,1176.92,1177.03,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-36R-CC-PAL-FORAM,351,U1438,E,36,36-CC,R,CC,PAL,FORAM,0,5,1185.64,1185.69,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-37R-CC-PAL-FORAM,351,U1438,E,37,37-CC,R,CC,PAL,FORAM,0,7,1196.86,1196.93,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-38R-CC-PAL-FORAM,351,U1438,E,38,38-CC,R,CC,PAL,FORAM,0,7,1205.64,1205.71,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-39R-CC-PAL-FORAM,351,U1438,E,39,39-CC,R,CC,PAL,FORAM,0,6,1210.83,1210.89,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-40R-CC-PAL-FORAM,351,U1438,E,40,40-CC,R,CC,PAL,FORAM,0,9,1220.94,1221.03,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-41R-CC-PAL-FORAM,351,U1438,E,41,41-CC,R,CC,PAL,FORAM,0,6,1230.6,1230.66,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-42R-CC-PAL-FORAM,351,U1438,E,42,42-CC,R,CC,PAL,FORAM,0,5,1238.28,1238.33,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-43R-CC-PAL-FORAM,351,U1438,E,43,43-CC,R,CC,PAL,FORAM,0,12,1250.51,1250.63,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-44R-CC-PAL-FORAM,351,U1438,E,44,44-CC,R,CC,PAL,FORAM,0,10,1262.06,1262.16,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-45R-CC-PAL-FORAM,351,U1438,E,45,45-CC,R,CC,PAL,FORAM,0,9,1271.18,1271.27,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-46R-CC-PAL-FORAM,351,U1438,E,46,46-CC,R,CC,PAL,FORAM,0,9,1279.65,1279.74,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-47R-CC-PAL-FORAM,351,U1438,E,47,47-CC,R,CC,PAL,FORAM,0,7,1290.47,1290.54,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-48R-CC-PAL-FORAM,351,U1438,E,48,48-CC,R,CC,PAL,FORAM,0,10,1297.03,1297.13,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-49R-CC-PAL-FORAM,351,U1438,E,49,49-CC,R,CC,PAL,FORAM,0,5,1303.48,1303.53,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-50R-CC-PAL-FORAM,351,U1438,E,50,50-CC,R,CC,PAL,FORAM,0,10,1311.8,1311.9,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-51R-CC-PAL-FORAM,351,U1438,E,51,51-CC,R,CC,PAL,FORAM,0,10,1322.62,1322.72,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-52R-CC-PAL-FORAM,351,U1438,E,52,52-CC,R,CC,PAL,FORAM,0,4,1334.25,1334.29,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-53R-CC-PAL-FORAM,351,U1438,E,53,53-CC,R,CC,PAL,FORAM,0,6,1341.58,1341.64,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-54R-CC-PAL-FORAM,351,U1438,E,54,54-CC,R,CC,PAL,FORAM,0,8,1352.56,1352.64,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-55R-CC-PAL-FORAM,351,U1438,E,55,55-CC,R,CC,PAL,FORAM,0,5,1362.61,1362.66,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-56R-CC-PAL-FORAM,351,U1438,E,56,56-CC,R,CC,PAL,FORAM,0,4,1369.2,1369.24,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-57R-CC-PAL-FORAM,351,U1438,E,57,57-CC,R,CC,PAL,FORAM,0,6,1379.33,1379.39,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-58R-CC-PAL-FORAM,351,U1438,E,58,58-CC,R,CC,PAL,FORAM,0,6,1388.05,1388.11,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-59R-CC-PAL-FORAM,351,U1438,E,59,59-CC,R,CC,PAL,FORAM,0,3,1397.16,1397.19,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-60R-CC-PAL-FORAM,351,U1438,E,60,60-CC,R,CC,PAL,FORAM,0,11,1401.52,1401.63,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-61R-CC-PAL-FORAM,351,U1438,E,61,61-CC,R,CC,PAL,FORAM,0,8,1408.32,1408.4,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-62R-CC-PAL-FORAM,351,U1438,E,62,62-CC,R,CC,PAL,FORAM,0,3,1413.07,1413.1,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-63R-CC-PAL-FORAM,351,U1438,E,63,63-CC,R,CC,PAL,FORAM,0,9,1422.28,1422.37,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-64R-4-PAL-FORAM,351,U1438,E,64,64-4,R,4,PAL,FORAM,0,6,1433.54,1433.6,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-65R-CC-PAL-FORAM,351,U1438,E,65,65-CC,R,CC,PAL,FORAM,0,6,1440.49,1440.55,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-66R-CC-PAL-FORAM,351,U1438,E,66,66-CC,R,CC,PAL,FORAM,0,3,1449.35,1449.38,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-67R-CC-PAL-FORAM,351,U1438,E,67,67-CC,R,CC,PAL,FORAM,0,3,1453.82,1453.85,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-68R-CC-PAL-FORAM,351,U1438,E,68,68-CC,R,CC,PAL,FORAM,0,5,1459.29,1459.34,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-69R-CC-PAL-FORAM,351,U1438,E,69,69-CC,R,CC,PAL,FORAM,0,4,1462.65,1462.69,,B [A97],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
