Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Group abundance,Preservation,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,Zone name,Zone name (short)
361,U1479,B,3,3-CC,H,CC,PAL,FORAM,0,5,24.1,24.15,,A [A103],G [P32],,,F,F,R,,P,P,P,,,,,R,P,,,,F,,,,A,,,R,,,,,,,R,,F,R,,,,,,,,,A,,A,,P,P,,P,,,,,,,,361-U1479B-3H-CC-PAL-FORAM,,
361,U1479,B,4,4-2,H,2,W,70/72-FORAM,0,2,27.4,27.42,,A [A103],G [P32],,,A,,R,,P,P,,,,,,R,P,,,,R,,,,A,,,R,,,,,,P,,,,R,,,,,,,,,F,,F,,R,,,,,,,,,,,361-U1479B-4H-2-W 70/72-FORAM,,
361,U1479,B,4,4-4,H,4,W,70/72-FORAM,0,2,30.4,30.42,,A [A103],G [P32],,,A,,R,,P,P,,,,,,F,R,,,,R,,,,A,,,R,,,,,,P,,,,R,,,,,,,,,F,,A,,R,,,,,,,,,,,361-U1479B-4H-4-W 70/72-FORAM,,
361,U1479,B,4,4-6,H,6,W,70/72-FORAM,0,2,33.4,33.42,,A [A103],G [P32],,,A,,,,,R,,,,,,P,P,,,,F,P,,,A,,,,,,,,,,P,,,P,,,,,,,,,P,,A,,,,,,,,,,,,,361-U1479B-4H-6-W 70/72-FORAM,,
361,U1479,B,4,4-CC,H,CC,PAL,FORAM,0,5,33.87,33.92,,A [A103],G [P32],,,F,F,P,,R,P,,,,,,F,P,,,,R,R,,,A,,,R,,,,,,P,P,R,,P,,,,,,,,,A,,A,P,R,P,,,,,,,,,,361-U1479B-4H-CC-PAL-FORAM,,
361,U1479,B,5,5-2,H,2,W,70/72-FORAM,0,2,36.9,36.92,,A [A103],G [P32],,,P,P,,,P,,P,,,,,R,R,,,,R,,,,F,,,,,,,,,,P,,,,,,,,,,,,P,,R,,P,P,,,P,,,,,,,361-U1479B-5H-2-W 70/72-FORAM,,
361,U1479,B,5,5-4,H,4,W,70/72-FORAM,0,2,39.9,39.92,,A [A103],G [P32],,,P,P,,,P,,P,,,,,P,R,,,,P,,,,F,,,P,,,,,,,P,,,,,,,,,,,,P,,R,,P,P,,,P,,,,,,,361-U1479B-5H-4-W 70/72-FORAM,,
361,U1479,B,5,5-6,H,6,W,70/72-FORAM,0,2,42.9,42.92,,A [A103],G [P32],,,P,P,,,P,,P,,,,,R,P,,,,R,,,,A,,,,,,,,,,,,,,,,,,,,,,P,,R,,P,P,,,P,,,,,,,361-U1479B-5H-6-W 70/72-FORAM,,
361,U1479,B,5,5-CC,H,CC,PAL,FORAM,0,5,44.36,44.41,,A [A103],G [P32],,,F,P,R,,,R,,,,,,F,R,,,,R,R,,,A,,,R,,,,,,R,R,P,P,P,,,,,,,,,A,,F,,R,P,,,,,,,,,,361-U1479B-5H-CC-PAL-FORAM,,
361,U1479,B,6,6-1,H,1,W,70/72-FORAM,0,2,44.9,44.92,,A [A103],G [P32],,,F,P,,,P,P,,,,,,F,R,,,,P,,,,A,,,P,,,,,,P,,,P,P,,,,,,,,,F,,R,,P,,,,,,,,,,,361-U1479B-6H-1-W 70/72-FORAM,,
361,U1479,B,6,6-3,H,3,W,70/72-FORAM,0,2,46.49,46.51,,A [A103],G [P32],,,F,P,,,P,P,,,,,,F,R,,,,F,,,,A,,,,,,,,,P,P,,P,P,,,,,,,,,F,,R,,P,,,,,,,,,,,361-U1479B-6H-3-W 70/72-FORAM,,
361,U1479,B,6,6-5,H,5,W,70/72-FORAM,0,2,48.7,48.72,,A [A103],G [P32],,,F,P,,,,P,,,,,,F,R,,,,R,P,,,A,,,,,,,,,,P,,P,P,,,,,,,,,F,,R,,P,,,,,,,,,,,361-U1479B-6H-5-W 70/72-FORAM,,
361,U1479,B,6,6-CC,H,CC,PAL,FORAM,0,5,53.11,53.16,,A [A103],G [P32],,,F,F,P,,P,P,R,,,,,F,R,,,,R,R,,,A,,,R,,,,,,R,P,R,P,R,,,,,,,,,A,,A,,R,,,,,,,,,,,361-U1479B-6H-CC-PAL-FORAM,,
361,U1479,B,7,7-1,H,1,W,70/72-FORAM,0,2,54.4,54.42,,A [A103],G [P32],,,A,,,,,R,,,,,,P,P,,,,F,P,,,A,,,,,,,,,,P,,,P,P,,,,,,,,P,,A,,,,,,,,,,,,,361-U1479B-7H-1-W 70/72-FORAM,,
361,U1479,B,7,7-3,H,3,W,70/72-FORAM,0,2,57.4,57.42,,A [A103],G [P32],,,P,P,,,P,,P,,,,,R,R,,,,R,,,,F,,,,,,,,,,P,,,,,,,,,,,,P,,R,,P,P,,,P,,,,,,,361-U1479B-7H-3-W 70/72-FORAM,,
361,U1479,B,7,7-5,H,5,W,65/67-FORAM,0,2,60.35,60.37,,A [A103],G [P32],,,P,P,,,P,,P,,,,,R,P,,,,R,,,,A,,,,,,,,,P,P,,,,,,,,,,,,P,,R,,P,P,,,P,,,,,,,361-U1479B-7H-5-W 65/67-FORAM,,
361,U1479,B,7,7-CC,H,CC,PAL,FORAM,0,5,60.51,60.56,,A [A103],G [P32],,,F,P,P,,,P,,,,,,R,P,,,,R,P,,,D,,,R,,,,,,R,R,P,P,P,P,,,,,,,,A,,F,,P,,,,,,,,,,,361-U1479B-7H-CC-PAL-FORAM,,
361,U1479,B,8,8-1,H,1,W,70/72-FORAM,0,2,63.9,63.92,,A [A103],G [P32],,,R,,,,,P,,,,,,R,R,,,,P,,,,A,,,P,,,,,,,,,P,F,,,,,,,,,R,,A,,,P,,R,,,,,,,,361-U1479B-8H-1-W 70/72-FORAM,,
361,U1479,B,8,8-3,H,3,W,70/72-FORAM,0,2,66.9,66.92,,A [A103],G [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,P,,,P,,,P,,,,,,P,P,,,P,P,,,,,,,,P,,P,,P,P,,,,,,,,,,361-U1479B-8H-3-W 70/72-FORAM,,
361,U1479,B,8,8-CC,H,CC,PAL,FORAM,0,5,68.04,68.09,,A [A103],G [P32],,,A,R,R,,R,R,,,,,,P,P,,,,R,R,,,D,,,R,,,,,,R,R,R,P,R,,P,,,,,,,A,,A,R,R,,,P,,,,,,,,361-U1479B-8H-CC-PAL-FORAM,,
361,U1479,B,9,9-1,H,1,W,70/72-FORAM,0,2,73.4,73.42,"T Neogloboquadrina acostaensis (Gradstein et al., 2012)",C [A103],G [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,P,,,P,,,P,,,,,P,P,P,P,P,,,P,,,,,,P,P,,P,P,P,P,,,,,,,,,,361-U1479B-9H-1-W 70/72-FORAM,,
361,U1479,B,9,9-2,H,2,W,70/72-FORAM,0,2,74.9,74.92,,A [A103],M [P32],,,P,P,P,,P,P,,,,R,,P,P,,,,P,P,,,P,,,P,,,,,,P,P,P,P,,,P,,,,,,,P,,P,,P,,,P,,,,,,,,361-U1479B-9H-2-W 70/72-FORAM,,
361,U1479,B,9,9-3,H,3,W,70/72-FORAM,0,2,76.4,76.42,,C [A103],M [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,,,,P,,,P,,,,,,P,P,P,P,P,,P,,,,,,R,P,,P,P,P,,,,,,,,,,,361-U1479B-9H-3-W 70/72-FORAM,,
361,U1479,B,9,9-4,H,4,W,70/72-FORAM,0,2,77.9,77.92,,C [A103],M [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,P,,,P,,,P,,,,,,P,P,P,P,P,P,,,,,,,P,P,,P,,P,P,,P,,,,,,,,361-U1479B-9H-4-W 70/72-FORAM,,
361,U1479,B,9,9-5,H,5,W,70/72-FORAM,0,2,79.4,79.42,,C [A103],M [P32],,,P,,,,,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,,,,P,,P,,,,,,,P,P,,P,P,P,P,,P,,,,,,,,361-U1479B-9H-5-W 70/72-FORAM,,
361,U1479,B,9,9-6,H,6,W,70/72-FORAM,0,2,80.9,80.92,,C [A103],M [P32],P,,P,P,P,,P,P,P,,,,,P,P,,,,P,,,,P,,,P,,,,,,P,P,,P,,P,,,,,,,P,P,,P,P,P,P,,P,,,,,,,,361-U1479B-9H-6-W 70/72-FORAM,,
361,U1479,B,9,9-CC,H,CC,PAL,FORAM,0,5,81.59,81.64,"T Globigerinoides fistulosus (Gradstein et al., 2012)",A [A103],G [P32],,,A,R,R,,R,R,R,,P,,,R,R,,,,R,R,,,A,,,R,,,,,,R,R,R,R,P,P,P,,,,,,P,A,,F,,R,P,,P,,,,,,,,361-U1479B-9H-CC-PAL-FORAM,,
361,U1479,B,10,10-1,H,1,W,70/72-FORAM,0,2,82.9,82.92,,A [A103],G [P32],,,P,P,P,,P,P,,,P,,,P,P,,,,P,P,,,F,,,P,,,,,,P,P,,P,,,,,,,,,P,P,,P,,P,P,,,,,,,,,,361-U1479B-10H-1-W 70/72-FORAM,,
361,U1479,B,10,10-3,H,3,W,70/72-FORAM,0,2,85.9,85.92,,A [A103],G [P32],,,A,,R,,,P,,,,,,R,P,,,,,,,,A,,,P,,,,,,R,,,,,,,,,,,,,P,R,,,R,P,,P,,,,,,,,361-U1479B-10H-3-W 70/72-FORAM,,
361,U1479,B,10,10-5,H,5,W,70/72-FORAM,0,2,88.9,88.92,,A [A103],G [P32],,,A,P,R,,,,,,,,,R,P,,,,,,,,A,,,P,,,,,,R,,,,,,,,,,,,,P,R,,,R,P,,P,,,,,,,,361-U1479B-10H-5-W 70/72-FORAM,,
361,U1479,B,10,10-CC,H,CC,PAL,FORAM,0,5,92.06,92.11,,A [A103],G [P32],,,A,F,R,,R,R,R,,,,,P,P,,,,R,R,,,D,,,R,,,,,,R,P,R,P,,,P,,,,,,R,F,,F,R,P,,,,,,,,,,,361-U1479B-10H-CC-PAL-FORAM,,
361,U1479,B,11,11-1,H,1,W,70/72-FORAM,0,2,92.4,92.42,,C [A103],G [P32],,,A,F,R,,R,R,,,,,,R,R,,,,F,,,,A,,,R,,,,,,P,,,,,,,P,,,,,R,F,,,,R,R,,P,,,,,,,,361-U1479B-11H-1-W 70/72-FORAM,,
361,U1479,B,11,11-3,H,3,W,70/72-FORAM,0,2,95.4,95.42,,C [A103],G [P32],,,R,R,,,R,R,,P,,,,R,R,,,,F,,,,D,,,P,,,,,,P,P,P,,,,,,,,,,R,,,,R,P,P,,P,,,,,,,,361-U1479B-11H-3-W 70/72-FORAM,,
361,U1479,B,11,11-5,H,5,W,70/72-FORAM,0,2,98.4,98.42,,C [A103],G [P32],,,F,F,R,,R,R,P,,,,,R,R,,,,F,F,,,A,,,R,,,,,P,R,P,,,,,,R,,,,R,,R,,,R,R,R,,,,,,,,,,361-U1479B-11H-5-W 70/72-FORAM,,
361,U1479,B,11,11-CC,H,CC,PAL,FORAM,0,5,101.46,101.51,,C [A103],G [P32],,,F,F,R,,F,R,,,,,,R,,,,,F,F,,,F,,,,,,,,,R,R,R,,,,P,,,,,,P,R,,F,P,R,P,,P,,,,,,,,361-U1479B-11H-CC-PAL-FORAM,,
361,U1479,B,12,12-1,H,1,W,70/72-FORAM,0,2,101.9,101.92,,C [A103],G [P32],,,R,R,P,,R,,,,,,,P,P,,,,R,,,,P,R,,R,,,,,P,P,P,,,,,,P,,,,P,,P,,P,,P,P,,,,,,,,,,361-U1479B-12H-1-W 70/72-FORAM,,
361,U1479,B,12,12-3,H,3,W,70/72-FORAM,0,2,104.9,104.92,,C [A103],G [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,P,,,P,,,P,,,,,,P,P,P,,,,P,,,,,,P,P,,P,,P,,,,,,,,,,,361-U1479B-12H-3-W 70/72-FORAM,,
361,U1479,B,12,12-5,H,5,W,70/72-FORAM,0,2,107.9,107.92,,C [A103],G [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,P,,,P,,,P,,,,,,P,P,,,,,P,,,,,P,P,P,,P,P,P,,,,,,,,,,,361-U1479B-12H-5-W 70/72-FORAM,,
361,U1479,B,12,12-CC,H,CC,PAL,FORAM,0,5,111.01,111.06,"T Globorotalia limbata [Atl.] (Gradstein et al., 2012)",C [A103],G [P32],,,A,A,R,,P,,,,,,,R,,,,,F,R,,,F,,,,,,,,P,R,P,,,,,,,,,,,P,R,,A,,P,,,,,,,,,,,361-U1479B-12H-CC-PAL-FORAM,,
361,U1479,B,13,13-1,H,1,W,70/72-FORAM,0,2,111.4,111.42,,C [A103],G [P32],,,A,A,R,,R,R,,,,,,R,R,,,,F,R,,,A,P,,P,,,,,P,R,P,,,,,,,,,,P,,R,,A,,R,,,P,,,,,,,,361-U1479B-13H-1-W 70/72-FORAM,,
361,U1479,B,13,13-3,H,3,W,70/72-FORAM,0,2,114.4,114.42,,C [A103],G [P32],,,P,P,P,,P,P,P,,,,,P,P,,,,P,P,,,P,P,,P,,,,,P,P,P,P,,,,P,P,P,,,P,P,P,,P,,P,,,,,,,,,,,361-U1479B-13H-3-W 70/72-FORAM,,
361,U1479,B,13,13-5,H,5,W,70/72-FORAM,0,2,117.4,117.42,,C [A103],G [P32],,,P,P,P,,P,P,,,,,,P,P,,,,P,P,,,P,R,,R,,,,,,P,P,,,,,P,P,P,,,P,P,P,,P,,P,P,,,,,,,,,,361-U1479B-13H-5-W 70/72-FORAM,,
361,U1479,B,13,13-CC,H,CC,PAL,FORAM,0,5,120.5,120.55,,C [A103],G [P32],,,A,F,R,,,,P,,,,,F,R,,,,R,P,,,A,P,,P,,,,,P,P,P,,,,,,P,,,,,P,,P,F,,P,,,,,,,,,,,361-U1479B-13H-CC-PAL-FORAM,,
361,U1479,B,14,14-1,H,1,W,70/72-BIO,0,2,120.9,120.92,,C [A103],G [P32],,,A,F,R,,R,R,,,,,,F,R,,,,F,R,,,A,P,,R,,,,,P,P,P,,,,,,R,P,,,R,P,R,,,,R,,,P,,,,,,,,361-U1479B-14H-1-W 70/72-BIO,,
361,U1479,B,14,14-3,H,3,W,70/72-FORAM,0,2,123.9,123.92,,C [A103],G [P32],,,F,F,R,,R,R,,,,,,F,R,,,,R,R,,,A,R,,P,,,,,P,P,P,,,,P,P,P,,,,P,P,R,,A,A,R,,,,,,,,,,,361-U1479B-14H-3-W 70/72-FORAM,,
361,U1479,B,14,14-5,H,5,W,70/72-FORAM,0,2,126.9,126.92,,C [A103],G [P32],,,P,P,P,,P,P,,,,P,,P,P,,,,F,P,,,P,P,,P,,,,,P,,P,,,,,P,P,,,,,P,P,,P,P,P,P,,,,,,,,,,361-U1479B-14H-5-W 70/72-FORAM,,
361,U1479,B,14,14-CC,H,CC,PAL,FORAM,0,5,129.81,129.86,,C [A103],G [P32],,,A,F,R,,P,P,,,,,,F,R,,,,R,,,,A,,,P,,,,,P,R,R,,,,,,R,,,,,P,,,,,P,,,,,,,,,,,361-U1479B-14H-CC-PAL-FORAM,,
361,U1479,B,15,15-1,H,1,W,70/72-FORAM,0,2,130.4,130.42,"B Globorotalia tosaensis (Lyle et al., 1997)",C [A103],G [P32],,,P,P,P,,P,P,,P,,,,P,P,,,,P,P,,,P,P,,P,,,,,,P,P,P,P,,,P,P,,,,,P,P,,P,P,P,,,P,,,,,,,,361-U1479B-15H-1-W 70/72-FORAM,,
361,U1479,B,15,15-3,H,3,W,70/72-FORAM,0,2,133.4,133.42,,C [A103],G [P32],,,P,P,P,,P,P,,P,,,,P,P,,,,P,P,,,P,P,,P,,,,,P,P,P,P,,,P,P,P,P,,,,P,P,,P,,P,,,,,,,,,,,361-U1479B-15H-3-W 70/72-FORAM,,
361,U1479,B,15,15-5,H,5,W,70/72-FORAM,0,2,136.4,136.42,"T Dentoglobigerina altispira [Atl.] (Gradstein et al., 2012)",C [A103],G [P32],,P,P,P,P,,P,P,P,P,,,,P,P,P,,,P,R,,,P,,,P,,,,,,P,P,,,,P,,P,P,,,,P,P,,P,,P,,,,,,,,,,,361-U1479B-15H-5-W 70/72-FORAM,,
361,U1479,B,15,15-CC,H,CC,PAL,FORAM,0,5,139.57,139.62,,C [A103],G [P32],,P,A,,R,,P,P,P,P,,,,,,,,,F,P,,,A,,,,,,,,,F,R,,,,,,P,,,,,,P,,,,F,,,,,,,,,,,361-U1479B-15H-CC-PAL-FORAM,,
361,U1479,B,16,16-1,H,1,W,70/72-FORAM,0,2,139.9,139.92,,C [A103],G [P32],,R,A,,R,,P,R,,P,,,,R,R,,,,F,P,,,A,P,,,,,,,P,,P,,,,,,R,,,,,R,,,R,,R,,P,,,,,,,,,361-U1479B-16H-1-W 70/72-FORAM,,
361,U1479,B,16,16-3,H,3,W,70/72-FORAM,0,2,142.9,142.92,"T Sphaeroidinellopsis seminulina [Atl.] (Gradstein et al., 2012)",C [A103],G [P32],,R,A,,,,,P,,,,,,,,P,,,F,,,,A,,,,,,,,,,R,,,,P,,R,,,,,,,,,,,,,P,,P,,,,,,361-U1479B-16H-3-W 70/72-FORAM,,
361,U1479,B,16,16-5,H,5,W,70/72-FORAM,0,2,145.9,145.92,,C [A103],G [P32],,R,A,,,,,P,,,,,,P,P,P,,,F,,,,A,,,,,,,,P,,R,,,,P,P,R,,,,,,,,,,,P,,P,,,,,,,,361-U1479B-16H-5-W 70/72-FORAM,,
361,U1479,B,16,16-CC,H,CC,PAL,FORAM,0,5,148.97,149.02,,C [A103],M [P32],,R,A,R,,,,P,,P,,,,R,R,,,,F,,,,F,,,,,,,,,F,R,,,,,,P,,,,,P,,,R,,P,P,,,,,,,,,,361-U1479B-16H-CC-PAL-FORAM,,
361,U1479,B,17,17-1,H,1,W,70/72-FORAM,0,2,149.4,149.42,"T Pulleniatina (disappearance) [Atl.] (Gradstein et al., 2012)",C [A103],M [P32],,P,A,,R,,P,P,,,,,,R,F,,,,F,P,,,A,,,,,,,,P,R,R,,,,,,R,,,,,,,,,,R,,R,P,,P,,,,,,361-U1479B-17H-1-W 70/72-FORAM,,
361,U1479,B,17,17-3,H,3,W,70/72-FORAM,0,2,152.4,152.42,,C [A103],M [P32],,P,A,,R,,P,P,,P,,,,R,R,,,,R,,,,A,P,,,,,,,P,R,P,,,,,,P,,,,,P,,,P,,R,,R,,,,,,,,,361-U1479B-17H-3-W 70/72-FORAM,,
361,U1479,B,17,17-5,H,5,W,70/72-FORAM,0,2,155.4,155.42,,C [A103],M [P32],,P,A,,R,,,P,,P,,,,R,,,,,F,,,,A,P,,P,,,,,,F,P,,,,,,P,,,,,,,,,,F,,,,P,P,,,,,,361-U1479B-17H-5-W 70/72-FORAM,,
361,U1479,B,17,17-CC,H,CC,PAL,FORAM,0,5,158.31,158.36,,C [A103],M [P32],,R,A,P,P,,,P,,P,,,,R,P,,,,R,P,,,F,P,,P,,,,,R,P,R,,,,,,R,,,,,,,,,,R,R,R,,,P,,,,,,361-U1479B-17H-CC-PAL-FORAM,,
361,U1479,B,18,18-1,H,1,W,70/72-FORAM,0,2,158.9,158.92,,C [A103],M [P32],,,A,P,P,,,P,P,,,,,R,P,,,,F,,,,F,P,,P,,,,,R,P,R,,,,,,P,,,,,P,,,,,R,R,R,,,,,,,,,361-U1479B-18H-1-W 70/72-FORAM,,
361,U1479,B,18,18-3,H,3,W,70/72-FORAM,0,2,161.88,161.9,,C [A103],M [P32],,P,A,P,P,,,P,P,R,,P,,R,P,,,,R,,,,F,P,,P,,,,,R,P,R,,,,,,P,,,,,,,,,,R,R,R,,,P,,,,,,361-U1479B-18H-3-W 70/72-FORAM,,
361,U1479,B,18,18-5,H,5,W,70/72-FORAM,0,2,164.88,164.9,,C [A103],M [P32],,,A,P,P,,,P,,,,,,R,P,,,,R,,,,F,P,,P,,,,,R,P,R,,,,,,R,,,,,P,,,,,R,R,R,,,,,,,,,361-U1479B-18H-5-W 70/72-FORAM,,
361,U1479,B,18,18-CC,H,CC,PAL,FORAM,0,5,168.18,168.23,,C [A103],M [P32],,,A,,,,,P,,F,,P,,P,R,,,,P,R,,,F,,,,,,,,P,,,R,,,,,P,,,,,,P,,,,,,,,,P,,,,,,361-U1479B-18H-CC-PAL-FORAM,,
361,U1479,B,19,19-1,H,1,W,70/72-FORAM,0,2,168.4,168.42,,C [A103],M [P32],,P,A,,R,,,R,,P,,,,,R,,,,R,,,,A,,,,,,,,F,,P,,,,,,R,,,,,,,,,,,,P,,,P,,,,,,361-U1479B-19H-1-W 70/72-FORAM,,
361,U1479,B,19,19-3,H,3,W,70/72-FORAM,0,2,171.4,171.42,,C [A103],M [P32],,,A,A,R,,P,P,P,R,,R,,,R,,,,R,,,,A,,,,,,,,P,,,,,,P,,R,,,,,P,R,,,,R,,,,,P,,,,,,361-U1479B-19H-3-W 70/72-FORAM,,
361,U1479,B,19,19-5,H,5,W,70/72-FORAM,0,2,174.4,174.42,,C [A103],M [P32],,,A,A,R,,P,P,P,F,,R,,P,R,,,,R,,,,A,,P,,,,,,P,,,,,,,,R,,,,,P,R,,,,R,,,,,P,,,,,,361-U1479B-19H-5-W 70/72-FORAM,,
361,U1479,B,19,19-CC,H,CC,PAL,FORAM,0,5,176.92,176.97,"T Globorotalia margaritae (Gradstein et al., 2012)",C [A103],M [P32],,,A,,,,,P,,P,,,,R,R,,,,F,P,,,A,,P,,,,P,,R,,P,P,,,P,,R,,,,,P,,,,,R,,P,,,,,,,,,361-U1479B-19H-CC-PAL-FORAM,,
361,U1479,B,20,20-1,H,1,W,70/72-FORAM,0,2,177.9,177.92,,C [A103],G [P32],,P,A,A,R,,P,P,P,P,,P,,,P,,,,P,P,,,D,,R,,,,P,,R,R,R,R,,,P,,R,,,,P,P,,,,,R,,,,,,,,,,,361-U1479B-20H-1-W 70/72-FORAM,,
