Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum name generic,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Group abundance,Preservation,Fragmentation,Percentage of planktic forams in total foram assemblage [%],Fragmentation rank [auto-pop],Terrestrial organic matter,Pyrite,"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Acarinina alticonica,Acarinina bullbrooki,Acarinina collactea,Acarinina primitiva,Beella digitata,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Chiloguembelina cubensis,Clavatorella bermudezi,Cribrohantkenina inflata,Dentoglobigerina altispira,Dentoglobigerina baroemoenensis,Dentoglobigerina globularis,Dentoglobigerina juxtabinaiensis,Dentoglobigerina sp.,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Fohsella birnageae,Fohsella fohsi,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globigeriantella insueta,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina falconensis,Globigerina rubescens,Globigerina woodi,Globigerinatella sp.,Globigerinatheka barri,Globigerinatheka index,Globigerinella aequilateralis,Globigerinella calida,Globigerinella praesiphonifera,Globigerinella radians,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides bollii,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides pyramidalis,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber s.s.,"Globigerinoides ruber s.l. Wang, 2000",Globigerinoides sacculifer,Globigerinoides sacculifer (without sac),Globigerinoides seigliei,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globorotalia archeomenardii,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia hirsuta,Globorotalia humerosa,Globorotalia incognita,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia theyeri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia ungulata,Globorotalia zealandica,Globorotaloides hexagona,Globorotaloides quadrocameratus,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita tenella,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina nympha,Orbulina bilobata,Orbulina suturalis,Orbulina universa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia sp.,Planorotalites palmerae,Planorotalites spp.,Praeorbulina circularis,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina sicana,Pulleniatina (D),Pulleniatina (S),Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinella excavata,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina eocaena,Subbotina gortanii,Tenuitella gemma,Tenuitella munda,Tenuitellinata juvenilis,Turborotalita humilis,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1464C-20R-2-PAL-150-2000,0,5,484.6,484.65,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,20,R,2,PAL,150-2000
356-U1464C-22R-5-PAL-FORAM-150-2000,0,10,508.1,508.2,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,22,R,5,PAL,FORAM-150-2000
356-U1464C-24R-CC-PAL-FORAM-150-2000,0,5,523.47,523.52,,,,,,,,,,B,,,,,,,,,2 PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,24,R,CC,PAL,FORAM-150-2000
356-U1464C-26R-1-PAL-FORAM-150-2000,0,5,541.62,541.67,,,,,,,,,,B,,,,,,,,,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,26,R,1,PAL,FORAM-150-2000
356-U1464C-28R-CC-PAL-FORAM-150-2000,0,5,563.01,563.06,,,,,,,,,,B,,,,,,,,,Ostracod (P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,28,R,CC,PAL,FORAM-150-2000
356-U1464C-30R-1-PAL-FORAM-150-2000,0,5,579.86,579.91,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,30,R,1,PAL,FORAM-150-2000
356-U1464C-32R-1-PAL-FORAM-150-2000,0,5,600.05,600.1,,,,,,,,,,B,,,,,,,,,almost pure dolomite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,32,R,1,PAL,FORAM-150-2000
356-U1464C-33R-CC-PAL-FORAM-150-2000,0,5,611.47,611.52,,,,,,,,,,,,,,,,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,33,R,CC,PAL,FORAM-150-2000
356-U1464C-34R-2-PAL-FORAM-150-2000,0,5,620.77,620.82,,,,,,,,,,B,,,,,,,,,"glauconite, dolomite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,34,R,2,PAL,FORAM-150-2000
356-U1464C-37R-2-PAL-FORAM-150-2000,0,5,649.53,649.58,,,,,,,,,,B,,,,,,,,,"ostracod, dolomite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,37,R,2,PAL,FORAM-150-2000
356-U1464C-39R-PAL-FORAM-150-2000,0,5,667.58,667.63,,,,,,,,,,B,,,,,,,,,few BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,39,R,PAL,FORAM,150-2000
356-U1464C-41R-1-PAL-FORAM-150-2000,0,5,686.91,686.96,,,,,,,,,,VR,P,,,,,,,,barely recognisable possible PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,41,R,1,PAL,FORAM-150-2000
356-U1464C-43R-2-PAL-FORAM-150-2000,0,5,707.52,707.57,,,,,,,,,,B,,,,,,,,,few BF indicating older than 12.8 Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,43,R,2,PAL,FORAM-150-2000
356-U1464C-45R-3-PAL-FORAM-150-2000,0,3,728.1,728.13,,,,,,,,,,B,,,,,,,,,few BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,45,R,3,PAL,FORAM-150-2000
356-U1464C-47R-1-PAL-FORAM-150-2000,0,3,745.35,745.38,,,,,,,,,,B,,,,,,,,,coral moulds; mollusk moulds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,47,R,1,PAL,FORAM-150-2000
356-U1464C-51R-1-PAL-FORAM-150-2000,0,5,783.98,784.03,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,51,R,1,PAL,FORAM-150-2000
356-U1464C-52R-2-PAL-FORAM-150-2000,0,3,794.72,794.75,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,52,R,2,PAL,FORAM-150-2000
356-U1464C-54R-1-PAL-FORAM-150-2000,0,5,813.21,813.26,,,,,,,,,,VR,P,,,,,,,,some Orbulina or ooid shaped grains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,54,R,1,PAL,FORAM-150-2000
356-U1464C-56R-1-PAL-FORAM-150-2000,0,5,832.71,832.76,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1464,C,56,R,1,PAL,FORAM-150-2000
