Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1460A-38F-CC-PAL-NANNO,0,5,176.19,176.24,,,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,356,U1460,A,38,F,CC,P
356-U1460A-39F-CC-PAL-NANNO,0,5,180.76,180.81,,,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,C,,,,,,,,,C,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,signs of reworking (large coccoliths),,,,356,U1460,A,39,F,CC,P
356-U1460A-42F-CC-PAL-NANNO,0,5,194.94,194.99,,,G [P33],C [A22],,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,C,C,,,,,R,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,356,U1460,A,42,F,CC,P
356-U1460A-44F-CC-PAL-NANNO,0,5,203.86,203.91,,,M [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,44,F,CC,P
356-U1460A-45F-CC-PAL-NANNO,0,5,208.8,208.85,NN18 [G12],"NN18 - Discoaster brouweri (Gradstein et al., 2012)",M [P33],C [A22],,,,P,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,356,U1460,A,45,F,CC,P
356-U1460A-50F-CC-PAL-NANNO,0,5,232.46,232.51,,,M [P33],A [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1460,A,50,F,CC,P
356-U1460A-54F-CC-PAL-NANNO,0,5,251.1,251.15,,,G [P33],A [A22],,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,54,F,CC,P
356-U1460A-55F-2-A 17/17-NANNO,0,0,252.87,252.87,,,G [P33],A [A22],,,P,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,A,,,,,R,,,,P,,,,P,,,,,,,,,,R,,,,,,grey sediments,,,,356,U1460,A,55,F,2,A
356-U1460A-55F-2-A 23/23-NANNO,0,0,252.93,252.93,,,G [P33],C [A22],,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,356,U1460,A,55,F,2,A
356-U1460A-56F-CC-PAL-NANNO,0,5,260.68,260.73,,,G [P33],A [A22],,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,A,C,,,,,F,,,,R,,,,P,,,,,,,,,,P,,,,,,,,,,356,U1460,A,56,F,CC,P
356-U1460A-57F-CC-PAL-NANNO,0,5,265.26,265.31,,,G [P33],C [A22],,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,57,F,CC,P
356-U1460A-58F-3-A 36/36-NANNO,0,0,268.66,268.66,,,G [P33],C [A22],,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,C,,,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,58,F,3,A
356-U1460A-58F-3-A 48/48-NANNO,0,0,268.78,268.78,,,G [P33],C [A22],,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,58,F,3,A
356-U1460A-58F-3-A 77/77-NANNO,0,0,269.07,269.07,,,G [P33],C [A22],,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,,,,,F,C,,,,,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,356,U1460,A,58,F,3,A
356-U1460A-58F-CC-PAL-NANNO,0,8,269.96,270.04,,,G [P33],A [A22],,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,58,F,CC,P
356-U1460A-59F-CC-PAL-NANNO,0,6,274.31,274.37,,,G [P33],A [A22],,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,C,A,,,,,R,,,,R,,,,P,,,,,,,,,,,,,,,,,,,,356,U1460,A,59,F,CC,P
356-U1460A-60F-CC-PAL-NANNO,0,5,279.31,279.36,,,G [P33],A [A22],,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1460,A,60,F,CC,P
356-U1460A-61F-CC-PAL-NANNO,0,5,283.88,283.93,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A [A22],,,F,,,,,,,,,,,,,,F,,,,,,,,P,P,,,,,R,,,,,,,,,,R,,,,,C,,,,,,C,A,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1460,A,61,F,CC,P
356-U1460A-63F-CC-PAL-NANNO,0,5,293.4,293.45,,,G [P33],A [A22],,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,A,C,,F,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,356,U1460,A,63,F,CC,P
356-U1460A-65F-CC-PAL-NANNO,0,5,300.03,300.08,,,G [P33],A [A22],,,R,,,,,,,,,,R,,,,R,,,,,,,,P,,,,,,F,,,,,,,,,,,,,,,C,,,,,,A,A,,C,,,R,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,356,U1460,A,65,F,CC,P
