Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],BF preservation,BF Group abundance,Agglutinated spp. (indeterminate),Adelosina dubia?,Alabamina spp.,Ammobaculites agglutinans,Ammobaculites spp.,Ammodiscus anguillae,Ammodiscus spp.,Ammodiscus tenuis,Ammolagena clavata,Ammonia beccarii,Ammoscalaria foliacea,Ammoscalaria tenuimargo,Amphicoryna scalaris,Amphicoryna spp.,Amphistegina spp,Angulogerina spp.,Anomalina spp.,Anomalinoides spp.,Articulina cf. tubulosa,Astacolus crepidulus,Astacolus spp.,Asterigerina planorbis,Asterigerinata sp.,Astrononion spp.,Awhea spp.,Bathysiphon filiformis,Bathysiphon spp.,Bigenerina nodosaria,Biloculinella sp.,Bolivina spp.,Bolivina cf. robusta,Bolivinita quadrilatera,Bolivina subaenariensis,Bolivina/Brizalina spp.,Brizalina spp.,Brizalina alata,Brizalina cf. difformis,Brizalina cf. dilatata,Brizalina dilatata,Brizalina earlandi,Brizalina spathulata,Brizalina striatula,Budashevaella multicamerata,Bulimina acanthia,Bulimina aculeata,Bulimina cf. alazanensis,Bulimina elongata,Bulimina gibba,Bulimina marginata,Bulimina spp.,Bulimina striata gr.,Bulimina striata mexicana,Bulimina striata striata,Buliminella elegantissima,BF Comment,File Data,eodp_id
339-U1387C-19R-CC-PAL-FORAM,339,U1387,C,19,19-CC,R,CC,PAL,FORAM,0,5,458.54,458.59,M-P,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,,,D,,,,,,P,,,,,,76efac3bb29b7867fa07aef06b21c01d
339-U1387C-21R-CC-PAL-FORAM,339,U1387,C,21,21-CC,R,CC,PAL,FORAM,0,5,479.37,479.42,M,A,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,df29cd994adf219b059d722b7db4b1d6
339-U1387C-23R-CC-PAL-FORAM,339,U1387,C,23,23-CC,R,CC,PAL,FORAM,0,5,499.79,499.84,G,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,,,,F,,,,,F,,,,,,,,,,,R,R,,,,,,ed64f9e736eb6251ca26ff7514238c86
339-U1387C-25R-CC-PAL-FORAM,339,U1387,C,25,25-CC,R,CC,PAL,FORAM,0,5,520.19,520.24,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,R,,,,,,R,,,,,,062b088007e62a6069826344641b3d4f
339-U1387C-26R-CC-PAL-FORAM,339,U1387,C,26,26-CC,R,CC,PAL,FORAM,0,5,527.91,527.96,P,D,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c0ff905bca4064bd5099711ca509d54
339-U1387C-27R-CC-PAL-FORAM,339,U1387,C,27,27-CC,R,CC,PAL,FORAM,0,5,539.4,539.45,G,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,D,P,,,,,P,,,,,,F,,,,,,474ce478593afa18ca82eb30ca9d48f4
339-U1387C-29R-CC-PAL-FORAM,339,U1387,C,29,29-CC,R,CC,PAL,FORAM,0,5,558.56,558.61,M,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,P,,,A,P,,,,,A,,,,,,R,,,,,,eb4e5ffe98051b8b665d41dc9a5f19a7
339-U1387C-30R-CC-PAL-FORAM,339,U1387,C,30,30-CC,R,CC,PAL,FORAM,0,5,564.83,564.88,G,D,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,7c9000a26a7e06d818e38ce2a0461ecf
339-U1387C-31R-CC-PAL-FORAM,339,U1387,C,31,31-CC,R,CC,PAL,FORAM,0,5,573.54,573.59,G,D,,,,,,,,,,P,,,,,,,,,,,,D,,,,,,,,,,,,R,,,,,R,,P,,,,,,,,,,P,,,,,,c3d69261a5629f8bc3323ae86768a2d4
339-U1387C-32R-CC-PAL-FORAM,339,U1387,C,32,32-CC,R,CC,PAL,FORAM,0,5,586.23,586.28,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,F,,,,,,,863f701e1639eb291aa369c6400e257b
339-U1387C-33R-CC-PAL-FORAM,339,U1387,C,33,33-CC,R,CC,PAL,FORAM,0,5,596.96,597.01,P,A,,,,,,,,,,,,,P,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,1efc88e98861cb1e47b0499bfabc6c9c
339-U1387C-34R-CC-PAL-FORAM,339,U1387,C,34,34-CC,R,CC,PAL,FORAM,0,5,603.77,603.82,M,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,R,,,,,,,,,P,F,,,,,,0064411a7c96ca70133cedf4e9a77f7c
339-U1387C-35R-CC-PAL-FORAM,339,U1387,C,35,35-CC,R,CC,PAL,FORAM,0,8,616.22,616.3,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,P,,,,,,R,,,,,,606041a68272da39e12a8ddf67ae9fa9
339-U1387C-36R-CC-PAL-FORAM,339,U1387,C,36,36-CC,R,CC,PAL,FORAM,0,5,619.81,619.86,M,D,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,P,,,F,P,,,,,,,,,,P,,,,,,,95be9d97d3148882d7c2ffe5972e130e
339-U1387C-37R-CC-PAL-FORAM,339,U1387,C,37,37-CC,R,CC,PAL,FORAM,0,5,634.49,634.54,G,A,,,,,,,,,,,,,,P,,,P,,,,,P,,,,,,,,,,,,F,,,,,R,,,,,,R,,,,,,,,,,,,aa742a1d6ac6fd4e97f2c22581a5e9b0
339-U1387C-38R-CC-PAL-FORAM,339,U1387,C,38,38-CC,R,CC,PAL,FORAM,0,4,643.55,643.59,P,D,,,,,,,,,,P,,,,,,,,,,,,A,,,,,,P,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,1f9e65828058fc62a1b37e4416866d98
339-U1387C-39R-CC-PAL-FORAM,339,U1387,C,39,39-CC,R,CC,PAL,FORAM,0,5,650.31,650.36,G,F,,,,,,,,,,A,,,,,,,,,,,,A,,,,,,,,,,,,R,,,,,P,,,,,,,,,,,,,,,,,,4eca2e07d6d983cd67cc698680d33cdf
339-U1387C-40R-CC-PAL-FORAM,339,U1387,C,40,40-CC,R,CC,PAL,FORAM,0,5,662.32,662.37,P,D,,,,,,,,,,F,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,P,,,,,,,c485a9ec2c96437de65c148dabaf270e
339-U1387C-41R-CC-PAL-FORAM,339,U1387,C,41,41-CC,R,CC,PAL,FORAM,0,6,666.26,666.32,G,A,,,,,,,,,,R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,P,R,,,,,,2afc5ce3f6d41f7bfda756d42da11a7c
339-U1387C-42R-CC-PAL-FORAM,339,U1387,C,42,42-CC,R,CC,PAL,FORAM,0,5,682.15,682.2,P,D,,,,,,,,,,F,,,,,,,,,,,,R,,,,,,,,,,,,P,,,,,R,P,,,,,,,,,,,R,,,,,,15b907844c1e21df967dfa463e446b63
339-U1387C-43R-2-PAL-FORAM,339,U1387,C,43,43-2,R,2,PAL,FORAM,0,4,685.76,685.8,P,D,,,,,,,,,,A,,,,P,,,,,,,,F,,,,,,R,,,,,,P,,,,,R,P,,,,,P,,,,,,P,,,,,,ac9eabc1633a91ae3b628cfe08e0110f
339-U1387C-44R-1-PAL-FORAM,339,U1387,C,44,44-1,R,1,PAL,FORAM,0,2,693.03,693.05,P,D,,,,,,,,,,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0283988917d9edb7b4e0430e1d9cb6b
339-U1387C-47R-CC-PAL-FORAM,339,U1387,C,47,47-CC,R,CC,PAL,FORAM,0,5,722.04,722.09,P,D,,,,,,,,,,F,,,,,,,,,,,,A,,,,,,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,5124b65b618850a46376a005ca6c0fbf
339-U1387C-48R-CC-PAL-FORAM,339,U1387,C,48,48-CC,R,CC,PAL,FORAM,0,5,737.45,737.5,M,D,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,d823b7c0d25b89175973ee9cbf8821f4
339-U1387C-49R-CC-PAL-FORAM,339,U1387,C,49,49-CC,R,CC,PAL,FORAM,0,3,748.1,748.13,P,A,,,,,,,,,,A,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f0fce81852cbfab423647c56dbf9a07
339-U1387C-50R-CC-PAL-FORAM,339,U1387,C,50,50-CC,R,CC,PAL,FORAM,0,3,752.45,752.48,P,D,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,P,,,,,,,9e65bddb63369789fcb97dbb53fb30ae
339-U1387C-51R-CC-PAL-FORAM,339,U1387,C,51,51-CC,R,CC,PAL,FORAM,0,5,765.69,765.74,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,R,F,,,,,,34f5fe1d2d858a4be1e45bc215c2777f
339-U1387C-52R-CC-PAL-FORAM,339,U1387,C,52,52-CC,R,CC,PAL,FORAM,0,6,772.92,772.98,G,D,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,P,,,,,,,440be3d0cc7c875168541e991de0794e
339-U1387C-53R-6-PAL-FORAM,339,U1387,C,53,53-6,R,6,PAL,FORAM,0,5,786.65,786.7,F,A,,,,,,,,,,R,,,P,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df5908b677a1e30b8cb01d6e7141ce1
339-U1387C-54R-3-PAL-FORAM,339,U1387,C,54,54-3,R,3,PAL,FORAM,0,5,792.76,792.81,M,D,,,,,,,,,,A,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,9590a5b4e82e32ed024f0a7413dd8bad
339-U1387C-55R-CC-PAL-FORAM,339,U1387,C,55,55-CC,R,CC,PAL,FORAM,0,6,805.62,805.68,G,A,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,e4b6f0fe5c226ff6d5c407218139cc0d
339-U1387C-56R-7-PAL-FORAM,339,U1387,C,56,56-7,R,7,PAL,FORAM,0,5,817.13,817.18,G,A,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,P,,,,,F,,,,,,,,,,,,F,,,,,,2a13f35d4244324078b845adfa83b3bf
339-U1387C-57R-CC-PAL-FORAM,339,U1387,C,57,57-CC,R,CC,PAL,FORAM,0,3,824.6,824.63,G,A,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,F,,,,,,f58a958b26ffd3e294d33cc0cfb9a2f6
339-U1387C-58R-CC-PAL-FORAM,339,U1387,C,58,58-CC,R,CC,PAL,FORAM,0,5,834.33,834.38,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,R,,,,,P,,,,,,R,,,,,,1f0f6b5e4ea98cea527ffc1757562979
339-U1387C-59R-CC-PAL-FORAM,339,U1387,C,59,59-CC,R,CC,PAL,FORAM,0,5,845.56,845.61,G,A,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,R,,,,,,R,,,,,,8df212b56df9698e1b1c69b2a1e80694
339-U1387C-60R-CC-PAL-FORAM,339,U1387,C,60,60-CC,R,CC,PAL,FORAM,0,3,846.4,846.43,G,A,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,R,,,,,,,,,,,,90a54c38d1f1c9ab6f1603748bbec044
339-U1387C-61R-CC-PAL-FORAM,339,U1387,C,61,61-CC,R,CC,PAL,FORAM,0,5,865.8,865.85,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,3d7b987f287c55d50f4a56c666cfa4d9
