Exp,Site,Hole,Core,Type,Section,Top Depth [m],Preservation,Group Abundance,Marine,Actinocylus actinochilus,Actinocylus karstenii,Actinoptychus bipunctatus,Actinoptychus senarius,Coscinodiscus radiatus,Delphineis spp.,Diploneis splendida,Fragilariopsis cylindrica,Fragilariopsis fossilis,Fragilariopsis kerguelensis,Fragilariopsis obliquecostata,Grammatophora sp.,Hemidiscus karstenii,Hemidiscus sp. 1 of Zielinski & Gersonde (2002),Hyalodiscus sp.,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Stephanopyxis turris,Stephanopyxis spp.,Thalassiosira eccentrica,Thalassiosira fasciculata,Thalassiosira gracilis,Thalassiosira lentiginosa,Thalassiosira oestrupii,Thalassiosira spp.,Thalassiothrix longissima,,Coastal upwelling,Resting spores of Chaetoceros,,Coastal,Paralia sulcata,Thalassionema nitzschioides,,Fresh or brackish water,Aulacoseira granulata,Cocconeis fasciolata,Cyclotella spp.,Navicula spp.,Nitzschia? sp. 1,Pinularia sp.,Pleurosigma directum,Comments,,,,,,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,U1352,B,25,H,CC,227.58,M,R,,,,,,,,X,,,X,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,,,,,,,,,,,,,,,317-U1352B-25H-CC,81bc5172734ea7336bdedf002cd3e3c1
317,U1352,B,26,H,CC,235.48,M,F,,,,,,,,X,X,X,X,,,,,,X,,,,,X,,,X,X,,,,X,,,X,X,,,,,,X,R,,,,,,,,,,,,,317-U1352B-26H-CC,043245f8034c3e754db78f2d6fa26a11
317,U1352,B,27,H,CC,246.08,M,F,,,,,,X,,,,,X,,,,,X,X,,,,,,,,X,X,,,,X,,,F,X,,,,,,,X,,,,,,,,,,,,,317-U1352B-27H-CC,ed2cc52fb018f267e903618bfc7e14ae
317,U1352,B,28,H,CC,250.86,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-28H-CC,c4e8e34bfb9e17bef67d39758aae468d
317,U1352,B,29,H,CC,257.4,P,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,317-U1352B-29H-CC,7a3b35a4c97a7fd56ca5b012c90b4128
317,U1352,B,30,H,CC,267.16,P,X,,,,,,,,,X,,X,,,,,,,,X,,,,,,X,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-30H-CC,96ee13b44017388b501e64852981b1a8
317,U1352,B,31,H,CC,272.44,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-31H-CC,ab28aa3b45a4032d2d223015d1ad98ec
317,U1352,B,32,H,CC,280.84,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,317-U1352B-32H-CC,0d2495a0e21638ca90064253ba1c3e40
317,U1352,B,33,H,CC,288.17,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-33H-CC,fa880bb476285bbc7ba74002c72d564c
317,U1352,B,34,H,CC,292.86,P,X,,,,,,,,,X,,R,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,X,,,,,,,,,,,,,,317-U1352B-34H-CC,8049318c2413d8199c61c1d64f44d843
317,U1352,B,35,H,CC,295.24,M,R,,,,,,,,,,,X,,,,,,,,,,,X,,,X,X,,,,R,,,R,R,,,,,,X,,,,,,,,,,,,,,317-U1352B-35H-CC,7a144789bcb726226a7a06a7fe629367
317,U1352,B,36,H,CC,297.01,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-36H-CC,45735c7c4e5d9aabfe967dd6f671783b
317,U1352,B,37,X,CC,299.87,P,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,317-U1352B-37X-CC,c10795e9ad49782d164fdb35bd9ce200
317,U1352,B,38,X,CC,311.09,M,R,,,,,,,,,X,,,,,,,,,X,X,,,X,,,X,X,,,,R,,,X,X,,,,,,X,X,,,,,,,,,,,,,317-U1352B-38X-CC,00f60a526731e52664cb467d52f339dc
317,U1352,B,39,X,CC,321.85,P,X,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,317-U1352B-39X-CC,db2506e85f9933dad69d75399aea3d03
317,U1352,B,40,X,CC,330.84,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-40X-CC,a0fe1ba45ef75cf4a287acd9f604c3c3
317,U1352,B,41,X,CC,341.28,P,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,,,,,,,,317-U1352B-41X-CC,10723c93333991c647eb2b9b079b2db2
317,U1352,B,42,X,CC,348.87,P,X,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,X,,,X,R,,,,,,X,,,,,,,,,,,,,,317-U1352B-42X-CC,ca4635c0d1a7ed247f98d12a3cf69426
317,U1352,B,43,X,CC,360.39,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-43X-CC,12bfc94ba41fb5efe9292f1cd997f95e
317,U1352,B,44,X,CC,370.16,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-44X-CC,9ed96a651a1a68e9b67ec23b0d1be613
317,U1352,B,45,X,CC,378.83,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-45X-CC,ebc61be27d24739676860bbe934188f0
317,U1352,B,46,X,CC,389.42,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-46X-CC,a72c0da8bf97c612b3a5b9296f68bf6b
317,U1352,B,47,X,CC,398.98,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-47X-CC,53a2a76b070db3dced914d2bb48c455c
317,U1352,B,48,X,CC,408.38,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,317-U1352B-48X-CC,66a4b5db271153b790dc943a4cf4b3e6
317,U1352,B,49,X,CC,412.64,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-49X-CC,aa8c083ac3745a836ccda40f783f16b7
317,U1352,B,50,X,CC,427.48,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-50X-CC,60947518e55274caa1aaed88fc4898cb
317,U1352,B,51,X,CC,437.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-51X-CC,17d91e288feefd18ed2f35b14c92848c
317,U1352,B,52,X,CC,446.85,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-52X-CC,e4a822be7be76a268c5f6e337fc75342
317,U1352,B,53,X,CC,456.04,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-53X-CC,294013932e6413d0795ce760370c3a65
317,U1352,B,54,X,CC,464.03,P,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,317-U1352B-54X-CC,c0d7f0501ff367b75a0b45429c890ca2
317,U1352,B,55,X,CC,470.06,M,F,,,X,,,,,,,X,X,,,,,,,X,,,,X,,X,,X,,,,R,,,,R,,,,,,,X,,,HO?: A. karstenii (>1.59-1.87 Ma),,,,,,,,,,317-U1352B-55X-CC,72233ee293e2d7bf84a442f62155f74d
317,U1352,B,56,X,CC,485.59,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-56X-CC,c06d12ff82307482d47995715cd0a35a
317,U1352,B,57,X,CC,492.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-57X-CC,ceb61c1601ed216e51e59e11be1ded1d
317,U1352,B,58,X,CC,504.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-58X-CC,712c9de93e26faa8df0a0c1e71b3d3ae
317,U1352,B,59,X,CC,507.43,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-59X-CC,7b3631f31b7e4479b13c157447741ee5
317,U1352,B,60,X,CC,514.94,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-60X-CC,9542503b1dbc6122ca6f2b8874054899
317,U1352,B,61,X,CC,525.69,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-61X-CC,95246caeabf2f5eacdc5bde5327256cc
317,U1352,B,62,X,CC,542.92,M,R,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-62X-CC,e861cdc80261bb79428f0212c5d9835d
317,U1352,B,63,X,CC,552.56,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-63X-CC,885516d3a927c0376b68961c4de3711c
317,U1352,B,64,X,CC,557.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-64X-CC,8045afee4c6d22c42ace7621a8b0531f
317,U1352,B,65,X,CC,562.67,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-65X-CC,9f3b537fab98ecbb6b796e091062b1b4
317,U1352,B,66,X,CC,572.63,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,317-U1352B-66X-CC,aad9417a3fb8f3ef08ddff38e3f2cbe3
317,U1352,B,67,X,CC,573.62,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-67X-CC,aa099fff733e1e3a043d8129bb5161b2
317,U1352,B,68,X,CC,583.91,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-68X-CC,9530cf00c937ee43da3d7e8aa2b27b01
317,U1352,B,69,X,CC,591.13,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-69X-CC,26cec498d62198c687c1a618a104efbe
317,U1352,B,70,X,CC,601.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-70X-CC,1316667c462ae07e33d08345b4bc0fe9
317,U1352,B,71,X,CC,614.88,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-71X-CC,34325bf64197a8d134e03a5fe9f6566e
317,U1352,B,72,X,CC,626.58,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-72X-CC,30946a6dc8ca18c160821360289f3df4
317,U1352,B,73,X,CC,638.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-73X-CC,e5029f171014f692ed81fa9212efd46b
317,U1352,B,74,X,CC,648.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-74X-CC,f5dd371b64d8175c396fd31e8a942fcd
317,U1352,B,75,X,CC,658.28,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-75X-CC,7bf918087ed6171fd22624d063f726ac
317,U1352,B,76,X,CC,667.79,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-76X-CC,3d3bb5faa98d679c47eed13aa5d83191
317,U1352,B,77,X,CC,670.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-77X-CC,5944c6863b819c13ce459e88044c219d
317,U1352,B,78,X,CC,679.86,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-78X-CC,7d653ed9f8bbb157fc5f7dd3eb6658c2
317,U1352,B,79,X,CC,687.84,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-79X-CC,8b18aedf05ed7659295a9a5284534a8d
317,U1352,B,80,X,CC,703.59,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-80X-CC,9b198682df2acae8a6b91cb4a917c9f2
317,U1352,B,81,X,CC,710.73,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352B-81X-CC,df364f533c929eb5011490eb248cfe19
317,U1352,B,82,X,CC,710.74,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352B-82X-CC,5444466612b4798d802cc27ccd8f8819
317,U1352,B,83,X,CC,716.09,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-83X-CC,8085231dbf4ed31fdbdb2ab4d9f69238
317,U1352,B,84,X,CC,725.85,P,X,,,,,,,,,,,,,,,,,,,,X,,,,,,X,,,,R,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352B-84X-CC,fb9c6fa1070b07ebf5baaa364934aac6
317,U1352,B,85,X,CC,740.18,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-85X-CC,c513e26ad4ad233c73b6fa126dddd41c
317,U1352,B,86,X,CC,745.28,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-86X-CC,787416a0df757cdaf13e14a1199bc2a4
317,U1352,B,87,X,CC,756.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-87X-CC,ac7a64a1ac76c1ec4a7523d78fae1ddb
317,U1352,B,88,X,CC,766.09,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-88X-CC,928c38be6d5fc77a1ebbbcaa36129140
317,U1352,B,89,X,CC,773.92,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-89X-CC,4df81eafa9edf00ebeb5f94722d49f2b
317,U1352,B,90,X,CC,783.97,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-90X-CC,c978e0404ce35656a097f7ab7f87341c
317,U1352,B,91,X,CC,793.38,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-91X-CC,bb988960cd77fadb11f997b579494709
317,U1352,B,92,X,CC,803.13,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-92X-CC,835db0b685edfb71dbfa40439d1381c9
317,U1352,B,93,X,CC,812.18,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-93X-CC,73c9542742fc3b938385f2f603364f5a
317,U1352,B,94,X,CC,822.08,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352B-94X-CC,01e65a7c0807340e75109e8d1c3da0be
317,U1352,C,2,R,CC,576.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352C-2R-CC,e55e7f46f3d869a503e9fa23d9eaea25
317,U1352,C,3,R,CC,588.04,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352C-3R-CC,955704fd8145d5189dbdeb440335c72a
317,U1352,C,4,R,CC,601.23,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352C-4R-CC,a2110be91f5a222741b0e18be6b2363e
317,U1352,C,6,R,CC,661.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352C-6R-CC,3188a603d86fcce572152e5cf8ba5d7f
317,U1352,C,7,R,CC,671.2,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352C-7R-CC,ef04b0d068131c8b0f48702c6c74b486
317,U1352,C,8,R,CC,680.24,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352C-8R-CC,b5125cfd21637ff0cbfb78d0093c5b3b
317,U1352,C,9,R,CC,690.03,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352C-9R-CC,54d6cac8f9a4fb50a3f19dc736bad4f6
317,U1352,C,10,R,CC,701,M,C,,,,X,,,,,,,,,X,,,X,,,X,,,X,,,,,,,,,,,X,,,,,,C,X,X,,,,,,,,,,,,,317-U1352C-10R-CC,1e15dcd4ea86b4579ba09a1cebaea3eb
317,U1352,C,11,R,CC,709.73,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352C-11R-CC,d4ff3f48b7bf64d0852465492ff23594
317,U1352,C,12,R,CC,719.46,P,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,317-U1352C-12R-CC,88d796713b753e8b1305a947b8a54246
317,U1352,C,13,R,CC,728.93,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All barren from Sections 13R-CC to 148R-CC,,,,,,,,,,317-U1352C-13R-CC,ee7857d1816eeecf0a66f39bacdc74e5
317,U1352,C,148,R,CC,1917.9,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352C-148R-CC,1b2dfd9f9e1e7c6a71d81f1de84212bb
317,U1352,D,1,H,CC,3.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-1H-CC,cf38fcd6f3964217366df99d273c354a
317,U1352,D,2,H,CC,13.32,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317-U1352D-2H-CC,cdad66595446d21302ac034d87e31ccc
