Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Valvulineria laevigata,Uvigerina senticosa,Uvigerina peregrina,Uvigerina auberiana,Stilostomella spp.,Pyrgo spp.,Pullenia bulloides,Oridorsalis umbonatus,Nuttallides umbonifera,Nonionella atlantica,Nodosaria spp.,Melonis pompilioides,Melonis barleeanus,Lagena spp.,Hoeglundina elegans,Gyroidinoides spp.,Globocassidulina subglobosa,Globobulimina affinis,Gavelinopsis translucens,Fontbotia wuellerstorfi,Epistominella exigua,Elphidium spp.,Eggerella bradyi,Cibicidoides kullenbergi,Chilostomella oolina,Cassidulina crassa,Cassidulina carinata,Bulimina marginata,Bulimina gr. costata,Brizalina subaenariensis,Bolivina pseudopunctata,Bolivina paula,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B,  5,H,CC,  19.00,     42.8300,Poli     ,Benthic Foraminifers                         ,               ,                  ,R                     ,-                  ,-                  ,-                  ,-                 ,-         ,-                 ,-                    ,-                     ,R                   ,-             ,-                   ,-                 ,R          ,-                  ,T                 ,F                          ,-                    ,R                       ,-                      ,-                   ,R             ,-               ,T                       ,-                   ,R                 ,C                   ,C                 ,F                   ,-                       ,T                      ,C             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B,  6,H,CC,  24.00,     52.4100,Poli     ,Benthic Foraminifers                         ,C              ,VG                ,-                     ,-                  ,-                  ,-                  ,-                 ,-         ,-                 ,-                    ,-                     ,R                   ,-             ,-                   ,-                 ,-          ,-                  ,-                 ,-                          ,-                    ,F                       ,-                      ,-                   ,R             ,-               ,-                       ,-                   ,-                 ,-                   ,-                 ,-                   ,-                       ,-                      ,A             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B,  7,H,CC,  13.00,     61.6800,Poli     ,Benthic Foraminifers                         ,A              ,VG                ,R                     ,-                  ,-                  ,-                  ,-                 ,-         ,-                 ,-                    ,C                     ,T                   ,-             ,-                   ,-                 ,-          ,-                  ,-                 ,R                          ,-                    ,R                       ,T                      ,T                   ,F             ,-               ,-                       ,-                   ,T                 ,T                   ,-                 ,T                   ,F                       ,-                      ,C             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B,  8,H,CC,  21.00,     71.5900,Poli     ,Benthic Foraminifers                         ,C              ,G                 ,T                     ,-                  ,T                  ,-                  ,-                 ,-         ,T                 ,T                    ,F                     ,-                   ,-             ,-                   ,R                 ,-          ,-                  ,-                 ,R                          ,T                    ,-                       ,T                      ,-                   ,R             ,-               ,-                       ,-                   ,T                 ,R                   ,F                 ,F                   ,-                       ,-                      ,C             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B,  9,H,CC,  26.00,     81.1400,Poli     ,Benthic Foraminifers                         ,F              ,G                 ,R                     ,-                  ,-                  ,T                  ,-                 ,-         ,T                 ,-                    ,C                     ,T                   ,-             ,-                   ,-                 ,T          ,-                  ,T                 ,R                          ,T                    ,R                       ,T                      ,-                   ,T             ,-               ,-                       ,-                   ,R                 ,R                   ,-                 ,-                   ,-                       ,-                      ,A             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B, 10,H,CC,  34.00,     90.7200,Poli     ,Benthic Foraminifers                         ,C              ,VG                ,R                     ,-                  ,-                  ,-                  ,-                 ,R         ,-                 ,R                    ,F                     ,R                   ,-             ,-                   ,-                 ,T          ,-                  ,-                 ,F                          ,R                    ,T                       ,-                      ,-                   ,R             ,-               ,-                       ,-                   ,R                 ,C                   ,R                 ,R                   ,-                       ,-                      ,C             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B, 11,H,CC,  27.00,    100.8500,Poli     ,Benthic Foraminifers                         ,C              ,G                 ,F                     ,-                  ,-                  ,-                  ,-                 ,-         ,-                 ,T                    ,F                     ,R                   ,-             ,-                   ,-                 ,-          ,-                  ,-                 ,R                          ,-                    ,T                       ,-                      ,T                   ,-             ,-               ,-                       ,-                   ,R                 ,C                   ,F                 ,T                   ,-                       ,T                      ,C             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B, 12,H,CC,  27.00,    110.7300,Poli     ,Benthic Foraminifers                         ,C              ,G                 ,F                     ,-                  ,-                  ,-                  ,-                 ,-         ,T                 ,T                    ,F                     ,R                   ,-             ,-                   ,-                 ,-          ,-                  ,-                 ,R                          ,-                    ,A                       ,-                      ,T                   ,T             ,-               ,-                       ,-                   ,R                 ,C                   ,A                 ,T                   ,-                       ,F                      ,C             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B, 13,H,CC,  21.00,    119.5700,Poli     ,Benthic Foraminifers                         ,C              ,G                 ,R                     ,-                  ,-                  ,T                  ,T                 ,-         ,-                 ,T                    ,C                     ,T                   ,T             ,-                   ,-                 ,-          ,-                  ,-                 ,C                          ,R                    ,F                       ,-                      ,-                   ,F             ,-               ,-                       ,R                   ,R                 ,C                   ,R                 ,-                   ,-                       ,T                      ,R             ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,172,1055,B, 14,H,CC,  43.00,    129.3400,Poli     ,Benthic Foraminifers                         ,C              ,G                 ,T                     ,-                  ,F                  ,-                  ,C                 ,-         ,-                 ,R                    ,F                     ,F                   ,C             ,-                   ,-                 ,T          ,T                  ,R                 ,F                          ,R                    ,-                       ,-                      ,-                   ,-             ,-               ,R                       ,F                   ,T                 ,F                   ,F                 ,-                   ,R                       ,R                      ,F             ,Abundant fragments
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
