Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	pleurostomellid taxa	lagenid taxa	Tritaxa spp.	Sitella cf. plana	Other trochospiral taxa	Other bulimid taxa	Osangularia velascoensis	Oridorsalis spp.	Nuttallinella sp. B	Nuttallinella sp. A	Nuttallides truempyi	Nonionella spp.	Nonion spp.	Hyperammina/Bathysiphon frag.	Gyroidinoides tellburmaensis	Gavelinella beccariiformis	Cibicidoides hyphalus	Buliminella beaumonti	Bulimina velascoensis	Bulimina trinitatensis	Bulimina sp. 185 (apical spine)	Bulimina sp. (triangular)	Bulimina sp. (apical spine)	Bolivinoides delicatulus	Aragonia velascoensis	miolinids unknown	Pyramidina? sp. (without ap. spine)	Gyroidinoides globosa	Glomospira spp.	Brizalina/Coryphostoma spp. (small)	other agglutinated taxa	Spiroplectammina cf. jarvisi	Quadrimorphina allomorphinoides	Pyramidina rudita	Paralabamina hillebrandti	Nodogenerina spp.	Gyroidinoides depressus	Dorothia trochoides	Cibicidoides dayi	Alabamina cf. dissonata	Gyroidinoides spp.	Coryphostoma midwayensis	Allomorphina trochoides	Pullenia coryelli	Bulimina spinea	Osangularia mexicana	Bulimina sp. (elongate)	Aragonia semireticulata	Quadrimorphina profunda	Pullenia spp.	Cibicidoides praemundulus	Haplophragmoides? spp.	Bulimina thanetensis	Bulimina semicostata	Spiroplectammina spectabilis	Gyroidinoides girardanus	Globorotalites sp. A	Globocassidulina subglobosa	Bulimina macilenta	Bulimina cf. semicostata	Pullenia eocaenica	Karreriella subglabra	Uvigerina rippensis	Cibicidoides grimsdalei	Buliminella grata	Cibicidoides subspiratus	Cibicidoides sp. (m. Eocene; 1051A)	Bulimina tuxpamensis	Comment

  IR	                 	Middle Eocene    	                  	              	171	1051	A	 25	X	CC	  32.00	    235.2500	Widmark  	Benthic Foraminifers                         	R              	G                 	2                   	5           	            	                 	                       	                  	                        	5               	                   	                   	1                   	               	           	                             	                            	                          	                     	                     	                     	                      	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	                       	                       	                       	             	                         	                      	                    	1                   	                            	                        	                    	                           	                  	1                       	1                 	1                    	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Middle Eocene    	                  	              	171	1051	A	 30	X	CC	  20.00	    280.4500	Widmark  	Benthic Foraminifers                         	R              	G                 	                    	4           	            	                 	                       	                  	                        	                	                   	                   	1                   	               	           	2                            	                            	                          	                     	                     	                     	                      	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	                       	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	1                          	                  	1                       	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Middle Eocene    	                  	              	171	1051	A	 35	X	CC	  33.00	    330.5000	Widmark  	Benthic Foraminifers                         	F              	M                 	1                   	2           	            	                 	                       	                  	                        	5               	                   	                   	1                   	               	           	1                            	                            	                          	                     	                     	                     	1                     	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	8                	                       	                   	                 	                       	                  	                        	                       	                 	               	2                   	                       	                       	                       	             	2                        	                      	                    	6                   	                            	1                       	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	Early Eocene     	Middle Eocene    	                  	              	171	1051	A	 41	X	CC	  16.00	    380.5800	Widmark  	Benthic Foraminifers                         	F              	M                 	                    	1           	            	                 	                       	                  	                        	4               	                   	                   	7                   	               	1          	                             	                            	                          	                     	                     	                     	3                     	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	1                	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	                       	2                      	                       	             	                         	                      	                    	1                   	1                           	2                       	1                   	3                          	1                 	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Early Eocene     	                  	              	171	1051	A	 45	X	CC	  41.00	    428.5800	Widmark  	Benthic Foraminifers                         	R              	G                 	                    	1           	1           	                 	                       	1                 	                        	2               	                   	                   	1                   	               	1          	                             	                            	                          	                     	1                    	                     	                      	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	2                      	                   	                 	                       	                  	                        	                       	                 	               	                    	                       	                       	                       	             	                         	                      	3                   	1                   	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Early Eocene     	                  	              	171	1051	A	 50	X	CC	  47.00	    467.4000	Widmark  	Benthic Foraminifers                         	R              	G                 	                    	3           	1           	                 	                       	2                 	                        	1               	                   	                   	                    	               	2          	1                            	                            	                          	                     	                     	                     	1                     	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	3                      	                   	                 	                       	                  	                        	                       	                 	               	                    	3                      	                       	2                      	             	                         	3                     	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	LAD of Bulimina sp. (elongate)

  IR	                 	Early Eocene     	                  	              	171	1051	A	 54	X	 5	  83.00	    502.5300	Widmark  	Benthic Foraminifers                         	T              	P                 	                    	1           	            	                 	                       	                  	                        	1               	                   	                   	1                   	               	           	                             	                            	                          	                     	                     	                     	                      	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	1                      	                       	                       	             	1                        	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	First post-extinction marker taxon= Cib.praemundulus!

  IR	                 	Early Eocene     	                  	              	171	1051	A	 54	X	CC	  43.00	    504.1500	Widmark  	Benthic Foraminifers                         	T              	M                 	                    	2           	            	                 	                       	                  	                        	4               	                   	                   	                    	               	           	                             	                            	                          	                     	                     	                     	                      	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	3                      	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	Poor b-foram fauna (=> within extinction interval?) No sign. b-foram markers

  IR	                 	Early Eocene     	                  	              	171	1051	A	 55	X	 3	  26.00	    508.5600	Widmark  	Benthic Foraminifers                         	T              	P                 	                    	            	            	                 	1                      	2                 	                        	1               	                   	                   	                    	               	           	1                            	                            	                          	                     	                     	                     	                      	                               	                         	                           	                        	                     	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	3                      	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	Very poor b-foram fauna (=> within extinction interval?)

  IR	                 	Late Paleocene   	                  	              	171	1051	A	 55	X	 4	  15.00	    509.9500	Widmark  	Benthic Foraminifers                         	T              	M                 	                    	1           	            	                 	                       	                  	                        	2               	                   	                   	                    	               	2          	                             	                            	                          	                     	                     	                     	                      	                               	                         	                           	                        	                     	                 	                                   	1                    	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	4                      	                       	1                      	1            	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Late Paleocene   	                  	              	171	1051	A	 55	X	CC	  19.00	    510.8400	Widmark  	Benthic Foraminifers                         	F              	M                 	                    	            	            	                 	1                      	                  	2                       	3               	                   	                   	2                   	               	           	                             	                            	                          	                     	                     	                     	                      	1                              	5                        	                           	                        	1                    	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	2                   	12                     	2                      	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	Mixed fauna of pre- and post-extinction taxa!!

  IR	                 	Late Paleocene   	                  	              	171	1051	A	 56	X	CC	  52.00	    524.7200	Widmark  	Benthic Foraminifers                         	R              	P                 	2                   	1           	1           	                 	                       	                  	                        	                	                   	                   	                    	               	1          	                             	                            	2                         	                     	                     	                     	                      	1                              	                         	1                          	                        	                     	                 	                                   	                     	               	                                   	3                      	                            	                               	                 	                         	                 	                       	1                  	                 	                       	                  	1                       	                       	1                	1              	                    	                       	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	LAD of typical pre-extinction fauna

  IR	                 	Late Paleocene   	                  	              	171	1051	A	 60	X	CC	  34.00	    556.1600	Widmark  	Benthic Foraminifers                         	F              	P                 	8                   	25          	            	                 	1                      	3                 	3                       	                	                   	                   	22                  	               	1          	3                            	                            	4                         	                     	                     	                     	                      	4                              	1                        	                           	4                       	                     	                 	                                   	                     	               	                                   	3                      	                            	                               	                 	6                        	1                	                       	                   	                 	                       	1                 	11                      	1                      	                 	               	                    	                       	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	5 trays instead of only 2 trays examined

  IR	                 	Early Paleocene  	                  	              	171	1051	A	 66	X	CC	  42.00	    611.3000	Widmark  	Benthic Foraminifers                         	C              	P                 	2                   	28          	            	                 	                       	1                 	3                       	3               	                   	2                  	25                  	               	2          	                             	1                           	                          	                     	                     	                     	4                     	1                              	1                        	                           	6                       	                     	                 	                                   	                     	               	                                   	5                      	5                           	1                              	3                	4                        	1                	1                      	2                  	5                	1                      	                  	                        	                       	                 	               	                    	                       	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Early Paleocene  	                  	              	171	1051	A	 70	X	CC	  41.00	    631.2000	Widmark  	Benthic Foraminifers                         	F              	M                 	                    	9           	1           	                 	                       	2                 	                        	1               	                   	                   	                    	               	           	24                           	                            	                          	                     	                     	                     	                      	                               	1                        	                           	4                       	1                    	4                	1                                  	3                    	2              	1                                  	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	                       	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

  IR	                 	Early Paleocene  	                  	              	171	1051	A	 73	X	CC	  20.00	    643.9500	Widmark  	Benthic Foraminifers                         	F              	P                 	2                   	13          	2           	1                	1                      	1                 	1                       	7               	1                  	2                  	1                   	2              	7          	1                            	5                           	4                         	3                    	1                    	2                    	1                     	2                              	2                        	1                          	1                       	2                    	                 	                                   	                     	               	                                   	                       	                            	                               	                 	                         	                 	                       	                   	                 	                       	                  	                        	                       	                 	               	                    	                       	                       	                       	             	                         	                      	                    	                    	                            	                        	                    	                           	                  	                        	                  	                     	                   	                       	                 	                        	                                   	                    	       

