Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus moriformis	Sphenolithus dissimilis	Sphenolithus delphix	Sphenolithus compactus	Reticulofenestra haqii	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus pelagicus	Coccolithus miopelagicus	Calcidiscus leptoporus	Triquetrorhabdulus rugosus	Reticulofenestra gelida	Ericsonia obruta	Discoaster variabilis	Helicosphaera granulata	Coronocyclus nitescens	Helicosphaera intermedia	Hayaster perplexus	Sphenolithus conicus	Reticulofenestra minutula	Pontosphaera spp.	Helicosphaera carteri	Coccolithus streckerii	Calcidiscus premacintyrei	Discoaster adamanteus	Calcidiscus macintyrei	Reticulofenestra minuta	Reticulofenestra pseudoumbilica	Scyphosphaera spp.	Tetralithoides symeonidesii	Discoaster druggii	Sphenolithus abies	Sphenolithus belemnos	Discoaster spp.	Dictyococcites productus	Helicosphaera euphratis	Cyclolithella annula	Sphenolithus heteromorphus	Discoaster exilis	Discoaster formosus	Discoaster brouweri	Discoaster kugleri	Discoaster challengeri	Discoaster prepentaradiatus	Discoaster bollii	Catinaster coalitus	Discoaster surculus	Discoaster neohamatus	Discoaster calcaris	Discoaster bellus	Discoaster hamatus	Catinaster calyculus	Discoaster pansus	Discoaster neorectus	Discoaster pentaradiatus	Discoaster triradiatus	Discoaster loeblichii	Discoaster asymmetricus	Discoaster berggrenii	Discoaster quinqueramus	Helicosphaera wallichii	Amaurolithus primus	Discoaster blackstockae	Amaurolithus delicatus	Amaurolithus amplificus	Sphenolithus grandis	Coccolithus crassipons	Helicosphaera neogranulata	Umbilicosphaera sibogae	Scapholithus fossilis	Reticulofenestra asanoi	Ceratolithus acutus	Syracosphaera pulchra	Oolithotus fragilis	Gephyrocapsa aperta	Ceratolithus rugosus	Amaurolithus tricorniculatus	Rhabdosphaera stylifera	Helicosphaera sellii	Pseudoemiliania lacunosa	Gephyrocapsa sp. (small)	Helicosphaera hyalina	Discoaster decorus	Reticulofenestra ampla	Discolithina japonica	Rhabdosphaera clavigera	Gephyrocapsa sinuosa	Comment

  SR	                 	                 	NN17              	              	130	 806	B	  7	H	 3	 106.00	     58.0600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	                      	                     	                           	T                    	                        	13                    	                          	                       	                	                     	                       	                      	                        	                  	                    	14                       	?                	2                    	                      	                         	                     	T                     	158                    	                               	                  	T                          	                  	                  	                     	               	2                       	                       	?                   	                          	                 	                   	5                  	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	T                       	                      	                     	                       	                     	                       	1                      	                   	                       	                      	                       	                    	T                     	                          	2                      	                     	?                      	                   	T                    	1                  	                   	                    	                            	                       	1                   	1                       	                        	                     	                  	                      	?                    	?                      	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN17              	              	130	 806	B	  7	H	CC	  16.00	     63.9300	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	1                     	                     	                           	T                    	                        	11                    	                          	                       	                	                     	                       	                      	                        	T                 	                    	48                       	?                	1                    	                      	                         	                     	1                     	116                    	                               	                  	1                          	                  	                  	                     	               	1                       	                       	5                   	                          	                 	                   	2                  	                  	                      	                           	                 	                   	?                  	                     	                   	                 	                  	                    	                 	                    	T                       	                      	                     	                       	                     	                       	T                      	                   	                       	                      	                       	                    	                      	                          	2                      	                     	                       	                   	2                    	1                  	                   	T                   	                            	                       	?                   	2                       	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 6.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN16              	              	130	 806	B	  8	H	 3	 106.00	     67.5600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	6                     	                     	                           	T                    	                        	5                     	                          	                       	                	                     	                       	                      	                        	T                 	                    	8                        	?                	T                    	?                     	                         	                     	T                     	160                    	                               	T                 	                           	                  	?                 	                     	               	2                       	                       	T                   	                          	                 	                   	9                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	T                       	T                     	                     	T                      	                     	                       	?                      	                   	                       	                      	                       	                    	T                     	?                         	1                      	                     	                       	                   	3                    	4                  	                   	                    	                            	                       	T                   	1                       	1                       	                     	                  	?                     	T                    	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN16              	              	130	 806	B	  8	H	CC	  14.00	     73.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	2                     	                     	                           	                     	T                       	8                     	                          	                       	                	                     	                       	                      	                        	T                 	                    	11                       	                 	1                    	                      	                         	                     	?                     	164                    	                               	                  	                           	                  	                  	                     	               	                        	                       	5                   	                          	                 	                   	1                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	T                       	?                     	                     	?                      	                     	                       	T                      	                   	                       	                      	                       	                    	T                     	                          	2                      	                     	?                      	                   	                     	5                  	1                  	                    	                            	                       	?                   	T                       	                        	                     	                  	?                     	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN16              	              	130	 806	B	  9	H	 4	  26.00	     77.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	                      	                     	                           	                     	                        	13                    	                          	                       	                	                     	                       	                      	                        	T                 	                    	20                       	T                	2                    	                      	                         	                     	1                     	154                    	                               	T                 	1                          	                  	                  	                     	               	                        	                       	5                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	                        	T                     	                     	?                      	                     	                       	T                      	                   	                       	                      	                       	                    	                      	                          	1                      	                     	                       	                   	1                    	2                  	                   	                    	                            	                       	                    	?                       	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN16              	              	130	 806	B	  9	H	CC	  13.00	     83.0200	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	1                     	                     	                           	                     	                        	8                     	                          	                       	                	                     	                       	                      	                        	T                 	                    	57                       	T                	3                    	                      	                         	                     	T                     	109                    	                               	                  	                           	                  	                  	                     	               	1                       	                       	3                   	                          	                 	                   	3                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	T                       	                      	                     	?                      	                     	                       	?                      	                   	                       	                      	                       	                    	                      	1                         	3                      	                     	?                      	                   	1                    	8                  	                   	T                   	                            	                       	?                   	T                       	2                       	                     	T                 	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN16              	              	130	 806	B	 10	H	 4	  26.00	     87.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	2                     	                     	                           	                     	                        	13                    	                          	                       	                	                     	                       	                      	                        	T                 	                    	63                       	T                	2                    	                      	                         	                     	1                     	99                     	                               	T                 	                           	                  	T                 	                     	               	1                       	                       	9                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	T                       	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	5                      	T                    	1                      	                   	                     	4                  	                   	                    	                            	                       	                    	?                       	                        	                     	T                 	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN16              	              	130	 806	B	 10	H	CC	  15.00	     92.2800	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	                      	                     	                           	                     	                        	20                    	                          	                       	                	                     	                       	                      	                        	?                 	                    	62                       	?                	T                    	                      	                         	                     	1                     	77                     	                               	                  	1                          	                  	12                	                     	               	                        	                       	2                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	T                       	?                     	                     	T                      	                     	                       	?                      	                   	                       	                      	                       	                    	                      	?                         	11                     	                     	3                      	                   	1                    	8                  	                   	                    	                            	?                      	                    	1                       	                        	1                    	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 11	H	 4	  26.00	     96.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	                      	                     	                           	                     	                        	14                    	                          	1                      	                	T                    	                       	                      	                        	                  	                    	60                       	                 	1                    	                      	                         	                     	2                     	95                     	4                              	                  	1                          	                  	4                 	                     	               	                        	                       	4                   	                          	                 	                   	T                  	                  	T                     	                           	                 	                   	?                  	                     	                   	                 	                  	                    	                 	                    	T                       	                      	                     	T                      	                     	                       	?                      	                   	                       	                      	                       	                    	                      	?                         	6                      	                     	                       	                   	                     	1                  	1                  	T                   	                            	                       	?                   	2                       	4                       	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 11	H	CC	  18.00	    102.0300	Takayama 	Nannofossils                                 	               	                  	                          	                            	?                      	                       	                    	                      	                      	                     	                           	                     	                        	18                    	                          	3                      	                	1                    	                       	                      	                        	                  	                    	30                       	                 	2                    	                      	                         	                     	2                     	78                     	5                              	                  	T                          	                  	38                	                     	               	1                       	                       	11                  	                          	                 	                   	1                  	                  	?                     	                           	                 	                   	?                  	                     	                   	                 	                  	                    	                 	                    	?                       	?                     	                     	?                      	                     	                       	?                      	                   	                       	                      	                       	                    	                      	                          	4                      	                     	                       	                   	                     	3                  	2                  	?                   	                            	                       	?                   	                        	1                       	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 12	H	 4	  26.00	    106.2600	Takayama 	Nannofossils                                 	               	                  	                          	1                           	                       	                       	                    	                      	                      	                     	                           	                     	                        	16                    	                          	2                      	                	?                    	                       	                      	                        	                  	                    	5                        	                 	3                    	                      	                         	                     	?                     	95                     	6                              	                  	2                          	                  	47                	                     	2              	                        	                       	                    	                          	                 	                   	2                  	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	1                       	                      	                     	?                      	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	12                     	                     	                       	                   	                     	4                  	                   	                    	                            	                       	?                   	?                       	1                       	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 12	H	CC	  19.00	    111.4600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	                      	                     	                           	                     	                        	2                     	                          	T                      	                	?                    	                       	                      	                        	T                 	                    	5                        	                 	T                    	                      	                         	                     	T                     	169                    	1                              	                  	1                          	                  	19                	                     	               	                        	                       	T                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	?                       	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	2                      	                     	                       	                   	                     	                   	1                  	T                   	                            	                       	?                   	?                       	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 13	H	 4	  25.00	    115.7500	Takayama 	Nannofossils                                 	               	                  	                          	                            	4                      	                       	                    	                      	                      	                     	                           	                     	                        	7                     	                          	1                      	                	?                    	                       	                      	                        	T                 	                    	6                        	T                	5                    	                      	                         	                     	1                     	129                    	5                              	                  	3                          	                  	27                	                     	               	4                       	                       	5                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	?                       	?                     	                     	T                      	                     	                       	?                      	                   	                       	                      	                       	                    	                      	                          	2                      	                     	                       	                   	T                    	                   	                   	T                   	?                           	                       	?                   	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 13	H	CC	  18.00	    121.0000	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	1                     	                     	                           	                     	                        	23                    	                          	8                      	                	?                    	                       	                      	                        	T                 	                    	11                       	?                	1                    	                      	                         	                     	4                     	100                    	13                             	                  	T                          	                  	27                	                     	               	1                       	                       	7                   	                          	                 	                   	2                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	?                       	?                     	                     	?                      	                     	                       	1                      	                   	                       	                      	                       	                    	                      	1                         	                       	                     	                       	                   	                     	                   	                   	T                   	                            	?                      	?                   	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN13              	NN15          	130	 806	B	 14	H	 4	  26.00	    125.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	                       	                       	                    	                      	15                    	                     	                           	                     	                        	6                     	                          	3                      	                	                     	                       	                      	                        	T                 	                    	10                       	1                	T                    	                      	                         	                     	3                     	133                    	7                              	T                 	                           	                  	13                	                     	               	2                       	                       	7                   	                          	                 	                   	T                  	                  	                      	                           	                 	                   	T                  	                     	                   	                 	                  	                    	                 	                    	T                       	T                     	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	T                  	                   	T                   	                            	?                      	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.
