Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triquetrorhabdulus milowii	Triquetrorhabdulus carinatus	Sphenolithus moriformis	Sphenolithus dissimilis	Sphenolithus delphix	Sphenolithus compactus	Reticulofenestra haqii	Discoaster deflandrei	Cyclicargolithus floridanus	Coccolithus pelagicus	Coccolithus miopelagicus	Calcidiscus leptoporus	Triquetrorhabdulus rugosus	Reticulofenestra gelida	Ericsonia obruta	Discoaster variabilis	Helicosphaera granulata	Coronocyclus nitescens	Helicosphaera intermedia	Hayaster perplexus	Sphenolithus conicus	Reticulofenestra minutula	Pontosphaera spp.	Helicosphaera carteri	Coccolithus streckerii	Calcidiscus premacintyrei	Discoaster adamanteus	Calcidiscus macintyrei	Reticulofenestra minuta	Reticulofenestra pseudoumbilica	Scyphosphaera spp.	Tetralithoides symeonidesii	Discoaster druggii	Sphenolithus abies	Sphenolithus belemnos	Discoaster spp.	Dictyococcites productus	Helicosphaera euphratis	Cyclolithella annula	Sphenolithus heteromorphus	Discoaster exilis	Discoaster formosus	Discoaster brouweri	Discoaster kugleri	Discoaster challengeri	Discoaster prepentaradiatus	Discoaster bollii	Catinaster coalitus	Discoaster surculus	Discoaster neohamatus	Discoaster calcaris	Discoaster bellus	Discoaster hamatus	Catinaster calyculus	Discoaster pansus	Discoaster neorectus	Discoaster pentaradiatus	Discoaster triradiatus	Discoaster loeblichii	Discoaster asymmetricus	Discoaster berggrenii	Discoaster quinqueramus	Helicosphaera wallichii	Amaurolithus primus	Discoaster blackstockae	Amaurolithus delicatus	Amaurolithus amplificus	Sphenolithus grandis	Coccolithus crassipons	Helicosphaera neogranulata	Umbilicosphaera sibogae	Scapholithus fossilis	Reticulofenestra asanoi	Ceratolithus acutus	Syracosphaera pulchra	Oolithotus fragilis	Gephyrocapsa aperta	Ceratolithus rugosus	Amaurolithus tricorniculatus	Rhabdosphaera stylifera	Helicosphaera sellii	Pseudoemiliania lacunosa	Gephyrocapsa sp. (small)	Helicosphaera hyalina	Discoaster decorus	Reticulofenestra ampla	Discolithina japonica	Rhabdosphaera clavigera	Gephyrocapsa sinuosa	Comment

  SR	                 	                 	NN9               	              	130	 806	B	 37	X	 3	  26.00	    342.6600	Takayama 	Nannofossils                                 	               	                  	                          	                            	7                      	                       	                    	4                     	2                     	                     	                           	4                    	1                       	16                    	5                         	102                    	                	1                    	1                      	                      	                        	2                 	                    	                         	                 	                     	                      	5                        	                     	8                     	                       	10                             	                  	                           	                  	20                	                     	5              	                        	                       	?                   	                          	                 	                   	                   	                  	                      	                           	                 	                   	?                  	                     	1                  	1                	3                 	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN9               	              	130	 806	B	 37	X	CC	  13.00	    347.8200	Takayama 	Nannofossils                                 	               	                  	1                         	                            	1                      	                       	                    	7                     	1                     	                     	                           	20                   	2                       	26                    	2                         	71                     	                	3                    	4                      	?                     	                        	T                 	                    	1                        	T                	T                    	                      	1                        	1                    	16                    	                       	9                              	1                 	                           	                  	18                	                     	2              	                        	                       	2                   	                          	1                	                   	1                  	                  	                      	                           	                 	?                  	                   	                     	                   	4                	T                 	T                   	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 5.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN9               	              	130	 806	B	 38	X	 2	  26.00	    350.8600	Takayama 	Nannofossils                                 	               	                  	                          	                            	4                      	                       	                    	1                     	                      	                     	                           	9                    	1                       	29                    	2                         	109                    	                	1                    	                       	                      	                        	T                 	                    	1                        	                 	                     	                      	5                        	                     	9                     	                       	11                             	                  	                           	                  	12                	                     	               	                        	                       	T                   	                          	                 	                   	T                  	                  	                      	?                          	                 	                   	                   	                     	                   	4                	1                 	T                   	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN9               	              	130	 806	B	 38	X	CC	  16.00	    355.4000	Takayama 	Nannofossils                                 	               	                  	                          	                            	2                      	                       	                    	                      	7                     	                     	                           	7                    	2                       	21                    	1                         	110                    	                	T                    	T                      	1                     	                        	1                 	                    	3                        	                 	1                    	                      	2                        	                     	6                     	1                      	24                             	T                 	                           	                  	4                 	                     	1              	                        	                       	?                   	                          	                 	                   	?                  	                  	                      	                           	                 	T                  	                   	                     	                   	2                	1                 	1                   	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN9               	              	130	 806	B	 39	X	 3	  26.00	    362.0600	Takayama 	Nannofossils                                 	               	                  	                          	                            	6                      	                       	                    	1                     	2                     	T                    	                           	23                   	9                       	17                    	1                         	105                    	                	2                    	1                      	1                     	                        	T                 	                    	2                        	                 	?                    	?                     	1                        	                     	5                     	                       	13                             	1                 	                           	                  	4                 	                     	               	                        	                       	?                   	                          	                 	                   	                   	                  	T                     	1                          	                 	T                  	?                  	                     	                   	4                	T                 	T                   	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 1.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN8               	              	130	 806	B	 39	X	CC	  24.00	    367.5000	Takayama 	Nannofossils                                 	               	                  	1                         	                            	2                      	                       	                    	2                     	3                     	1                    	                           	9                    	1                       	23                    	2                         	102                    	                	4                    	1                      	?                     	                        	1                 	                    	1                        	1                	2                    	                      	2                        	                     	10                    	                       	18                             	T                 	                           	                  	2                 	                     	5              	                        	                       	T                   	                          	1                	                   	?                  	                  	T                     	                           	                 	T                  	1                  	?                    	?                  	?                	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 5.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN8               	              	130	 806	B	 40	X	 3	  26.00	    371.7600	Takayama 	Nannofossils                                 	               	                  	                          	                            	5                      	                       	                    	3                     	13                    	                     	                           	12                   	1                       	4                     	4                         	104                    	2               	4                    	T                      	T                     	                        	T                 	                    	4                        	                 	T                    	1                     	T                        	                     	8                     	                       	21                             	                  	                           	                  	4                 	                     	1              	T                       	                       	                    	                          	1                	                   	                   	                  	1                     	1                          	                 	1                  	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 5.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 40	X	CC	  22.00	    375.9200	Takayama 	Nannofossils                                 	               	                  	                          	                            	5                      	                       	                    	4                     	8                     	                     	                           	67                   	6                       	7                     	3                         	50                     	                	5                    	1                      	                      	                        	1                 	                    	1                        	                 	                     	                      	2                        	                     	11                    	1                      	12                             	                  	                           	                  	5                 	                     	4              	1                       	                       	                    	                          	1                	                   	1                  	                  	1                     	1                          	?                	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 41	X	 3	  26.00	    381.4600	Takayama 	Nannofossils                                 	               	                  	                          	                            	1                      	                       	                    	3                     	5                     	                     	                           	50                   	1                       	7                     	1                         	105                    	                	T                    	T                      	                      	                        	T                 	                    	?                        	                 	T                    	2                     	1                        	                     	8                     	                       	6                              	1                 	                           	                  	6                 	                     	1              	                        	                       	?                   	                          	T                	                   	                   	                  	                      	?                          	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 41	X	CC	  24.00	    385.4400	Takayama 	Nannofossils                                 	               	                  	                          	                            	3                      	                       	                    	4                     	14                    	                     	                           	22                   	1                       	3                     	5                         	94                     	                	6                    	4                      	                      	                        	                  	                    	1                        	                 	T                    	                      	1                        	                     	6                     	                       	13                             	                  	T                          	                  	12                	                     	3              	1                       	                       	                    	                          	1                	                   	                   	                  	                      	?                          	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 6.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 42	X	 4	  26.00	    392.6600	Takayama 	Nannofossils                                 	               	                  	                          	                            	3                      	                       	                    	5                     	32                    	?                    	                           	12                   	T                       	14                    	1                         	69                     	                	1                    	2                      	                      	                        	T                 	                    	10                       	                 	2                    	                      	2                        	?                    	3                     	2                      	20                             	                  	                           	                  	15                	                     	               	4                       	                       	T                   	                          	?                	                   	                   	                  	                      	1                          	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 42	X	CC	  28.00	    397.6100	Takayama 	Nannofossils                                 	               	                  	                          	                            	1                      	                       	                    	1                     	32                    	?                    	                           	15                   	T                       	10                    	T                         	72                     	                	2                    	3                      	                      	                        	                  	                    	7                        	                 	1                    	T                     	1                        	                     	5                     	1                      	25                             	                  	                           	                  	12                	                     	               	2                       	                       	7                   	                          	?                	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 3.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 43	X	 4	  26.00	    402.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	1                      	                       	                    	1                     	8                     	2                    	                           	24                   	1                       	7                     	3                         	84                     	                	3                    	T                      	                      	                        	2                 	                    	2                        	                 	                     	T                     	2                        	                     	2                     	1                      	48                             	                  	                           	                  	6                 	                     	               	                        	                       	T                   	                          	1                	                   	                   	2                 	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 43	X	CC	  14.00	    407.0800	Takayama 	Nannofossils                                 	               	                  	                          	                            	2                      	                       	                    	1                     	28                    	3                    	                           	22                   	1                       	2                     	2                         	93                     	                	1                    	T                      	                      	                        	T                 	                    	7                        	                 	                     	                      	?                        	?                    	4                     	1                      	28                             	                  	                           	                  	3                 	                     	1              	                        	                       	                    	                          	1                	                   	                   	?                 	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 44	X	 4	  26.00	    411.9600	Takayama 	Nannofossils                                 	               	                  	                          	                            	6                      	                       	                    	1                     	27                    	1                    	                           	27                   	4                       	19                    	1                         	61                     	                	3                    	3                      	?                     	                        	1                 	                    	10                       	1                	2                    	T                     	T                        	                     	2                     	                       	21                             	T                 	?                          	                  	3                 	                     	3              	                        	                       	4                   	                          	?                	                   	                   	                  	?                     	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 44	X	CC	  15.00	    416.7100	Takayama 	Nannofossils                                 	               	                  	                          	                            	4                      	                       	                    	1                     	43                    	2                    	                           	28                   	5                       	2                     	1                         	77                     	                	?                    	2                      	                      	                        	                  	                    	3                        	                 	                     	1                     	1                        	                     	T                     	4                      	16                             	T                 	                           	                  	9                 	                     	1              	                        	                       	                    	                          	?                	                   	                   	?                 	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 45	X	 3	  26.00	    420.1600	Takayama 	Nannofossils                                 	               	                  	                          	                            	2                      	                       	                    	1                     	27                    	6                    	                           	18                   	3                       	8                     	8                         	78                     	                	4                    	1                      	                      	                        	T                 	                    	6                        	                 	T                    	1                     	4                        	                     	2                     	3                      	17                             	                  	                           	                  	6                 	                     	3              	1                       	                       	1                   	                          	T                	                   	                   	?                 	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 45	X	CC	  34.00	    426.2400	Takayama 	Nannofossils                                 	               	                  	                          	                            	1                      	                       	                    	                      	34                    	1                    	                           	10                   	5                       	8                     	2                         	109                    	                	1                    	1                      	T                     	                        	                  	                    	4                        	                 	T                    	                      	1                        	                     	1                     	2                      	10                             	1                 	                           	                  	6                 	                     	               	                        	                       	?                   	                          	1                	                   	?                  	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 2.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 46	X	 4	  26.00	    431.2600	Takayama 	Nannofossils                                 	               	                  	                          	                            	2                      	                       	                    	1                     	39                    	4                    	                           	15                   	5                       	8                     	1                         	63                     	                	?                    	3                      	T                     	                        	                  	                    	7                        	T                	1                    	?                     	T                        	1                    	2                     	7                      	17                             	                  	                           	                  	7                 	                     	               	                        	                       	9                   	                          	T                	                   	?                  	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 8.from 130SR.Chapter 11.Table 14.pages 198-207.

  SR	                 	                 	NN6               	NN7           	130	 806	B	 46	X	CC	  17.00	    435.9700	Takayama 	Nannofossils                                 	               	                  	                          	                            	T                      	                       	                    	1                     	16                    	2                    	                           	18                   	3                       	23                    	2                         	60                     	                	1                    	2                      	7                     	                        	                  	                    	1                        	T                	1                    	?                     	                         	                     	5                     	10                     	25                             	1                 	                           	                  	6                 	                     	               	1                       	                       	10                  	                          	                 	                   	                   	                  	                      	                           	                 	                   	                   	                     	                   	                 	                  	                    	                 	                    	                        	                      	                     	                       	                     	                       	                       	                   	                       	                      	                       	                    	                      	                          	                       	                     	                       	                   	                     	                   	                   	                    	                            	                       	                    	                        	                        	                     	                  	                      	                     	                       	                    	Miscellaneous taxa = 5.from 130SR.Chapter 11.Table 14.pages 198-207.
