Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Ticinella roberti	Ticinella primula	Schackoina cenomana	Hedbergella simplex	Hedbergella delrioensis	Globigerinelloides bentonensis	Heterohelix moremani	Hedbergella rischi	Globigerinelloides ultramicrus	Rugoglobigerina rugosa	Rugoglobigerina rotundata	Globotruncanita subspinosa	Globotruncanita stuartiformis	Globotruncanita calcarata	Globotruncana ventricosa	Globotruncana orientalis	Globotruncana mariei	Globotruncana linneiana	Globotruncana arca	Globigerinelloides messinae	Globigerinelloides bollii	Contusotruncana patelliformis	Contusotruncana fornicata	Ventilabrella multicamerata	Globotruncanella havanensis	Globotruncana rosetta	Globotruncana aegyptiaca	Gansserina wiedenmayeri	Globotruncanella petaloidea	Globotruncanita stuarti	Globotruncana bulloides	Gansserina gansseri	Rugoglobigerina hexacamerata	Pseudotextularia nuttalli	Pseudotextularia elegans	Pseudoguembelina excolata	Globotruncanita pettersi	Contusotruncana contusa	Abathomphalus intermedius	Racemiguembelina fructicosa	Heterohelix dentata	Globotruncanita conica	Contusotruncana walfischensis	Abathomphalus mayaroensis	Gublerina cuvillieri	Pseudoguembelina costulata	Heterohelix rajagopalani	Rugoglobigerina milamensis	Pseudoguembelina hariaensis	Hedbergella holmdelensis	Morozovella conicotruncata	Morozovella angulata	Morozovella velascoensis	Morozovella pasionensis	Morozovella occlusa	Morozovella aequa	Igorina tadjikistanensis	Acarinina soldadoensis	Acarinina nitida	Acarinina mckannai	Acarinina coalingensis	Morozovella subbotinae	Morozovella aragonensis	Globigerinatheka senni	Acarinina primitiva	Acarinina pentacamerata	Morozovella caucasica	Igorina broedermanni	Globigerinatheka subconglobata	Acarinina libyaensis	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis kochi	Sphaeroidinellopsis disjuncta	Praeorbulina glomerosa	Paragloborotalia mayeri	Orbulina universa	Globorotalia panda	Globoquadrina venezuelana	Globoquadrina dehiscens	Globigerinoides trilobus	Globigerinoides sacculifer	Globigerinoides mitra	Fohsella peripheroronda	Dentoglobigerina altispira	Sphaeroidinellopsis subdehiscens	Globorotalia sphericomiozea	Globorotalia puncticulata	Globorotalia plesiotumida	Globorotalia menardii	Globorotalia conomiozea	Globigerinoides obliquus	Truncorotalia crassaformis	Sphaeroidinella dehiscens s.l.	Neogloboquadrina dutertrei	Globorotalia tumida	Globorotalia scitula	Globorotalia margaritae	Globigerinoides ruber	Globigerinoides conglobatus	Globigerina bulloides	Neogloboquadrina pachyderma (dextral)	Globorotalia crassula	Truncorotalia truncatulinoides	Truncorotalia tosaensis	Globorotalia inflata	Globigerinoides extremus	Globigerinella aequilateralis	Globigerinatella insueta	Comment

  IR	                 	Early Pliocene   	N19-N20           	N18           	198	1212	B	  5	H	CC	  19.00	     45.1900	planks   	Planktonic Foraminifers                      	F              	P                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	R                             	                         	                             	                      	                       	R                	                  	                         	                       	                        	R                         	                     	                       	R                         	R                               	                           	                         	                         	F                    	F                      	                        	A                         	R                             	F                         	R                  	R                   	R                      	R                    	R                          	R                    	                                     	                     	                              	                       	                    	                        	                             	                        	common foram frags

  IR	Early Pliocene   	Late Miocene     	N18               	N17b          	198	1212	B	  6	H	CC	  26.00	     54.6800	planks   	Planktonic Foraminifers                      	R              	P                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	R                             	                         	                             	                      	                       	R                	                  	                         	                       	                        	                          	                     	                       	                          	R                               	F                          	R                        	R                        	R                    	A                      	R                       	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Middle Miocene   	N9                	N9            	198	1212	B	  7	H	 6	 118.00	     62.8800	planks   	Planktonic Foraminifers                      	R              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	R                             	R                        	R                            	R                     	F                      	R                	R                 	R                        	F                      	R                       	F                         	F                    	R                      	R                         	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Middle Eocene    	P11               	P11           	198	1212	B	  7	H	 6	 135.00	     63.0500	planks   	Planktonic Foraminifers                      	R              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	F                      	F                     	                   	R                      	                     	F                   	                              	F                   	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Middle Eocene    	P10               	P10           	198	1212	B	  7	H	CC	  19.00	     63.9200	planks   	Planktonic Foraminifers                      	F              	P                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	F                      	F                     	                   	F                      	F                    	F                   	R                             	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	rare phillipsite crystals

  IR	                 	Early Eocene     	P8                	P8            	198	1212	B	  8	H	CC	  13.00	     73.4000	planks   	Planktonic Foraminifers                      	C              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	F                     	                	                  	                      	F                     	F                      	F                     	R                  	A                      	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	Mn micro-nodules

  IR	                 	Late Paleocene   	P5                	P4c           	198	1212	B	  9	H	CC	  10.00	     83.1400	planks   	Planktonic Foraminifers                      	F              	G                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	F                       	F                      	F                  	F                	A                       	R                     	F               	F                 	R                     	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Early Eocene     	P3a               	P3a           	198	1212	B	 10	H	CC	  11.00	     92.4500	planks   	Planktonic Foraminifers                      	F              	G                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	A                         	A                   	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Maestrichtian    	KS31              	KS31          	198	1212	B	 11	H	CC	  10.00	    101.8500	planks   	Planktonic Foraminifers                      	F              	P                 	                 	                 	F                  	                   	                       	                              	                    	                  	                              	R                     	F                        	                          	F                            	                         	R                       	F                       	                    	                       	                  	                           	                         	                             	                         	                           	R                          	                     	                        	                       	F                          	F                      	                       	                   	                            	                         	R                       	R                        	                        	F                      	R                        	F                          	                   	                      	F                            	R                        	                    	F                         	R                       	F                         	F                          	F                       	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	mixed P. eugubina, woodrin. Moroz, Subb.

  IR	                 	Maestrichtian    	KS31              	KS31          	198	1212	B	 12	H	CC	  12.00	    111.4600	planks   	Planktonic Foraminifers                      	F              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	R                     	F                        	                          	R                            	                         	R                       	F                       	                    	                       	                  	                           	                         	                             	                         	R                          	                           	                     	                        	                       	F                          	R                      	                       	F                  	                            	F                        	                        	R                        	                        	F                      	R                        	F                          	F                  	                      	                             	R                        	                    	F                         	R                       	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Maestrichtian    	KS31              	KS31          	198	1212	B	 13	H	CC	  11.00	    120.8800	planks   	Planktonic Foraminifers                      	C              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	F                     	R                        	                          	F                            	                         	F                       	F                       	                    	                       	                  	                           	                         	                             	                         	F                          	                           	                     	                        	                       	F                          	F                      	                       	F                  	                            	F                        	                        	F                        	                        	F                      	R                        	F                          	                   	                      	F                            	P                        	F                   	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Maestrichtian    	KS31              	KS31          	198	1212	B	 15	H	CC	   7.00	    128.5700	planks   	Planktonic Foraminifers                      	               	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	R                        	                          	R                            	                         	R                       	F                       	                    	                       	                  	                           	                         	                             	F                        	F                          	                           	                     	                        	                       	F                          	F                      	                       	P                  	                            	F                        	F                       	R                        	                        	P                      	R                        	F                          	F                  	R                     	F                            	P                        	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Maestrichtian    	KS30              	KS30          	198	1212	B	 17	H	CC	   7.00	    143.4200	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	R                     	                         	                          	R                            	                         	                        	R                       	                    	                       	R                 	                           	                         	                             	R                        	R                          	R                          	                     	                        	R                      	R                          	R                      	                       	                   	R                           	R                        	R                       	R                        	R                       	R                      	R                        	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Maestrichtian    	KS30              	KS30          	198	1212	B	 18	H	CC	  12.00	    152.3400	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	R                            	                         	                        	R                       	                    	R                      	R                 	                           	                         	                             	R                        	R                          	                           	                     	R                       	                       	                           	                       	R                      	R                  	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Maestrichtian    	KS30              	KS30          	198	1212	B	 19	H	CC	   5.00	    162.7400	planks   	Planktonic Foraminifers                      	A              	G                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	R                            	                         	                        	R                       	                    	R                      	R                 	                           	                         	                             	R                        	R                          	                           	                     	R                       	                       	                           	R                      	R                      	R                  	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Campanian        	KS29              	KS29          	198	1212	B	 20	H	CC	  19.00	    168.9800	planks   	Planktonic Foraminifers                      	R              	P                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	+                            	                         	                        	                        	                    	R                      	R                 	                           	                         	                             	R                        	R                          	R                          	                     	R                       	R                      	R                          	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	rare ino prisms; Mn micro-nodules; chert flakes

  IR	                 	Campanian        	KS29              	KS29          	198	1212	B	 21	H	CC	   6.00	    173.5300	planks   	Planktonic Foraminifers                      	F              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	R                            	                         	                        	R                       	                    	R                      	R                 	                           	                         	                             	R                        	                           	                           	                     	R                       	R                      	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Campanian        	KS28              	KS28          	198	1212	B	 22	H	CC	  12.00	    176.4400	planks   	Planktonic Foraminifers                      	F              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	                          	R                            	                         	                        	                        	R                   	R                      	R                 	                           	                         	                             	R                        	                           	                           	R                    	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	few ino prisms

  IR	                 	Campanian        	KS27              	KS27          	198	1212	B	 23	H	CC	   9.00	    188.0100	planks   	Planktonic Foraminifers                      	F              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	                      	                         	R                         	                             	R                        	R                       	                        	R                   	R                      	R                 	                           	                         	+                            	R                        	R                          	R                          	R                    	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Campanian        	KS27              	KS27          	198	1212	B	 24	H	CC	   7.00	    197.6100	planks   	Planktonic Foraminifers                      	C              	M                 	                 	                 	                   	                   	                       	                              	                    	                  	                              	R                     	F                        	R                         	F                            	P                        	R                       	R                       	R                   	F                      	F                 	R                          	F                        	R                            	F                        	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	       

  IR	                 	Albian           	                  	              	198	1212	B	 25	H	CC	   7.00	    199.9000	planks   	Planktonic Foraminifers                      	R              	P                 	F                	F                	R                  	R                  	R                      	F                             	R                   	R                 	P                             	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	mixed KS13+KS16+Campan. no Rotaliporids

  IR	                 	Albian           	                  	              	198	1212	B	 26	H	 1	  79.00	    204.2900	planks   	Planktonic Foraminifers                      	               	                  	F                	F                	R                  	R                  	R                      	R                             	R                   	                  	                              	                      	                         	                          	                             	                         	                        	                        	                    	                       	                  	                           	                         	                             	                         	                           	                           	                     	                        	                       	                           	                       	                       	                   	                            	                         	                        	                         	                        	                       	                         	                           	                   	                      	                             	                         	                    	                          	                        	                          	                           	                        	                          	                    	                        	                       	                   	                 	                        	                      	                	                  	                      	                      	                       	                      	                   	                       	                     	                    	                              	                    	                              	                         	                             	                      	                       	                 	                  	                         	                       	                        	                          	                     	                       	                          	                                	                           	                         	                         	                     	                       	                        	                          	                              	                          	                   	                    	                       	                     	                           	                     	                                     	                     	                              	                       	                    	                        	                             	                        	idem

