Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitella sp.,Subbotina patagonica,Subbotina angiporoides,Globorotaloides turgida,Globigerinatheka index,Chiloguembelina cubensis,Acarinina matthewsae,Subbotina linaperta,Morozovella spinulosa,Acarinina bullbrooki,Catapsydrax dissimilis,Acarinina collactea,Pseudohastigerina micra,Globorotaloides suteri,Globigerina eocaena,Paragloborotalia nana,Tenuitellinata insolita,Catapsydrax unicavus,Subbotina brevis,Tenuitella patefacta,Acarinina primitiva,Tenuitella munda,Tenuitella gemma,Globigerina officinalis,Globigerina labiacrassata,Globigerina euapertura,Globoturborotalita brazieri,Tenuitella cf. pseudoedita,Globoturborotalita woodi,Globigerinita uvula,Paragloborotalita incognita,Tenuitella angustiumbilicata,Paragloborotalia semivera,Globorotalia zealandica,Globorotalia praescitula,Globigerina bulloides,Neogloboquadrina nympha,Neogloboquadrina continuosa,Globorotalia scitula,Turborotalita quinqueloba,Neogloboquadrina pachyderma,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,NK7               ,              ,120, 748,B,  2,H, 5,  40.00,      6.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,A                          ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,NK7               ,              ,120, 748,B,  2,H, 6,  40.00,      8.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,F                    ,                       ,                           ,R                   ,                         ,C                          ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,NK7               ,              ,120, 748,B,  2,H, 7,  40.00,      9.5000,Berggren ,Planktonic Foraminifers                      ,R              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,R                          ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,NK7               ,              ,120, 748,B,  2,H,CC,  19.00,      9.9300,Berggren ,Planktonic Foraminifers                      ,R              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,R                          ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pliocene         ,                 ,NK7               ,              ,120, 748,B,  3,H, 1,  40.00,     10.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,F                    ,                       ,                           ,                    ,                         ,C                          ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H, 2,  40.00,     11.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,C                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,R                          ,R                   ,                         ,F                          ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H, 3,  40.00,     13.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,F                          ,R                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H, 4,  40.00,     14.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,C                          ,F                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H, 5,  40.00,     16.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,R                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,A                          ,F                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H, 6,  40.00,     17.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,R                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,R                          ,A                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H, 7,  40.00,     19.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,F                          ,C                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK6               ,              ,120, 748,B,  3,H,CC,  18.00,     19.5800,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,C                    ,                       ,F                          ,F                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 1,  40.00,     19.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,C                    ,F                      ,R                          ,C                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 2,  40.00,     21.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,A                    ,R                      ,F                          ,F                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 3,  40.00,     22.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,F                  ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,F                          ,F                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 4,  40.00,     24.0000,Berggren ,Planktonic Foraminifers                      ,               ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,A                    ,R                      ,A                          ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 5,  40.00,     25.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,                   ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,F                          ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 6,  40.00,     27.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,A                    ,C                      ,C                          ,R                   ,R                        ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H, 7,  40.00,     28.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,A                    ,R                      ,A                          ,R                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,NK5               ,              ,120, 748,B,  4,H,CC,  17.00,     28.7900,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,                   ,                           ,                            ,                         ,                       ,                        ,C                    ,R                      ,C                          ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 1,  40.00,     29.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,                   ,                           ,                            ,                         ,                       ,                        ,A                    ,C                      ,R                          ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 2,  40.00,     30.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,R                  ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,R                          ,R                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 3,  40.00,     32.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,R                  ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,C                          ,R                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 4,  40.00,     33.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,R                       ,R                  ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,C                          ,R                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 5,  40.00,     35.0000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,F                       ,F                  ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,C                          ,R                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 6,  40.00,     36.5000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,A                  ,                           ,                            ,                         ,                       ,                        ,A                    ,F                      ,                           ,C                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H, 7,  40.00,     38.0000,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,C                  ,                           ,                            ,                         ,                       ,                        ,F                    ,F                      ,R                          ,C                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,NK5               ,              ,120, 748,B,  5,H,CC,  16.00,     38.4200,Berggren ,Planktonic Foraminifers                      ,C              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,C                  ,                           ,                            ,                         ,                       ,                        ,R                    ,R                      ,R                          ,C                   ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H, 1,  60.00,     38.7000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,A                       ,R                  ,                           ,F                           ,                         ,R                      ,F                       ,R                    ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H, 2,  40.00,     40.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,                      ,                   ,                     ,                       ,                    ,                ,                    ,R                  ,                ,                ,                       ,                         ,                      ,                           ,                          ,A                       ,R                  ,                           ,F                           ,                         ,R                      ,C                       ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NK3               ,              ,120, 748,B,  6,H, 3,  40.00,     41.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,              ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,F                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,R                  ,F                          ,F                           ,                         ,R                      ,C                       ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
