Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitella sp.,Subbotina patagonica,Subbotina angiporoides,Globorotaloides turgida,Globigerinatheka index,Chiloguembelina cubensis,Acarinina matthewsae,Subbotina linaperta,Morozovella spinulosa,Acarinina bullbrooki,Catapsydrax dissimilis,Acarinina collactea,Pseudohastigerina micra,Globorotaloides suteri,Globigerina eocaena,Paragloborotalia nana,Tenuitellinata insolita,Catapsydrax unicavus,Subbotina brevis,Tenuitella patefacta,Acarinina primitiva,Tenuitella munda,Tenuitella gemma,Globigerina officinalis,Globigerina labiacrassata,Globigerina euapertura,Globoturborotalita brazieri,Tenuitella cf. pseudoedita,Globoturborotalita woodi,Globigerinita uvula,Paragloborotalita incognita,Tenuitella angustiumbilicata,Paragloborotalia semivera,Globorotalia zealandica,Globorotalia praescitula,Globigerina bulloides,Neogloboquadrina nympha,Neogloboquadrina continuosa,Globorotalia scitula,Turborotalita quinqueloba,Neogloboquadrina pachyderma,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14a             ,              ,120, 748,B, 11,H, 4,  40.00,     90.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,C                       ,                    ,                   ,                     ,                    ,                      ,R                  ,                       ,C                     ,                   ,                     ,                       ,R                   ,                ,                    ,F                  ,F               ,                ,R                      ,F                        ,R                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14a             ,              ,120, 748,B, 11,H, 5,  40.00,     92.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,R                       ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,F                     ,                   ,                     ,                       ,F                   ,                ,                    ,R                  ,F               ,                ,                       ,C                        ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14a             ,              ,120, 748,B, 11,H, 6,  40.00,     93.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,R                     ,F                       ,                    ,                   ,                     ,                    ,R                     ,R                  ,                       ,R                     ,                   ,                     ,                       ,R                   ,                ,                    ,F                  ,F               ,                ,                       ,A                        ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 11,H, 6,  80.00,     93.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,R                     ,F                       ,                    ,                   ,                     ,                    ,R                     ,R                  ,                       ,R                     ,                   ,                     ,                       ,R                   ,                ,                    ,F                  ,F               ,                ,                       ,A                        ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14a             ,              ,120, 748,B, 11,H,CC,  14.00,     95.6600,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,F                  ,                       ,                      ,                   ,                     ,                       ,R                   ,                ,                    ,                   ,R               ,                ,                       ,C                        ,R                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14a             ,              ,120, 748,B, 12,H, 1,  40.00,     95.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,                      ,                       ,                      ,                        ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,C                     ,                   ,                     ,                       ,F                   ,                ,                    ,R                  ,R               ,F               ,                       ,C                        ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14a             ,              ,120, 748,B, 12,H, 2,  40.00,     97.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,F                     ,F                       ,                    ,                   ,                     ,                    ,F                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,F                   ,                ,                    ,R                  ,F               ,F               ,R                      ,C                        ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Vol 2 Chapter 35 Table Appendix B back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 12,H, 2,  80.00,     97.4000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,                      ,                       ,F                     ,F                       ,                    ,                   ,                     ,                    ,F                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,F                   ,                ,                    ,R                  ,F               ,F               ,R                      ,C                        ,F                     ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 12,H, 3,  80.00,     98.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,F                     ,                       ,F                     ,F                       ,                    ,R                  ,                     ,R                   ,F                     ,R                  ,                       ,C                     ,                   ,                     ,                       ,F                   ,                ,                    ,R                  ,F               ,F               ,                       ,F                        ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 12,H, 4,  80.00,    100.4000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,                      ,F                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,C                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,F               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 12,H, 5,  40.00,    101.5000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,R                     ,F                       ,                    ,                   ,                     ,R                   ,R                     ,                   ,                       ,C                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,R               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 12,H, 6,  40.00,    103.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,R                     ,F                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,R               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 12,H,CC,  11.00,    104.9200,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,                    ,C                     ,                       ,R                     ,F                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,R               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 13,H, 1,  40.00,    105.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,                      ,C                       ,                    ,                   ,                     ,                    ,R                     ,R                  ,                       ,                      ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,                ,R               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP14(Berggren92)  ,              ,120, 748,B, 13,H, 2,  80.00,    106.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,R                     ,F                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,F                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,F               ,R               ,R                      ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 13,H, 3,  40.00,    108.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,R                     ,C                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,F                     ,                   ,                     ,                       ,C                   ,                ,                    ,F                  ,F               ,R               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 13,H, 4,  80.00,    109.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,                      ,F                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,C                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,C               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 13,H, 5,  40.00,    111.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,                      ,C                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,F                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,R               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 13,H, 6,  80.00,    112.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,R             ,                    ,C                     ,                       ,                      ,C                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,                ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 13,H, 7,  40.00,    114.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,F             ,                    ,C                     ,                       ,                      ,C                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,R               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 13,H,CC,  11.00,    114.5700,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,F             ,                    ,C                     ,                       ,R                     ,C                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,R               ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 14,H, 1,  40.00,    114.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,C                     ,                       ,                      ,A                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,                ,F               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 14,H, 2,  80.00,    116.4000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,R             ,                    ,A                     ,                       ,                      ,A                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,F                     ,                   ,                     ,                       ,A                   ,                ,                    ,                   ,R               ,R               ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 14,H, 3,  40.00,    117.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,A                     ,                       ,                      ,A                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,F                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 14,H, 4,  80.00,    119.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,C                     ,                       ,                      ,A                       ,                    ,                   ,                     ,                    ,R                     ,                   ,                       ,R                     ,                   ,                     ,                       ,C                   ,                ,                    ,R                  ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Oligocene  ,                 ,AP13              ,              ,120, 748,B, 14,H, 5,  40.00,    120.5000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,A                     ,                       ,                      ,A                       ,                    ,                   ,                     ,                    ,F                     ,                   ,                       ,R                     ,                   ,                     ,                       ,F                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 14,H, 6,  80.00,    122.4000,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,C                     ,                       ,C                     ,A                       ,                    ,                   ,                     ,                    ,F                     ,                   ,                       ,F                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 14,H,CC,  11.00,    123.4300,Berggren ,Planktonic Foraminifers                      ,F              ,G                 ,              ,                    ,C                     ,                       ,F                     ,A                       ,                    ,                   ,                     ,                    ,F                     ,                   ,                       ,F                     ,                   ,                     ,                       ,C                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H, 1,  80.00,    124.4000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,C             ,                    ,R                     ,                       ,C                     ,A                       ,                    ,                   ,                     ,                    ,                      ,                   ,R                      ,R                     ,                   ,                     ,R                      ,F                   ,F               ,R                   ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H, 2,  80.00,    125.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,R                     ,                       ,A                     ,A                       ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,F                     ,                   ,                     ,F                      ,C                   ,                ,R                   ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H, 3,  40.00,    127.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,                       ,A                     ,F                       ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,C                     ,F                  ,                     ,R                      ,F                   ,F               ,R                   ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H, 4,  80.00,    128.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,A                     ,                       ,A                     ,F                       ,                    ,                   ,                     ,                    ,                      ,                   ,                       ,C                     ,F                  ,                     ,F                      ,F                   ,R               ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H, 5,  40.00,    130.0000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,C                     ,                       ,A                     ,F                       ,                    ,R                  ,                     ,                    ,                      ,                   ,                       ,C                     ,F                  ,                     ,F                      ,F                   ,R               ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H, 6,  80.00,    131.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,                       ,A                     ,F                       ,                    ,F                  ,                     ,                    ,                      ,                   ,                       ,C                     ,F                  ,R                    ,F                      ,R                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 15,H,CC,  18.00,    133.3900,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,F                     ,                       ,A                     ,F                       ,                    ,F                  ,                     ,                    ,                      ,                   ,                       ,C                     ,F                  ,R                    ,F                      ,R                   ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,AP12              ,              ,120, 748,B, 16,H, 1,  80.00,    133.9000,Berggren ,Planktonic Foraminifers                      ,A              ,G                 ,A             ,                    ,C                     ,                       ,A                     ,C                       ,                    ,R                  ,                     ,                    ,                      ,                   ,                       ,C                     ,F                  ,F                    ,                       ,                    ,                ,                    ,                   ,                ,                ,                       ,                         ,                      ,                           ,                          ,                        ,                   ,                           ,                            ,                         ,                       ,                        ,                     ,                       ,                           ,                    ,                         ,                           ,from ODP Leg 120 SR Chapter 31 Appendix C back pocket microfiche
