Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Valvulineria laevigata	Uvigerina senticosa	Uvigerina peregrina	Uvigerina auberiana	Stilostomella spp.	Pyrgo spp.	Pullenia bulloides	Oridorsalis umbonatus	Nuttallides umbonifera	Nonionella atlantica	Nodosaria spp.	Melonis sp.	Melonis pompilioides	Melonis barleeanus	Lagena spp.	Hoeglundina elegans	Gyroidinoides spp.	Globocassidulina subglobosa	Globobulimina affinis	Gavelinopsis translucens	Fontbotia wuellerstorfi	Epistominella exigua	Elphidium spp.	Eggerella bradyi	Cibicidoides kullenbergi	Chilostomella oolina	Cassidulina crassa	Cassidulina carinata	Bulimina marginata	Bulimina gr. costata	Bulimina alazanensis	Bulimina aculeata	Brizalina subaenariensis	Bolivinita quadrilatera	Bolivina pseudopunctata	Bolivina paula	Comment
  IR	                 	                 	                  	              	172	1057	B	  7	H	CC	  24.00	     61.3300	Poli     	Benthic Foraminifers                         	F              	G                 	-                     	-                  	C                  	-                  	R                 	F         	-                 	R                    	-                     	-                   	-             	-          	F                   	-                 	-          	R                  	F                 	-                          	F                    	-                       	C                      	T                   	-             	-               	-                       	-                   	-                 	-                   	T                 	T                   	-                   	-                	-                       	-                      	-                      	-             	       

  IR	                 	                 	                  	              	172	1057	B	  9	H	CC	  22.00	     80.8100	Poli     	Benthic Foraminifers                         	F              	M                 	F                     	-                  	F                  	-                  	F                 	-         	-                 	R                    	-                     	-                   	C             	-          	-                   	-                 	-          	-                  	-                 	-                          	R                    	-                       	F                      	-                   	T             	-               	-                       	-                   	-                 	F                   	-                 	-                   	-                   	-                	T                       	R                      	-                      	T             	       

  IR	                 	                 	                  	              	172	1057	B	 10	H	CC	  37.00	     89.9500	Poli     	Benthic Foraminifers                         	F              	M                 	-                     	-                  	C                  	-                  	F                 	T         	-                 	T                    	-                     	-                   	-             	-          	-                   	-                 	-          	-                  	-                 	-                          	T                    	-                       	-                      	-                   	-             	-               	-                       	-                   	-                 	-                   	-                 	R                   	-                   	-                	-                       	C                      	-                      	-             	       

  IR	                 	                 	                  	              	172	1057	B	 11	H	CC	  22.00	     99.1600	Poli     	Benthic Foraminifers                         	F              	M                 	-                     	-                  	-                  	-                  	F                 	-         	-                 	-                    	-                     	-                   	-             	-          	F                   	-                 	-          	-                  	-                 	F                          	-                    	-                       	F                      	-                   	-             	R               	-                       	-                   	-                 	-                   	-                 	-                   	-                   	-                	-                       	-                      	-                      	-             	       

  IR	                 	                 	                  	              	172	1057	B	 12	H	CC	  19.00	    108.7300	Poli     	Benthic Foraminifers                         	R              	P                 	-                     	-                  	-                  	-                  	-                 	-         	-                 	-                    	-                     	-                   	-             	-          	-                   	-                 	-          	-                  	-                 	+                          	+                    	-                       	-                      	+                   	-             	-               	-                       	-                   	-                 	-                   	-                 	-                   	-                   	-                	-                       	-                      	-                      	-             	       

  IR	                 	                 	                  	              	172	1057	B	 13	H	CC	  20.00	    118.2900	Poli     	Benthic Foraminifers                         	C              	G                 	-                     	-                  	R                  	-                  	-                 	-         	R                 	F                    	-                     	T                   	R             	-          	R                   	-                 	-          	-                  	-                 	R                          	-                    	-                       	R                      	T                   	-             	R               	-                       	-                   	-                 	F                   	T                 	T                   	-                   	-                	R                       	-                      	R                      	R             	       

  IR	                 	                 	                  	              	172	1057	B	 14	H	CC	  23.00	    127.8100	Poli     	Benthic Foraminifers                         	F              	M                 	T                     	-                  	-                  	-                  	C                 	-         	-                 	-                    	-                     	-                   	F             	-          	R                   	-                 	-          	T                  	R                 	-                          	C                    	-                       	R                      	-                   	-             	-               	R                       	-                   	-                 	-                   	-                 	-                   	-                   	-                	-                       	-                      	-                      	-             	       

