Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiosira fraga,Synedra jouseana,Simonseniella praebarboi,Raphidodiscus marylandicus,Coscinodiscus rhombicus,Coscinodiscus marginatus,Azpeitia tabularis/endoi,Stellarima spp.,Azpeitia nodulifera,Thalassionema nitzschioides,Nitzschia maleinterpretaria,Crucidenticula kanayae,Crucidenticula ikebei,Thalassiothrix longissima,Nitzschia sp. 17,Denticulopsis maccollumii,Coscinodiscus lewisianus,Nitzschia grossepunctata,Denticulopsis praelauta,Denticulopsis lauta,Actinocyclus ingens,Simonseniella barboi,Crucidenticula nicobarica,Actinocyclus ingens  var. nodus,Denticulopsis hustedtii,Denticulopsis hyalina,Nitzschia denticuloides,Rouxia naviculoides,Denticulopsis praedimorpha,Denticulopsis lauta s.l.,Denticulopsis dimorpha,Rhizosolenia hebetata,Actinocyclus sp.,Nitzschia heteropolica,Asteromphalus kennettii,Actinoptychus senarius,Rouxia californica,Thalassionema schraderi,Hemidiscus cuneiformis,Denticulopsis hustedtii (closed copula),Denticulopsis hustedtii var. ovata,Denticulopsis hustedtii var. areolata,Nitzschia donahuensis,Thalassiosira oliverana var. sparsa,Thalassiosira oliverana (coarse),Thalassiosira nativa,Thalassiosira miocenica,Thalassionema nitzschioides  var. parva,Nitzschia reinholdii,Nitzschia praecurta,Nitzschia fossilis,Nitzschia aurica,Nitzschia arcula,Neobrunia mirabilis,Hemidiscus triangularus,Hemidiscus sp. 2,Hemidiscus ovalis,Hemidiscus karstenii f.1,Hemidiscus karstenii,Eucampia antarctica,Ethmodiscus sp. (fragments),Dactyliosolen antarcticus,Corethron criophilum,Actinocyclus karstenii,Actinocyclus ingens var. irregularis,Actinocyclus ingens var. A,Thalassiosira striata,Thalassiosira ritscherii,Thalassiosira eccentrica,Rhizosolenia styliformis,Rhizosolenia sp. C,Hemidiscus sp. 1,Denticulopsis meridionalis,Chaetoceros sp. A,Asteromphalus concavus,Actinocyclus ellipticus,Rocella gelida,Coscinodiscus apiculatus,Thalassiosira primalabiata,Rouxia isopolica,Rhizosolenia costata,Nitzschia clementia,Azpeitia tabularis,Paralia sulcata,Trinacria excavata,Thalassiosira oliverana (umbonatus),Thalassiosira oestrupii,Thalassiosira inura,Rouxia heteropolara var. A,Nitzschia lacrima,Porosira sp. A,Rouxia heteropolara,Rhizosolenia sp. D,Actinocyclus curvatulus,Thalassiosira jacksonii,Thalassiosira oliverana,Actinocyclus octonarius var. tenella,Thalassiosira torokina,Asteromphalus parvulus,Thalassiosira fasciculata,Thalassiosira complicata,Stephanopyxis turris,Rouxia diploneides,Navicula wisei,Proboscia alata,Lisitzinia ornata,Chaetoceros lorenzianus spores,Actinocyclus dimorphus,Thalassiosira sp. C,Thalassiosira kolbei,Rhizosolenia sp. B,Nitzschia praeinterfrigidaria,Rouxia antarctica,Nitzschia panduriformis,Nitzschia barronii,Thalassiosira lentiginosa,Nitzschia interfrigidaria,Rhizosolenia sp. A,Nitzschia curta,Nitzschia ritscherii,Thalassiosira webbi,Thalassiosira insigna,Thalassiosira elliptipora,Synedra sp. 1 and 2,Thalassiosira lentiginosa var. ovalis,Rouxia sp. A,Nitzschia weaveri,Actinocyclus sp. B,Thalassiosira vulnifica,Chaetoceros bulbosum,Actinocyclus fasciculatus,Nitzschia separanda,Nitzschia kerguelenis,Nitzschia angulata,Asteromphalus hyalinus,Asteromphalus hookeri,Actinocyclus maccollumii,Actinocyclus actinochilus,Thalassiosira gracilis,Actinocyclus sp. C,Xanthiopyxis antarctica,Thalassiosira antarctica,Pleurosigma sp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. b,              ,120, 751,A,  5,H, 3,  10.00,     36.3000,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,                        ,R              ,                   ,R                          ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,R                  ,R                   ,                         ,                               ,+                      ,                     ,                       ,F                  ,                          ,                        ,+                     ,R                    ,                ,                      ,+                      ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,+                                  ,                                ,                    ,                       ,                                       ,+                   ,R                  ,+                 ,F               ,F               ,                   ,                       ,                ,                 ,                        ,                    ,R                  ,R                          ,F                        ,R                   ,F                     ,F                                   ,R                         ,R                    ,+                       ,R                       ,R                       ,                  ,                ,                          ,                 ,                      ,                       ,              ,R                       ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 13 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. b,              ,120, 751,A,  5,H, 3, 105.00,     37.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,                        ,R              ,                   ,F                          ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,+                  ,F                   ,                         ,                               ,F                      ,                     ,                       ,F                  ,                          ,                        ,R                     ,                     ,                ,                      ,+                      ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,F                    ,                                   ,R                               ,R                   ,                       ,F                                      ,R                   ,R                  ,R                 ,F               ,C               ,                   ,                       ,                ,                 ,                        ,R                   ,F                  ,R                          ,F                        ,R                   ,F                     ,C                                   ,+                         ,R                    ,R                       ,R                       ,F                       ,R                 ,                ,                          ,R                ,R                     ,                       ,              ,R                       ,R                         ,R               ,F                   ,+                  ,R                 ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 13 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. b,              ,120, 751,A,  5,H, 4,  10.00,     37.8000,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,                        ,F              ,                   ,+                          ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,R                  ,R                   ,                         ,                               ,R                      ,                     ,R                      ,F                  ,                          ,                        ,R                     ,F                    ,                ,                      ,+                      ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,F                    ,R                                  ,R                               ,R                   ,                       ,R                                      ,R                   ,F                  ,F                 ,C               ,F               ,                   ,                       ,                ,                 ,                        ,R                   ,F                  ,F                          ,F                        ,R                   ,F                     ,F                                   ,R                         ,R                    ,R                       ,R                       ,R                       ,R                 ,                ,                          ,                 ,                      ,                       ,R             ,R                       ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 13 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. b,              ,120, 751,A,  5,H, 4, 105.00,     38.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,                        ,F              ,                   ,+                          ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,R                  ,F                   ,                         ,                               ,F                      ,                     ,R                      ,F                  ,                          ,                        ,F                     ,F                    ,                ,                      ,R                      ,+                     ,                  ,                       ,                      ,                                       ,                                  ,                                     ,R                    ,R                                  ,F                               ,R                   ,                       ,F                                      ,R                   ,F                  ,R                 ,R               ,R               ,                   ,                       ,A               ,F                ,+                       ,R                   ,R                  ,F                          ,R                        ,R                   ,F                     ,F                                   ,R                         ,R                    ,R                       ,R                       ,R                       ,R                 ,R               ,+                         ,R                ,R                     ,+                      ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 13 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  5,H, 5,  10.00,     39.3000,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,                        ,               ,                   ,R                          ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,F                  ,F                   ,                         ,                               ,F                      ,                     ,R                      ,F                  ,                          ,                        ,R                     ,F                    ,                ,                      ,R                      ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,R                    ,F                                  ,F                               ,R                   ,F                      ,C                                      ,+                   ,F                  ,F                 ,F               ,R               ,+                  ,R                      ,R               ,F                ,R                       ,F                   ,R                  ,R                          ,F                        ,+                   ,R                     ,R                                   ,R                         ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 13 back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  5,H,CC,   8.00,     41.4800,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,F                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,                         ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,F                      ,                     ,                       ,                   ,                          ,                        ,                      ,                     ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H, 1, 105.00,     43.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,                      ,D                    ,                ,                      ,                       ,                      ,R                 ,                       ,                      ,C                                      ,C                                 ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H, 2, 105.00,     45.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,F                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,                      ,A                    ,                ,                      ,A                      ,                      ,                  ,F                      ,                      ,F                                      ,F                                 ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H, 3, 105.00,     46.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,R                     ,A                    ,                ,                      ,A                      ,                      ,                  ,                       ,F                     ,F                                      ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H, 4, 105.00,     48.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,R                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,D                   ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,                      ,D                    ,                ,                      ,A                      ,                      ,                  ,                       ,R                     ,C                                      ,                                  ,F                                    ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H, 5, 105.00,     49.7500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,                        ,               ,                   ,                           ,                           ,                      ,                     ,F                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,R                     ,A                    ,                ,                      ,                       ,                      ,                  ,                       ,                      ,C                                      ,F                                 ,F                                    ,R                    ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H, 6, 105.00,     51.2500,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,A                       ,F                       ,R              ,                   ,                           ,                           ,                      ,                     ,C                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,                    ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,R                     ,D                    ,R               ,                      ,                       ,                      ,                  ,R                      ,C                     ,A                                      ,C                                 ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N. reinholdii sz. a,              ,120, 751,A,  6,H,CC,  16.00,     52.3900,Maruyama ,Diatoms                                      ,               ,                  ,                   ,                ,                        ,                          ,                       ,C                       ,C                       ,               ,                   ,                           ,                           ,                      ,                     ,R                        ,                ,                         ,                        ,                        ,                       ,                   ,                   ,R                   ,                         ,                               ,C                      ,                     ,                       ,                   ,                          ,                        ,                      ,F                    ,                ,                      ,                       ,                      ,                  ,                       ,                      ,                                       ,                                  ,                                     ,                     ,                                   ,                                ,                    ,                       ,                                       ,                    ,                   ,                  ,                ,                ,                   ,                       ,                ,                 ,                        ,                    ,                   ,                           ,                         ,                    ,                      ,                                    ,                          ,                     ,                        ,                        ,                        ,                  ,                ,                          ,                 ,                      ,                       ,              ,                        ,                          ,                ,                    ,                   ,                  ,               ,                  ,                                   ,                       ,                   ,                          ,                 ,              ,                   ,                  ,                       ,                       ,                       ,                                    ,                      ,                      ,                         ,                        ,                    ,                  ,              ,               ,                 ,                              ,                      ,                   ,                    ,                  ,                             ,                 ,                       ,                  ,                         ,                         ,                  ,               ,                    ,                   ,                     ,                         ,                   ,                                     ,            ,                 ,                  ,                       ,                    ,                         ,                   ,                     ,                  ,                      ,                     ,                        ,                         ,                      ,                  ,                       ,                        ,               ,from ODP Leg 120 SR Vol 2 Chapter 38 Table 14 backpocket
