Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Rosalina peruviana	Quinqueloculina sp.	Nonionella miocenica	Nonionella auris	Buliminella elegantissima limbosa	Buccella peruviana	Bolivinellina humilis	Bolivina costata	Alexanderina viejoensis	Pseudoparrella subperuviana	Cancris inflatus	Hanzawaia nitidula	Buliminella subfusiformis	Bolivinellina pacifica	Fursenkoina glabra	Takayanagia delicata	Epistominella afueraensis	Cassidulina pulchella	Bolivinellina rankini	Bolivinellina foraminata	Suggrunda eckisi	Epistominella sp. cf. Pulvinulinella pacifica	Valvulineria peruensis	Globobulimina ovula	Fursenkoina sp.	Cancris carmenensis	Brizalina spissa	Bolivinellina seminuda	Planulina ornata	Cassidulina sp. aff. C. detierraensis	Buliminella curta var. basispinata	Bolivina plicata	Nonion sp.	Gyroidina rothwelli	Brizalina interjuncta bicostata	Brizalina interjuncta	Bolivinita minuta	Pullenia subcarinata	Planulina limbata	Globobulimina pacifica	Coryphostoma clippertonensis	Buliminella sp.	Nonionoides basispinatus	Cassidulina detierraensis	Valvulineria inaequalis	Uvigerina striata	Rutherfordoides cornuta	Pseudoparrella obesa	Globocassidulina crassa	Brizalina pseudobeyrichi	Angulogerina carinata	Comment

  SR	Quaternary       	                 	                  	              	112	 686	A	  4	H	 1	  48.00	     24.5800	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	                                 	                  	                     	1               	                       	                           	14              	                  	                         	                      	1                 	                    	8                        	                     	49                   	                        	                	                                             	                      	                   	               	                   	1               	                      	3               	19                                   	3                                 	1               	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=130 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	  8	H	 1	  51.00	     62.6100	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	T                                	                  	                     	T               	                       	1                          	                	                  	                         	                      	                  	                    	T                        	T                    	98                   	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=601 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	  8	H	CC	   0.00	     64.7000	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	6                                	                  	                     	2               	                       	                           	                	                  	                         	                      	                  	                    	59                       	T                    	32                   	                        	                	                                             	1                     	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=161 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	  9	X	 5	  23.00	     70.9300	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	                                 	                  	                     	                	                       	1                          	T               	                  	                         	                      	5                 	                    	                         	3                    	31                   	                        	63              	T                                            	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=351 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	  9	X	CC	   0.00	     71.6100	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	3               	                                 	                  	64                   	5               	                       	1                          	T               	                  	                         	                      	4                 	T                   	                         	19                   	                     	                        	17              	                                             	1                     	T                  	1              	T                  	T               	1                     	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=286 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 12	X	 2	  81.00	     94.0100	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	1               	                                 	                  	74                   	1               	                       	T                          	1               	                  	                         	                      	                  	                    	                         	3                    	                     	                        	3               	1                                            	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=237 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 13	X	CC	  12.00	    111.2000	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	1               	                                 	                  	80                   	1               	                       	5                          	1               	                  	                         	                      	                  	                    	                         	                     	                     	                        	9               	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=481 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 14	X	 1	  77.00	    111.4700	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	                                 	                  	69                   	1               	                       	21                         	                	                  	                         	                      	                  	                    	                         	2                    	                     	                        	9               	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=152 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 14	X	CC	   0.00	    113.1800	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	7               	4                                	                  	                     	T               	T                      	5                          	                	                  	T                        	T                     	2                 	                    	                         	6                    	66                   	                        	13              	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=399 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 15	X	 8	  44.00	    130.9000	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	7                   	                	                                 	                  	21                   	1               	                       	1                          	                	                  	60                       	                      	3                 	T                   	                         	4                    	                     	1                       	1               	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=521 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 15	X	CC	  20.00	    133.5300	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	1                   	                	T                                	                  	55                   	T               	                       	2                          	T               	                  	27                       	                      	2                 	T                   	1                        	4                    	                     	6                       	1               	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=502 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 16	X	 7	  60.00	    138.2500	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	                                 	                  	                     	4               	                       	                           	T               	                  	37                       	                      	                  	1                   	                         	2                    	53                   	1                       	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=309 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 16	X	CC	  29.00	    140.7300	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	11                  	                	1                                	                  	                     	2               	                       	5                          	T               	                  	                         	                      	                  	                    	                         	                     	79                   	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=313 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 17	X	CC	  10.00	    148.8000	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	T                   	                	                                 	                  	                     	                	                       	T                          	                	                  	                         	                      	                  	                    	                         	                     	99                   	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=150 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 18	X	 3	  60.00	    152.3000	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	1                   	6               	12                               	                  	40                   	3               	36                     	                           	                	                  	1                        	T                     	                  	                    	                         	T                    	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=325 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 18	X	 5	 126.00	    155.9600	Resig    	Benthic Foraminifers                         	               	                  	T                 	                   	18                  	                	6                                	T                 	58                   	6               	11                     	1                          	T               	                  	                         	                      	                  	                    	                         	T                    	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=454 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 18	X	CC	  40.00	    160.0800	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	8                   	                	4                                	                  	79                   	5               	3                      	T                          	T               	                  	                         	                      	                  	                    	1                        	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=277 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 19	X	 1	   9.00	    158.2900	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	                    	                	1                                	                  	99                   	                	                       	                           	                	                  	                         	                      	                  	                    	                         	1                    	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=161 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 19	X	CC	  10.00	    167.6700	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	7                   	T               	1                                	                  	66                   	11              	T                      	11                         	1               	                  	T                        	                      	T                 	T                   	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=466 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 20	X	CC	   7.00	    177.2300	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	2                   	7               	15                               	                  	60                   	13              	                       	                           	                	                  	                         	                      	3                 	                    	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=318 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 21	X	 1	  87.00	    178.0700	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	1                   	5               	22                               	                  	64                   	5               	T                      	                           	T               	                  	                         	                      	3                 	                    	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=316 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 21	X	CC	  13.00	    186.8100	Resig    	Benthic Foraminifers                         	               	                  	                  	                   	4                   	7               	1                                	                  	69                   	9               	                       	                           	                	                  	T                        	                      	10                	                    	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=552 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 22	X	CC	  11.00	    187.2100	Resig    	Benthic Foraminifers                         	               	                  	4                 	                   	4                   	9               	26                               	                  	2                    	16              	33                     	3                          	                	T                 	T                        	2                     	                  	                    	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=242 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 23	X	 3	  75.00	    199.9500	Resig    	Benthic Foraminifers                         	               	                  	2                 	                   	5                   	4               	13                               	1                 	43                   	6               	19                     	7                          	T               	                  	                         	                      	                  	                    	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=261 from ODP Leg 112 SR Chapter 16 Table 5 p 273

  SR	Quaternary       	                 	                  	              	112	 686	A	 23	X	CC	   0.00	    204.6200	Resig    	Benthic Foraminifers                         	               	                  	5                 	T                  	T                   	14              	14                               	T                 	8                    	52              	5                      	                           	                	                  	                         	                      	                  	                    	                         	                     	                     	                        	                	                                             	                      	                   	               	                   	                	                      	                	                                     	                                  	                	          	                   	                               	                     	                 	                    	                 	                      	                            	               	                        	                         	                       	                 	                       	                    	                       	                        	                     	count=215 from ODP Leg 112 SR Chapter 16 Table 5 p 273

