Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiosira fraga	Synedra jouseana	Rhizosolenia praebarboi	Nitzschia maleinterpretaria	Coscinodiscus marginatus	Azpeitia praenodulifera	Asteromphalus kennettii	Crucidenticula nicobarica	Crucidenticula kanayae	Azpeitia endoi/tabularis	Raphidodiscus marylandicus	Coscinodiscus lewisianus	Nitzschia grossepunctata	Denticulopsis punctata	Denticulopsis maccollumii	Denticulopsis lauta	Azpeitia salisburyana	Actinocyclus ingens	Denticulopsis hyalina	Actinocyclus ingens  var. nodus	Rhizosolenia hebetata	Nitzschia donahuensis	Nitzschia denticuloides	Denticulopsis hustedtii	Denticulopsis praedimorpha	Denticulopsis dimorpha	Rhizosolenia barboi	Actinocyclus fryxellae	Rouxia californica	Hemidiscus cuneiformis	Eucampia antarctica	Denticulopsis hustedtii var. ovata	Hemidiscus karstenii	Denticulopsis dimorpha var. areolata	Nitzschia porteri	Cosmiodiscus insignis	Thalassiosira torokina	Thalassiosira oliverana	Thalassiosira miocenica	Thalassiosira convexa	Nitzschia cylindrus	Thalassiosira praeconvexa	Rouxia naviculoides	Nitzschia marina	Nitzschia reinholdii	Nitzschia praeinterfrigidaria	Nitzschia barronii	Nitzschia weaveri	Nitzschia interfrigidaria	Nitzschia fossilis	Thalassiosira oestrupii	Azpeitia nodulifer	Thalassiosira kolbei	Thalassiosira inura	Rouxia antarctica	Coscinodiscus vulnificus	Coscinodiscus elliptopora	Thalassiosira lentiginosa	Nitzschia kerguelenis	Diatoms (unspecified pennate taxa)	Diatoms (unspecified centric taxa)	Chaetoceros spp. (resting spores)	Actinocyclus actinochilus	Comment

  SR	                 	                 	                  	              	119	 744	B	  1	H	 1	 140.00	      1.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	53721                             	4605                              	512                              	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 2	  40.00	      1.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	13236                             	2800                              	127                              	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 2	  90.00	      2.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	22125                             	3584                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 2	 140.00	      2.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	8891                              	1714                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 3	  40.00	      3.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	5981                              	1259                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 3	  90.00	      3.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	9263                              	2079                              	189                              	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 3	 140.00	      4.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	6042                              	2442                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 4	  40.00	      4.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	6498                              	1413                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 4	  90.00	      5.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	1477                              	482                               	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 5	  40.00	      6.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	8876                              	3061                              	102                              	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 5	  90.00	      6.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	9897                              	2048                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 5	 140.00	      7.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	9600                              	2207                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 6	  40.00	      7.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	8289                              	8049                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 6	  90.00	      8.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	13241                             	5517                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 6	 140.00	      8.9000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	10385                             	3293                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	 7	  40.00	      9.4000	Stockwell	Diatoms                                      	               	                  	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	11164                             	5253                              	0                                	                         	counts as specimens per gram x 10 000. from 119 SR Chapter 30 Appendix pages 605 - 606.

  SR	                 	                 	                  	              	119	 744	B	  1	H	CC	  12.00	      9.7200	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	C                  	                     	                               	                     	                     	                       	                       	                          	                      	                   	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	F                      	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	F                        	F                        	C                    	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  2	H	 3	  50.00	     13.0000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	F                       	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	F                      	                          	                      	                   	                      	                  	                      	F                  	                                  	F                   	                                    	                 	F                    	                      	F                      	                       	                     	                   	                         	                   	                	                    	                             	F                 	                 	F                        	                  	F                      	                  	F                   	F                  	F                	F                       	F                        	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  2	H	CC	  12.00	     18.5600	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	R                  	                     	                               	                     	                     	                       	F                      	                          	F                     	F                  	                      	                  	                      	                   	                                  	                    	                                    	                 	R                    	                      	                       	                       	                     	                   	                         	                   	R               	                    	F                            	F                 	                 	                         	R                 	F                      	F                 	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  3	H	 2	  33.00	     20.8300	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	F                      	                          	                      	F                  	                      	R                 	                      	                   	                                  	                    	                                    	                 	F                    	                      	R                      	                       	                     	                   	                         	                   	                	                    	R                            	R                 	R                	R                        	F                 	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  3	H	CC	  14.00	     21.5200	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	                     	                       	F                      	                          	                      	C                  	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	rR                           	rR                	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 1	  70.00	     22.2000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	                     	R                    	                       	F                      	                          	F                     	F                  	                      	                  	                      	F                  	                                  	                    	                                    	                 	                     	                      	                       	R                      	R                    	C                  	                         	F                  	R               	R                   	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 2	  24.00	     23.2400	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	                        	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	F                  	                     	                               	                     	                     	                       	F                      	                          	F                     	F                  	                      	F                 	                      	                   	                                  	                    	                                    	                 	R                    	                      	                       	F                      	R                    	                   	R                        	F                  	R               	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 2	  37.00	     23.3700	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	F                  	                     	                               	                     	R                    	                       	F                      	                          	F                     	                   	                      	F                 	                      	                   	                                  	                    	                                    	F                	F                    	R                     	R                      	R                      	R                    	R                  	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 2	  90.00	     23.9000	Baldauf  	Diatoms                                      	C              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	F                  	                     	                               	F                    	                     	                       	F                      	                          	R                     	                   	R                     	R                 	                      	                   	F                                 	R                   	F                                   	R                	R                    	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 3	  27.00	     24.7700	Baldauf  	Diatoms                                      	F              	M                 	                   	                	                       	                           	F                       	                       	R                      	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	F                    	                     	                       	F                      	                          	R                     	                   	R                     	                  	                      	                   	F                                 	                    	F                                   	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 3	  59.00	     25.0900	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	R                       	                       	F                      	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	R                  	                     	                               	A                    	                     	                       	F                      	                          	R                     	                   	R                     	                  	                      	                   	A                                 	                    	A                                   	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 4	  60.00	     26.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	F                      	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	C                    	R                    	                       	A                      	                          	F                     	                   	F                     	                  	                      	                   	F                                 	R                   	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 5	  60.00	     28.1000	Baldauf  	Diatoms                                      	A              	M                 	                   	                	                       	                           	F                       	                       	R                      	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	C                    	                     	                       	A                      	                          	                      	F                  	F                     	                  	                      	R                  	F                                 	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	 6	  60.00	     29.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	F                      	                         	                      	                        	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	A                    	                     	                       	A                      	                          	R                     	                   	R                     	F                 	R                     	                   	A                                 	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  4	H	CC	  14.00	     31.5500	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	C                    	R                    	                       	A                      	                          	R                     	F                  	F                     	                  	R                     	                   	R                                 	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  5	H	 1	  60.00	     31.6000	Baldauf  	Diatoms                                      	A              	M                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	C                       	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	A                    	                     	                       	A                      	                          	F                     	R                  	F                     	R                 	R                     	R                  	R                                 	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  5	H	 2	  60.00	     33.1000	Baldauf  	Diatoms                                      	A              	M                 	                   	                	                       	                           	A                       	                       	                       	                         	                      	F                       	                          	                        	                        	                      	                         	                   	                     	                   	                     	                               	C                    	                     	                       	A                      	                          	F                     	                   	R                     	R                 	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  5	H	 3	  60.00	     34.6000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	C                       	                          	                        	                        	                      	                         	                   	                     	R                  	                     	                               	F                    	                     	                       	A                      	                          	R                     	R                  	                      	R                 	R                     	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  5	H	 4	  60.00	     36.1000	Baldauf  	Diatoms                                      	A              	M                 	                   	                	                       	                           	R                       	                       	                       	                         	                      	A                       	                          	                        	                        	                      	                         	                   	                     	A                  	                     	R                              	C                    	R                    	                       	A                      	                          	F                     	F                  	R                     	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  5	H	 5	  60.00	     37.6000	Baldauf  	Diatoms                                      	A              	M                 	                   	                	                       	                           	C                       	                       	                       	                         	                      	C                       	                          	                        	                        	                      	                         	                   	                     	A                  	                     	                               	C                    	                     	                       	A                      	                          	A                     	F                  	                      	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

  SR	                 	                 	                  	              	119	 744	B	  5	H	 6	  60.00	     39.1000	Baldauf  	Diatoms                                      	A              	G                 	                   	                	                       	                           	F                       	                       	                       	                         	                      	C                       	                          	                        	                        	                      	                         	R                  	                     	A                  	                     	                               	F                    	                     	                       	A                      	                          	A                     	F                  	F                     	                  	                      	                   	                                  	                    	                                    	                 	                     	                      	                       	                       	                     	                   	                         	                   	                	                    	                             	                  	                 	                         	                  	                       	                  	                    	                   	                 	                        	                         	                         	                     	                                  	                                  	                                 	                         	from 119 SR Chapter 29 Table 8 pages 570 - 572.

