Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Transversopontis pulcher	Sphenolithus orphanknollensis	Reticulofenestra sp. (small)	Neococcolithes dubius	Helicosphaera seminulum	Discolithina distincta	Discoaster sp.	Discoaster lodoensis	Discoaster binodosus	Discoaster barbadiensis	Cyclococcolithus formosus	Coccolithus pelagicus	Chiasmolithus solitus	Blackites tenuis	Zygrhablithus bijugatus	Sphenolithus moriformis	Reticulofenestra aff. umbilica	Helicosphaera lophota	Chiphragmalithus cristatus	Discoaster sp. cf. D. binodosus	Discoaster sp cf. D. IX/XI	Coccolithus eopelagicus	Chiasmolithus consuetus	Discoaster distinctus	Chiasmolithus grandis	Campylosphaera dela	Sphenolithus radians	Cyclococcolithus gammation	Koczyia fimbriata	Transversopontis pulcheroides	Transversopontis panarium	Cruciplacolithus staurion	Campylosphaera sp. cf. C. dela	Discolithina plana	Discoaster kuepperi	Ellipsolithus macellus	Discoaster IX/XI	Discoaster sp. cf. D. distinctus	Markalius inversus	Discoaster septemradiatus	Discoaster elegans	Discoaster wemmelensis	Discoaster sp. cf. D. wemmelensis	Discoasteroides sp. cf. D. kuepperi	Discoaster sublodoensis	Transversopontis duocavus	Sphenolithus sp. cf. S. radians	Reticulofenestra umbilica	Micrantholithus sp.	Discoaster VI	Cyclicargolithus floridanus	Chiasmolithus altus	Braarudosphaera bigelowii	Discoaster saipanensis	Dictyococcites dictyodus	Cribrocentrum reticulatum	Discoaster sp. cf. D. germanicus	Dictyococcites sp. cf. D. dictyodus	Cyclococcolithus luminis	Discoaster germanicus	Discoaster sp. cf. D. barbadiensis	Discoaster cf. saipanensis	Sphenolithus furcatolithoides	Coronocyclus nitescens	Triquetrorhabdulus carinatus	Discoaster deflandrei	Cyclicargolithus abisectus	Coccolithus miopelagicus	Sphenolithus dissimilis	Helicosphaera euphratis	Discoaster VI sec. calc.	Discolithina multipora	Reticulofenestra cf. pseudoumbilica	Sphenolithus abies	Reticulofenestra pseudoumbilicus	Helicosphaera carteri	Discoaster exilis	Cyclococcolithus rotula	Discoaster variabilis	Cyclococcolithus macintyrei	Cyclococcolithus leptoporus	Discoaster sp. cf. D. exilis	Discoaster brouweri	Comment

  SR	Middle Miocene   	                 	NN6               	              	112	 688	E	 15	R	CC	  13.00	    482.1200	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	R                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	F                       	                       	                       	R                       	                      	                                   	R                 	C                               	F                    	                 	                       	R                    	                           	R                          	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Middle Miocene   	                 	NN6               	              	112	 688	E	 16	R	CC	   6.00	    489.8900	Martini  	Nannofossils                                 	               	P                 	                        	                             	R                           	                     	                       	                      	              	                    	                    	                       	                         	                     	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	R                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	R                       	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	R                           	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Middle Miocene   	                 	NN6               	              	112	 688	E	 17	R	CC	   0.00	    498.0000	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	C                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	R                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	F                       	                       	                       	                        	R                     	                                   	R                 	C                               	R                    	R                	R                      	                     	R                          	                           	                            	                   	uncertain zonal assignment; from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Middle Miocene   	                 	NN6               	              	112	 688	E	 18	R	CC	   0.00	    507.5000	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	F                       	                       	                       	F                       	                      	                                   	R                 	C                               	R                    	F                	                       	                     	R                          	R                          	                            	                   	uncertain zonal assignment; from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Middle Miocene   	                 	NN6               	              	112	 688	E	 20	R	 1	  20.00	    526.7000	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	R                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	F                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	R                         	R                       	                       	                       	R                       	                      	                                   	                  	F                               	                     	                 	                       	R                    	                           	                           	                            	                   	uncertain zonal assignment; from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Middle Miocene   	                 	NN6               	              	112	 688	E	 21	R	CC	   0.00	    536.0000	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	F                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	R                         	F                       	                       	                       	                        	                      	                                   	F                 	C                               	R                    	R                	R                      	                     	                           	                           	                            	                   	uncertain zonal assignment; from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Early Miocene    	                 	NN2               	NN1           	112	 688	E	 22	R	 1	   2.00	    545.5200	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	F                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	C                    	R                         	F                       	                       	                       	R                       	                      	R                                  	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Early Miocene    	                 	NN2               	NN1           	112	 688	E	 22	R	CC	  11.00	    545.8800	Martini  	Nannofossils                                 	               	P/M               	                        	                             	F                           	                     	                       	                      	              	                    	                    	                       	                         	R                    	                     	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	F                    	                          	R                       	                       	                       	R                       	R                     	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Early Miocene    	                 	NN2               	NN1           	112	 688	E	 23	R	 2	 130.00	    557.8000	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	R                      	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	C                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	F                    	R                         	R                       	R                      	                       	F                       	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Early Miocene    	                 	NN2               	NN1           	112	 688	E	 23	R	CC	  13.00	    559.5900	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	R                      	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	C                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	R                           	F                    	F                         	F                       	R                      	                       	F                       	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Early Miocene    	                 	NN2               	NN1           	112	 688	E	 24	R	 2	   2.00	    566.0200	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	F                      	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	C                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	F                    	F                         	R                       	R                      	R                      	R                       	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Early Miocene    	                 	NN2               	NN1           	112	 688	E	 25	R	CC	   7.00	    576.7900	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	                     	                	                       	R                      	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	C                          	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	R                           	F                    	R                         	R                       	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 235

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 27	R	 1	 120.00	    594.2000	Martini  	Nannofossils                                 	               	M                 	R                       	                             	F                           	R                    	R                      	                      	R             	                    	R                   	                       	C                        	C                    	F                    	                	R                      	R                      	                              	                     	                          	                               	                          	                       	                       	R                    	                     	                   	R                   	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	R                  	                         	R                     	                        	R                        	                                	                                   	                        	                     	                                  	                          	R                            	R                     	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	reworking Cretaceous; from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 27	R	 2	  16.00	    594.6600	Martini  	Nannofossils                                 	               	P                 	                        	                             	F                           	                     	                       	                      	              	                    	                    	                       	R                        	C                    	R                    	R               	                       	R                      	                              	F                    	                          	                               	                          	                       	                       	R                    	R                    	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	R                  	                         	                      	                        	R                        	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	reworking Cretaceous; from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 30	R	CC	  12.00	    623.3700	Martini  	Nannofossils                                 	               	P                 	                        	                             	R                           	                     	                       	                      	              	                    	                    	                       	                         	R                    	R                    	                	                       	                       	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	R                  	                         	                      	                        	                         	                                	                                   	R                       	                     	R                                 	R                         	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 31	R	CC	   6.00	    631.0600	Martini  	Nannofossils                                 	               	P                 	                        	                             	F                           	                     	                       	                      	              	                    	                    	                       	                         	R                    	                     	                	                       	                       	                              	                     	                          	                               	                          	R                      	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	                   	                         	R                     	                        	R                        	                                	                                   	                        	R                    	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 34	R	 2	  11.00	    661.1100	Martini  	Nannofossils                                 	               	P                 	                        	                             	F                           	                     	R                      	                      	              	                    	                    	                       	R                        	F                    	R                    	                	R                      	                       	                              	                     	                          	                               	                          	R                      	                       	R                    	R                    	                   	                    	                          	                 	R                            	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	                   	                         	                      	                        	                         	R                               	R                                  	R                       	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 34	R	CC	  17.00	    662.0600	Martini  	Nannofossils                                 	               	P                 	                        	                             	F                           	                     	                       	                      	              	                    	                    	                       	R                        	F                    	                     	                	                       	R                      	                              	                     	                          	                               	                          	R                      	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	R                               	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	                   	                         	                      	F                       	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 35	R	 1	  30.00	    669.3000	Martini  	Nannofossils                                 	               	P/M               	                        	                             	C                           	                     	                       	                      	              	                    	                    	R                      	R                        	R                    	                     	                	                       	                       	                              	R                    	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	F                        	                   	             	F                          	                   	                         	F                     	F                       	R                        	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 35	R	CC	   8.00	    670.6300	Martini  	Nannofossils                                 	               	P                 	                        	                             	F                           	                     	                       	                      	R             	                    	                    	                       	R                        	R                    	                     	                	                       	R                      	                              	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	R                        	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP16              	              	112	 688	E	 36	R	 1	  60.00	    679.1000	Martini  	Nannofossils                                 	               	P/M               	R                       	                             	C                           	R                    	F                      	R                     	R             	                    	                    	R                      	C                        	C                    	F                    	                	                       	F                      	                              	F                    	                          	                               	                          	R                      	                       	R                    	                     	R                  	                    	                          	                 	                             	                         	R                        	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	                       	R                        	R                              	C                        	R                  	F            	R                          	R                  	R                        	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Middle Eocene    	                 	NP14              	              	112	 688	E	 36	R	 2	  18.00	    680.1800	Martini  	Nannofossils                                 	               	P                 	                        	R                            	R                           	                     	                       	                      	              	                    	                    	                       	                         	F                    	R                    	R               	R                      	                       	R                             	                     	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	                 	R                            	                         	                         	                              	                  	                   	                      	                	                                	                  	                         	                  	                      	                                 	                                   	R                      	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 36	R	 2	 140.00	    681.4000	Martini  	Nannofossils                                 	               	P                 	                        	F                            	C                           	                     	F                      	R                     	R             	F                   	                    	R                      	F                        	C                    	F                    	R               	                       	R                      	R                             	R                    	                          	                               	                          	                       	                       	                     	                     	                   	                    	                          	R                	R                            	R                        	                         	                              	                  	                   	R                     	                	                                	                  	                         	                  	                      	                                 	R                                  	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 36	R	 3	  70.00	    682.2000	Martini  	Nannofossils                                 	               	P                 	R                       	R                            	C                           	                     	                       	                      	              	R                   	                    	                       	F                        	C                    	C                    	                	                       	R                      	R                             	R                    	                          	                               	                          	R                      	                       	R                    	                     	                   	                    	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	                  	F                        	                  	                      	R                                	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 36	R	 4	  57.00	    683.5700	Martini  	Nannofossils                                 	               	P                 	                        	                             	                            	R                    	R                      	R                     	R             	                    	R                   	R                      	C                        	C                    	C                    	                	                       	R                      	R                             	F                    	                          	                               	                          	R                      	                       	                     	                     	                   	                    	                          	                 	                             	R                        	                         	                              	                  	                   	                      	                	                                	                  	R                        	                  	R                     	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 36	R	CC	  15.00	    683.7600	Martini  	Nannofossils                                 	               	P                 	                        	R                            	C                           	                     	R                      	                      	              	R                   	                    	R                      	F                        	C                    	R                    	                	                       	                       	                              	R                    	                          	                               	                          	R                      	                       	                     	                     	                   	R                   	                          	                 	                             	                         	                         	                              	                  	                   	                      	                	                                	R                 	R                        	R                 	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 37	R	 2	  70.00	    690.2000	Martini  	Nannofossils                                 	               	P                 	                        	R                            	C                           	                     	F                      	R                     	R             	R                   	                    	                       	C                        	C                    	F                    	R               	R                      	R                      	R                             	R                    	                          	                               	                          	R                      	                       	                     	                     	R                  	                    	                          	                 	                             	                         	                         	                              	R                 	R                  	                      	                	R                               	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

  SR	Early Eocene     	                 	NP13              	              	112	 688	E	 37	R	CC	   8.00	    691.2900	Martini  	Nannofossils                                 	               	P/M               	R                       	R                            	C                           	R                    	F                      	                      	R             	F                   	                    	R                      	C                        	C                    	F                    	                	                       	R                      	R                             	R                    	                          	                               	                          	R                      	                       	R                    	                     	R                  	                    	                          	R                	                             	                         	                         	                              	                  	R                  	R                     	F               	                                	                  	                         	                  	                      	                                 	                                   	                       	                         	                               	                         	                   	             	                           	                   	                         	                      	                        	                         	                                	                                   	                        	                     	                                  	                          	                             	                      	                            	                     	                          	                        	                       	                       	                        	                      	                                   	                  	                                	                     	                 	                       	                     	                           	                           	                            	                   	from ODP Leg 112 SR Chapter 14 Table 12 p 236

