Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Dentoglobigerina spp.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinella spp.,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) praemargaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Mutabella mirabilis,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina praeatlantica,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri (S),Paragloborotalia mayeri (D),Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa (S),Paragloborotalia pseudocontinuosa (D),Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera (S),Paragloborotalia semivera (D),Paragloborotalia semivera,Paragloborotalia siakensis,Paragloborotalia siakensis (S),Paragloborotalia siakensis (D),Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella munda,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1338A-5H-2-W 117/118-FORAM72,321,U1338,A,5,5-2,H,2,W,117/118-FORAM72,0,0,33.87,33.87,VG [320_PF],97,PL5,Dominant coiling direction of Pulleniatina is dextral,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,P [320_PFs],F [320_PFs],,,P [320_PFs],,,A [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,F [320_PFs],,,,,,,R [320_PFs],A [320_PFs],,,,,,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,F [320_PFs],,,A [320_PFs],,,,,,,,,,,,
321-U1338A-5H-CC-PAL,321,U1338,A,5,5-CC,H,CC,PAL,,0,0,41.25,41.25,P [320_PF],21,PL3,"surface dissolution, fragmentation: dominant coiling direction of Pulleniatina is dextral",,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,R [320_PFs],,P [320_PFs],,,,P [320_PFs],,,R [320_PFs],,A [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,F [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,R [320_PFs],,,,,P [320_PFs],,R [320_PFs],D [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,R [320_PFs],,,R [320_PFs],,,,,,,,,
321-U1338A-6H-3-W 118/120-FORAMP1,321,U1338,A,6,6-3,H,3,W,118/120-FORAMP1,0,0,44.88,44.88,P [320_PF],41,PL3,Infilled: Dominant coiling direction of Pulleniatina is dextral,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],,,F [320_PFs],,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,A [320_PFs],,R [320_PFs],,,,,,,,,,R [320_PFs],,,,,,,R [320_PFs],D [320_PFs],,,,,,,,,,,,,P [320_PFs],,,R [320_PFs],,,,R [320_PFs],P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,,R [320_PFs],,,R [320_PFs],,,,,,,,,
321-U1338A-6H-5-W 118/120-FORAMP4,321,U1338,A,6,6-5,H,5,W,118/120-FORAMP4,0,0,47.88,47.88,M [320_PF],40,PL3,Dominant coiling direction of Pulleniatina is dextral,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,R [320_PFs],,,,,F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,A [320_PFs],,,,,,,F [320_PFs],A [320_PFs],,,,,P [320_PFs],,,,,,,,R [320_PFs],,,,F [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,F [320_PFs],R [320_PFs],,R [320_PFs],,,F [320_PFs],,,,,,,,,
321-U1338A-6H-CC-PAL,321,U1338,A,6,6-CC,H,CC,PAL,,0,0,50.7,50.7,M [320_PF],23,PL2,fragmentation: dominant coiling direction of Pulleniatina is sinistral,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],,,,F [320_PFs],,,R [320_PFs],,R [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],,,,A [320_PFs],R [320_PFs],,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,R [320_PFs],A [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,P [320_PFs],A [320_PFs],,,,,,,,,
321-U1338A-7H-2-W 52/54-FORAM96,321,U1338,A,7,7-2,H,2,W,52/54-FORAM96,0,0,52.22,52.22,M [320_PF],67,PL2,Infilled: Dominant coiling direction of Pulleniatina is sinistral,,,,,,,,,,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,,,,F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],R [320_PFs],,,F [320_PFs],P [320_PFs],,,,,,,,,,,F [320_PFs],,,,,,,R [320_PFs],D [320_PFs],,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,F [320_PFs],,P [320_PFs],,,R [320_PFs],,,,,,,,,
321-U1338A-7H-4-W 58/60-FORAM99,321,U1338,A,7,7-4,H,4,W,58/60-FORAM99,0,0,55.28,55.28,G [320_PF],33,PL1,,,,,,,,,,,,,F [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,F [320_PFs],,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,R [320_PFs],,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,R [320_PFs],R [320_PFs],,,F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,R [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],P [320_PFs],,,P [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],A [320_PFs],R [320_PFs],R [320_PFs],,R [320_PFs],R [320_PFs],,,,,,,,,
321-U1338A-7H-CC-PAL,321,U1338,A,7,7-CC,H,CC,PAL,,0,0,60.14,60.14,G [320_PF],57,PL1,diatom rich,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,R [320_PFs],,P [320_PFs],,,,R [320_PFs],,,,,F [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,F [320_PFs],,,,,R [320_PFs],,R [320_PFs],A [320_PFs],,P [320_PFs],,,,,R [320_PFs],,,,,,R [320_PFs],,,,,,,,P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,A [320_PFs],,,,,,,,,
321-U1338A-8H-2-W 43/45-FORAM83,321,U1338,A,8,8-2,H,2,W,43/45-FORAM83,0,0,61.63,61.63,M [320_PF],65,PL1,slightly infilled,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,,,R [320_PFs],,F [320_PFs],,F [320_PFs],,F [320_PFs],,,F [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,F [320_PFs],,R [320_PFs],A [320_PFs],,R [320_PFs],,P [320_PFs],P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,P [320_PFs],,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,R [320_PFs],,,R [320_PFs],,,,,,,,,
321-U1338A-8H-5-W 106/108-FORAM87,321,U1338,A,8,8-5,H,5,W,106/108-FORAM87,0,0,66.76,66.76,M [320_PF],53,PL1,slightly infilled,,,,,,,,,,,,F [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],,,,,F [320_PFs],,R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,P [320_PFs],D [320_PFs],,,,R [320_PFs],,,P [320_PFs],,,,,,P [320_PFs],P [320_PFs],,,P [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,F [320_PFs],,,,,,,,,
321-U1338A-8H-CC-PAL,321,U1338,A,8,8-CC,H,CC,PAL,,0,0,69.65,69.65,G [320_PF],76,PL1,,,,,P [320_PFs],,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,R [320_PFs],,P [320_PFs],,,,F [320_PFs],,,,,A [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,F [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,F [320_PFs],A [320_PFs],,R [320_PFs],,,,,,,,,,,R [320_PFs],,,,P [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],P [320_PFs],,,P [320_PFs],A [320_PFs],,,,,,,,,
321-U1338A-9H-3-W 24/26-FORAM,321,U1338,A,9,9-3,H,3,W,24/26-FORAM,0,0,72.44,72.44,G [320_PF],46,PL1,,,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],,R [320_PFs],,F [320_PFs],P [320_PFs],,A [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,F [320_PFs],,R [320_PFs],F [320_PFs],,,,,P [320_PFs],,P [320_PFs],,,,,,R [320_PFs],,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],A [320_PFs],,,,,,,,,
