Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Dentoglobigerina spp.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinella spp.,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) praemargaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Mutabella mirabilis,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina praeatlantica,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri (S),Paragloborotalia mayeri (D),Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa (S),Paragloborotalia pseudocontinuosa (D),Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera (S),Paragloborotalia semivera (D),Paragloborotalia semivera,Paragloborotalia siakensis,Paragloborotalia siakensis (S),Paragloborotalia siakensis (D),Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella munda,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1338A-19H-2-W 70/72-FORAM82,321,U1338,A,19,19-2,H,2,W,70/72-FORAM82,0,0,166.4,166.4,P [320_PF],8,M13b,infilled,,,,,,,,,,,,R [320_PFs],,,,,,,,P [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],,R [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,F [320_PFs],,,A [320_PFs],,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,P [320_PFs],,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-19H-2-W 70/72-FORAM85,321,U1338,A,19,19-2,H,2,W,70/72-FORAM85,0,0,166.4,166.4,P [320_PF],2,M13b,infilled,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,F [320_PFs],,A [320_PFs],,,A [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-19H-CC-PAL,321,U1338,A,19,19-CC,H,CC,PAL,,0,0,173.79,173.79,M [320_PF],56,M13b,surface dissolution,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,F [320_PFs],,R [320_PFs],,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-20H-2-W 56/58-FORAM82,321,U1338,A,20,20-2,H,2,W,56/58-FORAM82,0,0,175.76,175.76,M [320_PF],11,M13b,infilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,,,,,,,,R [320_PFs],,F [320_PFs],,A [320_PFs],R [320_PFs],,,,R [320_PFs],,,,P [320_PFs],,D [320_PFs],,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],P [320_PFs],,,,,,R [320_PFs],,,P [320_PFs],,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,,R [320_PFs],,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-20H-5-W 56/58-FORAM83,321,U1338,A,20,20-5,H,5,W,56/58-FORAM83,0,0,180.26,180.26,M [320_PF],12,M13b,dissolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-20H-CC-PAL,321,U1338,A,20,20-CC,H,CC,PAL,,0,0,183.71,183.71,P [320_PF],16,M13b,dissolution,,,,,,,,,,,,R [320_PFs],R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,F [320_PFs],,A [320_PFs],,,R [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-21H-2-W 39/41-FORAM29,321,U1338,A,21,21-2,H,2,W,39/41-FORAM29,0,0,185.09,185.09,M [320_PF],4,M13b,infilled,,,,,,,,P [320_PFs],,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,F [320_PFs],,,R [320_PFs],,R [320_PFs],,,,R [320_PFs],,A [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,A [320_PFs],,,R [320_PFs],,,,,,,,,,,,,A [320_PFs],F [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-21H-5-W 50/52-FORAM32,321,U1338,A,21,21-5,H,5,W,50/52-FORAM32,0,0,189.7,189.7,M [320_PF],3,M13a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-21H-CC-PAL,321,U1338,A,21,21-CC,H,CC,PAL,,0,0,192.95,192.95,M [320_PF],21,M13a,surface dissolution,,,,,,,,,,,,R [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,F [320_PFs],,,,,,,R [320_PFs],,,R [320_PFs],,,,,,,,,,,,,F [320_PFs],,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-22H-2-W 51/53-FORAM29,321,U1338,A,22,22-2,H,2,W,51/53-FORAM29,0,0,194.71,194.71,G [320_PF],14,M13a,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,F [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,A [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-22H-5-W 41/43-FORAM32,321,U1338,A,22,22-5,H,5,W,41/43-FORAM32,0,0,199.11,199.11,P [320_PF],0,M13a,dissolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-22H-CC-PAL,321,U1338,A,22,22-CC,H,CC,PAL,,0,0,202.58,202.58,B [320_PF],0,-,Thick-walled BF only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-23H-2-W 14/16-FORAM89,321,U1338,A,23,23-2,H,2,W,14/16-FORAM89,0,0,203.84,203.84,B [320_PF],0,-,Thick-walled BF only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-23H-5-W 117/119-FORAM92,321,U1338,A,23,23-5,H,5,W,117/119-FORAM92,0,0,209.37,209.37,P [320_PF],1,M13a,dissolution,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-23H-CC-PAL,321,U1338,A,23,23-CC,H,CC,PAL,,0,0,212.16,212.16,B [320_PF],0,-,Diatom ooze with radiolarians. Barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-24H-2-W 50/52-FORAM42,321,U1338,A,24,24-2,H,2,W,50/52-FORAM42,0,0,213.7,213.7,M [320_PF],0,M13a,"colored, dissolved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,P [320_PFs],,,,,,,P [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-24H-5-W 143/145-FORAM43,321,U1338,A,24,24-5,H,5,W,143/145-FORAM43,0,0,219.13,219.13,P [320_PF],3,M13a,dissolution,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-24H-CC-PAL,321,U1338,A,24,24-CC,H,CC,PAL,,0,0,221.64,221.64,P [320_PF],0,-,dissolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-25H-3-W 9/11-FORAM91,321,U1338,A,25,25-3,H,3,W,9/11-FORAM91,0,0,224.31,224.31,M [320_PF],7,M13a,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,
321-U1338A-25H-6-W 5/7-FORAM92,321,U1338,A,25,25-6,H,6,W,5/7-FORAM92,0,0,228.79,228.79,M [320_PF],26,M11,surface dissolution,,,,,,,,,,,,R [320_PFs],,A [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,,,D [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,P [320_PFs],,P [320_PFs],,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,A [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-25H-CC-PAL,321,U1338,A,25,25-CC,H,CC,PAL,,0,0,231.12,231.12,G [320_PF],4,M11,Diverse,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,F [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,A [320_PFs],,,,,A [320_PFs],,,,P [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,,,,,,,P [320_PFs],F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,
321-U1338A-26H-2-W 50/52-FORAM32,321,U1338,A,26,26-2,H,2,W,50/52-FORAM32,0,0,232.7,232.7,G [320_PF],15,M11,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,R [320_PFs],,,,,,,,F [320_PFs],,,,,,,,,,,,,,A [320_PFs],,R [320_PFs],,F [320_PFs],,,A [320_PFs],,A [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,R [320_PFs],,,,,,,,,,,R [320_PFs],R [320_PFs],F [320_PFs],F [320_PFs],,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,
321-U1338A-26H-6-W 130/132-FORAM39,321,U1338,A,26,26-6,H,6,W,130/132-FORAM39,0,0,239.5,239.5,M [320_PF],13,M11,slightly infilled,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-26H-CC-PAL,321,U1338,A,26,26-CC,H,CC,PAL,,0,0,240.64,240.64,P [320_PF],0,M11,Infilled and encrusted,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-27X-2-W 15/17-FORAM53,321,U1338,A,27,27-2,X,2,W,15/17-FORAM53,0,0,241.85,241.85,M [320_PF],13,M11,fragmentation,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,P [320_PFs],,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,
321-U1338A-27X-4-W 6/8-FORAM58,321,U1338,A,27,27-4,X,4,W,6/8-FORAM58,0,0,244.76,244.76,M [320_PF],38,M11,slightly broken,,,,,,,,,,,,F [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-27X-CC-PAL,321,U1338,A,27,27-CC,X,CC,PAL,,0,0,247.6,247.6,M [320_PF],78,M11,Infilled,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,P [320_PFs],,,,,,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,,,,A [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,A [320_PFs],,,,,,,,,
321-U1338A-28X-CC-PAL,321,U1338,A,28,28-CC,X,CC,PAL,,0,0,249.8,249.8,- [320_PF],-,-,Too small sample to be examined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-29X-2-W 136/138-FORAM76,321,U1338,A,29,29-2,X,2,W,136/138-FORAM76,0,0,262.26,262.26,M-G [320_PF],82,M10-M11,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,R [320_PFs],,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,,,,R [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,,A [320_PFs],,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-29X-4-W 32/34-FORAM79,321,U1338,A,29,29-4,X,4,W,32/34-FORAM79,0,0,264.22,264.22,M [320_PF],72,N12-M10,Infilled and encrused,,,,,,,,,,R [320_PFs],,R [320_PFs],F [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,R [320_PFs],,F [320_PFs],,R [320_PFs],,,,,,,,,,,R [320_PFs],,,,,,,,,R [320_PFs],,A [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,A [320_PFs],R [320_PFs],,,,,,,,
321-U1338A-29X-CC-PAL,321,U1338,A,29,29-CC,X,CC,PAL,,0,0,268.33,268.33,G [320_PF],64,M10-M11,,,,,,,,,,,,,A [320_PFs],R [320_PFs],F [320_PFs],,,,,,R [320_PFs],,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,D [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,P [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,,,,,,,,,P [320_PFs],R [320_PFs],,P [320_PFs],,P [320_PFs],P [320_PFs],,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,
321-U1338A-30X-CC-PAL,321,U1338,A,30,30-CC,X,CC,PAL,,0,0,269,269,- [320_PF],-,-,Too small sample to be examined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-31X-CC-PAL,321,U1338,A,31,31-CC,X,CC,PAL,,0,0,278.5,278.5,M [320_PF],70,N12,fragmentation,,,,,,,,,,,,A [320_PFs],,P [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,R [320_PFs],,D [320_PFs],P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,
321-U1338A-32X-2-W 65/67-FORAM87,321,U1338,A,32,32-2,X,2,W,65/67-FORAM87,0,0,290.25,290.25,M [320_PF],8,N12,Fragmentation and some infilling,,,,,,,,,,,,,,,R [320_PFs],,,,,P [320_PFs],,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,R [320_PFs],,R [320_PFs],F [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,A [320_PFs],,,,,R [320_PFs],,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,F [320_PFs],R [320_PFs],,R [320_PFs],,,,,,
