Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globobulimina sp.,Epistominella bradyana,Cassidulina tumida,Cassidulina auka,Buliminella curta,Bulimina marginata,Bulimina denudata,Bolivinellina seminuda,Bolivina salvadorensis,Bolivina costata,Comment
  SR,                 ,                 ,                  ,              ,112, 681,B,  2,H, 3, 120.00,     10.1000,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,60                    ,0                     ,167             ,PlForams count=11; Total BenForams=373; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  2,H, 5,  69.00,     12.5900,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,113                   ,0                     ,61              ,PlForams count=0; Total BenForams=175; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  2,H, 7,  28.00,     15.1800,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,2                ,134                   ,0                     ,82              ,PlForams count=0; Total BenForams=259; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  3,H, 2,  23.00,     17.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,55                    ,0                     ,405             ,PlForams count=24; Total BenForams=517; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  3,H, 2,  73.00,     17.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,20               ,29                    ,0                     ,109             ,PlForams count=9; Total BenForams=179; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  3,H, 3,  73.00,     19.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,23                    ,0                     ,398             ,PlForams count=13; Total BenForams=581; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  3,H, 4, 123.00,     21.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,165                   ,0                     ,42              ,PlForams count=0; Total BenForams=211; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  3,H, 6,  73.00,     23.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,3                 ,1               ,0                ,0                 ,0                ,125                   ,1                     ,158             ,PlForams count=49; Total BenForams=373; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 1,  73.00,     25.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,107                   ,0                     ,158             ,PlForams count=14; Total BenForams=308; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 2, 123.00,     27.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,1                ,0                 ,0                ,76                    ,0                     ,104             ,PlForams count=27; Total BenForams=282; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 3,  73.00,     28.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,4                     ,0                 ,2               ,0                ,0                 ,0                ,100                   ,0                     ,96              ,PlForams count=21; Total BenForams=273; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 4,  23.00,     29.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,1                     ,0                 ,0               ,0                ,0                 ,1                ,129                   ,0                     ,83              ,PlForams count=0; Total BenForams=215; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 5,  23.00,     31.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,1                 ,2               ,0                ,0                 ,1                ,222                   ,0                     ,96              ,PlForams count=45; Total BenForams=400; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 5, 123.00,     32.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,0                 ,0               ,0                ,0                 ,0                ,89                    ,0                     ,93              ,PlForams count=20; Total BenForams=230; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  4,H, 7,  23.00,     34.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,0                     ,1                 ,1               ,0                ,0                 ,0                ,166                   ,0                     ,118             ,PlForams count=41; Total BenForams=330; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  5,H, 2,  73.00,     36.6300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,2                ,0                     ,11                ,0               ,0                ,24                ,0                ,132                   ,0                     ,51              ,PlForams count=2; Total BenForams=226; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,112, 681,B,  5,H, 4, 123.00,     40.1300,Diester-Haass,Benthic Foraminifers                         ,               ,                  ,0                ,161                   ,94                ,0               ,0                ,0                 ,0                ,274                   ,5                     ,7               ,PlForams count=66; Total BenForams=556; from ODP Leg 112 Ch22 Appx E p.390
,,,,,,,,,,,,,,,,,,,,,,,,,,,
