Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Watznaueria barnesae	Vekshinella sp. cf. V. parma	Tranolithus phacelosus	Stradneria crenulata	Repagalum parvidentatum	Reinhardtites levis	Reinhardtites anthophorus	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera cretacea	Placozygus sigmoides	Placozygus fibuliformis	Neocrepidolithus watkinsii	Micula decussata	Lucianorhabdus cayeuxii	Lithraphidites carniolensis	Kamptnerius magnificus	Glaukolithus compactus	Gartnerago obliquum	Eiffellithus turriseiffelii	Cribrosphaerella ehrenbergii	Cretarhabdus sp. cf. C. conicus	Coccolith species B	Chiastozygus litterarius	Chiastozygus garrisonii	Biscutum coronum	Biscutum constans	Aspidolithus parcus parcus	Aspidolithus parcus expansus	Arkhangelskiella specillata	Ahmuellerella octoradiata	Vekshinella stradnerii	Vekshinella dibrachiata	Broinsonia dentata	Lucianorhabdus arcuatus	Octolithus multiplus	Prediscosphaera arkhangelskyi	Manivitella pemmatoidea	Acuturris scotus	Sollasites lowei	Rucinolithus sp. A	Cyclagelosphaera margerelii	Calculites obscurus	Monomarginatus spp.	Monomarginatus pectinatus	Micula concava	Bidiscus rotatorius	Quadrum trifidum	Prediscosphaera stoveri	Monomarginatus quaternarius	Misceomarginatus pleniporus	Cretarhabdus conicus	Biscutum magnum	Biscutum dissimilis	Nephrolithus corystus	Lapideacassis tricornus	Biscutum notaculum	Markalius inversus	Arkhangelskiella cymbiformis	Cribrosphaerella daniae	Rhagodiscus angustus	Rhombolithion rhombicum	Zeugrhabdotus elegans	Vekshinella angusta	Seribiscutum primitivum	Quadrum gartneri	Eprolithus floralis	Eiffellithus eximius	Cretarhabdus loriei	Vekshinella parma	Biantholithus sparsus	Cruciplacolithus tenuis	Thoracosphaera spp.	Scampanella sp.	Chiasmolithus danicus	Hornibrookina teuriensis	Ericsonia subpertusa	Sphenolithus primus	Helicosphaera spp.	Fasciculithus tympaniformis	Chiasmolithus bidens	Cruciplacolithus edwardsii	Toweius eminens	Neochiastozygus cearae	Discoaster multiradiatus	Chiasmolithus consuetus	Zygrhablithus bijugatus	Tribrachiatus orthostylus	Toweius pertusus	Toweius callosus	Sphenolithus radians	Pontosphaera fimbriata	Neococcolithes dubius	Neochiastozygus junctus	Ellipsolithus macellus	Discoaster kuepperi	Chiphragmalithus sp.	Chiasmolithus solitus	Chiasmolithus eograndis	Toweius lovae	Neochiastozygus distentus	Lophodolithus nascens	Hornibrookina australis	Discoaster elegans	Coccolithus pelagicus	Chiasmolithus grandis	Prinsius martinii	Neochiastozygus saepes	Prinsius bisulcus	Ericsonia formosa	Ellipsolithus distichus	Discoaster falcatus	Discoaster diastypus	Discoaster mohleri	Cruciplacolithus primus	Discoaster barbadiensis	Chiasmolithus expansus	Toweius magnicrassus	Reticulofenestra dictyoda	Discoaster lodoensis	Cyclococcolithus luminis	Coccolithus crassus	Ellipsolithus cf. lajollaensis	Discoaster cruciformis	Discoaster binodosus	Discoaster robustus	Discoaster distinctus	Discoaster saipanensis	Reticulofenestra hampdenensis	Reticulofenestra floridana	Reticulofenestra bisecta	Chiasmolithus altus	Sphenolithus moriformis	Helicosphaera sp. cf. H. euphratis	Reticulofenestra daviesii	Cyclicargolithus floridanus	Cyclicargolithus abisectus	Reticulofenestra hillae	Reticulofenestra samodurovii	Reticulofenestra hesslandii	Reticulofenestra umbilica	Triquetrorhabdulus carinatus	Discoaster sp.	Bicolumnus ovatus	Helicosphaera sp.	Sphenolithus conicus	Pontosphaera sp.	Coccolithus pelagicus floralis	Reticulofenestra pseudoumbilica	Reticulofenestra gelida	Calcidiscus leptoporus	Calcidiscus macintyrei	Reticulofenestra perplexa	Reticulofenestra cf. producta	Gephyrocapsa sp. (small)	Pseudoemiliania lacunosa	Gephyrocapsa oceanica	Emiliania huxleyi	Helicosphaera carteri	Comment

  SR	Miocene          	                 	CN1               	CN3           	120	 747	A	 14	H	 4	  58.00	    128.0800	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	V                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	                        	                   	                       	                                  	C                        	V                          	A                         	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513

  SR	Late Oligocene   	                 	NP23              	NP25          	120	 747	A	 14	H	 4	  70.00	    128.2000	Aubry    	Nannofossils                                 	A              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	R                      	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	C                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	R                            	C                         	                        	                   	                       	                                  	                         	                           	                          	R                      	R                           	                           	R                        	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 26 Table 1 p 474-475

  SR	Late Oligocene   	                 	R. bisecta        	              	120	 747	A	 14	H	 5	  10.00	    129.1000	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	A                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	C                       	r                  	F                      	                                  	F                        	V                          	A                         	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513

  SR	Late Oligocene   	                 	NP23              	NP25          	120	 747	A	 14	H	 5	  70.00	    129.7000	Aubry    	Nannofossils                                 	A              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	C                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	F                            	A                         	F                       	R                  	F                      	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 26 Table 1 p 474-475

  SR	Late Oligocene   	                 	R. bisecta        	              	120	 747	A	 14	H	 6	  10.00	    130.6000	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	V                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	C                       	                   	F                      	                                  	F                        	V                          	C                         	                       	                            	                           	                         	                            	F             	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513

  SR	Late Oligocene   	                 	NP23              	NP25          	120	 747	A	 14	H	 6	  70.00	    131.2000	Aubry    	Nannofossils                                 	A              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	C                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	F                            	A                         	F                       	                   	F                      	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 26 Table 1 p 474-475

  SR	Late Oligocene   	                 	R. bisecta        	              	120	 747	A	 14	H	 7	  10.00	    132.1000	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	R                      	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	V                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	C                       	                   	F                      	                                  	R                        	V                          	C                         	                       	                            	                           	r                        	                            	R             	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513

  SR	Late Oligocene   	                 	NP23              	NP25          	120	 747	A	 14	H	CC	  14.00	    132.7400	Aubry    	Nannofossils                                 	A              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	C                      	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	C                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	A                         	F                       	R                  	R                      	                                  	                         	                           	                          	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 26 Table 1 p 474-475

  SR	Late Oligocene   	                 	R. bisecta        	              	120	 747	A	 15	H	 1	  10.00	    132.6000	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	A                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	C                       	r                  	                       	                                  	R                        	V                          	F                         	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513

  SR	Late Oligocene   	                 	NP23              	NP25          	120	 747	A	 15	H	 1	  70.00	    133.2000	Aubry    	Nannofossils                                 	A              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	C                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	A                         	F                       	                   	                       	                                  	                         	                           	                          	R                      	                            	R                          	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 26 Table 1 p 474-475

  SR	Late Oligocene   	                 	R. bisecta        	              	120	 747	A	 15	H	 2	  10.00	    134.1000	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	                       	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	A                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	F                       	r                  	R                      	                                  	R                        	V                          	R                         	                       	                            	                           	                         	                            	              	                 	                 	R                   	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513

  SR	Late Oligocene   	                 	R. bisecta        	              	120	 747	A	 15	H	 2	  10.00	    134.1000	Wei      	Nannofossils                                 	V              	M                 	                    	                            	                      	                    	                       	                   	                         	                       	                         	                        	                    	                       	                          	                	                       	                           	                      	                      	                   	                           	                            	                               	                   	                        	                       	                	                 	                          	                            	                           	                         	                      	                       	                  	                       	                    	                             	                       	                	                	                  	                           	                   	                   	                         	              	                   	                	                       	                           	                           	                    	               	                   	                     	                       	                  	                  	                            	                       	                    	                       	                     	                   	                       	                	                   	                    	                   	                 	                     	                       	                   	               	                     	                        	                    	                   	                  	                           	                    	                          	               	                      	                        	                       	R                      	                         	                	                	                    	                      	                     	                       	                      	                   	                    	                     	                       	             	                         	                     	                       	                  	A                    	                     	                 	                      	                 	                 	                       	                   	                    	                  	                       	                       	                      	                    	                         	                    	                        	                   	                              	                      	                    	                   	                     	                      	                             	                          	F                       	                   	R                      	                                  	R                        	V                          	F                         	                       	                            	                           	                         	                            	              	                 	                 	                    	                	                              	                               	                       	                      	                      	                         	                             	                        	                        	                     	                 	                     	from ODP Leg 120 SR Vol 2 Chapter 28 Table 1 p 512-513
