Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Triquetrorhabdulus carinatus,Thoracosphaera saxea,Sphenolithus moriformis,Sphenolithus conicus,Sphenolithus ciperoensis,Rhabdosphaera clavigera,Reticulofenestra hesslandii,Reticulofenestra hampdenensis,Reticulofenestra daviesii,Reticulofenestra bisecta filewiczii,Pyrocyclus orangensis,Pontosphaera spp.,Pontosphaera multipora,Helicosphaera truempyi,Helicosphaera recta,Helicosphaera perch-nielseniae,Helicosphaera intermedia,Helicosphaera euphratis,Discoaster deflandrei,Cyclicargolithus floridanus (< 9 microns),Cyclicargolithus abisectus (> 10 microns),Coccolithus pelagicus,Clausicoccus fenestratus,Blackites tenuis,Sphenolithus capricornutus,Reticulofenestra stavensis,Ilselithina fusa,Ericsonia detecta,Discoaster spp. (6 rays),Clausicoccus obrutus,Bicolumnus ovatus,Sphenolithus distentus,Reticulofenestra bisecta bisecta,Helicosphaera carteri,Ericsonia sp. 1,Coronocyclus nitescens,Chiasmolithus altus,Sphenolithus umbrellus,Orthozygus aureus,Helicosphaera obliqua,Ericsonia formosa,Reticulofenestra circus,Geminilithella bramlettei,Coccolithus miopelagicus,Reticulofenestra umbilica,Braarudosphaera bigelowii,Helicosphaera elongata,Chiasmolithus oamaruensis,Discoaster adamanteus,Sphenolithus dissimilis,Reticulofenestra spp. small,Umbilicosphaera serratus,Syracosphaera lamina,Reticulofenestra moguntina,Reticulofenestra lockerii,Reticulofenestra haqii,Pontosphaera longiforaminis,Pontosphaera enormis,Hughesius tasmaniae,Helicosphaera euphratis (< 8 microns),Cyclicargolithus floridanus (9-10 microns),Coronocyclus nitescens (elliptical),Camuralithus pelliculatus,Calcidiscus radiatus,Calcidiscus fuscus,Sphenolithus grandis,Sphenolithus delphix,Coronocyclus nitescens (thick),Bramletteius serraculoides,Triquetrorhabdulus challengeri,Reticulofenestra minutula,Rhabdosphaera procera,Pyrocyclus inversus,Discoaster calculosus,Discoaster aulakos,Coccolithus sp. 1,Triquetrorhabdulus milowii,Tetralithoides symeonidesii,Pyrocyclus hermosus,Micrantholithus aequalis,Discoaster deflandrei (5 ray),Pontosphaera callosa,Helicosphaera burkei,Reticulofenestra minuta,Pontosphaera anisotrema,Helicosphaera mediterranea,Reticulofenestra producta,Coccolithus streckerii,Calcidiscus pataecus,Sphenolithus aubryae,Helicosphaera granulata,Discoaster obtusus,Discoaster lautus,Discoaster druggii (< 15 microns),Discoaster druggii,Umbilicosphaera sibogae var. foliosa,Helicosphaera rhomba,Calcidiscus tropicus (< 6 microns),Sphenolithus cometa,Helicosphaera vedderi,Discoaster extensus,Sphenolithus abies,Scyphosphaera spp.,Geminilithella rotula,Coronocyclus aff. C. prionion,Reticulofenestra perplexa,Calcidiscus tropicus (> 6 microns),Calcidiscus leptoporus,Triquetrorhabdulus serratus,Reticulofenestra pseudoumbilica,Reticulofenestra ampliumbilicus,Discoaster nephados,Sphenolithus belemnos,Helicosphaera ampliaperta,Discoaster formosus,Reticulofenestra gelida,Helicosphaera scissura,Hayella aperta,Sphenolithus heteromorphus,Hayella aperta (elliptical),Discoaster trinidadensis,Discoaster variabilis,Calcidiscus premacintyrei (< 9 microns),Cryptococcolithus mediaperforatus,Calcidiscus premacintyrei (> 9 microns),Reticulofenestra pseudoumbilica var. ampla,Discoaster petaliformis,Discoaster exilis,Helicosphaera paleocarteri,Discoaster moorei,Discoaster musicus,Triquetrorhabdulus rioi,Discoaster braarudii,Triquetrorhabdulus rugosus,Discoaster cf. D. bollii,Discoaster variabilis (3 rays),Discoaster kugleri,Discoaster cf. D. bellus,Discoaster brouweri,Calcidiscus macintyrei,Reticulofenestra doronicoides,Pseudoemiliania lacunosa,Dictyococcites productus,Dictyococcites perplexus,Helicosphaera sellii,Syracosphaera pulchra,Scapholithus fossilis,Pontosphaera discopora,Helicosphaera acuta,Discoaster tamalis,Pontosphaera japonica,Thoracosphaera sp.,Gephyrocapsa spp. (<3 microns),Discoaster triradiatus,Discoaster pentaradiatus,Gephyrocapsa sp.,Gephyrocapsa caribbeanica,Thoracosphaera spp.,Reticulofenestra minutula (3-5 microns)  ,Reticulofenestra minuta (<3 microns),Pseudoemiliania lacunosa (round),Pseudoemiliania lacunosa (elliptical),Gephyrocapsa oceanica (4-5.5 microns)  ,Gephyrocapsa oceanica (3-4 microns)  ,Gephyrocapsa caribbeanica (3-4 microns),Coccolithus crassipons,Gephyrocapsa caribbeanica (4-5.5 microns),Umbilicosphaera sibogae,Reticulofenestra sp. A (5-6 microns),Reticulofenestra asanoi (>6 microns),Discoaster sp.,Gephyrocapsa oceanica (>5.5 microns)  ,Gephyrocapsa caribbeanica (>5.5 microns),Ceratolithus cristatus,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 20,X, 3,  43.00,    180.8300,de Kaenel,Nannofossils                                 ,V              ,M                 ,                       ,                            ,                    ,F                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,+                    ,                 ,                      ,                      ,                   ,                              ,+                       ,                       ,R                    ,F                                        ,+                                        ,A                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,                     ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,F                       ,                         ,                         ,                      ,                         ,                     ,                       ,F                          ,+                       ,                    ,                          ,                         ,F                     ,                           ,                    ,                   ,                                     ,R                                         ,                                   ,                         ,                    ,                  ,                    ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,                     ,F                 ,+                ,                          ,                           ,+                  ,                        ,                             ,                    ,                    ,F                      ,                       ,                          ,                         ,                      ,R                   ,                    ,+                      ,+                 ,+                ,                                 ,                  ,                                    ,                    ,+                                 ,                   ,                     ,+                  ,F                 ,                  ,+                    ,                             ,                         ,R                                 ,+                     ,                           ,F                              ,                               ,                   ,                     ,                         ,                   ,R                      ,                      ,              ,C                         ,                           ,+                       ,                     ,+                                      ,+                                ,F                                      ,R                                         ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 20,X, 4,   9.00,    181.9900,de Kaenel,Nannofossils                                 ,V              ,M                 ,                       ,                            ,                    ,F                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,+                       ,                       ,F                    ,F                                        ,                                         ,A                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,+                    ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,C                       ,                         ,                         ,                      ,                         ,                     ,                       ,A                          ,                        ,                    ,                          ,                         ,A                     ,                           ,                    ,                   ,                                     ,+                                         ,+                                  ,                         ,                    ,                  ,                    ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,+                    ,F                 ,+                ,R                         ,                           ,+                  ,                        ,                             ,                    ,                    ,F                      ,                       ,                          ,                         ,                      ,+                   ,                    ,+                      ,+                 ,                 ,                                 ,                  ,                                    ,                    ,                                  ,                   ,                     ,R                  ,+                 ,                  ,+                    ,+                            ,+                        ,F                                 ,                      ,                           ,F                              ,+                              ,                   ,                     ,                         ,                   ,F                      ,                      ,              ,F                         ,                           ,                        ,                     ,                                       ,+                                ,R                                      ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,Reworked Cretaceous P. from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 20,X, 5,   9.00,    183.4900,de Kaenel,Nannofossils                                 ,V              ,M                 ,                       ,                            ,                    ,C                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,R                    ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,F                    ,+                                        ,                                         ,A                    ,                        ,                ,                          ,                          ,                ,+                ,                        ,                    ,                 ,                      ,                                ,                     ,               ,                      ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,F                       ,                         ,                         ,                      ,                         ,                     ,                       ,A                          ,                        ,                    ,                          ,                         ,F                     ,                           ,                    ,                   ,                                     ,+                                         ,                                   ,                         ,                    ,                  ,R                   ,                    ,                              ,                          ,                              ,A                        ,                     ,                   ,                     ,                  ,                 ,                          ,                           ,R                  ,                        ,+                            ,                    ,                    ,                       ,                       ,                          ,                         ,R                     ,R                   ,                    ,+                      ,+                 ,F                ,                                 ,                  ,                                    ,R                   ,                                  ,                   ,                     ,                   ,                  ,                  ,+                    ,                             ,                         ,F                                 ,R                     ,                           ,                               ,                               ,                   ,                     ,+                        ,                   ,                       ,                      ,              ,C                         ,+                          ,                        ,                     ,R                                      ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 21,X, 1,  66.00,    187.6600,de Kaenel,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,F                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,                     ,                 ,R                     ,                      ,                   ,R                             ,+                       ,                       ,R                    ,R                                        ,+                                        ,C                    ,                        ,                ,                          ,                          ,                ,+                ,                        ,                    ,                 ,                      ,                                ,                     ,               ,                      ,                   ,                      ,                 ,+                    ,                 ,                       ,                         ,F                       ,                         ,                         ,                      ,                         ,                     ,                       ,A                          ,F                       ,                    ,                          ,R                        ,F                     ,R                          ,                    ,                   ,                                     ,+                                         ,+                                  ,                         ,                    ,R                 ,                    ,                    ,                              ,                          ,                              ,A                        ,                     ,                   ,                     ,+                 ,                 ,                          ,                           ,                   ,                        ,                             ,                    ,                    ,F                      ,                       ,                          ,F                        ,                      ,F                   ,                    ,F                      ,+                 ,                 ,                                 ,                  ,                                    ,R                   ,                                  ,                   ,                     ,+                  ,                  ,                  ,+                    ,                             ,R                        ,R                                 ,R                     ,                           ,R                              ,                               ,                   ,                     ,+                        ,                   ,R                      ,R                     ,              ,F                         ,                           ,                        ,+                    ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,Reworked Cretaceous R. from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 21,X, 2,   5.00,    188.5500,de Kaenel,Nannofossils                                 ,V              ,X                 ,                       ,                            ,                    ,C                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,+                    ,R                                        ,                                         ,A                    ,                        ,                ,                          ,                          ,                ,+                ,                        ,                    ,                 ,                      ,                                ,                     ,               ,                      ,                   ,                      ,                 ,+                    ,                 ,                       ,                         ,R                       ,                         ,                         ,+                     ,                         ,                     ,                       ,A                          ,C                       ,                    ,                          ,                         ,A                     ,R                          ,                    ,                   ,                                     ,+                                         ,                                   ,                         ,                    ,                  ,R                   ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,                     ,+                 ,                 ,R                         ,                           ,F                  ,                        ,                             ,                    ,+                   ,                       ,                       ,                          ,A                        ,R                     ,C                   ,                    ,+                      ,                  ,+                ,                                 ,                  ,R                                   ,R                   ,R                                 ,                   ,                     ,                   ,                  ,                  ,+                    ,R                            ,C                        ,                                  ,R                     ,                           ,R                              ,                               ,+                  ,                     ,+                        ,                   ,C                      ,R                     ,+             ,C                         ,+                          ,+                       ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,Reworked Cretaceous R. from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 21,X, 3,  96.00,    190.9600,de Kaenel,Nannofossils                                 ,V              ,M                 ,                       ,                            ,                    ,C                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,                     ,                 ,R                     ,                      ,                   ,                              ,                        ,                       ,F                    ,F                                        ,                                         ,C                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,                     ,               ,+                     ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,F                       ,                         ,                         ,                      ,                         ,                     ,R                      ,C                          ,                        ,                    ,                          ,                         ,A                     ,                           ,                    ,                   ,                                     ,+                                         ,                                   ,                         ,                    ,                  ,F                   ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,                     ,F                 ,                 ,F                         ,                           ,R                  ,                        ,+                            ,                    ,                    ,                       ,R                      ,                          ,                         ,R                     ,                    ,                    ,+                      ,R                 ,R                ,                                 ,                  ,R                                   ,                    ,                                  ,                   ,                     ,                   ,R                 ,                  ,+                    ,                             ,                         ,R                                 ,R                     ,                           ,                               ,R                              ,+                  ,                     ,                         ,                   ,C                      ,                      ,              ,R                         ,+                          ,R                       ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN4               ,              ,149, 898,A, 21,X, 4,  63.00,    192.1300,de Kaenel,Nannofossils                                 ,V              ,G                 ,                       ,                            ,                    ,C                      ,                    ,                        ,+                      ,                           ,                             ,                         ,                                   ,                     ,                 ,R                     ,                      ,                   ,                              ,                        ,                       ,F                    ,R                                        ,                                         ,A                    ,                        ,                ,                          ,                          ,                ,+                ,                        ,                    ,                 ,                      ,                                ,+                    ,               ,+                     ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,F                       ,                         ,                         ,                      ,                         ,                     ,                       ,A                          ,F                       ,                    ,                          ,+                        ,C                     ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,+                   ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,                     ,R                 ,                 ,R                         ,+                          ,+                  ,                        ,+                            ,                    ,                    ,                       ,                       ,                          ,C                        ,+                     ,F                   ,                    ,R                      ,+                 ,+                ,                                 ,                  ,                                    ,                    ,                                  ,                   ,+                    ,+                  ,+                 ,                  ,+                    ,                             ,F                        ,+                                 ,+                     ,+                          ,+                              ,+                              ,+                  ,                     ,+                        ,                   ,R                      ,+                     ,+             ,+                         ,+                          ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,Reworked Cretaceous P. from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN3               ,              ,149, 898,A, 21,X,CC,  25.00,    192.9000,de Kaenel,Nannofossils                                 ,V              ,X                 ,                       ,                            ,                    ,C                      ,                    ,                        ,R                      ,                           ,                             ,                         ,                                   ,                     ,                 ,R                     ,                      ,                   ,                              ,+                       ,                       ,R                    ,F                                        ,+                                        ,A                    ,                        ,                ,                          ,                          ,                ,+                ,                        ,                    ,                 ,                      ,                                ,                     ,               ,+                     ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,R                       ,                         ,                         ,+                     ,                         ,                     ,R                      ,A                          ,F                       ,                    ,                          ,R                        ,A                     ,                           ,                    ,                   ,                                     ,+                                         ,                                   ,                         ,                    ,                  ,R                   ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,                     ,F                 ,                 ,F                         ,                           ,                   ,                        ,                             ,                    ,                    ,F                      ,                       ,                          ,                         ,R                     ,                    ,                    ,F                      ,+                 ,+                ,                                 ,                  ,R                                   ,R                   ,                                  ,                   ,R                    ,+                  ,F                 ,                  ,R                    ,                             ,F                        ,R                                 ,R                     ,R                          ,F                              ,R                              ,                   ,R                    ,+                        ,                   ,F                      ,R                     ,+             ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,Reworked Cretaceous F. from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN3               ,              ,149, 898,A, 22,X, 1,  37.00,    197.0700,de Kaenel,Nannofossils                                 ,V              ,M                 ,                       ,                            ,                    ,C                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,                     ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,F                    ,F                                        ,                                         ,A                    ,                        ,                ,                          ,                          ,                ,                 ,                        ,                    ,                 ,                      ,                                ,                     ,               ,+                     ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,R                       ,                         ,                         ,                      ,                         ,                     ,R                      ,C                          ,                        ,                    ,                          ,R                        ,C                     ,                           ,                    ,                   ,                                     ,                                          ,                                   ,                         ,                    ,                  ,R                   ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,                     ,+                 ,                 ,R                         ,                           ,                   ,                        ,+                            ,                    ,                    ,                       ,                       ,                          ,                         ,R                     ,                    ,                    ,+                      ,+                 ,+                ,                                 ,+                 ,R                                   ,                    ,                                  ,                   ,                     ,+                  ,                  ,                  ,+                    ,                             ,                         ,                                  ,R                     ,                           ,F                              ,R                              ,+                  ,F                    ,                         ,                   ,C                      ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,Reworked Cretaceous R. from 149 SR. Chapter 4. Table 5. pages 92-95.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,NN2               ,              ,149, 898,A, 22,X, 2,  37.00,    198.5700,de Kaenel,Nannofossils                                 ,V              ,X                 ,                       ,R                           ,                    ,F                      ,                    ,                        ,                       ,                           ,                             ,                         ,                                   ,R                    ,                 ,                      ,                      ,                   ,                              ,                        ,                       ,F                    ,F                                        ,+                                        ,A                    ,                        ,                ,                          ,                          ,                ,+                ,                        ,                    ,                 ,                      ,                                ,+                    ,               ,+                     ,                   ,                      ,                 ,                     ,                 ,                       ,                         ,R                       ,                         ,                         ,                      ,                         ,                     ,                       ,A                          ,F                       ,                    ,                          ,R                        ,F                     ,                           ,                    ,                   ,                                     ,+                                         ,+                                  ,                         ,                    ,R                 ,R                   ,                    ,+                             ,                          ,                              ,A                        ,                     ,                   ,+                    ,+                 ,R                ,F                         ,                           ,F                  ,                        ,+                            ,                    ,                    ,F                      ,                       ,+                         ,                         ,R                     ,R                   ,                    ,F                      ,+                 ,+                ,                                 ,                  ,R                                   ,                    ,                                  ,                   ,                     ,                   ,                  ,                  ,R                    ,                             ,                         ,R                                 ,R                     ,R                          ,                               ,                               ,                   ,F                    ,                         ,                   ,F                      ,                      ,              ,                          ,                           ,                        ,                     ,                                       ,                                 ,                                       ,                                          ,                       ,                 ,                          ,                 ,                  ,                       ,                    ,                          ,                        ,                              ,                  ,                        ,                   ,                      ,                             ,                        ,                        ,                        ,                    ,                     ,                     ,                      ,                   ,                  ,                     ,                  ,                              ,                      ,                        ,                ,                         ,                   ,                                         ,                                    ,                                ,                                     ,                                       ,                                     ,                                       ,                      ,                                         ,                       ,                                    ,                                    ,              ,                                      ,                                        ,                      ,                 ,from 149 SR. Chapter 4. Table 5. pages 92-95.
