Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist		Fossil Group                                 	Group Abundance	Group Preservation	Tenuitella clemenciae/munda	Tenuitella clemenciae	Tenuitella angustiumbilicata	Subbotina praeturritilina	Paragloborotalia sp.	Paragloborotalia siakensis	Paragloborotalia pseudocontinuosa	Paragloborotalia opima opima	Paragloborotalia opima nana	Globorotaloides suteri	Globorotaloides sp. 1	Globorotaloides permicus	Globoquadrina tripartita	Globoquadrina tapuriensis	Globoquadrina sellii	Globoquadrina rohri	Globoquadrina praedehiscens	Globigerina venezuelana	Globigerina sp. 2	Globigerina prasaepis	Globigerina officinalis	Globigerina euapertura	Globigerina ciperoensis	Globigerina angulisuturalis	Globigerina anguliofficinalis	Dentoglobigerina sp. aff. D. larmeui	Dentoglobigerina larmeui	Dentoglobigerina globularis	Dentoglobigerina galavisi	Dentoglobigerina baroemoenensis	Chiloguembelinid (unspecified taxon or taxa)	Catapsydrax sp.	Catapsydrax martini	Catapsydrax dissimilis ciperoensis	Cassigerinella chipolensis	Tenuitella gemma	Paragloborotalia semivera	Globigerina praebulloides occlusa	Globigerina anguliofficinalis/angulisuturalis	Dentoglobigerina globularis/altispira globosa	Dentoglobigerina galavisi/baroemoenensis	Cassigerinella globulosa	Tenuitella munda	Subbotina brazieri	Protentella sp. 1	Globorotaloides variabilis	Globorotalia pseudokugleri (ancestral form)	Globoquadrina binaiensis	Globigerinita juvenilis	Globigerina ouachitaensis	Catapsydrax dissimilis dissimilis	Globorotalia obesa	Globigerinoides primordius	Globigerinoides praeprimordius	Globigerinella? sp.	Globigerina woodi	Globigerina sp. 1	Globigerina praebulloides	Streptochilus sp.	Protentella clavaticamerata	Globorotaloides sp. 2	Globorotalia obesa/praesiphonifera	Globigerina fariasi	Protentella sp. aff. P. prolixa	Protentella sp.	Globigerinita juvenilis/uvula	Globorotalia pseudokugleri	Globigerina ciperoensis ottnangiensis	Dentoglobigerina altispira globosa	Catapsydrax unicavus	Globorotalia opima nana	Globorotalia mayeri/siakensis	Globoquadrina venezuelana	Globoquadrina dehiscens	Catapsydrax dissimilis	Globoquadrina praedehiscens/dehiscens	Globorotaloides sp. aff. G. stainforthi	Globorotaloides stainforthi	Globorotalia pseudokugleri/kugleri	Protentella navazuelensis	Globigerinita uvula	Globorotalia kugleri	Globoquadrina baroemoenensis	Globigerinoides quadrilobatus s.l.	Globigerinoides altiaperturus	Catapsydrax stainforthi	Dentoglobigerina altispira altispira	Globigerinella praesiphonifera	Globorotalia praescitula	Globigerinoides ruber s.l.	Globigerinatella insueta	Globigerinoides obliquus s.l.	Globigerinoides bisphericus	Clavatorella bermudezi	Globigerinoides diminutus	Globigerinita glutinata	Praeorbulina sicana	Globorotalia peripheroronda	Praeorbulina transitoria	Praeorbulina glomerosa curva	Globorotalia archeomenardii	Praeorbulina glomerosa glomerosa	Praeorbulina glomerosa circularis	Globorotalia praemenardii	Sphaeroidinellopsis disjuncta	Globorotaloides hexagona	Orbulina suturalis	Globorotalia peripheroacuta	Orbulina universa	Globorotalia scitula	Globorotalia praefohsi	Globorotalia fohsi fohsi	Globorotalia miozea	Globorotalia fohsi lobata	Sphaeroidinellopsis kochi	Globigerinella siphonifera	Globorotalia menardii s.l.	Globorotalia fohsi robusta	Sphaeroidinellopsis seminulina	Candeina nitida	Globigerina bulloides	Globorotalia limbata	Sphaeroidinella dehiscens	Neogloboquadrina humerosa	Neogloboquadrina dutertrei	Globorotalia ungulata	Globorotalia tumida tumida	Globorotalia tumida flexuosa	Globorotalia truncatulinoides	Globorotalia theyeri	Globoquadrina conglomerata	Globigerinoides fistulosus	Globigerinoides elongatus	Globigerinoides conglobatus	Globigerinella calida	Globorotalia crassaformis	Globorotalia tosaensis	Globigerinella adamsi    	Comment

  SR	Early Miocene    	                 	N5                	              	115	 714	A	 20	X	 4	 105.00	    180.5500	Vincent  		Planktonic Foraminifers                      	               	MG                	                           	                     	                            	                         	                    	                          	                                 	                            	                           	                      	                     	                        	                        	                         	                    	                   	                           	                       	                 	                     	                       	                      	                       	                           	                             	                                    	                        	                           	                         	                               	                                            	               	                   	                                  	                          	                	                         	                                 	                                             	                                             	                                        	                        	                	                  	                 	                          	                                           	+                       	                       	                         	                                 	                  	+                         	                              	                   	                 	                 	                         	                 	                           	                     	                                  	                   	                               	               	                             	                          	                                     	                                  	                    	+                      	+                            	+                        	                       	+                     	                                     	                                       	                           	                                  	                         	                   	                    	+                           	+                                 	+                            	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	benthic foraminifers few. sponge spicules common. calcareous aggregates common. foraminifers embedded common. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 12. pages 820-823.

  SR	Early Miocene    	                 	N5                	              	115	 714	A	 20	X	 5	  20.00	    181.2000	Vincent  		Planktonic Foraminifers                      	               	MG                	                           	                     	                            	                         	                    	                          	                                 	                            	                           	                      	                     	                        	                        	                         	                    	                   	                           	                       	                 	                     	                       	                      	                       	                           	                             	                                    	                        	                           	                         	                               	                                            	               	                   	                                  	                          	                	                         	                                 	                                             	                                             	                                        	                        	                	                  	                 	                          	                                           	                        	                       	                         	                                 	                  	                          	                              	                   	                 	                 	                         	                 	                           	                     	                                  	                   	                               	               	                             	                          	                                     	                                  	                    	+                      	+                            	+                        	                       	+                     	                                     	                                       	                           	                                  	                         	                   	                    	+                           	+                                 	+                            	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	benthic foraminifers few. ostracodes rare. sponge spicules common. calcareous aggregates common. foraminifers embedded common. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 12. pages 820-823.

  SR	Early Miocene    	                 	N5                	              	115	 714	A	 20	X	CC	   0.00	    182.1300	Vincent  		Planktonic Foraminifers                      	               	MG                	                           	                     	                            	                         	                    	                          	                                 	                            	                           	                      	                     	                        	                        	                         	+                   	                   	+                          	                       	                 	                     	                       	                      	                       	                           	                             	                                    	                        	                           	                         	                               	                                            	               	                   	                                  	                          	                	                         	                                 	                                             	                                             	                                        	                        	                	                  	                 	                          	                                           	+                       	                       	                         	                                 	                  	+                         	                              	                   	                 	                 	                         	                 	                           	                     	                                  	                   	                               	               	                             	                          	                                     	                                  	                    	+                      	+                            	+                        	+                      	+                     	                                     	                                       	                           	                                  	                         	                   	                    	+                           	+                                 	+                            	+?                     	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	benthic foraminifers few. ostracodes rare. radiolarians few. sponge spicules common. calcareous aggregates common. foraminifers embedded common. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 12. pages 820-823.

  SR	Early Miocene    	                 	N4b               	              	115	 714	A	 21	X	 1	  20.00	    184.9000	Vincent  		Planktonic Foraminifers                      	               	P/M               	                           	                     	                            	                         	                    	                          	                                 	                            	                           	                      	                     	                        	                        	                         	                    	                   	                           	                       	                 	                     	                       	                      	                       	                           	                             	                                    	                        	                           	                         	                               	                                            	               	                   	                                  	                          	                	                         	                                 	                                             	                                             	                                        	                        	                	                  	                 	                          	                                           	                        	                       	                         	                                 	                  	+                         	                              	                   	                 	                 	                         	                 	                           	                     	                                  	                   	                               	               	                             	+                         	                                     	                                  	                    	+                      	+                            	+                        	                       	+                     	                                     	                                       	                           	                                  	                         	                   	+                   	+                           	+                                 	+                            	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	benthic foraminifers few. ostracodes rare. radiolarians few. sponge spicules common. calcareous aggregates common. foraminifers embedded common. planktonic foraminifer fragments few/common. from 115 SR. Chapter 45. Table 12. pages 820-823.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 21	X	CC	  17.00	    185.6400	Premoli Silva	Planktonic Foraminifers                      	               	                  	                           	+                    	                            	                         	                    	+                         	+                                	                            	+                          	+                     	+                    	                        	                        	                         	+                   	+                  	+                          	+                      	+                	                     	                       	+                     	R                      	                           	                             	+                                   	                        	                           	                         	                               	                                            	+              	+                  	+                                 	                          	                	+                        	+                                	                                             	+                                            	                                        	                        	                	+                 	                 	                          	cf                                         	+                       	                       	                         	                                 	+                 	R                         	                              	                   	+                	                 	                         	                 	                           	                     	                                  	                   	                               	               	+                            	+                         	                                     	                                  	                    	+                      	+                            	+                        	C                      	+                     	C                                    	                                       	                           	+                                 	cf                       	cf                 	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	from 115 SR. Chapter 19. Table 7. pages 304-307.

  SR	Early Miocene    	                 	N4a               	              	115	 714	A	 22	X	 1	  20.00	    194.6000	Vincent  		Planktonic Foraminifers                      	               	MG                	                           	                     	                            	                         	                    	                          	                                 	                            	                           	                      	                     	                        	                        	                         	+                   	                   	                           	                       	                 	                     	                       	                      	                       	                           	                             	                                    	                        	+                          	                         	                               	                                            	               	                   	                                  	                          	                	                         	                                 	                                             	                                             	                                        	                        	                	                  	                 	                          	                                           	+                       	                       	                         	                                 	                  	                          	                              	                   	                 	                 	                         	                 	                           	                     	                                  	                   	                               	               	                             	+                         	                                     	                                  	                    	+                      	+                            	+                        	                       	+                     	                                     	                                       	                           	                                  	                         	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	benthic foraminifers few. sponge spicules common. calcareous aggregates common. foraminifers embedded common. planktonic foraminifer fragments few. from 115 SR. Chapter 45. Table 12. pages 820-823.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 22	X	 1	 120.00	    195.6000	Premoli Silva	Planktonic Foraminifers                      	               	                  	+                          	+                    	+                           	                         	                    	+                         	+                                	                            	+                          	+                     	+                    	                        	+                       	                         	+                   	+                  	+                          	+                      	+                	+                    	                       	                      	                       	                           	                             	+                                   	                        	+                          	                         	+                              	                                            	               	+                  	+                                 	+                         	+               	+                        	+                                	VR                                           	                                             	                                        	                        	                	+                 	+                	                          	+                                          	+                       	+                      	+                        	                                 	+                 	+                         	                              	+                  	                 	                 	                         	                 	                           	+                    	                                  	                   	cf                             	               	+                            	+                         	+                                    	                                  	                    	                       	                             	                         	                       	                      	                                     	                                       	                           	cf                                	+                        	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	reworking few. from 115 SR. Chapter 19. Table 7. pages 304-307.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 22	X	 2	 105.00	    196.9500	Vincent  		Planktonic Foraminifers                      	               	MG                	                           	                     	                            	                         	                    	                          	                                 	                            	                           	                      	                     	                        	                        	                         	+                   	                   	                           	                       	                 	                     	                       	                      	+                      	+                          	                             	                                    	                        	                           	                         	                               	                                            	               	                   	                                  	+                         	                	                         	                                 	                                             	                                             	                                        	                        	                	                  	                 	                          	                                           	+                       	                       	                         	                                 	                  	                          	                              	                   	                 	                 	                         	                 	                           	                     	                                  	                   	                               	               	                             	+                         	                                     	                                  	                    	+                      	+                            	+                        	+                      	+                     	                                     	                                       	                           	                                  	                         	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	benthic foraminifers few. ostracodes rare. radiolarians common. sponge spicules common. fish remains few. calcareous aggregates common. foraminifers embedded common. planktonic foraminifer fragments common. from 115 SR. Chapter 45. Table 12. pages 820-823.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 22	X	 2	 120.00	    197.1000	Premoli Silva	Planktonic Foraminifers                      	               	                  	                           	+                    	+                           	                         	                    	+                         	                                 	                            	+                          	+                     	+                    	                        	                        	                         	+                   	+                  	                           	+                      	                 	                     	                       	cf                    	+                      	                           	+                            	+                                   	+                       	+                          	                         	                               	                                            	               	+                  	                                  	C                         	+               	+                        	+                                	+                                            	                                             	                                        	R                       	+               	R                 	R                	                          	+                                          	+                       	+                      	                         	                                 	+                 	                          	                              	                   	                 	                 	                         	VR               	                           	                     	+                                 	                   	+                              	+              	+                            	+                         	                                     	                                  	+                   	                       	                             	                         	                       	                      	                                     	+                                      	+                          	cf                                	                         	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	from 115 SR. Chapter 19. Table 7. pages 304-307.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 22	X	 3	  20.00	    197.6000	Premoli Silva	Planktonic Foraminifers                      	               	                  	                           	+                    	+                           	                         	                    	+                         	+                                	                            	+                          	+                     	+                    	                        	+                       	                         	+                   	+                  	+                          	+                      	+                	                     	                       	+                     	+                      	R                          	F                            	+                                   	                        	+                          	                         	                               	                                            	               	+                  	                                  	+                         	+               	+                        	+                                	                                             	+                                            	+                                       	                        	+               	+                 	                 	                          	+                                          	+                       	+                      	+                        	                                 	+                 	VR                        	                              	                   	                 	                 	                         	                 	                           	+                    	                                  	+                  	                               	+              	                             	+                         	                                     	+                                 	+                   	                       	                             	                         	                       	                      	cf/R                                 	                                       	                           	                                  	                         	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	reworking few. from 115 SR. Chapter 19. Table 7. pages 304-307.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 22	X	 3	 110.00	    198.5000	Premoli Silva	Planktonic Foraminifers                      	               	                  	                           	+                    	+                           	                         	                    	+                         	+                                	                            	+                          	C/A                   	+                    	                        	                        	+                        	+                   	+                  	R                          	+                      	+                	                     	                       	+                     	+                      	                           	+                            	+                                   	+                       	+                          	                         	+                              	                                            	+              	cf                 	                                  	+                         	                	+                        	                                 	                                             	+                                            	                                        	                        	                	+                 	                 	+                         	                                           	+                       	                       	                         	                                 	+                 	                          	                              	+                  	+                	R                	                         	                 	cf                         	                     	                                  	+                  	                               	+              	+                            	C                         	                                     	+                                 	                    	                       	                             	                         	                       	                      	                                     	                                       	                           	                                  	                         	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	from 115 SR. Chapter 19. Table 7. pages 304-307.

  SR	Oligocene        	                 	P22               	              	115	 714	A	 22	X	 3	 125.00	    198.6500	Premoli Silva	Planktonic Foraminifers                      	               	                  	+                          	+                    	+                           	                         	                    	+                         	                                 	                            	+                          	+                     	+                    	                        	                        	                         	+                   	+                  	R                          	+                      	                 	                     	                       	+                     	+                      	                           	                             	+                                   	+                       	                           	                         	                               	                                            	               	                   	                                  	+                         	+               	+                        	                                 	VR                                           	                                             	                                        	                        	                	+                 	                 	                          	+                                          	+                       	+                      	+                        	+                                	+                 	                          	                              	                   	                 	                 	                         	                 	                           	+                    	                                  	+                  	                               	               	+                            	C                         	                                     	                                  	+                   	                       	                             	                         	                       	                      	                                     	+                                      	                           	                                  	                         	                   	                    	                            	                                  	                             	                       	                                    	                              	                        	                          	                        	                             	                           	                      	                         	                       	                   	                           	                        	                            	                           	                                	                                 	                         	                             	                        	                  	                           	                 	                    	                      	                        	                   	                         	                         	                          	                          	                          	                              	               	                     	                    	                         	                         	                          	                     	                          	                            	                             	                    	                          	                          	                         	                           	                     	                         	                      	                         	reworking present. contamination present. from 115 SR. Chapter 19. Table 7. pages 304-307.
