Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23
320-U1333B-2H-2-A,320,U1333,B,2,2-2,H,2,A,0,150,9.2,10.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-2-A,320,U1333,B,2,2-2,H,2,A,0,150,9.2,10.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-2H-3-A,320,U1333,B,2,2-3,H,3,A,0,150,10.7,12.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-3-A,320,U1333,B,2,2-3,H,3,A,0,150,10.7,12.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-2H-4-A,320,U1333,B,2,2-4,H,4,A,0,150,12.2,13.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-4-A,320,U1333,B,2,2-4,H,4,A,0,150,12.2,13.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-2H-5-A,320,U1333,B,2,2-5,H,5,A,0,150,13.7,15.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-5-A,320,U1333,B,2,2-5,H,5,A,0,150,13.7,15.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-2H-6-A,320,U1333,B,2,2-6,H,6,A,0,150,15.2,16.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-6-A,320,U1333,B,2,2-6,H,6,A,0,150,15.2,16.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-2H-7-A,320,U1333,B,2,2-7,H,7,A,0,63,16.7,17.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-7-A,320,U1333,B,2,2-7,H,7,A,0,63,16.7,17.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-2H-CC-A,320,U1333,B,2,2-CC,H,CC,A,0,27,17.33,17.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,50,soft,10YR 6/4,,,
320-U1333B-2H-CC-A,320,U1333,B,2,2-CC,H,CC,A,0,27,17.33,17.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-3H-1-A,320,U1333,B,3,3-1,H,1,A,0,150,17.2,18.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-1-A,320,U1333,B,3,3-1,H,1,A,0,150,17.2,18.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-2-A,320,U1333,B,3,3-2,H,2,A,0,150,18.7,20.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-2-A,320,U1333,B,3,3-2,H,2,A,0,150,18.7,20.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-3-A,320,U1333,B,3,3-3,H,3,A,0,150,20.2,21.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-3-A,320,U1333,B,3,3-3,H,3,A,0,150,20.2,21.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-4-A,320,U1333,B,3,3-4,H,4,A,0,150,21.7,23.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-4-A,320,U1333,B,3,3-4,H,4,A,0,150,21.7,23.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-5-A,320,U1333,B,3,3-5,H,5,A,0,150,23.2,24.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-5-A,320,U1333,B,3,3-5,H,5,A,0,150,23.2,24.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-6-A,320,U1333,B,3,3-6,H,6,A,0,150,24.7,26.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-6-A,320,U1333,B,3,3-6,H,6,A,0,150,24.7,26.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-7-A,320,U1333,B,3,3-7,H,7,A,0,77,26.2,26.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-7-A,320,U1333,B,3,3-7,H,7,A,0,77,26.2,26.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-3H-CC-A,320,U1333,B,3,3-CC,H,CC,A,0,22,26.97,27.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,75,soft,10YR 8/3,,,
320-U1333B-3H-CC-A,320,U1333,B,3,3-CC,H,CC,A,0,22,26.97,27.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,25,soft,10YR 4/3,,,
320-U1333B-4H-1-A,320,U1333,B,4,4-1,H,1,A,0,150,26.7,28.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-1-A,320,U1333,B,4,4-1,H,1,A,0,150,26.7,28.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-2-A,320,U1333,B,4,4-2,H,2,A,0,150,28.2,29.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-2-A,320,U1333,B,4,4-2,H,2,A,0,150,28.2,29.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-3-A,320,U1333,B,4,4-3,H,3,A,0,150,29.7,31.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-3-A,320,U1333,B,4,4-3,H,3,A,0,150,29.7,31.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-4-A,320,U1333,B,4,4-4,H,4,A,0,150,31.2,32.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-4-A,320,U1333,B,4,4-4,H,4,A,0,150,31.2,32.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-5-A,320,U1333,B,4,4-5,H,5,A,0,150,32.7,34.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-5-A,320,U1333,B,4,4-5,H,5,A,0,150,32.7,34.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-6-A,320,U1333,B,4,4-6,H,6,A,0,150,34.2,35.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-6-A,320,U1333,B,4,4-6,H,6,A,0,150,34.2,35.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-7-A,320,U1333,B,4,4-7,H,7,A,0,71,35.7,36.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-7-A,320,U1333,B,4,4-7,H,7,A,0,71,35.7,36.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-4H-CC-A,320,U1333,B,4,4-CC,H,CC,A,0,21,36.41,36.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-4H-CC-A,320,U1333,B,4,4-CC,H,CC,A,0,21,36.41,36.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1333B-5H-1-A,320,U1333,B,5,5-1,H,1,A,0,150,36.2,37.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-5H-1-A,320,U1333,B,5,5-1,H,1,A,0,150,36.2,37.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1333B-5H-2-A,320,U1333,B,5,5-2,H,2,A,0,150,37.7,39.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-5H-2-A,320,U1333,B,5,5-2,H,2,A,0,150,37.7,39.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1333B-5H-3-A,320,U1333,B,5,5-3,H,3,A,0,120,39.2,40.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 6/3,,,
320-U1333B-5H-3-A,320,U1333,B,5,5-3,H,3,A,0,120,39.2,40.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1333B-5H-3-A,320,U1333,B,5,5-3,H,3,A,120,150,40.4,40.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/2,,,
320-U1333B-5H-3-A,320,U1333,B,5,5-3,H,3,A,120,150,40.4,40.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-5H-4-A,320,U1333,B,5,5-4,H,4,A,0,150,40.7,42.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/2,,,
320-U1333B-5H-4-A,320,U1333,B,5,5-4,H,4,A,0,150,40.7,42.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-5H-5-A,320,U1333,B,5,5-5,H,5,A,0,150,42.2,43.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/2,,,
320-U1333B-5H-5-A,320,U1333,B,5,5-5,H,5,A,0,150,42.2,43.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-5H-6-A,320,U1333,B,5,5-6,H,6,A,0,100,43.7,44.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/2,,,
320-U1333B-5H-6-A,320,U1333,B,5,5-6,H,6,A,0,100,43.7,44.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-5H-7-A,320,U1333,B,5,5-7,H,7,A,0,77,44.7,45.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/2,,,
320-U1333B-5H-7-A,320,U1333,B,5,5-7,H,7,A,0,77,44.7,45.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-5H-CC-A,320,U1333,B,5,5-CC,H,CC,A,0,40,45.47,45.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/2,,,
320-U1333B-5H-CC-A,320,U1333,B,5,5-CC,H,CC,A,0,40,45.47,45.87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1333B-6H-1-A,320,U1333,B,6,6-1,H,1,A,0,150,45.7,47.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-1-A,320,U1333,B,6,6-1,H,1,A,0,150,45.7,47.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-2-A,320,U1333,B,6,6-2,H,2,A,0,150,47.2,48.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-2-A,320,U1333,B,6,6-2,H,2,A,0,150,47.2,48.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-3-A,320,U1333,B,6,6-3,H,3,A,0,150,48.7,50.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-3-A,320,U1333,B,6,6-3,H,3,A,0,150,48.7,50.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-4-A,320,U1333,B,6,6-4,H,4,A,0,150,50.2,51.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-4-A,320,U1333,B,6,6-4,H,4,A,0,150,50.2,51.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-5-A,320,U1333,B,6,6-5,H,5,A,0,150,51.7,53.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-5-A,320,U1333,B,6,6-5,H,5,A,0,150,51.7,53.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-6-A,320,U1333,B,6,6-6,H,6,A,0,150,53.2,54.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-6-A,320,U1333,B,6,6-6,H,6,A,0,150,53.2,54.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-7-A,320,U1333,B,6,6-7,H,7,A,0,64,54.7,55.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-7-A,320,U1333,B,6,6-7,H,7,A,0,64,54.7,55.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-6H-CC-A,320,U1333,B,6,6-CC,H,CC,A,0,22,55.34,55.56,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,,,
320-U1333B-6H-CC-A,320,U1333,B,6,6-CC,H,CC,A,0,22,55.34,55.56,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-1-A,320,U1333,B,7,7-1,H,1,A,0,150,55.2,56.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-1-A,320,U1333,B,7,7-1,H,1,A,0,150,55.2,56.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-2-A,320,U1333,B,7,7-2,H,2,A,0,150,56.7,58.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-2-A,320,U1333,B,7,7-2,H,2,A,0,150,56.7,58.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-3-A,320,U1333,B,7,7-3,H,3,A,0,150,58.2,59.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-3-A,320,U1333,B,7,7-3,H,3,A,0,150,58.2,59.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-4-A,320,U1333,B,7,7-4,H,4,A,0,150,59.7,61.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-4-A,320,U1333,B,7,7-4,H,4,A,0,150,59.7,61.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-5-A,320,U1333,B,7,7-5,H,5,A,0,150,61.2,62.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-5-A,320,U1333,B,7,7-5,H,5,A,0,150,61.2,62.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-6-A,320,U1333,B,7,7-6,H,6,A,0,150,62.7,64.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-6-A,320,U1333,B,7,7-6,H,6,A,0,150,62.7,64.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-7-A,320,U1333,B,7,7-7,H,7,A,0,56,64.2,64.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-7-A,320,U1333,B,7,7-7,H,7,A,0,56,64.2,64.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-7H-CC-A,320,U1333,B,7,7-CC,H,CC,A,0,32,64.76,65.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,10YR 8/2,,,
320-U1333B-7H-CC-A,320,U1333,B,7,7-CC,H,CC,A,0,32,64.76,65.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. ,,
320-U1333B-8H-1-A,320,U1333,B,8,8-1,H,1,A,0,150,64.7,66.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-8H-2-A,320,U1333,B,8,8-2,H,2,A,0,150,66.2,67.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-8H-3-A,320,U1333,B,8,8-3,H,3,A,0,150,67.7,69.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
320-U1333B-8H-4-A,320,U1333,B,8,8-4,H,4,A,0,150,69.2,70.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,Black particles (<0.5 mm) are observed inside burrows. Pumice particles (1.5 cm in diameter) in 114-115 cm interval of section 3.,,
