Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1508B-16R-1-A,110,126,322.5,322.66,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,clay,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,medium bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,16,R,1,A,
371-U1508B-16R-1-A,126,141,322.66,322.81,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,16,R,1,A,
371-U1508B-16R-2-A,0,32,322.91,323.23,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,glauconite,,GLEY 1 7/10GY (light greenish grey),bed,,normal grading,,thick bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,sharp to gradational,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,16,R,2,A,
371-U1508B-16R-2-A,32,116,323.23,324.07,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,silicate minerals,,GLEY 1 5/10Y (greenish gray),color banding,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,16,R,2,A,
371-U1508B-16R-CC-A,0,9,324.07,324.16,,,,,clayey,nannofossil chalk [Leg339],with foraminifers [2014],clayey nannofossil chalk with foraminifers,silicate minerals,,GLEY 1 5/10Y (greenish gray),color banding,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,16,R,CC,A,
371-U1508B-17R-1-A,0,43,330.9,331.33,,,,,silicate mineral rich,nannofossil chalk [Leg339],with foraminifers [2014],silicate mineral rich nannofossil chalk with foraminifers,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,17,R,1,A,
371-U1508B-17R-1-A,43,67,331.33,331.57,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,17,R,1,A,
371-U1508B-17R-1-A,67,104,331.57,331.94,,,,,silicate mineral rich,nannofossil chalk [Leg339],with foraminifers [2014],silicate mineral rich nannofossil chalk with foraminifers,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,17,R,1,A,
371-U1508B-17R-1-A,104,150,331.94,332.4,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,17,R,1,A,
371-U1508B-17R-2-A,0,147,332.4,333.87,,,,,silicate mineral rich,nannofossil chalk [Leg339],with foraminifers [2014],silicate mineral rich nannofossil chalk with foraminifers,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,17,R,2,A,
371-U1508B-17R-3-A,0,132,333.87,335.19,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,17,R,3,A,
371-U1508B-17R-4-A,0,63,335.19,335.82,,,,,silicate mineral rich,nannofossil chalk [Leg339],with foraminifers [2014],silicate mineral rich nannofossil chalk with foraminifers,,,GLEY 1 5/10Y (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,17,R,4,A,
371-U1508B-17R-4-A,63,105,335.82,336.24,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,17,R,4,A,
371-U1508B-17R-4-A,105,146,336.24,336.65,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,17,R,4,A,
371-U1508B-17R-5-A,0,34,336.65,336.99,,,,,silicate mineral rich,foraminiferal chalk [Leg339],with bioclasts,silicate mineral rich foraminiferal chalk with bioclasts,,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,,silt [W22_1],2,,,moderate [B06],3,0.5 cm by 4 cm very dark green clast at 32 cm. Green alteration halo stains surrounding sand.,,,,,,,,,,silicate mineral rich foraminiferal chalk,foraminiferal chalk with bioclasts,,,,371,U1508,B,17,R,5,A,
371-U1508B-17R-5-A,34,137,336.99,338.02,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],with glauconite [2014],nannofossil-rich foraminiferal chalk with glauconite,,,GLEY 1 8/5GY (light greenish gray),color banding,,,,,fine sand [W22_2],4,,,slight [B06],2,Top 10 cm moderately bioturbated with infills of overlying darker materials. Pale green laminae throughout. Color fades to GLEY 1 7/5G by the bottom of the section.,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk with glauconite,,,,371,U1508,B,17,R,5,A,
371-U1508B-17R-6-A,0,144,338.02,339.46,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],with glauconite [2014],nannofossil-rich foraminiferal chalk with glauconite,,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,fine sand [W22_2],4,,,slight [B06],2,Pale green laminae throughout. Concentration of dark green (glauconite?) speckles at 76 cm. Clasts throughout.,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk with glauconite,,,,371,U1508,B,17,R,6,A,
