Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
352-U1442A-1R-4-A,0,10,4.5,4.6,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,10,13,4.6,4.63,II,irregular,sharp,sub-horizontal,nannofossil-rich,ash,with foraminifers,nannofossil-rich ash,nannofossil-rich ash with foraminifers,ash with foraminifers,,10YR 6/1 (gray),thin bed,unconsolidated,silt,2,silt,2,,well,,,slight,1,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,13,28,4.63,4.78,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,28,74,4.78,5.24,II,,,,tuffaceous sandy,nannofossil ooze,with foraminifers,tuffaceous sandy nannofossil ooze,tuffaceous sandy nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,10YR 4/3 (brown),thick bed,unconsolidated,silt,2,medium sand,5,Mixed ash layers with sandy layers and the nannofossil background ooze,moderate,,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,74,90,5.24,5.4,II,,,,nannofossil-rich,ash,with foraminifers,nannofossil-rich ash,nannofossil-rich ash with foraminifers,ash with foraminifers,,10YR 4/3 (brown),,unconsolidated,silt,2,fine sand,4,"very disseminated ash layer, probably dispersed into the upper part of the section",,,,,,,,,,,,,,,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,90,99,5.4,5.49,II,,,,tuffaceous sandy,nannofossil ooze,with foraminifers,tuffaceous sandy nannofossil ooze,tuffaceous sandy nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,10YR 4/3 (brown),thick bed,unconsolidated,silt,2,medium sand,5,Mixed ash layers with sandy layers and the nannofossil background ooze,moderate,,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,99,101,5.49,5.51,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,101,103,5.51,5.53,II,,,,,ash,with nannofossils,ash,ash with nannofossils,ash with nannofossils,,10YR 3/3 (dark brown),thin bed,unconsolidated,fine sand,4,medium sand,5,disseminated brown ash layer,well,,,,,,,,,,,,,,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-4-A,103,104,5.53,5.54,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,4,A,
352-U1442A-1R-CC-A,0,13,5.54,5.67,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,1,R,CC,A,
352-U1442A-2R-1-A,0,25,4,4.25,II,,,,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,10YR 6/3 (pale brown),,unconsolidated,silt,2,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,25,33,4.25,4.33,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,33,34.5,4.33,4.345,II,,,,,ash,,ash,ash,ash,,10YR 5/1 (gray),thin bed,unconsolidated,fine sand,4,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,34.5,36,4.345,4.36,II,,,,,ash,,ash,ash,ash,,10YR 5/2 (grayish brown),thin bed,unconsolidated,medium sand,5,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,36,73,4.36,4.73,II,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,silt,2,silt,2,,moderate,non-graded,mottled layer,,,,,,,,,,,,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,73,93,4.73,4.93,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,93,122,4.93,5.22,II,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 7/1 (light gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,,,,,,,,,,,,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-1-A,122,150,5.22,5.5,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,1,A,
352-U1442A-2R-2-A,0,14,5.5,5.64,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,pumice,,,,,,rounded,pumice clast at 93 to 95,calcareous matrix,,,,,,352,U1442,A,2,R,2,A,
352-U1442A-2R-2-A,14,16,5.64,5.66,II,,,,,ash,with nannofossils,ash,ash with nannofossils,ash with nannofossils,,7.5YR 7/2 (pinkish gray),thin bed,unconsolidated,fine sand,4,medium sand,5,slightly disseminated ash layer,well,,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,2,A,
352-U1442A-2R-2-A,16,40,5.66,5.9,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,pumice,,,,,,rounded,pumice clast at 93 to 95,calcareous matrix,,,,,,352,U1442,A,2,R,2,A,
352-U1442A-2R-2-A,40,71,5.9,6.21,II,,,,silty,nannofossil ooze,,silty nannofossil ooze,silty nannofossil ooze,nannofossil ooze,,10YR 7/1 (light gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,,,,,,,,,,,,,,,,,352,U1442,A,2,R,2,A,
352-U1442A-2R-2-A,71,73,6.21,6.23,II,,,,,ash,,ash,ash,ash,,10YR 4/2 (dark grayish brown),thin bed,unconsolidated,fine sand,4,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,2,A,
352-U1442A-2R-2-A,73,150,6.23,7,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,pumice,,,,,,rounded,pumice clast at 93 to 95,calcareous matrix,,,,,,352,U1442,A,2,R,2,A,
352-U1442A-2R-3-A,0,27,7,7.27,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-3-A,27,28,7.27,7.28,II,,,,sandy,nannofossil ooze,,sandy nannofossil ooze,sandy nannofossil ooze,nannofossil ooze,,10Y 6/2 (pale green),thin bed,unconsolidated,medium sand,5,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-3-A,28,101,7.28,8.01,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-3-A,101,102,8.01,8.02,II,,,,,ash,,ash,ash,ash,,10Y 6/2 (pale green),thin bed,unconsolidated,clay,1,silt,2,,well,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-3-A,102,103,8.02,8.03,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-3-A,103,105,8.03,8.05,II,,,,,ash,,ash,ash,ash,,10Y 6/2 (pale green),thin bed,unconsolidated,fine sand,4,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-3-A,105,150,8.05,8.5,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,3,A,
352-U1442A-2R-4-A,0,59,8.5,9.09,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,4,A,
352-U1442A-2R-4-A,59,60,9.09,9.1,II,,,,nannofossil-rich,ash,,nannofossil-rich ash,nannofossil-rich ash,ash,,10YR 8/2 (very pale brown),thin bed,unconsolidated,silt,2,fine sand,4,"very disseminated ash layer, probably dispersed into the upper part of the section",moderate,,,,,,,,,,,,,,,,,,,352,U1442,A,2,R,4,A,
352-U1442A-2R-4-A,60,68,9.1,9.18,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,4,A,
352-U1442A-2R-CC-A,0,16,9.18,9.34,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,2,R,CC,A,
352-U1442A-3R-1-A,0,57,13.6,14.17,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,1,A,
352-U1442A-3R-1-A,57,58,14.17,14.18,II,,,,,ash,,ash,ash,ash,,7.5YR 3/1 (very dark gray),thin bed,unconsolidated,fine sand,4,medium sand,5,disseminated dark brown ash layer,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,3,R,1,A,
352-U1442A-3R-1-A,58,112,14.18,14.72,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,1,A,
352-U1442A-3R-1-A,112,112.5,14.72,14.725,II,,,,nannofossil-rich,ash,,nannofossil-rich ash,nannofossil-rich ash,ash,,7.5YR 6/1 (gray),thick lamina,unconsolidated,fine sand,4,fine sand,4,"very disseminated, probably dispersed",well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,3,R,1,A,
352-U1442A-3R-1-A,112.5,150,14.725,15.1,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,1,A,
352-U1442A-3R-2-A,0,150,15.1,16.6,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,2,A,
352-U1442A-3R-3-A,0,2,16.6,16.62,II,,,,,ash,,ash,ash,ash,,10YR 7/1 (light gray),thin bed,unconsolidated,silt,2,fine sand,4,,well,,,,,,,,,,,,,,,,,,,352,U1442,A,3,R,3,A,
352-U1442A-3R-3-A,2,89,16.62,17.49,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,3,A,
352-U1442A-3R-3-A,89,91,17.49,17.51,II,,,,tuffaceous,medium to coarse sand,with foraminifers,tuffaceous medium to coarse sand,tuffaceous medium to coarse sand with foraminifers,medium to coarse sand with foraminifers,,10YR 7/1 (light gray),,unconsolidated,medium sand,5,coarse sand,6,,moderate,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,3,R,3,A,
352-U1442A-3R-3-A,91,123,17.51,17.83,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,3,A,
352-U1442A-3R-3-A,123,124,17.83,17.84,II,,,,,ash,,ash,ash,ash,,10YR 7/1 (light gray),thin bed,unconsolidated,silt,2,fine sand,4,,well,,,,,,,,,,,,,,,,,,,352,U1442,A,3,R,3,A,
352-U1442A-3R-3-A,124,150,17.84,18.1,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,3,A,
352-U1442A-3R-4-A,0,9,18.1,18.19,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,4,A,
352-U1442A-3R-4-A,9,11,18.19,18.21,II,,,,,ash,,ash,ash,ash,,10YR 6/2 (light brownish gray),thin bed,unconsolidated,silt,2,fine sand,4,,well,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,3,R,4,A,
352-U1442A-3R-4-A,11,51,18.21,18.61,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,4,A,
352-U1442A-3R-CC-A,0,23,18.61,18.84,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,3,R,CC,A,
352-U1442A-4R-1-A,0,82,23.3,24.12,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,4,R,1,A,
352-U1442A-4R-1-A,82,82.5,24.12,24.125,II,planar,sharp,sub-horizontal,,ash,with nannofossils,ash,ash with nannofossils,ash with nannofossils,,10YR 4/1 (dark gray),thick lamina,unconsolidated,medium sand,5,coarse sand,6,,moderate,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,4,R,1,A,
352-U1442A-4R-1-A,82.5,101,24.125,24.31,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,4,R,1,A,
352-U1442A-4R-2-A,0,77,24.31,25.08,II,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,10YR 7/2 (light gray),,unconsolidated,clay,1,silt,2,,well,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,4,R,2,A,
352-U1442A-4R-2-A,77,89,25.08,25.2,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/1 (light gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,4,R,2,A,
352-U1442A-4R-CC-A,0,2,25.2,25.22,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/1 (light gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,4,R,CC,A,
352-U1442A-4R-CC-A,2,3,25.22,25.23,II,,,,,ash,,ash,ash,ash,,7.5YR 3/1 (very dark gray),thin bed,unconsolidated,fine sand,4,medium sand,5,disseminated dark brown ash layer,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,4,R,CC,A,
352-U1442A-4R-CC-A,3,18,25.23,25.38,II,,,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,,10YR 7/1 (light gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,4,R,CC,A,
352-U1442A-5R-1-A,0,5,33,33.05,IIIA,,,,nannofossil-rich,mud,,nannofossil-rich mud,nannofossil-rich mud,mud,,10YR 4/2 (dark grayish brown),,unconsolidated,silt,2,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,5,R,1,A,
352-U1442A-5R-1-A,5,10,33.05,33.1,IIIA,,,,,ash,,ash,ash,ash,,7.5YR 3/1 (very dark gray),thin bed,unconsolidated,fine sand,4,medium sand,5,disseminated dark brown ash layer,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,5,R,1,A,
352-U1442A-5R-1-A,10,101,33.1,34.01,IIIA,,,,nannofossil-rich,mud,,nannofossil-rich mud,nannofossil-rich mud,mud,,10YR 4/2 (dark grayish brown),,unconsolidated,silt,2,silt,2,graded transitional contact to more brownish color,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,5,R,1,A,
352-U1442A-5R-2-A,0,44,34.01,34.45,IIIA,,,,nannofossil-rich,mud,,nannofossil-rich mud,nannofossil-rich mud,mud,,10YR 4/3 (brown),,unconsolidated,silt,2,silt,2,graded transitional contact to more brownish color,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,5,R,2,A,
352-U1442A-5R-2-A,44,86,34.45,34.87,IIIA,,,,,mud,,mud,mud,mud,,10YR 4/3 (brown),,unconsolidated,silt,2,silt,2,,moderate,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,5,R,2,A,
352-U1442A-5R-CC-A,0,15,34.87,35.02,IIIA,,,,,mud,,mud,mud,mud,,10YR 4/3 (brown),,unconsolidated,silt,2,silt,2,,moderate,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,5,R,CC,A,
352-U1442A-6R-1-A,0,101,42.8,43.81,IIIA,,,,,mud,,mud,mud,mud,,10YR 4/3 (brown),,unconsolidated,silt,2,silt,2,,moderate,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,6,R,1,A,
352-U1442A-6R-2-A,0,44,43.81,44.25,IIIA,,,,,mud,,mud,mud,mud,,10YR 4/3 (brown),,unconsolidated,silt,2,silt,2,,moderate,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,6,R,2,A,
352-U1442A-6R-2-A,44,89,44.25,44.7,IIIA,,,,nannofossil-rich,mud,,nannofossil-rich mud,nannofossil-rich mud,mud,,10YR 4/3 (brown),thick bed,unconsolidated,silt,2,silt,2,graded transitional contact to more brownish color,moderate,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,6,R,2,A,
352-U1442A-6R-2-A,89,90,44.7,44.71,IIIA,,,,,ash,,ash,ash,ash,,10YR 4/3 (brown),thin bed,,fine sand,4,coarse sand,6,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,6,R,2,A,
352-U1442A-6R-CC-A,0,5,44.71,44.76,IIIA,,sharp,,,ash,,ash,ash,ash,,10YR 4/3 (brown),thin bed,,fine sand,4,coarse sand,6,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,6,R,CC,A,
352-U1442A-6R-CC-A,5,18,44.76,44.89,IIIA,,,,nannofossil-rich,mud,with ash,nannofossil-rich mud,nannofossil-rich mud with ash,mud with ash,,10YR 4/3 (brown),thick bed,unconsolidated,silt,2,silt,2,sediment mixed with ashy material,moderate,non-graded,,,,,,,,,,,,,,,,,,352,U1442,A,6,R,CC,A,
352-U1442A-7R-1-A,0,41,52.6,53.01,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,1,A,
352-U1442A-7R-1-A,41,54,53.01,53.14,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0,,,,,,,,,,,,,,,352,U1442,A,7,R,1,A,
