Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1451B-11X-CC-A,10,48,621.12,621.5,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,,,,,,,,,,,,,,,,,354,U1451,B,11,X,CC,A,
354-U1451B-12X-1-A,0,36,629.3,629.66,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,12,X,1,A,
354-U1451B-12X-CC-A,0,22,629.66,629.88,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,12,X,CC,A,
354-U1451B-13X-CC-A,0,8,639,639.08,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,13,X,CC,A,
354-U1451B-13X-CC-A,18,22,639.18,639.22,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,13,X,CC,A,
354-U1451B-13X-CC-A,22,27,639.22,639.27,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,13,X,CC,A,
354-U1451B-15R-CC-A,0,20,645.8,646,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,B,15,R,CC,A,
354-U1451B-16R-1-A,0,79,655.6,656.39,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,16,R,1,A,
354-U1451B-16R-1-A,79,110,656.39,656.7,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,B,16,R,1,A,
354-U1451B-16R-1-A,115,128,656.75,656.88,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,B,16,R,1,A,
354-U1451B-16R-2-A,0,129,656.88,658.17,,sandy [Leg339],silt [Leg210],,sandy silt,sandy silt,silt,,,,,medium bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1451,B,16,R,2,A,
354-U1451B-17R-1-A,0,20,665.4,665.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,B,17,R,1,A,
354-U1451B-17R-CC-A,0,3,665.63,665.66,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,,,,,,,,,,,,,,,,354,U1451,B,17,R,CC,A,
354-U1451B-18R-1-A,0,6,675.2,675.26,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,gradational,,,,,,,,,,,,,,,354,U1451,B,18,R,1,A,
354-U1451B-18R-1-A,6,19,675.26,675.39,,,silt [Leg210],,silt,silt,silt,,,sharp irregular,,,,,,,,,,,,,,,354,U1451,B,18,R,1,A,
354-U1451B-18R-1-A,19,33,675.39,675.53,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,bioturbated,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,B,18,R,1,A,
354-U1451B-18R-1-A,33,42,675.53,675.62,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,,sharp irregular,,,,,,,,,,,,,,,354,U1451,B,18,R,1,A,
354-U1451B-18R-1-A,42,72,675.62,675.92,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,sharp irregular,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1451,B,18,R,1,A,
354-U1451B-18R-1-A,72,106,675.92,676.26,,,silt [Leg210],,silt,silt,silt,,,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,18,R,1,A,
354-U1451B-19R-1-A,0,149,685,686.49,,clayey [Leg339],silt [Leg210],with foraminifers [2014],clayey silt,clayey silt with foraminifers,silt with foraminifers,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],T,,,,,,,,,,354,U1451,B,19,R,1,A,
354-U1451B-19R-2-A,0,96,686.49,687.45,,clayey [Leg339],silt [Leg210],with foraminifers [2014],clayey silt,clayey silt with foraminifers,silt with foraminifers,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],T,,,,,,,,,,354,U1451,B,19,R,2,A,
354-U1451B-19R-3-A,0,18,687.45,687.63,,clayey [Leg339],silt [Leg210],with foraminifers [2014],clayey silt,clayey silt with foraminifers,silt with foraminifers,,gray,sharp planar,horizontal,,,,T,,normally graded,,,,clast of nannofossil-rich calcareous ooze (rip-up clast?),,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-3-A,18,21,687.63,687.66,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-3-A,21,32,687.66,687.77,,clayey [Leg339],silt [Leg210],with foraminifers [2014],clayey silt,clayey silt,silt,,gray,sharp planar,horizontal,,,,T,,normally graded,,,,,,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-3-A,32,41,687.77,687.86,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,black,sharp planar,horizontal,,,,T?,,,,,,,,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-3-A,41,47,687.86,687.92,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,sharp planar,horizontal,,,,T,,normally graded,,,,,,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-3-A,47,64,687.92,688.09,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,greenish gray,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-3-A,64,81,688.09,688.26,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,T,,normally graded,,,,,,,,354,U1451,B,19,R,3,A,
354-U1451B-19R-CC-A,0,18,688.26,688.44,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,T,,normally graded,,,,,,,,354,U1451,B,19,R,CC,A,
354-U1451B-20R-1-A,0,67,694.8,695.47,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,gradational,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],T,,,,,,,,,,354,U1451,B,20,R,1,A,
354-U1451B-20R-1-A,67,98,695.47,695.78,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,1,A,
354-U1451B-20R-1-A,98,102,695.78,695.82,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,1,A,
354-U1451B-20R-1-A,102,150,695.82,696.3,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,1,A,
354-U1451B-20R-2-A,0,39,696.3,696.69,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,39,58,696.69,696.88,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,58,90,696.88,697.2,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,90,97,697.2,697.27,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,97,105,697.27,697.35,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,105,113,697.35,697.43,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,113,129,697.43,697.59,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-2-A,129,133,697.59,697.63,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,2,A,
354-U1451B-20R-3-A,0,9,697.63,697.72,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,20,R,3,A,
354-U1451B-20R-3-A,9,23,697.72,697.86,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1451,B,20,R,3,A,
354-U1451B-20R-3-A,23,62,697.86,698.25,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,20,R,3,A,
354-U1451B-20R-CC-A,0,18,698.25,698.43,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,20,R,CC,A,
354-U1451B-21R-1-A,0,18,704.6,704.78,,,clay [Leg210],,clay,clay,clay,,light gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,18,55,704.78,705.15,,,silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,mud clast,,,,dispersed plant fragments; layer between 40-42 cm enriched in plant fragments,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,55,73,705.15,705.33,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],thin bed [B01],T,,normally graded,,,,planar laminae,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,55,73,705.15,705.33,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,73,100,705.33,705.6,,,claystone [Leg210],,claystone,claystone,claystone,,greenish gray,sharp irregular,inclined,,,,H,,,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,100,104,705.6,705.64,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,104,108,705.64,705.68,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,gradational,horizontal,,,,T,,normally graded,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,104,108,705.64,705.68,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,108,120,705.68,705.8,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,sharp planar,sub-horizontal,,,,T,,low-angle cross-stratification,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,108,120,705.68,705.8,,,,,,,,,,,,,,,,,normally graded,,,,,,,,354,U1451,B,21,R,1,A,
354-U1451B-21R-1-A,120,129,705.8,705.89,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,gradational,inclined,,,,H,,mottling [BJ80],,,,,,,,354,U1451,B,21,R,1,A,
