Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1451B-51R-2-A,108,135,989.13,989.4,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,51,R,2,A,
354-U1451B-51R-2-A,135,143,989.4,989.48,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,normally graded,,,,,,,,354,U1451,B,51,R,2,A,
354-U1451B-52R-1-A,0,45,996.4,996.85,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],t,,parallel lamination,,,,,,,,354,U1451,B,52,R,1,A,
354-U1451B-52R-1-A,45,62,996.85,997.02,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,t,,normally graded,,,,,,,,354,U1451,B,52,R,1,A,
354-U1451B-52R-1-A,62,85,997.02,997.25,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,t,,,,,,,,,,354,U1451,B,52,R,1,A,
354-U1451B-52R-1-A,85,109,997.25,997.49,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,,,,,,h,,burrows,,,,,,,,354,U1451,B,52,R,1,A,
354-U1451B-52R-2-A,0,57,997.49,998.06,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,reddish brown,sharp irregular,horizontal,,,,h,,burrows,,,,,,,,354,U1451,B,52,R,2,A,
354-U1451B-52R-2-A,57,64,998.06,998.13,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,t,,parallel lamination,,,,,,,,354,U1451,B,52,R,2,A,
354-U1451B-52R-3-A,0,121,998.13,999.34,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,t,,parallel lamination,,,,,,,,354,U1451,B,52,R,3,A,
354-U1451B-53R-1-A,0,6,1006.1,1006.16,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,Fall-in,,,,,,,,,,354,U1451,B,53,R,1,A,
354-U1451B-53R-1-A,6,21,1006.16,1006.31,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,black,,,,,,t,,,,,,Plant fragments and possibly charcoal are very abundant.,,,,354,U1451,B,53,R,1,A,
354-U1451B-54R-1-A,0,6,1015.8,1015.86,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,t,,parallel lamination,,,,,,,,354,U1451,B,54,R,1,A,
354-U1451B-54R-1-A,6,21,1015.86,1016.01,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,t,,,,,,,,,,354,U1451,B,54,R,1,A,
354-U1451B-54R-1-A,21,37,1016.01,1016.17,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,sharp planar,horizontal,,,,t,,,,,,,,,,354,U1451,B,54,R,1,A,
354-U1451B-54R-1-A,37,60,1016.17,1016.4,,,clay [Leg210],,clay,clay,clay,,light green,sharp planar,horizontal,,,,,,,Fractured,,,,,,,354,U1451,B,54,R,1,A,
354-U1451B-54R-1-A,60,118,1016.4,1016.98,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,t,,,,,,,,,,354,U1451,B,54,R,1,A,
354-U1451B-54R-2-A,0,16,1016.98,1017.14,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,t,,mottling [BJ80],,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-2-A,16,82,1017.14,1017.8,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,t,,normally graded,,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-2-A,82,94,1017.8,1017.92,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,t,,,,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-2-A,94,104,1017.92,1018.02,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp irregular,horizontal,,,,t,,normally graded,,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-2-A,104,128,1018.02,1018.26,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,t,,normally graded,,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-2-A,128,131,1018.26,1018.29,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-2-A,131,135,1018.29,1018.33,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,54,R,2,A,
354-U1451B-54R-CC-A,0,17,1018.33,1018.5,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,B,54,R,CC,A,
354-U1451B-55R-1-A,0,2,1025.6,1025.62,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,55,R,1,A,
354-U1451B-55R-1-A,2,11,1025.62,1025.71,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,,,,,,,,,,,354,U1451,B,55,R,1,A,
354-U1451B-55R-1-A,11,47,1025.71,1026.07,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,55,R,1,A,
354-U1451B-55R-1-A,47,66,1026.07,1026.26,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,,,,,,,,,,,354,U1451,B,55,R,1,A,
354-U1451B-55R-1-A,66,69,1026.26,1026.29,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,55,R,1,A,
354-U1451B-55R-1-A,69,94,1026.29,1026.54,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,55,R,1,A,
354-U1451B-55R-2-A,0,26,1026.54,1026.8,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,55,R,2,A,
354-U1451B-55R-2-A,26,62,1026.8,1027.16,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,55,R,2,A,
354-U1451B-55R-2-A,62,71,1027.16,1027.25,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1451,B,55,R,2,A,
354-U1451B-55R-3-A,0,80,1027.25,1028.05,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,55,R,3,A,
354-U1451B-55R-CC-A,0,3,1028.05,1028.08,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,55,R,CC,A,
354-U1451B-55R-CC-A,3,20,1028.08,1028.25,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,55,R,CC,A,
354-U1451B-56R-1-A,0,34,1035.3,1035.64,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,56,R,1,A,
354-U1451B-56R-1-A,34,52,1035.64,1035.82,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,56,R,1,A,
354-U1451B-56R-1-A,52,68,1035.82,1035.98,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,,,,,,,,,,,354,U1451,B,56,R,1,A,
354-U1451B-56R-1-A,68,88,1035.98,1036.18,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,56,R,1,A,
354-U1451B-56R-2-A,0,53,1036.18,1036.71,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp irregular,,thin bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,56,R,2,A,
354-U1451B-56R-2-A,53,73,1036.71,1036.91,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,56,R,2,A,
354-U1451B-56R-2-A,73,91,1036.91,1037.09,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,normally graded,,,,,,,,354,U1451,B,56,R,2,A,
354-U1451B-57R-1-A,0,7,1040,1040.07,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,1,A,
354-U1451B-57R-1-A,7,62,1040.07,1040.62,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,silt bed contains fine parallel lamination from 44 to 46 cm,,,,354,U1451,B,57,R,1,A,
354-U1451B-57R-1-A,62,69,1040.62,1040.69,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,,,,,,,,,,,,,,,,354,U1451,B,57,R,1,A,
354-U1451B-57R-2-A,0,34,1040.69,1041.03,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,2,A,
354-U1451B-57R-2-A,34,85,1041.03,1041.54,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,2,A,
354-U1451B-57R-2-A,85,89,1041.54,1041.58,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,2,A,
354-U1451B-57R-2-A,89,99,1041.58,1041.68,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,2,A,
354-U1451B-57R-2-A,99,103,1041.68,1041.72,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,2,A,
354-U1451B-57R-2-A,103,147,1041.72,1042.16,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,57,R,2,A,
354-U1451B-57R-3-A,0,8,1042.16,1042.24,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,8,10,1042.24,1042.26,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,10,17,1042.26,1042.33,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,17,21,1042.33,1042.37,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,21,29,1042.37,1042.45,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,29,32,1042.45,1042.48,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,32,33,1042.48,1042.49,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,white,,,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,33,38,1042.49,1042.54,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,38,39,1042.54,1042.55,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,39,45,1042.55,1042.61,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,45,47,1042.61,1042.63,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,47,54,1042.63,1042.7,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,54,66,1042.7,1042.82,,,siltstone [Leg210],with mica,siltstone,siltstone with mica,siltstone with mica,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,54,66,1042.7,1042.82,,,,with plant fragments [2014],,with plant fragments,with plant fragments,,,,,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-3-A,66,68,1042.82,1042.84,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,57,R,3,A,
354-U1451B-57R-CC-A,0,22,1042.84,1043.06,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,57,R,CC,A,
354-U1451B-58R-1-A,0,7,1045,1045.07,,,claystone [Leg210],,claystone,claystone,claystone,,dark green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,7,13,1045.07,1045.13,,,siltstone [Leg210],with mica,siltstone,siltstone with mica,siltstone with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,13,17,1045.13,1045.17,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,17,27,1045.17,1045.27,,,siltstone [Leg210],with mica,siltstone,siltstone with mica,siltstone with mica,,gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,27,31,1045.27,1045.31,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,31,57,1045.31,1045.57,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,57,78,1045.57,1045.78,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,medium bed [B01],siltstone [Leg210],lamina [M&W53],,,parallel lamination,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,78,106,1045.78,1046.06,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,thin bed [B01],siltstone [Leg210],lamina [M&W53],,,mottling [BJ80],parallel lamination on siltstone,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-1-A,106,110,1046.06,1046.1,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,1,A,
354-U1451B-58R-2-A,0,97,1046.1,1047.07,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1451,B,58,R,2,A,
354-U1451B-58R-2-A,97,140,1047.07,1047.5,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,,,,,,mud clast,,,,,,,,354,U1451,B,58,R,2,A,
354-U1451B-58R-3-A,0,9,1047.5,1047.59,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,3,A,
354-U1451B-58R-3-A,9,33,1047.59,1047.83,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,58,R,3,A,
354-U1451B-58R-3-A,33,83,1047.83,1048.33,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],siltstone [Leg210],lamina [M&W53],,,mottling [BJ80],parallel lamination on siltstone,,,,,,,354,U1451,B,58,R,3,A,
354-U1451B-58R-3-A,83,103,1048.33,1048.53,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,,,,,,,,parallel lamination,dark gray and gray alternate bands,,,,,,,354,U1451,B,58,R,3,A,
354-U1451B-58R-3-A,83,103,1048.33,1048.53,,,,,,,,,,,,,,,,,low-angle cross-stratification,"cross lamination from 83 to 85 cm, 90 to 93 cm and 95 to 96 cm; convolute lamination from 86 to 87 cm;",,,,,,,354,U1451,B,58,R,3,A,
354-U1451B-58R-4-A,0,16,1048.53,1048.69,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,16,26,1048.69,1048.79,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,sub-horizontal,,,,,,burrows,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,16,26,1048.69,1048.79,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,26,76,1048.79,1049.29,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,26,76,1048.79,1049.29,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,76,82,1049.29,1049.35,,,claystone [Leg210],,claystone,claystone,claystone,,gray,bioturbated,horizontal,,,,,,burrows,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,82,109,1049.35,1049.62,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,82,109,1049.35,1049.62,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,109,138,1049.62,1049.91,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-58R-4-A,109,138,1049.62,1049.91,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,58,R,4,A,
354-U1451B-59R-1-A,0,16,1054.8,1054.96,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,16,36,1054.96,1055.16,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,36,38,1055.16,1055.18,,,calcareous claystone,with foraminifers [2014],calcareous claystone,calcareous claystone with foraminifers,calcareous claystone with foraminifers,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,38,69,1055.18,1055.49,,,claystone [Leg210],,claystone,claystone,claystone,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,69,105,1055.49,1055.85,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,105,131,1055.85,1056.11,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,131,134,1056.11,1056.14,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,greenish gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,134,141,1056.14,1056.21,,,claystone [Leg210],,claystone,claystone,claystone,,greenish gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,141,143,1056.21,1056.23,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,greenish gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,143,148,1056.23,1056.28,,,claystone [Leg210],,claystone,claystone,claystone,,greenish gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-1-A,148,149,1056.28,1056.29,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,greenish gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,59,R,1,A,
354-U1451B-59R-2-A,0,26,1056.29,1056.55,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,sharp planar,sub-horizontal,very thin bed [B01],siltstone [Leg210],lamina [M&W53],,,parallel lamination,,,,,,,,354,U1451,B,59,R,2,A,
354-U1451B-59R-2-A,26,82,1056.55,1057.11,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,59,R,2,A,
354-U1451B-59R-2-A,82,92,1057.11,1057.21,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,59,R,2,A,
354-U1451B-59R-3-A,0,11,1057.21,1057.32,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,59,R,3,A,
354-U1451B-59R-3-A,11,54,1057.32,1057.75,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,very thin bed [B01],claystone [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,59,R,3,A,
354-U1451B-59R-3-A,54,92,1057.75,1058.13,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,59,R,3,A,
354-U1451B-59R-3-A,92,99,1058.13,1058.2,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,,,very thin bed [B01],siltstone [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,59,R,3,A,
354-U1451B-59R-CC-A,0,10,1058.2,1058.3,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,thin bed [B01],claystone [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,59,R,CC,A,
354-U1451B-60R-1-A,0,8,1064.5,1064.58,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,,,,,,,,,,,,,,,,354,U1451,B,60,R,1,A,
354-U1451B-60R-1-A,8,106,1064.58,1065.56,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,60,R,1,A,
354-U1451B-60R-1-A,8,106,1064.58,1065.56,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,60,R,1,A,
354-U1451B-60R-2-A,0,149,1065.56,1067.05,,,claystone [Leg210],,claystone,claystone,claystone,,black,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,60,R,2,A,
354-U1451B-60R-3-A,0,20,1067.05,1067.25,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,60,R,3,A,
354-U1451B-60R-3-A,20,26,1067.25,1067.31,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,60,R,3,A,
354-U1451B-60R-3-A,26,56,1067.31,1067.61,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,horizontal,thin bed [B01],,,,,parallel lamination,,,,,,,,354,U1451,B,60,R,3,A,
354-U1451B-60R-3-A,56,89,1067.61,1067.94,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,60,R,3,A,
354-U1451B-60R-4-A,0,39,1067.94,1068.33,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,60,R,4,A,
