Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data
340-U1396A-6H-6-A,340,U1396,A,6,6-6,H,6,A,144,150,52.54,52.6,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,0,6,52.6,52.66,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcani ash,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,20,0,25,0,0,0,0,5,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,6,20,52.66,52.8,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"hemipelagic sediment
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,20,35,52.8,52.95,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,45,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,35,36,52.95,52.96,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcani ash,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,90,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,36,39,52.96,52.99,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,45,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,39,40,52.99,53,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcani ash,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,90,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-7-A,340,U1396,A,6,6-7,H,7,A,40,78,53,53.38,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,45,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-CC-A,340,U1396,A,6,6-CC,H,CC,A,0,35,53.38,53.73,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,5,0,90,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-6H-CC-A,340,U1396,A,6,6-CC,H,CC,A,35,39,53.73,53.77,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,
340-U1396A-7H-1-A,340,U1396,A,7,7-7,H,7,A,0,150,53.1,54.6,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,15,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-2-A,340,U1396,A,7,7-2,H,2,A,0,150,54.6,56.1,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,10,0,0,0,0,5,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-3-A,340,U1396,A,7,7-3,H,3,A,0,60,56.1,56.7,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-3-A,340,U1396,A,7,7-3,H,3,A,60,120,56.7,57.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-3-A,340,U1396,A,7,7-3,H,3,A,120,150,57.3,57.6,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,0,56,57.6,58.16,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,56,60,58.16,58.2,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,30,0,0,0,0,0,10,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,60,108,58.2,58.68,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,0,0,0,0,0,60,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,108,110,58.68,58.7,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,30,0,0,0,0,0,30,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,110,119,58.7,58.79,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,119,121,58.79,58.81,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,60,20,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-4-A,340,U1396,A,7,7-4,H,4,A,121,150,58.81,59.1,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-5-A,340,U1396,A,7,7-5,H,5,A,0,45,59.1,59.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-5-A,340,U1396,A,7,7-5,H,5,A,45,102,59.55,60.12,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-5-A,340,U1396,A,7,7-5,H,5,A,102,150,60.12,60.6,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-6-A,340,U1396,A,7,7-6,H,6,A,0,16,60.6,60.76,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-6-A,340,U1396,A,7,7-6,H,6,A,16,25,60.76,60.85,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,20,40,10,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-6-A,340,U1396,A,7,7-6,H,6,A,25,59,60.85,61.19,,,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment weakly graded,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-6-A,340,U1396,A,7,7-6,H,6,A,59,85,61.19,61.45,,,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment weakly graded,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,40,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-6-A,340,U1396,A,7,7-6,H,6,A,85,150,61.45,62.1,,,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-7-A,340,U1396,A,7,7-7,H,7,A,0,48,62.1,62.58,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,bioturbated hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,20,0,78,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-7-A,340,U1396,A,7,7-7,H,7,A,48,78,62.58,62.88,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sandstone or tuff [Leg210],30,fine sand [T07],4,100,bioturbated hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,30,0,68,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-CC-A,340,U1396,A,7,7-CC,H,CC,A,0,11,62.88,62.99,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-7H-CC-A,340,U1396,A,7,7-CC,H,CC,A,11,15,62.99,63.03,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],70,fine sand [T07],4,calcareous sand [Leg210],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,10,0,0,0,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,0,12,62.6,62.72,,,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,sandy hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,12,54,62.72,63.14,,,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,bioturbated hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,54,55,63.14,63.15,,,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,calcareous sand [Leg210],40,medium sand [T07],6,100,mixture of bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,30,0,0,20,0,20,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,55,65,63.15,63.25,,,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,"mixture of bioclastic and volcaniclastic materials, bioturbated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,15,0,0,30,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,65,66,63.25,63.26,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"volcanic ash
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,66,107,63.26,63.67,,,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,mottled hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,107,113,63.67,63.73,,,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,mixture of bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,15,0,0,35,0,35,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,113,116,63.73,63.76,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"volcanic ash
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,70,0,30,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-1-A,340,U1396,A,8,8-1,H,1,A,116,151,63.76,64.11,,,carbonate ooze [Leg178],50,silt-fine mud [T07],2,calcareous sand [Leg210],50,fine sand [T07],4,100,mottled fine grained hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-2-A,340,U1396,A,8,8-2,H,2,A,0,53,64.11,64.64,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,sandy hemipelagic sediment ,1,,,,,,,100,pebble [W22_2],,,,,,,,,,0,0,5,0,0,0,0,30,0,65,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-2-A,340,U1396,A,8,8-2,H,2,A,53,100,64.64,65.11,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,bioturbated hemipelagic sediment ,,,,,,,,,,,,,,,,,,,0,0,5,0,5,0,0,30,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-2-A,340,U1396,A,8,8-2,H,2,A,100,154,65.11,65.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,bioturbated silty hemipelagic sediment ,,,,,,,,,,,,,,,,,,,0,0,5,0,5,0,0,30,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-3-A,340,U1396,A,8,8-3,H,3,A,0,147,65.65,67.12,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,"single rounded pumice, 13 mm",rounded,0,0,10,0,0,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-4-A,340,U1396,A,8,8-4,H,4,A,0,139,67.12,68.51,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,,,100,"moderately bioturbated, hemipelagic fines, mottled; brown-reddish grey layer at 74 cm depth",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,10,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-4-A,340,U1396,A,8,8-4,H,4,A,139,142,68.51,68.54,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,"reddish grey, volcaniclastic sand patch",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,93,0,5,2,0,0,,well [BP01],absent [alteration],0,"feldspar, pyroxene, opaque minerals",,,,,,,,,
340-U1396A-8H-4-A,340,U1396,A,8,8-4,H,4,A,142,149,68.54,68.61,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,,,100,"moderately bioturbated, hemipelagic fines, mottled",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,10,0,88,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-5-A,340,U1396,A,8,8-5,H,5,A,0,88,68.61,69.49,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine mud [T07],3,100,fine grained hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,45,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-5-A,340,U1396,A,8,8-5,H,5,A,88,147,69.49,70.08,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,fine grained hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,45,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-6-A,340,U1396,A,8,8-6,H,6,A,0,125,70.08,71.33,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-6-A,340,U1396,A,8,8-6,H,6,A,125,132,71.33,71.4,minimal [drilling disturbance],1,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,"80% feldspar, 10% magnetite, 10% pyroxene",,,,,,,,,
340-U1396A-8H-6-A,340,U1396,A,8,8-6,H,6,A,132,134,71.4,71.42,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-6-A,340,U1396,A,8,8-6,H,6,A,134,135,71.42,71.43,minimal [drilling disturbance],1,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,well [BP01],absent [alteration],0,"80% feldspar, 10% magnetite, 10% pyroxene",,,,,,,,,
340-U1396A-8H-6-A,340,U1396,A,8,8-6,H,6,A,135,147,71.43,71.55,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,0,0,0,0,0,95,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-7-A,340,U1396,A,8,8-7,H,7,A,0,10.5,71.55,71.655,,,ash [F&S84],100,fine sand [T07],4,,,,,100,"top part of ashfall unit, normal grading
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,98,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-7-A,340,U1396,A,8,8-7,H,7,A,10.5,12,71.655,71.67,,,ash [F&S84],100,medium sand [T07],6,,,,,100,"bottom part of ashfall unit, normal grading, crystal rich",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,95,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-7-A,340,U1396,A,8,8-7,H,7,A,12,58,71.67,72.13,,,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,"hemipelagic fines, mottled, 1 subangular clast (1.5 cm diameter) at 50 cm depth

",1,0,,0,,100,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-7-A,340,U1396,A,8,8-7,H,7,A,58,94,72.13,72.49,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"hemipelagic fines, mottled",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-CC-A,340,U1396,A,8,8-CC,H,CC,A,0,21,72.49,72.7,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,5,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-8H-CC-A,340,U1396,A,8,8-CC,H,CC,A,21,25,72.7,72.74,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,
340-U1396A-9H-1-A,340,U1396,A,9,9-1,H,1,A,0,5,72.1,72.15,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-9H-1-A,340,U1396,A,9,9-1,H,1,A,5,40,72.15,72.5,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-9H-1-A,340,U1396,A,9,9-1,H,1,A,40,60,72.5,72.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-9H-1-A,340,U1396,A,9,9-1,H,1,A,60,68,72.7,72.78,minimal [drilling disturbance],1,calcareous sand [Leg210],10,fine sand [T07],4,volcaniclastic-sand [BGS-S81],90,fine sand [T07],4,100,potential turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,4,1,5,0,0,20,30,40,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-9H-1-A,340,U1396,A,9,9-1,H,1,A,68,152,72.78,73.62,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-9H-2-A,340,U1396,A,9,9-2,H,2,A,0,42,73.62,74.04,,,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,2,68,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-9H-2-A,340,U1396,A,9,9-2,H,2,A,42,153,74.04,75.15,,,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,"hemipelagic fines, bioturbated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,30,5,63,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-9H-3-A,340,U1396,A,9,9-3,H,3,A,0,150,75.15,76.65,,,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,"mottled,  bioturbated hemipelagic fines",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,30,0,68,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-9H-4-A,340,U1396,A,9,9-4,H,4,A,0,79,76.65,77.44,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,,,,rounded,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-9H-4-A,340,U1396,A,9,9-4,H,4,A,79,82,77.44,77.47,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],55,fine mud [T07],3,volcaniclastic-sand [BGS-S81],45,granule [T07],9,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,50,0,0,50,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-9H-4-A,340,U1396,A,9,9-4,H,4,A,82,149,77.47,78.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,,,,rounded,0,0,0,0,0,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
