Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1455C-2H-1-A,65,150,9.35,10.2,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,,,,,,,,burrows,greenish indulated layers,,,,,,,354,U1455,C,2,H,1,A,
354-U1455C-2H-2-A,0,121,10.2,11.41,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,gradational,,,,,,,burrows,greenish indulated layers,,,,,,,354,U1455,C,2,H,2,A,
354-U1455C-2H-2-A,121,150,11.41,11.7,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,2,H,2,A,
354-U1455C-2H-3-A,0,47,11.7,12.17,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,2,H,3,A,
354-U1455C-2H-3-A,47,146,12.17,13.16,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,,,,,,normally graded,mud clasts in the upper part,,,,,,,354,U1455,C,2,H,3,A,
354-U1455C-2H-4-A,0,3,13.16,13.19,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp planar,,,,,,,,,,,,,,,354,U1455,C,2,H,4,A,
354-U1455C-2H-4-A,3,49,13.19,13.65,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,,,,,,,mottling [BJ80],flow-in deformation,,,,,,,354,U1455,C,2,H,4,A,
354-U1455C-2H-4-A,49,107,13.65,14.23,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light brown,sharp irregular,,,,,,,mottling [BJ80],flow-in deformation,,,,,,,354,U1455,C,2,H,4,A,
354-U1455C-2H-4-A,107,145,14.23,14.61,,,clay [Leg210],,clay,clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,2,H,4,A,
354-U1455C-2H-5-A,0,18,14.61,14.79,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,2,H,5,A,
354-U1455C-2H-5-A,18,90,14.79,15.51,,,sand [Leg210],,sand,sand,sand,,gray,sharp planar,,,,,,,normally graded,,,,,,,,354,U1455,C,2,H,5,A,
354-U1455C-2H-5-A,90,150,15.51,16.11,,,silt [Leg210],,silt,silt,silt,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,2,H,5,A,
354-U1455C-2H-6-A,0,146,16.11,17.57,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,thick bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1455,C,2,H,6,A,
354-U1455C-3H-1-A,0,66,18.2,18.86,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp irregular,,medium bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,3,H,1,A,
354-U1455C-3H-1-A,66,91,18.86,19.11,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,sharp planar,horizontal,,,,,,,,,,flow-in disturbance,,,,354,U1455,C,3,H,1,A,
354-U1455C-3H-1-A,91,150,19.11,19.7,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,3,H,1,A,
354-U1455C-3H-2-A,0,9,19.7,19.79,,,sand [Leg210],,sand,sand,sand,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,3,H,2,A,
354-U1455C-3H-2-A,9,70,19.79,20.4,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,gradational,,,,,,,,,,,flow-in disturbance,,,,354,U1455,C,3,H,2,A,
354-U1455C-3H-2-A,70,150,20.4,21.2,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,mud clast,,,,,,,,354,U1455,C,3,H,2,A,
354-U1455C-3H-3-A,0,110,21.2,22.3,,,sand [Leg210],,sand,sand,sand,,gray,,,,,,,,,,,,,,,,354,U1455,C,3,H,3,A,
354-U1455C-3H-4-A,0,83,22.3,23.13,,,sand [Leg210],,sand,sand,sand,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,3,H,4,A,
354-U1455C-3H-CC-A,0,7,23.13,23.2,,,sand [Leg210],,sand,sand,sand,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,3,H,CC,A,
354-U1455C-4F-1-A,0,68,23.2,23.88,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp irregular,,,,,,,mud clast,,,,,,,,354,U1455,C,4,F,1,A,
354-U1455C-4F-1-A,68,97,23.88,24.17,,,clay [Leg210],with silt [2014],clay,clay with silt,clay with silt,,gray,,,,,,,,patch or bleb,,,,,,,,354,U1455,C,4,F,1,A,
354-U1455C-4F-1-A,97,150,24.17,24.7,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,,,,,,,,mud clast,,,,,,,,354,U1455,C,4,F,1,A,
354-U1455C-4F-2-A,0,19,24.7,24.89,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1455,C,4,F,2,A,
354-U1455C-4F-2-A,19,59,24.89,25.29,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,4,F,2,A,
354-U1455C-4F-2-A,59,150,25.29,26.2,,nannofossil rich,calcareous claystone,with foraminifers [2014],nannofossil rich calcareous claystone,nannofossil rich calcareous claystone with foraminifers,calcareous claystone with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,4,F,2,A,
354-U1455C-4F-3-A,0,101,26.2,27.21,,nannofossil rich,calcareous claystone,,nannofossil rich calcareous claystone,nannofossil rich calcareous claystone,calcareous claystone,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,4,F,3,A,
354-U1455C-4F-4-A,0,55,27.21,27.76,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,4,F,4,A,
354-U1455C-4F-CC-A,5,22,27.81,27.98,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,4,F,CC,A,
354-U1455C-5F-1-A,0,150,27.9,29.4,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,color banding,,,,,,,,354,U1455,C,5,F,1,A,
354-U1455C-5F-2-A,0,150,29.4,30.9,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,color banding,,,,,,,,354,U1455,C,5,F,2,A,
354-U1455C-5F-3-A,0,115,30.9,32.05,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,color banding,,,,,,,,354,U1455,C,5,F,3,A,
354-U1455C-5F-3-A,115,132,32.05,32.22,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,5,F,3,A,
354-U1455C-5F-CC-A,0,6,32.4,32.46,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1455,C,5,F,CC,A,
354-U1455C-5F-CC-A,6,18,32.46,32.58,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,5,F,CC,A,
354-U1455C-6F-1-A,0,21,32.6,32.81,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1455,C,6,F,1,A,
354-U1455C-6F-1-A,21,32,32.81,32.92,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1455,C,6,F,1,A,
354-U1455C-6F-1-A,32,145,32.92,34.05,,,sand [Leg210],,sand,sand,sand,,,,,,,,,,normally graded,,,,,,,,354,U1455,C,6,F,1,A,
354-U1455C-6F-2-A,0,118,34.05,35.23,,,sand [Leg210],,sand,sand,sand,,,,,,,,,,,,,,,,,,354,U1455,C,6,F,2,A,
354-U1455C-6F-3-A,0,136,35.23,36.59,,,sand [Leg210],,sand,sand,sand,,,,,,,,,,,,,,,,,,354,U1455,C,6,F,3,A,
354-U1455C-7F-1-A,0,23,37.3,37.53,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,23,45,37.53,37.75,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,45,51,37.75,37.81,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,51,63,37.81,37.93,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,63,69,37.93,37.99,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,69,96,37.99,38.26,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,gradational,horizontal,,,,,,convolute bedding,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,96,118,38.26,38.48,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,fine sand,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,118,133,38.48,38.63,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-1-A,133,150,38.63,38.8,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,7,F,1,A,
354-U1455C-7F-2-A,0,37,38.8,39.17,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,dark gray and gray color banding.,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-2-A,37,46,39.17,39.26,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-2-A,46,62,39.26,39.42,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,fine sand,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-2-A,62,98,39.42,39.78,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-2-A,98,129,39.78,40.09,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,dark gray and gray color banding.,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-2-A,129,144,40.09,40.24,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,fine sand,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-2-A,144,151,40.24,40.31,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,,354,U1455,C,7,F,2,A,
354-U1455C-7F-3-A,0,19,40.31,40.5,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,19,29,40.5,40.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,29,48,40.6,40.79,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,gradational,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,48,53,40.79,40.84,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,53,59,40.84,40.9,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,gradational,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,59,80,40.9,41.11,,nannofossil rich,clay [Leg210],with foraminifers [2014],nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,green,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,80,86,41.11,41.17,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,gradational,horizontal,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-3-A,86,101,41.17,41.32,,nannofossil rich,clay [Leg210],,nannofossil rich clay,nannofossil rich clay,clay,,green,,,,,,,,,,,,,,,,354,U1455,C,7,F,3,A,
354-U1455C-7F-4-A,0,31,41.32,41.63,,nannofossil rich,clay [Leg210],,nannofossil rich clay,nannofossil rich clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,dark gray and gray color banding with parallel lamination in silt lamina.,,,,354,U1455,C,7,F,4,A,
354-U1455C-7F-4-A,31,51,41.63,41.83,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,very thin bed [B01],clay [Leg210],lamina [M&W53],,,parallel lamination,,,,dark gray and gray color banding.,,,,354,U1455,C,7,F,4,A,
354-U1455C-7F-4-A,51,68,41.83,42,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,parallel lamination,,,,fine sand,,,,354,U1455,C,7,F,4,A,
354-U1455C-7F-CC-A,0,14,42,42.14,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,7,F,CC,A,
354-U1455C-7F-CC-A,14,24,42.14,42.24,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,7,F,CC,A,
354-U1455C-8F-1-A,0,8,42,42.08,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,,,,,354,U1455,C,8,F,1,A,
354-U1455C-8F-1-A,8,64,42.08,42.64,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,8,F,1,A,
354-U1455C-8F-1-A,64,138,42.64,43.38,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,8,F,1,A,
354-U1455C-8F-1-A,138,150,43.38,43.5,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,parallel lamination,gray and dark gray color banding.,,,fine sand,,,,354,U1455,C,8,F,1,A,
354-U1455C-8F-2-A,0,10,43.5,43.6,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,fine sand,,,,354,U1455,C,8,F,2,A,
354-U1455C-8F-2-A,10,150,43.6,45,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,parallel lamination in dark gray clayey silt beds.,,,,,,,354,U1455,C,8,F,2,A,
354-U1455C-8F-3-A,0,101,45,46.01,,,clay [Leg210],with nannofossils [2014],clay,clay with nannofossils,clay with nannofossils,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,dark gray clayey silt.,,,,354,U1455,C,8,F,3,A,
354-U1455C-8F-4-A,0,44,46.01,46.45,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,dark gray clayey silt.,,,,354,U1455,C,8,F,4,A,
354-U1455C-8F-4-A,44,76,46.45,46.77,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,dark gray clay interbedded.,,,,354,U1455,C,8,F,4,A,
354-U1455C-8F-CC-A,0,19,46.77,46.96,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,8,F,CC,A,
354-U1455C-9F-1-A,0,106,46.7,47.76,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,9,F,1,A,
354-U1455C-9F-2-A,0,132,47.76,49.08,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,9,F,2,A,
354-U1455C-11F-1-A,0,142,56.2,57.62,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,11,F,1,A,
354-U1455C-11F-2-A,0,115,57.62,58.77,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,11,F,2,A,
354-U1455C-11F-CC-A,0,10,58.77,58.87,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,11,F,CC,A,
354-U1455C-13F-1-A,0,15,65.7,65.85,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,dark gray silt,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-1-A,15,17,65.85,65.87,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,black,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-1-A,17,26,65.87,65.96,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark green,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-1-A,26,65,65.96,66.35,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-1-A,65,107,66.35,66.77,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-1-A,107,120,66.77,66.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,dark gray clayey silt,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-1-A,120,150,66.9,67.2,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,clay clast 142 to 143 cm due to drilling disturbance.,,,,354,U1455,C,13,F,1,A,
354-U1455C-13F-2-A,0,10,67.2,67.3,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,13,F,2,A,
354-U1455C-13F-2-A,10,17,67.3,67.37,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,13,F,2,A,
354-U1455C-13F-2-A,17,33,67.37,67.53,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1455,C,13,F,2,A,
354-U1455C-13F-2-A,33,101,67.53,68.21,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand.,,,,354,U1455,C,13,F,2,A,
354-U1455C-13F-3-A,0,70,68.21,68.91,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand.,,,,354,U1455,C,13,F,3,A,
354-U1455C-13F-CC-A,0,18,68.91,69.09,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,fine sand.,,,,354,U1455,C,13,F,CC,A,
