Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1455C-43R-1-A,119,129,774.19,774.29,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,129,130,774.29,774.3,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-2-A,0,33,774.3,774.63,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],lamina [M&W53],,,parallel lamination,,,,dark gray clay lamina,,,,354,U1455,C,43,R,2,A,
354-U1455C-43R-2-A,33,42,774.63,774.72,,,claystone [Leg210],with nannofossils [2014],claystone,claystone with nannofossils,claystone with nannofossils,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,43,R,2,A,
354-U1455C-43R-2-A,42,83,774.72,775.13,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,sub-horizontal,thin bed [B01],clay [Leg210],lamina [M&W53],,,,,,,"dark gray clay lamina, Silt with mica and plant fragments",,,,354,U1455,C,43,R,2,A,
354-U1455C-43R-2-A,83,96,775.13,775.26,,,claystone [Leg210],with nannofossils [2014],claystone,claystone with nannofossils,claystone with nannofossils,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,43,R,2,A,
354-U1455C-43R-2-A,96,141,775.26,775.71,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,,,,,,,,,with some clay clasts,,,,,,,354,U1455,C,43,R,2,A,
354-U1455C-43R-CC-A,0,9,775.71,775.8,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,with mica,,,,354,U1455,C,43,R,CC,A,
354-U1455C-43R-CC-A,9,21,775.8,775.92,,,claystone [Leg210],with nannofossils [2014],claystone,claystone with nannofossils,claystone with nannofossils,,dark gray,,,,,,,,parallel lamination,gray and dark gray color banding,,,,,,,354,U1455,C,43,R,CC,A,
354-U1455C-44R-1-A,0,5,782.8,782.85,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,,,,,,,wood piece from 2 -3 cm,,,wood piece from 2 -3 cm,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,5,11,782.85,782.91,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,with plant fragments,,,with plant fragments,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,11,23,782.91,783.03,,,claystone [Leg210],with nannofossils [2014],claystone,claystone with nannofossils,claystone with nannofossils,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,23,28,783.03,783.08,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,28,55,783.08,783.35,,,claystone [Leg210],with nannofossils [2014],claystone,claystone with nannofossils,claystone with nannofossils,,dark gray,sharp irregular,sub-horizontal,,,,,,parallel lamination,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,55,60,783.35,783.4,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,60,81,783.4,783.61,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,81,84,783.61,783.64,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,84,90,783.64,783.7,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,90,93,783.7,783.73,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,93,125,783.73,784.05,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,parallel lamination in silt,,,gray and dark gray color banding in claystone.,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,125,137,784.05,784.17,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-1-A,137,143,784.17,784.23,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,parallel lamination,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,1,A,
354-U1455C-44R-2-A,0,3,784.23,784.26,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,2,A,
354-U1455C-44R-2-A,3,99,784.26,785.22,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,gray and dark gray color banding in claystone and parallel lamination in dark gray silt.,,,,354,U1455,C,44,R,2,A,
354-U1455C-44R-2-A,99,150,785.22,785.73,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,dark gray,,,,,,,,burrows,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,2,A,
354-U1455C-44R-2-A,99,150,785.22,785.73,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,44,R,2,A,
354-U1455C-44R-3-A,0,13,785.73,785.86,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-3-A,13,41,785.86,786.14,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-3-A,41,45,786.14,786.18,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-3-A,45,63,786.18,786.36,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,clay clasts present,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-3-A,63,71,786.36,786.44,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-3-A,71,123,786.44,786.96,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,thin bed [B01],claystone [Leg210],very thin bed [B01],,,,,,,wood fragment in 82-83 cm and 85-86 cm; clay clast present.,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-3-A,123,128,786.96,787.01,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,44,R,3,A,
354-U1455C-44R-4-A,0,3,787.01,787.04,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,4,A,
354-U1455C-44R-4-A,3,17,787.04,787.18,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,4,A,
354-U1455C-44R-4-A,17,24,787.18,787.25,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,44,R,4,A,
354-U1455C-44R-4-A,24,31,787.25,787.32,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,gray and dark gray color banding,,,,354,U1455,C,44,R,4,A,
354-U1455C-44R-4-A,31,52,787.32,787.53,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,44,R,4,A,
354-U1455C-44R-CC-A,0,19,787.53,787.72,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,44,R,CC,A,
354-U1455C-45R-1-A,0,133,792.6,793.93,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],parallel lamination in dark gray silt,,,,,,,354,U1455,C,45,R,1,A,
354-U1455C-45R-1-A,0,133,792.6,793.93,,,,,,,,,,,,,,,,,burrows,bioturbation in claystone.,,,,,,,354,U1455,C,45,R,1,A,
354-U1455C-45R-2-A,0,15,793.93,794.08,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,45,R,2,A,
354-U1455C-45R-2-A,15,67,794.08,794.6,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],parallel lamination in dark gray silt,,,,,,,354,U1455,C,45,R,2,A,
354-U1455C-45R-2-A,67,94,794.6,794.87,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp irregular,sub-horizontal,,,,,,burrows,,,,,,,,354,U1455,C,45,R,2,A,
354-U1455C-45R-2-A,94,150,794.87,795.43,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,,,,,,,,,,,,clay clast present,,,,354,U1455,C,45,R,2,A,
354-U1455C-45R-3-A,0,42,795.43,795.85,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,45,R,3,A,
354-U1455C-45R-3-A,42,53,795.85,795.96,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,parallel lamination in dark gray clayey silt,,,,,,,354,U1455,C,45,R,3,A,
354-U1455C-45R-3-A,53,75,795.96,796.18,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],claystone [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,45,R,3,A,
354-U1455C-45R-3-A,75,95,796.18,796.38,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,dark gray and gray color banding,,,,354,U1455,C,45,R,3,A,
354-U1455C-45R-3-A,95,103,796.38,796.46,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,45,R,3,A,
354-U1455C-45R-3-A,103,115,796.46,796.58,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,45,R,3,A,
354-U1455C-45R-4-A,0,26,796.59,796.85,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],parallel lamination in dark gray clayey silt,,,,,,,354,U1455,C,45,R,4,A,
354-U1455C-45R-4-A,26,61,796.85,797.2,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,burrows,,,,,,,,354,U1455,C,45,R,4,A,
354-U1455C-45R-4-A,26,61,796.85,797.2,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,45,R,4,A,
354-U1455C-45R-CC-A,0,33,797.2,797.53,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,45,R,CC,A,
354-U1455C-45R-CC-A,0,33,797.2,797.53,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,45,R,CC,A,
354-U1455C-46R-1-A,0,151,802.4,803.91,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,thin bed [B01],siltstone [Leg210],very thin bed [B01],,,,,,,,,,,354,U1455,C,46,R,1,A,
354-U1455C-46R-2-A,0,95,803.91,804.86,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],siltstone [Leg210],very thin bed [B01],,,,,,,,,,,354,U1455,C,46,R,2,A,
354-U1455C-46R-2-A,95,146,804.86,805.37,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,46,R,2,A,
354-U1455C-46R-3-A,0,48,805.37,805.85,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,46,R,3,A,
354-U1455C-46R-3-A,48,56,805.85,805.93,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,light gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,46,R,3,A,
354-U1455C-46R-3-A,56,115,805.93,806.52,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,46,R,3,A,
354-U1455C-46R-4-A,0,116,806.52,807.68,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,medium bed [B01],siltstone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,46,R,4,A,
354-U1455C-46R-5-A,0,72,807.68,808.4,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,46,R,5,A,
354-U1455C-46R-5-A,72,121,808.4,808.89,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,46,R,5,A,
354-U1455C-46R-6-A,0,67,808.89,809.56,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,,,thin bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,46,R,6,A,
354-U1455C-46R-CC-A,0,17,809.56,809.73,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,,,thin bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,46,R,CC,A,
354-U1455C-47R-1-A,0,149,812.2,813.69,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,47,R,1,A,
354-U1455C-47R-2-A,0,147,813.69,815.16,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,47,R,2,A,
354-U1455C-47R-3-A,0,137,815.16,816.53,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],siltstone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,47,R,3,A,
354-U1455C-47R-4-A,0,126,816.53,817.79,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],siltstone [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,47,R,4,A,
354-U1455C-47R-5-A,0,65,817.79,818.44,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],siltstone [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,47,R,5,A,
354-U1455C-47R-CC-A,0,22,818.44,818.66,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],siltstone [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,47,R,CC,A,
354-U1455C-48R-CC-A,0,16,822,822.16,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,48,R,CC,A,
354-U1455C-49R-1-A,0,16,831.8,831.96,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,,,,,,,,,,,,,,,354,U1455,C,49,R,1,A,
354-U1455C-49R-1-A,16,40,831.96,832.2,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,,,,,,,normally graded,,,,,,,,354,U1455,C,49,R,1,A,
354-U1455C-49R-1-A,40,90,832.2,832.7,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,,siltstone [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,49,R,1,A,
354-U1455C-49R-1-A,90,135,832.7,833.15,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,,,,,,,normally graded,,,,,,,,354,U1455,C,49,R,1,A,
354-U1455C-49R-1-A,135,141,833.15,833.21,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,49,R,1,A,
354-U1455C-49R-2-A,0,31,833.21,833.52,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,,siltstone [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,49,R,2,A,
354-U1455C-49R-2-A,31,90,833.52,834.11,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1455,C,49,R,2,A,
354-U1455C-49R-3-A,0,8,834.11,834.19,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1455,C,49,R,3,A,
354-U1455C-49R-3-A,8,39,834.19,834.5,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,,,siltstone [Leg210],thin bed [B01],,,,,,,,,,,354,U1455,C,49,R,3,A,
354-U1455C-49R-3-A,39,57,834.5,834.68,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,sharp planar,,,,,,,normally graded,,,,,,,,354,U1455,C,49,R,3,A,
354-U1455C-49R-3-A,57,65,834.68,834.76,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,49,R,3,A,
354-U1455C-49R-CC-A,0,20,834.76,834.96,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,49,R,CC,A,
354-U1455C-50R-1-A,0,129,841.6,842.89,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,50,R,1,A,
354-U1455C-50R-CC-A,0,14,842.89,843.03,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,50,R,CC,A,
354-U1455C-52R-1-A,0,121,861.2,862.41,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,,,,,,,,burrows,,,,,,,,354,U1455,C,52,R,1,A,
354-U1455C-52R-2-A,0,119,862.41,863.6,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,,,,,,,,burrows,,,,,,,,354,U1455,C,52,R,2,A,
354-U1455C-52R-3-A,0,118,863.6,864.78,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,,,,,,,,burrows,,,,,,,,354,U1455,C,52,R,3,A,
354-U1455C-52R-4-A,0,23,864.78,865.01,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,sharp planar,,,,,,,burrows,,,,,,,,354,U1455,C,52,R,4,A,
354-U1455C-52R-4-A,23,120,865.01,865.98,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,52,R,4,A,
354-U1455C-52R-CC-A,0,9,865.98,866.07,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,52,R,CC,A,
354-U1455C-53R-1-A,0,147,871,872.47,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,parallel laminated dark gray silt.,,,,,,,354,U1455,C,53,R,1,A,
354-U1455C-53R-2-A,0,139,872.48,873.87,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,parallel laminated dark gray silt.,,,,,,,354,U1455,C,53,R,2,A,
354-U1455C-53R-3-A,0,65,873.87,874.52,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,parallel laminated dark gray silt.,,,,,,,354,U1455,C,53,R,3,A,
354-U1455C-53R-CC-A,0,5,874.52,874.57,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,53,R,CC,A,
354-U1455C-53R-CC-A,5,20,874.57,874.72,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,53,R,CC,A,
354-U1455C-54R-1-A,0,150,880.8,882.3,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,interbedding with dark gray parallel laminated silt.,,,,354,U1455,C,54,R,1,A,
354-U1455C-54R-2-A,0,150,882.3,883.8,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,interbedding with dark gray parallel laminated silt.,,,,354,U1455,C,54,R,2,A,
354-U1455C-54R-3-A,0,106,883.8,884.86,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,interbedding with dark gray parallel laminated silt.,,,,354,U1455,C,54,R,3,A,
354-U1455C-54R-4-A,0,58,884.86,885.44,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,interbedding with dark gray parallel laminated silt.,,,,354,U1455,C,54,R,4,A,
354-U1455C-55R-CC-A,0,4,890.5,890.54,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,55,R,CC,A,
354-U1455C-55R-CC-A,4,12,890.54,890.62,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,55,R,CC,A,
354-U1455C-56R-1-A,0,59,900.3,900.89,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,,,,,354,U1455,C,56,R,1,A,
354-U1455C-56R-1-A,59,85,900.89,901.15,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,56,R,1,A,
354-U1455C-56R-1-A,85,130,901.15,901.6,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,,,,,354,U1455,C,56,R,1,A,
354-U1455C-56R-2-A,0,91,901.6,902.51,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,slightly mottling texture in claystone,,,,,,,354,U1455,C,56,R,2,A,
354-U1455C-56R-CC-A,0,19,902.51,902.7,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,56,R,CC,A,
354-U1455C-57R-1-A,0,108,910,911.08,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,,,,,354,U1455,C,57,R,1,A,
354-U1455C-57R-2-A,0,60,911.08,911.68,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,,,,,354,U1455,C,57,R,2,A,
354-U1455C-58R-1-A,0,114,919.7,920.84,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,medium bed [B01],claystone [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,58,R,1,A,
354-U1455C-58R-2-A,0,137,920.84,922.21,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,thin bed [B01],claystone [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,58,R,2,A,
354-U1455C-58R-3-A,0,66,922.21,922.87,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,dark gray,,,thin bed [B01],claystone [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1455,C,58,R,3,A,
354-U1455C-58R-3-A,66,100,922.87,923.21,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,58,R,3,A,
354-U1455C-58R-CC-A,0,25,923.21,923.46,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,58,R,CC,A,
354-U1455C-59R-1-A,5,36,929.45,929.76,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,59,R,1,A,
354-U1455C-59R-1-A,36,55,929.76,929.95,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1455,C,59,R,1,A,
