Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass comments,File Data,Extra Sample ID Data
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,27,73,27.07,27.53,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,15,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,73,91,27.53,27.71,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,0,0,75,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,91,96,27.71,27.76,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,70,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,96,109,27.76,27.89,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,0,0,75,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,109,116,27.89,27.96,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,70,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,116,144,27.96,28.24,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,0,0,0,0,0,75,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-6-A,340,U1397,A,4,4-6,H,6,A,144,150,28.24,28.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,0,60,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-7-A,340,U1397,A,4,4-7,H,7,A,0,9,28.3,28.39,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,0,60,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-7-A,340,U1397,A,4,4-7,H,7,A,9,59,28.39,28.89,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,0,0,60,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-CC-A,340,U1397,A,4,4-CC,H,CC,A,0,12,28.89,29.01,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,60,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-CC-A,340,U1397,A,4,4-CC,H,CC,A,12,17,29.01,29.06,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,
340-U1397A-5H-1-A,340,U1397,A,5,5-1,H,1,A,0,119,28.8,29.99,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,2,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,,40,0,30,0,30,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-1-A,340,U1397,A,5,5-1,H,1,A,119,123,29.99,30.03,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,mix of bioclastic and volcaniclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,50,0,0,10,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-1-A,340,U1397,A,5,5-1,H,1,A,123,136,30.03,30.16,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-1-A,340,U1397,A,5,5-1,H,1,A,136,138,30.16,30.18,moderate to high [drilling disturbance],5,calcareous sand [Leg210],85,fine sand [T07],4,volcaniclastic-sand [BGS-S81],15,fine sand [T07],4,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,5,0,80,0,0,5,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-1-A,340,U1397,A,5,5-1,H,1,A,138,150,30.18,30.3,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-2-A,340,U1397,A,5,5-2,H,2,A,0,25,30.3,30.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-2-A,340,U1397,A,5,5-2,H,2,A,25,150,30.55,31.8,slight to moderate [drilling disturbance],3,volcaniclastic-breccia [BGS-S81],100,very coarse sand [T07],8,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],,,rounded,30,0,10,0,60,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-3-A,340,U1397,A,5,5-3,H,3,A,0,150,31.8,33.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,,,,,,,,,,,100,pebble [W22_2],,,,,,30,0,10,0,60,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,0,64,33.3,33.94,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,base unit of volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,2,0,88,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,64,66,33.94,33.96,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,66,67,33.96,33.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,"ashfall?
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,88,0,0,2,10,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,67,77,33.97,34.07,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,77,82,34.07,34.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,10,0,65,0,0,10,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,82,96,34.12,34.26,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,96,97,34.26,34.27,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,88,0,0,2,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,97,119,34.27,34.49,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,119,120,34.49,34.5,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,88,0,0,2,10,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,120,128,34.5,34.58,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,128,129,34.58,34.59,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,88,0,0,2,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-4-A,340,U1397,A,5,5-4,H,4,A,129,150,34.59,34.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,2,98,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-5-A,340,U1397,A,5,5-5,H,5,A,0,35,34.8,35.15,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-5-A,340,U1397,A,5,5-5,H,5,A,35,36,35.15,35.16,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,98,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-5-A,340,U1397,A,5,5-5,H,5,A,36,39,35.16,35.19,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-5-A,340,U1397,A,5,5-5,H,5,A,39,41,35.19,35.21,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,vitric/crystal volcaniclastic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,33,2,5,0,,well [BP01],absent [alteration],0,others:glass shards?,,,,,,,
340-U1397A-5H-5-A,340,U1397,A,5,5-5,H,5,A,41,110,35.21,35.9,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-5H-6-A,340,U1397,A,5,5-6,H,6,A,0,60,35.9,36.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],,large clast of hemipelagic sediment,angular,5,0,10,0,85,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-1-A,340,U1397,A,6,6-1,H,1,A,0,137,36.5,37.87,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,20,0,70,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-1-A,340,U1397,A,6,6-1,H,1,A,137,150,37.87,38,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,0,12,38,38.12,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,12,16,38.12,38.16,high [drilling disturbance],6,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,16,19,38.16,38.19,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,19,21,38.19,38.21,high [drilling disturbance],6,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,21,23,38.21,38.23,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,23,25,38.23,38.25,high [drilling disturbance],6,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,25,45,38.25,38.45,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,45,50,38.45,38.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,80,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,50,59,38.5,38.59,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,59,60,38.59,38.6,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,60,69,38.6,38.69,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,69,70,38.69,38.7,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,70,79,38.7,38.79,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,79,80,38.79,38.8,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,80,87,38.8,38.87,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,87,93,38.87,38.93,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,,70,0,10,0,20,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,93,102,38.93,39.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,102,103,39.02,39.03,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,103,120,39.03,39.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,120,123,39.2,39.23,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,70,0,10,0,20,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,123,133,39.23,39.33,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,133,134,39.33,39.34,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,134,141,39.34,39.41,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,141,142,39.41,39.42,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-2-A,340,U1397,A,6,6-2,H,2,A,142,150,39.42,39.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,5,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,0,7,39.5,39.57,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,7,21,39.57,39.71,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,very coarse pumice fallout/,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,20,0,20,0,0,10,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,21,27,39.71,39.77,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,27,77,39.77,40.27,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],50,very coarse sand [T07],8,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,highly disturbed hemipelagic sediment and volcanic sand layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,77,83,40.27,40.33,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,veru coarse pumice fallout?,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,40,0,20,0,0,10,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,83,102,40.33,40.52,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,102,140,40.52,40.9,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],50,very coarse sand [T07],8,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,highly disturbed hemipelagic sediment and volcanic sand layers,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,0,0,5,0,5,0,0,20,0,70,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,140,143,40.9,40.93,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,40,0,20,0,0,10,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-3-A,340,U1397,A,6,6-3,H,3,A,143,150,40.93,41,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,20,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-4-A,340,U1397,A,6,6-4,H,4,A,0,8,41,41.08,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-4-A,340,U1397,A,6,6-4,H,4,A,8,17,41.08,41.17,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-4-A,340,U1397,A,6,6-4,H,4,A,17,28,41.17,41.28,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,0,70,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-6H-4-A,340,U1397,A,6,6-4,H,4,A,28,42,41.28,41.42,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,bedded volcanic sand layer,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,75,0,0,10,0,5,,well [BP01],absent [alteration],0,,,,,,,,
