Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass comments,File Data,Extra Sample ID Data
340-U1397A-2H-1-A,340,U1397,A,2,2-1,H,1,A,69,144,0.99,1.74,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,15,80,granule [T07],0,,19,granule [T07],0,,0,,0,,1,coarse sand [T07],,sinle large mud clast,,5,0,5,0,80,0,0,2,0,8,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-1-A,340,U1397,A,2,2-1,H,1,A,144,150,1.74,1.8,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,0,3,1.8,1.83,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"volcanic ash
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,3,9,1.83,1.89,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,9,10,1.89,1.9,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"volcanic ash
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,10,24,1.9,2.04,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,24,25,2.04,2.05,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,25,35,2.05,2.15,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,35,36,2.15,2.16,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,5,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,36,68,2.16,2.48,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,68,69,2.48,2.49,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,5,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,69,70,2.49,2.5,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,70,71,2.5,2.51,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,5,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,71,129,2.51,3.09,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,129,133,3.09,3.13,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],70,fine sand [T07],4,calcareous sand [Leg210],30,fine sand [T07],4,100,mixture of volcaniclastic and  biolcastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,50,0,0,20,0,10,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-2-A,340,U1397,A,2,2-2,H,2,A,133,151,3.13,3.31,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,0,5,3.31,3.36,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,0,0,0,2,5,91,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,5,9,3.36,3.4,moderate [drilling disturbance],4,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,granule sized pumice fall,50,80,,0,,20,,0,,0,,0,,0,,,,angular,49,0,20,0,30,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,9,16,3.4,3.47,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,0,0,0,2,5,91,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,16,20,3.47,3.51,moderate [drilling disturbance],4,ash [F&S84],100,fine medium sand [T07],5,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,88,0,0,2,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,20,33,3.51,3.64,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,0,0,0,2,5,91,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,33,44,3.64,3.75,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"ashfall? diffusely, laminated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,93,0,0,0,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,44,110,3.75,4.41,moderate [drilling disturbance],4,carbonate ooze [Leg178],90,fine mud [T07],3,calcareous sand [Leg210],10,fine sand [T07],4,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,0,0,0,2,5,91,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,110,114,4.41,4.45,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,93,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,114,136,4.45,4.67,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,carbonate ooze [Leg178],50,fine mud [T07],3,100,"alternation of fine mud hemipelagite and approximately 5 mm thick volcaniclastic sand layers (probably of ashfall origin), those layering are diffuse because of bioturbation (moderately)",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,88,0,0,2,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-3-A,340,U1397,A,2,2-3,H,3,A,136,150,4.67,4.81,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,0,0,0,2,5,91,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,0,11,4.81,4.92,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,11,12,4.92,4.93,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,0,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,12,26,4.93,5.07,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,26,31,5.07,5.12,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,31,37,5.12,5.18,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,37,44,5.18,5.25,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,0,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,44,69,5.25,5.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,69,70,5.5,5.51,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,0,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,70,83,5.51,5.64,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,83,84,5.64,5.65,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,0,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,84,112,5.65,5.93,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,112,114,5.93,5.95,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,0,0,35,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,114,116,5.95,5.97,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,116,118,5.97,5.99,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,60,0,0,0,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-4-A,340,U1397,A,2,2-4,H,4,A,118,150,5.99,6.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,0,44,6.31,6.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,44,45,6.75,6.76,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,45,55,6.76,6.86,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,bedded volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,55,62,6.86,6.93,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,62,71,6.93,7.02,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,bedded volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,71,83,7.02,7.14,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,83,84,7.14,7.15,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,84,97,7.15,7.28,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,97,100,7.28,7.31,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,100,112,7.31,7.43,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,112,113,7.43,7.44,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,113,126,7.44,7.57,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,126,131,7.57,7.62,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,131,134,7.62,7.65,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,134,142,7.65,7.73,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,142,143,7.73,7.74,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,volcanic ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,143,147,7.74,7.78,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,147,148,7.78,7.79,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,mix bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,30,0,0,20,0,40,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-5-A,340,U1397,A,2,2-5,H,5,A,148,150,7.79,7.81,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,40,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,0,4,7.81,7.85,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,2,2,95,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,4,10,7.85,7.91,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,"volcaniclastic sand, parallel laminae",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,
