Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1411C-2H-1-A,342,U1411,C,2,2-1,H,1,A,51,64,3.71,3.84,,foraminiferal ooze [Leg339],with nannofossils [Leg339],foraminiferal ooze  with nannofossils ,10YR 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze   with nannofossils ,,,,,,,
342-U1411C-2H-1-A,342,U1411,C,2,2-1,H,1,A,64,82,3.84,4.02,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/3 (brown),,,,heavy_339 [DB91],5,,"dropstone 65cm
",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-1-A,342,U1411,C,2,2-1,H,1,A,82,121,4.02,4.41,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/2 (grayish brown),,,,heavy_339 [DB91],5,,dropstone 85cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-1-A,342,U1411,C,2,2-1,H,1,A,121,150,4.41,4.7,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-2-A,342,U1411,C,2,2-2,H,2,A,0,16,4.7,4.86,silty [Leg339],clay [Leg339],,silty  clay ,7.5YR 5/2 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-2-A,342,U1411,C,2,2-2,H,2,A,16,33,4.86,5.03,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-2-A,342,U1411,C,2,2-2,H,2,A,33,82,5.03,5.52,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-2-A,342,U1411,C,2,2-2,H,2,A,82,150,5.52,6.2,foraminiferal [Leg339],silty sand [Leg339],,foraminiferal  silty sand ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   silty sand ,silty sand ,,,,,,,
342-U1411C-2H-3-A,342,U1411,C,2,2-3,H,3,A,0,28,6.2,6.48,silty [Leg339],clay [Leg339],,silty  clay ,7.5YR 5/2 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-3-A,342,U1411,C,2,2-3,H,3,A,28,51,6.48,6.71,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-3-A,342,U1411,C,2,2-3,H,3,A,51,62,6.71,6.82,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-3-A,342,U1411,C,2,2-3,H,3,A,62,97,6.82,7.17,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-3-A,342,U1411,C,2,2-3,H,3,A,97,129,7.17,7.49,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-3-A,342,U1411,C,2,2-3,H,3,A,129,150,7.49,7.7,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-4-A,342,U1411,C,2,2-4,H,4,A,0,21,7.7,7.91,silty [Leg339],clay [Leg339],,silty  clay ,7.5YR 5/2 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-4-A,342,U1411,C,2,2-4,H,4,A,21,30,7.91,8,,silty sand [Leg339],,silty sand ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty sand ,silty sand ,,,,,,,
342-U1411C-2H-4-A,342,U1411,C,2,2-4,H,4,A,30,55,8,8.25,silty [Leg339],clay [Leg339],,silty  clay ,7.5YR 5/2 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-4-A,342,U1411,C,2,2-4,H,4,A,55,100,8.25,8.7,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,dropstone 56cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-2H-4-A,342,U1411,C,2,2-4,H,4,A,100,109,8.7,8.79,,silty sand [Leg339],,silty sand ,2.5Y 4/2 (dark grayish brown),,,,heavy_339 [DB91],5,,Darkens downwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty sand ,silty sand ,,,,,,,
342-U1411C-2H-4-A,342,U1411,C,2,2-4,H,4,A,109,146,8.79,9.16,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/3 (light yellowish brown),,,,heavy_339 [DB91],5,,Darkens upwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-4H-1-A,342,U1411,C,4,4-1,H,1,A,0,34,100,100.34,silty [Leg339],clay [Leg339],,silty  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-4H-1-A,342,U1411,C,4,4-1,H,1,A,34,41,100.34,100.41,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-1-A,342,U1411,C,4,4-1,H,1,A,41,150,100.41,101.5,silty [Leg339],clay [Leg339],,silty  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-4H-2-A,342,U1411,C,4,4-2,H,2,A,0,150,101.5,103,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-3-A,342,U1411,C,4,4-3,H,3,A,0,32,103,103.32,silty [Leg339],clay [Leg339],,silty  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-4H-3-A,342,U1411,C,4,4-3,H,3,A,32,64,103.32,103.64,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-3-A,342,U1411,C,4,4-3,H,3,A,64,93,103.64,103.93,silty [Leg339],clay [Leg339],,silty  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-4H-3-A,342,U1411,C,4,4-3,H,3,A,93,150,103.93,104.5,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-4-A,342,U1411,C,4,4-4,H,4,A,0,150,104.5,106,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-5-A,342,U1411,C,4,4-5,H,5,A,0,72,106,106.72,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-5-A,342,U1411,C,4,4-5,H,5,A,72,150,106.72,107.5,silty [Leg339],clay [Leg339],,silty  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411C-4H-6-A,342,U1411,C,4,4-6,H,6,A,0,150,107.51,109.01,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-7-A,342,U1411,C,4,4-7,H,7,A,0,67,109.01,109.68,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"abundant brownish blebs and burrows, sulfide specks",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411C-4H-CC-A,342,U1411,C,4,4-CC,H,CC,A,0,36,,,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1411C-5H-1-A,342,U1411,C,5,5-1,H,1,A,0,83,109.5,110.33,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-5H-2-A,342,U1411,C,5,5-2,H,2,A,0,149,110.33,111.82,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-5H-3-A,342,U1411,C,5,5-3,H,3,A,0,88,111.82,112.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-5H-4-A,342,U1411,C,5,5-4,H,4,A,0,151,112.7,114.21,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-5H-5-A,342,U1411,C,5,5-5,H,5,A,0,149,114.21,115.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-5H-6-A,342,U1411,C,5,5-6,H,6,A,0,149,115.7,117.19,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-5H-CC-A,342,U1411,C,5,5-CC,H,CC,A,0,55,117.19,117.84,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-1-A,342,U1411,C,6,6-1,H,1,A,0,81,119,119.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-2-A,342,U1411,C,6,6-2,H,2,A,0,64,119.81,120.45,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-3-A,342,U1411,C,6,6-3,H,3,A,0,150,120.45,121.95,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-4-A,342,U1411,C,6,6-4,H,4,A,0,149,121.95,123.44,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-5-A,342,U1411,C,6,6-5,H,5,A,0,48,123.44,123.92,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-6-A,342,U1411,C,6,6-6,H,6,A,0,47,123.92,124.39,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-7-A,342,U1411,C,6,6-7,H,7,A,0,150,124.39,125.89,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-6H-CC-A,342,U1411,C,6,6-CC,H,CC,A,0,49,125.89,126.48,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-1-A,342,U1411,C,7,7-1,H,1,A,24,150,125.5,127,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-2-A,342,U1411,C,7,7-2,H,2,A,0,150,127,128.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-3-A,342,U1411,C,7,7-3,H,3,A,0,150,128.5,130,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 5/1 (gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-4-A,342,U1411,C,7,7-4,H,4,A,0,150,130,131.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Significant glauconite bleb at 57cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-5-A,342,U1411,C,7,7-5,H,5,A,0,4,131.5,131.54,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-5-A,342,U1411,C,7,7-5,H,5,A,4,150,131.54,133,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],5GY 6/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,,
342-U1411C-7H-6-A,342,U1411,C,7,7-6,H,6,A,0,28,133,133.28,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],5GY 6/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,,
342-U1411C-7H-6-A,342,U1411,C,7,7-6,H,6,A,28,120,133.28,134.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5Y 5/1 (gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1411C-7H-7-A,342,U1411,C,7,7-7,H,7,A,0,65,134.2,135.01,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay [Leg339],5GY 6/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay [Leg339],,,,,,,
342-U1411C-8H-1-A,342,U1411,C,8,8-1,H,1,A,0,150,135,136.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1411C-8H-2-A,342,U1411,C,8,8-2,H,2,A,0,150,136.5,138,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1411C-8H-3-A,342,U1411,C,8,8-3,H,3,A,0,150,138,139.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1411C-8H-4-A,342,U1411,C,8,8-4,H,4,A,0,150,139.5,141,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],,,Very abundant darker brownish blebs and black sulfide flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
