Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1409C-1H-3-A,342,U1409,C,1,1-3,H,3,A,67,99,3.67,3.99,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-1H-3-A,342,U1409,C,1,1-3,H,3,A,99,150,3.99,4.5,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-1H-3-A,342,U1409,C,1,1-3,H,3,A,125,125.5,4.25,4.255,,,,,,,,,,,,likely a dropstone,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-1H-4-A,342,U1409,C,1,1-4,H,4,A,0,48,4.5,4.98,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-1H-4-A,342,U1409,C,1,1-4,H,4,A,27,31,4.77,4.81,,,,,,,,,,,,likely a dropstone,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-1H-4-A,342,U1409,C,1,1-4,H,4,A,48,79,4.98,5.29,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 5/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-1H-4-A,342,U1409,C,1,1-4,H,4,A,79,111,5.29,5.61,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-1H-5-A,342,U1409,C,1,1-5,H,5,A,0,27,5.61,5.88,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-1H-5-A,342,U1409,C,1,1-5,H,5,A,27,60,5.88,6.21,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-1H-CC-A,342,U1409,C,1,1-CC,H,CC,A,0,7,6.21,6.28,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,0,43,6.3,6.73,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,40,41,6.7,6.71,,,,,,,,,,,,likely dropstones,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,43,84,6.73,7.14,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 5/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,64,65,6.94,6.95,,,,,,,,,,,,likely dropstones,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,84,102,7.14,7.32,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,94,95,7.24,7.25,,,,,,,,,,,,likely dropstones,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,102,150,7.32,7.8,,clay [Leg339],,clay ,2.5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-1-A,342,U1409,C,2,2-1,H,1,A,140,141,7.7,7.71,,,,,,,,,,,,likely dropstones,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,0,23,7.8,8.03,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,9,11,7.89,7.91,,,,,,,,,,,,likely dropstones,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,23,37,8.03,8.17,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,37,41,8.17,8.21,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,41,57,8.21,8.37,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,57,71,8.37,8.51,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,71,78,8.51,8.58,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,78,99,8.58,8.79,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,99,107,8.79,8.87,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,107,116,8.87,8.96,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,116,122,8.96,9.02,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-2-A,342,U1409,C,2,2-2,H,2,A,122,150,9.02,9.3,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-3-A,342,U1409,C,2,2-3,H,3,A,0,19,9.3,9.49,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-3-A,342,U1409,C,2,2-3,H,3,A,19,35,9.49,9.65,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),layering,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-3-A,342,U1409,C,2,2-3,H,3,A,35,106,9.65,10.36,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-3-A,342,U1409,C,2,2-3,H,3,A,106,150,10.36,10.8,clayey [Leg339],sand [Leg339],with foraminifers [Leg339],clayey  sand  with foraminifers ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   sand ,sand   with foraminifers ,,,,,,
342-U1409C-2H-4-A,342,U1409,C,2,2-4,H,4,A,0,19,10.8,10.99,clayey [Leg339],silt [Leg339],with foraminifers [Leg339],clayey  silt  with foraminifers ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   silt ,silt   with foraminifers ,,,,,,
342-U1409C-2H-4-A,342,U1409,C,2,2-4,H,4,A,19,35,10.99,11.15,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-4-A,342,U1409,C,2,2-4,H,4,A,35,150,11.15,12.3,silty [Leg339],clay [Leg339],with sand [Leg339],silty  clay  with sand ,2.5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with sand ,,,,,,
342-U1409C-2H-5-A,342,U1409,C,2,2-5,H,5,A,0,40,12.3,12.7,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-5-A,342,U1409,C,2,2-5,H,5,A,40,84,12.7,13.14,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-5-A,342,U1409,C,2,2-5,H,5,A,84,104,13.14,13.34,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 5/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-5-A,342,U1409,C,2,2-5,H,5,A,104,122,13.34,13.52,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-5-A,342,U1409,C,2,2-5,H,5,A,122,134,13.52,13.64,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 5/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-5-A,342,U1409,C,2,2-5,H,5,A,134,150,13.64,13.8,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-6-A,342,U1409,C,2,2-6,H,6,A,0,22,13.8,14.02,,clay [Leg339],,clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1409C-2H-6-A,342,U1409,C,2,2-6,H,6,A,22,37,14.02,14.17,,sand [Leg339],with foraminifers [Leg339],sand  with foraminifers ,2.5Y 5/2 (grayish brown),layering,,,absent_339 [DB91],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sand ,sand   with foraminifers ,,,,,,
342-U1409C-2H-6-A,342,U1409,C,2,2-6,H,6,A,37,112,14.17,14.92,clayey [Leg339],silt [Leg339],with foraminifers [Leg339],clayey  silt  with foraminifers ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   silt ,silt   with foraminifers ,,,,,,
342-U1409C-2H-7-A,342,U1409,C,2,2-7,H,7,A,0,12,14.92,15.04,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-7-A,342,U1409,C,2,2-7,H,7,A,12,31,15.04,15.23,foraminiferal [Leg339],sand [Leg339],with nannofossils [Leg339],foraminiferal  sand  with nannofossils ,2.5Y 6/1 (gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand   with nannofossils ,,,,,,
342-U1409C-2H-7-A,342,U1409,C,2,2-7,H,7,A,31,52,15.23,15.44,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-2H-CC-A,342,U1409,C,2,2-CC,H,CC,A,0,18,15.44,15.62,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-1-A,342,U1409,C,3,3-1,H,1,A,0,20,15.8,16,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-1-A,342,U1409,C,3,3-1,H,1,A,20,31,16,16.11,,,,,10YR 2/2 (very dark brown),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409C-3H-1-A,342,U1409,C,3,3-1,H,1,A,31,115,16.11,16.95,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-1-A,342,U1409,C,3,3-1,H,1,A,115,125,16.95,17.05,,,,,10YR 2/2 (very dark brown),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409C-3H-1-A,342,U1409,C,3,3-1,H,1,A,125,150,17.05,17.3,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-2-A,342,U1409,C,3,3-2,H,2,A,0,22,17.3,17.52,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-2-A,342,U1409,C,3,3-2,H,2,A,22,27,17.52,17.57,silty [Leg339],clay [Leg339],,silty  clay ,10YR 3/4 (dark yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-2-A,342,U1409,C,3,3-2,H,2,A,27,150,17.57,18.8,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-3-A,342,U1409,C,3,3-3,H,3,A,0,16,18.8,18.96,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-3-A,342,U1409,C,3,3-3,H,3,A,16,59,18.96,19.39,silty [Leg339],clay [Leg339],,silty  clay ,10YR 4/2 (dark grayish brown),,,,moderate_339 [DB91],4,,rich in disseminated manganese and other opaques,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-3-A,342,U1409,C,3,3-3,H,3,A,59,86,19.39,19.66,silty [Leg339],clay [Leg339],,silty  clay ,10YR 7/2 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-3-A,342,U1409,C,3,3-3,H,3,A,86,105,19.66,19.85,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-3-A,342,U1409,C,3,3-3,H,3,A,105,113,19.85,19.93,,,,,10YR 3/4 (dark yellowish brown),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409C-3H-3-A,342,U1409,C,3,3-3,H,3,A,113,150,19.93,20.3,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-4-A,342,U1409,C,3,3-4,H,4,A,0,14,20.3,20.44,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-4-A,342,U1409,C,3,3-4,H,4,A,14,37,20.44,20.67,silty [Leg339],clay [Leg339],,silty  clay ,10YR 7/2 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-4-A,342,U1409,C,3,3-4,H,4,A,37,70,20.67,21,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-4-A,342,U1409,C,3,3-4,H,4,A,70,78,21,21.08,,,,,10YR 3/4 (dark yellowish brown),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409C-3H-4-A,342,U1409,C,3,3-4,H,4,A,78,150,21.08,21.8,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1409C-3H-5-A,342,U1409,C,3,3-5,H,5,A,0,150,21.8,23.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1409C-3H-6-A,342,U1409,C,3,3-6,H,6,A,0,111,23.3,24.41,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1409C-3H-7-A,342,U1409,C,3,3-7,H,7,A,0,59,24.41,25,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1409C-3H-CC-A,342,U1409,C,3,3-CC,H,CC,A,0,20,,,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409C-4H-1-A,342,U1409,C,4,4-1,H,1,A,52,150,25.82,26.8,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1409C-4H-2-A,342,U1409,C,4,4-2,H,2,A,0,150,26.8,28.3,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
