Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-7H-1-A,340,U1399,A,7,7-1,H,1,A,0,54.5,52.6,53.145,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-1-A,340,U1399,A,7,7-1,H,1,A,54.5,55,53.145,53.15,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,60,0,0,0,0,30,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-1-A,340,U1399,A,7,7-1,H,1,A,55,140,53.15,54,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-1-A,340,U1399,A,7,7-1,H,1,A,140,145,54,54.05,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,70,0,0,0,0,20,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-1-A,340,U1399,A,7,7-1,H,1,A,145,150,54.05,54.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,0,66,54.1,54.76,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,66,67,54.76,54.77,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,67,80,54.77,54.9,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,80,80.5,54.9,54.905,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,80.5,108,54.905,55.18,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,108,108.5,55.18,55.185,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,108.5,128,55.185,55.38,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,128,129,55.38,55.39,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,129,130,55.39,55.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,130,133,55.4,55.43,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,133,140,55.43,55.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,140,144,55.5,55.54,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-2-A,340,U1399,A,7,7-2,H,2,A,144,150,55.54,55.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-3-A,340,U1399,A,7,7-3,H,3,A,0,24,55.6,55.84,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-3-A,340,U1399,A,7,7-3,H,3,A,24,32,55.84,55.92,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,medium sand [T07],6,calcareous sand [Leg210],30,medium sand [T07],6,100,bedded volcaniclastic sand ,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,50,0,0,15,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-3-A,340,U1399,A,7,7-3,H,3,A,32,88,55.92,56.48,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],50,coarse sand [T07],7,calcareous sand [Leg210],50,coarse sand [T07],7,100,mixed bioclastic volcvaniclastic turbidite,3,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,10,10,30,0,0,0,40,10,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-3-A,340,U1399,A,7,7-3,H,3,A,88,150,56.48,57.1,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,0,75,57.1,57.85,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,75,83,57.85,57.93,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,calcareous sand [Leg210],50,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,30,0,0,0,40,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,83,105,57.93,58.15,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,105,106,58.15,58.16,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,106,135,58.16,58.45,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,135,138,58.45,58.48,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,138,139,58.48,58.49,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,139,141,58.49,58.51,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-4-A,340,U1399,A,7,7-4,H,4,A,141,150,58.51,58.6,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,0,29,58.6,58.89,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,29,32,58.89,58.92,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,60,0,0,0,0,30,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,32,50,58.92,59.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,50,52,59.1,59.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,60,0,0,10,20,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,52,126,59.12,59.86,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,126,127,59.86,59.87,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,0,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-5-A,340,U1399,A,7,7-5,H,5,A,127,150,59.87,60.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,15,10,70,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-6-A,340,U1399,A,7,7-6,H,6,A,0,29,60.1,60.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,0,98,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-6-A,340,U1399,A,7,7-6,H,6,A,29,37,60.39,60.47,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,One sequence of volcaniclastic turbidite from the depth of 125 to 29 cm.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,70,0,0,0,20,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-6-A,340,U1399,A,7,7-6,H,6,A,37,64,60.47,60.74,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,One sequence of volcaniclastic turbidite from the depth of 125 to 29 cm.,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,10,0,30,0,0,30,15,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-6-A,340,U1399,A,7,7-6,H,6,A,64,125,60.74,61.35,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,One sequence of volcaniclastic turbidite from the depth of 125 to 29 cm.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,60,0,0,0,25,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-6-A,340,U1399,A,7,7-6,H,6,A,125,145,61.35,61.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,0,98,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-6-A,340,U1399,A,7,7-6,H,6,A,145,150,61.55,61.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,0,98,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-7-A,340,U1399,A,7,7-7,H,7,A,0,5,61.6,61.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-7H-7-A,340,U1399,A,7,7-7,H,7,A,5,48,61.65,62.08,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,5,0,70,0,0,0,0,25,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-CC-A,340,U1399,A,7,7-CC,H,CC,A,0,5,62.08,62.13,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-7H-CC-A,340,U1399,A,7,7-CC,H,CC,A,5,14,62.13,62.22,moderate [drilling disturbance],4,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,,1,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,20,0,0,0,40,0,0,0,0,40,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-1-A,340,U1399,A,8,8-1,H,1,A,0,30,62.1,62.4,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-1-A,340,U1399,A,8,8-1,H,1,A,30,35,62.4,62.45,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-1-A,340,U1399,A,8,8-1,H,1,A,35,58,62.45,62.68,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-1-A,340,U1399,A,8,8-1,H,1,A,58,68,62.68,62.78,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-1-A,340,U1399,A,8,8-1,H,1,A,68,89,62.78,62.99,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,85,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-1-A,340,U1399,A,8,8-1,H,1,A,89,130,62.99,63.4,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,20,95,granule [T07],0,,0,,0,,0,,0,,5,pebble [W22_2],,other = mud,rounded,10,0,15,0,65,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-2-A,340,U1399,A,8,8-2,H,2,A,0,54,63.4,63.94,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,35,95,pebble [W22_2],0,,0,,0,,0,,5,pebble [W22_2],0,,,pumice clasts ranges from granule to pebble,rounded,10,5,10,0,65,0,0,5,5,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-2-A,340,U1399,A,8,8-2,H,2,A,54,123,63.94,64.63,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,5,10,0,65,0,0,5,5,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-3-A,340,U1399,A,8,8-3,H,3,A,0,134,64.63,65.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,10,0,70,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-4-A,340,U1399,A,8,8-4,H,4,A,0,131,65.97,67.28,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Part of thick turbidite unit,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,5,5,10,0,75,0,0,0,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-5-A,340,U1399,A,8,8-5,H,5,A,0,120,67.28,68.48,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Part of thick turbidite unit,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,15,0,70,0,0,5,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-6-A,340,U1399,A,8,8-6,H,6,A,0,150,68.48,69.98,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,10,0,70,0,0,0,0,20,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-7-A,340,U1399,A,8,8-7,H,7,A,0,69,69.98,70.67,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Part of thick turbidite unit,0,0,,0,,0,,0,,0,,0,,0,,,,,0,5,20,0,70,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-8H-CC-A,340,U1399,A,8,8-CC,H,CC,A,0,19,70.67,70.86,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Part of thick turbidite unit,1,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,rounded,0,5,20,0,70,0,0,5,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,0,11,70.8,70.91,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,30,20,40,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,11,12,70.91,70.92,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,70,0,0,5,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,12,43,70.92,71.23,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,30,20,40,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,43,45,71.23,71.25,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,70,0,0,5,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,45,87,71.25,71.67,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,30,20,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,87,91,71.67,71.71,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,80,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,91,111,71.71,71.91,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,30,20,40,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,111,118,71.91,71.98,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,65,0,0,10,15,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-1-A,340,U1399,A,9,9-1,H,1,A,118,150,71.98,72.3,slight [drilling disturbance],2,muddy sand [Leg183],100,coarse sand [T07],7,,,,,100,debris flow?,3,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,15,0,10,0,0,30,15,20,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-2-A,340,U1399,A,9,9-2,H,2,A,0,46,72.3,72.76,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-9H-2-A,340,U1399,A,9,9-2,H,2,A,46,55,72.76,72.85,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,2,100,,0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,5,0,0,15,15,65,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
