Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-11H-2-A,340,U1399,A,11,11-2,H,2,A,72,81.5,91.43,91.525,,,,,,,,,,,,VOID,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-11H-2-A,340,U1399,A,11,11-2,H,2,A,81.5,119,91.525,91.9,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,30,0,,0,,70,pebble [W22_2],20,pebble [W22_2],0,,0,,10,granule [T07],,,rounded,30,0,39,0,30,0,0,0,1,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-11H-CC-A,340,U1399,A,11,11-CC,H,CC,A,0,22,91.9,92.12,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,90,0,,0,,70,pebble [W22_2],20,pebble [W22_2],0,,0,,10,pebble [W22_2],,,rounded,0,0,80,0,20,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-11H-CC-A,340,U1399,A,11,11-CC,H,CC,A,22,26,92.12,92.16,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-12H-1-A,340,U1399,A,12,12-1,H,1,A,0,11,92.1,92.21,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],100,cobble [T07],10,,,,,100,,95,0,,0,,88,pebble [W22_2],2,pebble [W22_2],0,,0,,10,pebble [W22_2],,with biogenic clasts,rounded,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-12H-1-A,340,U1399,A,12,12-1,H,1,A,11,33,92.21,92.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,50,0,25,0,15,0,0,3,2,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-12H-2-A,340,U1399,A,12,12-2,H,2,A,0,150,92.43,93.93,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,40,0,5,0,48,0,0,2,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-12H-3-A,340,U1399,A,12,12-3,H,3,A,0,104,93.93,94.97,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,angular,10,0,10,20,58,0,0,0,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-12H-CC-A,340,U1399,A,12,12-CC,H,CC,A,0,11.5,94.97,95.085,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,85,25,pebble [W22_2],0,,65,pebble [W22_2],0,,0,,0,,10,granule [T07],,,rounded,0,0,15,0,80,0,0,5,0,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-12H-CC-A,340,U1399,A,12,12-CC,H,CC,A,11.5,17,95.085,95.14,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-13H-1-A,340,U1399,A,13,13-1,H,1,A,0,4.5,95.1,95.145,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,5,90,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-1-A,340,U1399,A,13,13-1,H,1,A,4.5,54,95.145,95.64,slight [drilling disturbance],2,carbonate ooze [Leg178],65,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],35,fine sand [T07],4,100,,40,8,pebble [W22_2],0,,0,,0,,0,,90,cobble [T07],2,pebble [W22_2],,,rounded,7,0,7,0,6,0,0,5,5,70,,very poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-13H-1-A,340,U1399,A,13,13-1,H,1,A,54,55,95.64,95.65,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,88,0,0,0,0,2,,moderate [BP01],absent [alteration],0,A tephra layer in mud clast.,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-13H-1-A,340,U1399,A,13,13-1,H,1,A,55,150,95.65,96.6,slight [drilling disturbance],2,carbonate ooze [Leg178],65,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],35,fine sand [T07],4,100,,30,5,pebble [W22_2],0,,5,pebble [W22_2],0,,0,,89,cobble [T07],1,pebble [W22_2],,,rounded,10,0,10,0,15,0,0,10,5,50,,very poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,0,7.5,96.6,96.675,slight [drilling disturbance],2,carbonate ooze [Leg178],65,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],35,fine sand [T07],4,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,15,0,0,10,5,50,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,7.5,10.5,96.675,96.705,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,60,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,10.5,49,96.705,97.09,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,70,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,40,0,10,0,45,0,0,3,2,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,49,86,97.09,97.46,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,10,0,45,0,0,3,2,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,86,88.5,97.46,97.485,minimal [drilling disturbance],1,carbonate ooze [Leg178],60,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],40,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,20,0,0,0,10,50,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,88.5,94,97.485,97.54,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,50,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,94,109,97.54,97.69,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,50,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,109,114,97.69,97.74,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,granule [T07],9,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,30,0,10,0,50,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-2-A,340,U1399,A,13,13-2,H,2,A,114,132,97.74,97.92,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,50,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-13H-3-A,340,U1399,A,13,13-3,H,3,A,0,129,97.92,99.21,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,15,100,granule [T07],0,,0,,0,,0,,0,,0,,,Pumice clasts are not distributed evenly; this is likely due to movement/sorting in core barrel.,rounded,20,0,10,10,25,0,0,15,20,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-4-A,340,U1399,A,13,13-4,H,4,A,0,113,99.21,100.34,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,25,0,5,5,35,0,0,10,20,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-5-A,340,U1399,A,13,13-5,H,5,A,0,100,100.34,101.34,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,cobble [T07],0,,0,,0,,0,,0,,0,,,,rounded,30,0,5,10,20,0,0,15,20,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-6-A,340,U1399,A,13,13-6,H,6,A,0,148,101.34,102.82,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,10,50,0,10,10,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-CC-A,340,U1399,A,13,13-CC,H,CC,A,0,11,102.82,102.93,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,10,45,0,0,10,15,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-13H-CC-A,340,U1399,A,13,13-CC,H,CC,A,11,17,102.93,102.99,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-14H-1-A,340,U1399,A,14,14-1,H,1,A,0,16,102.9,103.06,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],95,pebble [W22_2],9,calcareous sand [Leg210],5,fine sand [T07],4,100,,95,0,,0,,94,pebble [W22_2],5,pebble [W22_2],0,,0,,1,pebble [W22_2],,Volcaniclastics and bioclastics,rounded,0,0,1,0,1,0,0,1,5,92,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-1-A,340,U1399,A,14,14-1,H,1,A,16,22,103.06,103.12,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,1,0,0,1,5,92,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-1-A,340,U1399,A,14,14-1,H,1,A,22,102,103.12,103.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-14H-1-A,340,U1399,A,14,14-1,H,1,A,102,150,103.92,104.4,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,5,0,10,15,60,0,0,2,8,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-2-A,340,U1399,A,14,14-2,H,2,A,0,150,104.4,105.9,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,98,pebble [W22_2],0,,2,pebble [W22_2],0,,0,,0,,0,,,,rounded,30,0,5,0,47,0,0,3,5,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-3-A,340,U1399,A,14,14-3,H,3,A,0,150,105.9,107.4,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,90,pebble [W22_2],0,,10,pebble [W22_2],0,,0,,0,,0,,,,rounded,10,0,10,0,67,0,0,3,5,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-4-A,340,U1399,A,14,14-4,H,4,A,0,150,107.4,108.9,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,20,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,50,0,5,4,35,0,0,1,5,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-5-A,340,U1399,A,14,14-5,H,5,A,0,150,108.9,110.4,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"Some compositional layering is partially evident, but due to drilling disturbances this is likely not in situ.",10,50,pebble [W22_2],0,,20,pebble [W22_2],0,,0,,20,fine mud [T07],10,granule [T07],,,rounded,50,0,5,4,35,0,0,1,5,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-6-A,340,U1399,A,14,14-6,H,6,A,0,153,110.4,111.93,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Vertical black coarse volcaniclastic sand layers (more mafic mineral grains) are likely the result of drilling disturbances.,25,60,pebble [W22_2],0,,20,pebble [W22_2],0,,0,,10,fine mud [T07],10,granule [T07],,,angular,35,0,5,10,35,0,0,5,10,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-CC-A,340,U1399,A,14,14-CC,H,CC,A,0,12.5,111.93,112.055,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,5,5,40,0,0,5,15,10,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-14H-CC-A,340,U1399,A,14,14-CC,H,CC,A,12.5,16,112.055,112.09,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,0,13,112,112.13,high [drilling disturbance],6,carbonate ooze [Leg178],100,very fine mud [T07],1,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,13,15,112.13,112.15,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,15,15.5,112.15,112.155,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,20,0,5,0,48,0,0,2,5,20,,well [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,15.5,44,112.155,112.44,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,44,105,112.44,113.05,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,40,0,1,0,48,0,0,1,0,10,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,105,146,113.05,113.46,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-1-A,340,U1399,A,15,15-1,H,1,A,146,150,113.46,113.5,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,,,0,,0,,0,,0,,0,,0,,,,,30,0,2,0,62,0,0,1,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,0,20,113.5,113.7,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,2,0,62,0,0,1,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,20,80,113.7,114.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,80,89,114.3,114.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,89,107,114.39,114.57,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,1,0,56,0,0,1,2,0,,well [BP01],absent [alteration],0,Grain component layering,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,107,110,114.57,114.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,110,111,114.6,114.61,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,1,0,51,0,0,1,2,5,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-2-A,340,U1399,A,15,15-2,H,2,A,111,150,114.61,115,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,0,55,115,115.55,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,55,56,115.55,115.56,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,34,0,1,0,50,0,0,2,3,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,56,60.5,115.56,115.605,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,60.6,61.5,115.606,115.615,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,fine sand [T07],4,carbonate ooze [Leg178],20,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,80,0,0,5,0,15,95,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,61.5,88,115.615,115.88,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,88,89,115.88,115.89,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],65,fine sand [T07],4,carbonate ooze [Leg178],35,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,5,10,20,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,89,114,115.89,116.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,114,115,116.14,116.15,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,2,0,70,0,0,3,5,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-3-A,340,U1399,A,15,15-3,H,3,A,115,151,116.15,116.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,0,40,116.51,116.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,40,42,116.91,116.93,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,0,2,68,0,0,0,0,0,,very well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,42,50,116.93,117.01,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,80,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,50,55,117.01,117.06,minimal [drilling disturbance],1,carbonate ooze [Leg178],80,fine mud [T07],3,volcaniclastic-mud [BGS-S81],20,fine mud [T07],3,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,40,0,0,0,0,60,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,55,134,117.06,117.85,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,134,137,117.85,117.88,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,80,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,137,142.5,117.88,117.935,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,3,2,45,0,0,3,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-15H-4-A,340,U1399,A,15,15-4,H,4,A,142.5,151,117.935,118.02,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,0,30,118.02,118.32,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
