Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
361,U1477,B,22,22-5,F,5,A,0.0,75.0,155.21,155.96,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-5-A,,,
361,U1477,B,22,22-CC,F,CC,A,0.0,10.0,155.96,156.06,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-CC-A,,,
361,U1477,B,23,23-1,F,1,A,0.0,102.0,155.6,156.62,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-1-A,,,
361,U1477,B,23,23-2,F,2,A,0.0,79.0,156.62,157.41,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-2-A,,,
361,U1477,B,23,23-3,F,3,A,0.0,94.0,157.41,158.35,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-3-A,,,
361,U1477,B,23,23-4,F,4,A,0.0,113.0,158.35,159.48,2c,silty,sand [2014],,silty sand,silty sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-4-A,,,
361,U1477,B,23,23-CC,F,CC,A,0.0,62.0,159.48,160.1,2c,silty,sand [2014],,silty sand,silty sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-CC-A,,,
361,U1477,B,24,24-1,F,1,A,0.0,141.0,160.3,161.71,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-24F-1-A,,,
361,U1477,B,24,24-2,F,2,A,0.0,125.0,161.71,162.96,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-24F-2-A,,,
361,U1477,B,24,24-3,F,3,A,0.0,119.0,162.96,164.15,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-24F-3-A,,,
361,U1477,B,24,24-4,F,4,A,0.0,56.0,164.15,164.71,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-24F-4-A,,,
361,U1477,B,24,24-CC,F,CC,A,0.0,24.0,164.71,164.95,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-24F-CC-A,,,
361,U1477,B,25,25-1,F,1,A,0.0,132.0,165.0,166.32,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-25F-1-A,,,
361,U1477,B,25,25-2,F,2,A,0.0,141.0,166.32,167.73,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-25F-2-A,,,
361,U1477,B,25,25-3,F,3,A,0.0,126.0,167.73,168.99,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-25F-3-A,,,
361,U1477,B,25,25-CC,F,CC,A,0.0,29.0,168.99,169.28,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-25F-CC-A,,,
361,U1477,B,26,26-1,F,1,A,0.0,142.0,169.7,171.12,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-26F-1-A,,,
361,U1477,B,26,26-2,F,2,A,0.0,145.0,171.12,172.57,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-26F-2-A,,,
361,U1477,B,26,26-3,F,3,A,0.0,126.0,172.57,173.83,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-26F-3-A,,,
361,U1477,B,26,26-4,F,4,A,0.0,77.0,173.83,174.6,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-26F-4-A,,,
361,U1477,B,26,26-CC,F,CC,A,0.0,26.0,174.6,174.86,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-26F-CC-A,,,
