Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
361,U1477,B,2,2-6,H,6,A,0.0,118.0,11.6,12.78,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-2H-6-A,,,
361,U1477,B,2,2-7,H,7,A,0.0,75.0,12.78,13.53,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-2H-7-A,,,
361,U1477,B,2,2-CC,H,CC,A,0.0,29.0,13.53,13.82,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-2H-CC-A,,,
361,U1477,B,3,3-1,H,1,A,0.0,141.0,13.6,15.01,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-1-A,,,
361,U1477,B,3,3-2,H,2,A,0.0,141.0,15.01,16.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-2-A,,,
361,U1477,B,3,3-3,H,3,A,0.0,142.0,16.42,17.84,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-3-A,,,
361,U1477,B,3,3-4,H,4,A,0.0,141.0,17.84,19.25,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-4-A,,,
361,U1477,B,3,3-5,H,5,A,0.0,141.0,19.25,20.66,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-5-A,,,
361,U1477,B,3,3-6,H,6,A,0.0,142.0,20.66,22.08,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-6-A,,,
361,U1477,B,3,3-7,H,7,A,0.0,111.0,22.08,23.19,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-7-A,,,
361,U1477,B,3,3-CC,H,CC,A,0.0,35.0,23.19,23.54,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,10YR 3/1 (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-3H-CC-A,,,
361,U1477,B,4,4-1,H,1,A,0.0,142.0,23.1,24.52,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-1-A,,,
361,U1477,B,4,4-2,H,2,A,0.0,142.0,24.52,25.94,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-2-A,,,
361,U1477,B,4,4-3,H,3,A,0.0,144.0,25.94,27.38,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-3-A,,,
361,U1477,B,4,4-4,H,4,A,0.0,144.0,27.38,28.82,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-4-A,,,
361,U1477,B,4,4-5,H,5,A,0.0,144.0,28.82,30.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-5-A,,,
361,U1477,B,4,4-5,H,5,A,0.0,144.0,28.82,30.26,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,gastropod,present [A79],,,,,361-U1477B-4H-5-A,,,
361,U1477,B,4,4-6,H,6,A,0.0,146.0,30.26,31.72,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-6-A,,,
361,U1477,B,4,4-7,H,7,A,0.0,120.0,31.72,32.92,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-7-A,,,
361,U1477,B,4,4-CC,H,CC,A,0.0,39.0,32.92,33.31,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-4H-CC-A,,,
361,U1477,B,5,5-1,H,1,A,0.0,142.0,32.6,34.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-1-A,,,
361,U1477,B,5,5-2,H,2,A,0.0,142.0,34.02,35.44,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-2-A,,,
361,U1477,B,5,5-3,H,3,A,0.0,144.0,35.44,36.88,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-3-A,,,
361,U1477,B,5,5-4,H,4,A,0.0,147.0,36.88,38.35,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-4-A,,,
361,U1477,B,5,5-5,H,5,A,0.0,145.0,38.35,39.8,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-5-A,,,
361,U1477,B,5,5-6,H,6,A,0.0,148.0,39.8,41.28,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-6-A,,,
361,U1477,B,5,5-7,H,7,A,0.0,131.0,41.28,42.59,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,echinoderm,present [A79],,,,,361-U1477B-5H-7-A,,,
361,U1477,B,5,5-CC,H,CC,A,0.0,22.0,42.59,42.81,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-5H-CC-A,,,
361,U1477,B,6,6-1,H,1,A,0.0,142.0,42.1,43.52,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-1-A,,,
361,U1477,B,6,6-2,H,2,A,0.0,142.0,43.52,44.94,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-2-A,,,
361,U1477,B,6,6-3,H,3,A,0.0,128.0,44.94,46.22,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-3-A,,,
361,U1477,B,6,6-4,H,4,A,0.0,142.0,46.22,47.64,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-4-A,,,
361,U1477,B,6,6-5,H,5,A,0.0,143.0,47.64,49.07,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-5-A,,,
361,U1477,B,6,6-6,H,6,A,0.0,145.0,49.07,50.52,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-6-A,,,
361,U1477,B,6,6-7,H,7,A,0.0,138.0,50.52,51.9,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-7-A,,,
361,U1477,B,6,6-CC,H,CC,A,0.0,25.0,51.9,52.15,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-6H-CC-A,,,
361,U1477,B,7,7-1,H,1,A,0.0,141.0,51.6,53.01,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,echinoderm,present [A79],,,,,361-U1477B-7H-1-A,,,
361,U1477,B,7,7-2,H,2,A,0.0,141.0,53.01,54.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-2-A,,,
361,U1477,B,7,7-3,H,3,A,0.0,142.0,54.42,55.84,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-3-A,,,
361,U1477,B,7,7-4,H,4,A,0.0,144.0,55.84,57.28,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-4-A,,,
361,U1477,B,7,7-5,H,5,A,0.0,142.0,57.28,58.7,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-5-A,,,
361,U1477,B,7,7-6,H,6,A,0.0,147.0,58.7,60.17,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-6-A,,,
361,U1477,B,7,7-7,H,7,A,0.0,144.0,60.17,61.61,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-7-A,,,
361,U1477,B,7,7-CC,H,CC,A,0.0,36.0,61.61,61.97,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-7H-CC-A,,,
361,U1477,B,8,8-1,H,1,A,0.0,51.0,61.1,61.61,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-1-A,,,
361,U1477,B,8,8-2,H,2,A,0.0,151.0,61.62,63.13,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-2-A,,,
361,U1477,B,8,8-3,H,3,A,0.0,141.0,63.13,64.54,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1477B-8H-3-A,,,
361,U1477,B,8,8-4,H,4,A,0.0,141.0,64.54,65.95,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-4-A,,,
361,U1477,B,8,8-5,H,5,A,0.0,142.0,65.95,67.37,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-5-A,,,
361,U1477,B,8,8-6,H,6,A,0.0,142.0,67.37,68.79,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-6-A,,,
361,U1477,B,8,8-7,H,7,A,0.0,140.0,68.79,70.19,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-7-A,,,
361,U1477,B,8,8-8,H,8,A,0.0,122.0,70.19,71.41,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-8-A,,,
361,U1477,B,8,8-CC,H,CC,A,0.0,55.0,71.41,71.96,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-8H-CC-A,,,
361,U1477,B,9,9-1,H,1,A,0.0,72.0,70.6,71.32,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-1-A,,,
361,U1477,B,9,9-2,H,2,A,0.0,142.0,71.32,72.74,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-2-A,,,
361,U1477,B,9,9-3,H,3,A,0.0,139.0,72.74,74.13,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-3-A,,,
361,U1477,B,9,9-4,H,4,A,0.0,120.0,74.13,75.33,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-4-A,,,
361,U1477,B,9,9-5,H,5,A,0.0,132.0,75.33,76.65,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-5-A,,,
361,U1477,B,9,9-6,H,6,A,0.0,145.0,76.65,78.1,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,"Centimetric olive gray (5Y 5/3) areas at 57.5-59 cm, 114.5-116 cm and 136.5-137cm.",,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-6-A,,,
361,U1477,B,9,9-7,H,7,A,0.0,141.0,78.1,79.51,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,Centimetric olive gray (5Y 5/3) area at 36-38 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-7-A,,,
361,U1477,B,9,9-8,H,8,A,0.0,128.0,79.51,80.79,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-8-A,,,
361,U1477,B,9,9-CC,H,CC,A,0.0,54.0,80.79,81.33,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-9H-CC-A,,,
361,U1477,B,10,10-1,H,1,A,0.0,30.0,80.1,80.4,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-10H-1-A,,,
361,U1477,B,10,10-2,H,2,A,0.0,131.0,80.4,81.71,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-10H-2-A,,,
361,U1477,B,10,10-3,H,3,A,0.0,142.0,81.71,83.13,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,Centimetric olive gray (5Y 5/3) area at 116-117 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-10H-3-A,,,
361,U1477,B,10,10-4,H,4,A,0.0,142.0,83.13,84.55,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-10H-4-A,,,
361,U1477,B,10,10-5,H,5,A,0.0,143.0,84.55,85.98,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-10H-5-A,,,
361,U1477,B,10,10-6,H,6,A,0.0,146.0,85.98,87.44,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1.0,medium sand [W22_2],5.0,Centimetric olive gray (5Y 5/3) areas at 33-37 cm and 108-11 cm.,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-10H-6-A,,,
