Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1419D-2H-CC-A,11,16,15.07,15.12,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,D,2,H,CC,A
341-U1419D-3H-1-A,0,150,15.0,16.5,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],17.0,,,,,,,,,,subtle color variations,,,,,,341,U1419,D,3,H,1,A
341-U1419D-3H-2-A,0,150,16.5,18.0,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],14.0,,,,,,,,,,subtle color variations,,,,,,341,U1419,D,3,H,2,A
341-U1419D-3H-3-A,0,151,18.0,19.51,biosiliceous bearing,mud [Leg210],with dispersed clasts,biosiliceous bearing mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],7.0,,,,,,,,,,clast @ 0-8 cm: dark gray/black matrix with reddish-brown dots; shell fragments @ 11 cm and 38 cm; clast @ top probably pulled up,,,,,,341,U1419,D,3,H,3,A
341-U1419D-3H-4-A,0,146,19.51,20.97,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],9.0,,,,,,,shell,,,"mud with silt, sometimes as silty laminae; intact shells @ 74-75 cm (now in WH); drill disturbance due to siltstone @ 115 cm; shell fragmnets @ 125 cm; coarse sand patch @ 137 - 141 cm",,,,,,341,U1419,D,3,H,4,A
341-U1419D-3H-5-A,0,34,20.97,21.31,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],5.0,,,,,,,,,,,,,,,,341,U1419,D,3,H,5,A
341-U1419D-3H-5-A,34,55,21.31,21.52,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,fine to coarse sand,,,,,,341,U1419,D,3,H,5,A
341-U1419D-3H-5-A,55,144,21.52,22.41,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,present [A79],5.0,,,,,,,shell fragment,,,shell fragments @ 128 cm,,,,,,341,U1419,D,3,H,5,A
341-U1419D-3H-6-A,0,147,22.41,23.88,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],17.0,,,,,,,shell fragment,,,"shell fragments @ 102 cm; mother of pearl flakes @ 2 cm; few silty intervals and sand pods (95-97 cm, 105-107 cm)",,,,,,341,U1419,D,3,H,6,A
341-U1419D-3H-7-A,0,103,23.88,24.91,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],13.0,,,,,,,,,,dark gray mud @ 65-68 cm with few forams,,,,,,341,U1419,D,3,H,7,A
341-U1419D-3H-CC-A,0,33,24.91,25.24,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],3.0,,,,,,,,,,,,,,,,341,U1419,D,3,H,CC,A
341-U1419D-3H-CC-A,33,38,25.24,25.29,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,D,3,H,CC,A
341-U1419D-4H-1-A,0,41,24.5,24.91,foraminifer bearing,mud [Leg210],with sand [Leg339],foraminifer bearing mud  with sand ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],5.0,pebble [W22_2],subangular,,,,,shell fragment,,,"basalt clast @18cm;
shell fragments 31-41cm",gradational contact,,,,,341,U1419,D,4,H,1,A
341-U1419D-4H-1-A,41,150,24.91,26.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],9.0,,,pebble [W22_2],subangular,,,shell fragment,,,"shell fragments 41-79cm;
group of siltstone/sandstone pebbles (avg. 3cm) @ 124cm",,,,,,341,U1419,D,4,H,1,A
341-U1419D-4H-2-A,0,145,26.0,27.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],13.0,,,,,,,,,,,,,,,,341,U1419,D,4,H,2,A
341-U1419D-4H-3-A,0,42,27.45,27.87,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,,gradational contact,,,,,341,U1419,D,4,H,3,A
341-U1419D-4H-3-A,42,70,27.87,28.15,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,,,,,,,341,U1419,D,4,H,3,A
341-U1419D-4H-3-A,70,76,28.15,28.21,,sand [Leg210],,sand ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,4,H,3,A
341-U1419D-4H-3-A,76,146,28.21,28.91,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,,,,,,,341,U1419,D,4,H,3,A
341-U1419D-4H-4-A,0,34,28.91,29.25,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,"30-31cm: sand layer, but mostly lost in crack",gradational contact,,,,,341,U1419,D,4,H,4,A
341-U1419D-4H-4-A,34,147,29.25,30.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],5.0,,,cobble [W22_2],subrounded,,,shell fragment,,,"7cm siltstone cobble @124cm;
shell fragment @69cm",,,,,,341,U1419,D,4,H,4,A
341-U1419D-4H-5-A,0,148,30.38,31.86,,mud [Leg210],,mud ,,,lens or pod [BJ84],10Y 3/2 (very dark grayish green),,,present [A79],4.0,,,pebble [W22_2],rounded,,,,,,sandstone clast 5 cm long axis at 18 cm; 3 granules; sand patch 3 cm at 31 cm;,,,,,,341,U1419,D,4,H,5,A
341-U1419D-4H-6-A,0,149,31.86,33.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],7.0,,,pebble [W22_2],rounded,,,,,,sandstone clast 5.5 cm long axis at 14 cm; 6 granules dispersed;,,,,,,341,U1419,D,4,H,6,A
341-U1419D-4H-7-A,0,123,33.35,34.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],9.0,,,,,granule [W22_2],subangular,,,,9 granules dispersed,,,,,,341,U1419,D,4,H,7,A
341-U1419D-4H-CC-A,0,31,34.58,34.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,granule [W22_2],subrounded,,,,2 granules;,,,,,,341,U1419,D,4,H,CC,A
341-U1419D-4H-CC-A,31,36,34.89,34.94,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,4,H,CC,A
341-U1419D-5H-1-A,0,69,34.0,34.69,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],8.0,pebble [W22_2],subrounded,,,,,,,,3cm granite pebble @ 34cm,gradational contact,,,,,341,U1419,D,5,H,1,A
341-U1419D-5H-1-A,69,108,34.69,35.08,silty,mud [Leg210],with diatoms [Leg339],silty mud  with diatoms ,,,,10Y 4/2 (grayish green),none [DB86],0.0,present [A79],3.0,,,,,,,shell fragment,,,thin shell fragments 93-97cm,gradational contact,,,,,341,U1419,D,5,H,1,A
341-U1419D-5H-1-A,108,144,35.08,35.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,,,,,,,341,U1419,D,5,H,1,A
341-U1419D-5H-2-A,0,125,35.44,36.69,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],6.0,,,,,,,,,,"45-48cm: sand patches, disturbed former bed?",gradational contact,,,,,341,U1419,D,5,H,2,A
341-U1419D-5H-2-A,125,143,36.69,36.87,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,,,,,,,341,U1419,D,5,H,2,A
341-U1419D-5H-3-A,0,12,36.87,36.99,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,5,H,3,A
341-U1419D-5H-3-A,12,50,36.99,37.37,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,5,H,3,A
341-U1419D-5H-3-A,50,146,37.37,38.33,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],6.0,,,,,,,,,,,,,,,,341,U1419,D,5,H,3,A
341-U1419D-5H-4-A,0,62,38.33,38.95,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],4.0,,,,,,,,,,sparse black motting,gradational contact,,,,,341,U1419,D,5,H,4,A
341-U1419D-5H-4-A,62,63,38.95,38.96,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,5,H,4,A
341-U1419D-5H-4-A,63,149,38.96,39.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],8.0,,,,,,,,,,"sparse black motting;
sand patch @99-101cm",,,,,,341,U1419,D,5,H,4,A
341-U1419D-5H-5-A,0,47,39.82,40.29,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],4.0,,,,,,,,,,,sharp contact,,,,,341,U1419,D,5,H,5,A
341-U1419D-5H-5-A,47,50,40.29,40.32,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1419,D,5,H,5,A
341-U1419D-5H-5-A,50,150,40.32,41.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5.0,,,,,pebble [W22_2],rounded,,,,2 argillite pebbles 2 nd 1 cm at 70 and 90 cm; 3 granules,,,,,,341,U1419,D,5,H,5,A
341-U1419D-5H-6-A,0,6,41.32,41.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,,sharp contact,,,,,341,U1419,D,5,H,6,A
341-U1419D-5H-6-A,6,10,41.38,41.42,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4.0,,10Y 7/1 (light greenish gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1419,D,5,H,6,A
341-U1419D-5H-6-A,10,103,41.42,42.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,,,,,,,sharp contact,,,,,341,U1419,D,5,H,6,A
341-U1419D-5H-6-A,103,104,42.35,42.36,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1419,D,5,H,6,A
341-U1419D-5H-6-A,104,150,42.36,42.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,,,,,,2 granules,,,,,,341,U1419,D,5,H,6,A
341-U1419D-5H-7-A,0,119,42.82,44.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6.0,,,granule [W22_2],,granule [W22_2],,,,,,,,,,,341,U1419,D,5,H,7,A
341-U1419D-5H-CC-A,0,32,44.01,44.33,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,5,H,CC,A
341-U1419D-5H-CC-A,32,37,44.33,44.38,,mud [Leg210],,mud ,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,5,H,CC,A
341-U1419D-8H-1-A,0,29,46.6,46.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1419,D,8,H,1,A
341-U1419D-8H-1-A,29,82,46.89,47.42,muddy [Leg339],gravel/conglomerate/breccia [M89m],,muddy  gravel/conglomerate/breccia ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,bivalve,,,"shells @ 54, 67cm",,,,,,341,U1419,D,8,H,1,A
341-U1419D-9H-1-A,0,147,47.4,48.87,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],4.0,,,,,,,,,,,,,,,,341,U1419,D,9,H,1,A
341-U1419D-9H-2-A,0,150,48.87,50.37,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],13.0,,,,,,,,,,,,,,,,341,U1419,D,9,H,2,A
341-U1419D-9H-3-A,0,146,50.37,51.83,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,pebble [W22_2],angular,,,,argillite 3 cm at 40 cm,,,,,,341,U1419,D,9,H,3,A
341-U1419D-9H-4-A,0,150,51.83,53.33,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,pebble [W22_2],angular,,,,argillite 3 cm at 73 cm,,,,,,341,U1419,D,9,H,4,A
341-U1419D-9H-5-A,0,81,53.33,54.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,9,H,5,A
341-U1419D-9H-6-A,0,78,54.14,54.92,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,9,H,6,A
341-U1419D-9H-7-A,0,98,54.92,55.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,9,H,7,A
341-U1419D-9H-CC-A,0,8,55.9,55.98,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,9,H,CC,A
341-U1419D-10H-1-A,0,145,55.5,56.95,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],9.0,,,,,,,,,,sparse black mottling,,,,,,341,U1419,D,10,H,1,A
341-U1419D-10H-2-A,0,10,56.95,57.05,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,sparse black mottling,,,,,,341,U1419,D,10,H,2,A
341-U1419D-10H-2-A,10,38,57.05,57.33,silty,mud [Leg210],,silty mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,present [A79],1.0,,,,,,,,,,"sparse black mottling;
16-18cm: gravel patch;
silt laminae @ 33, 36cm",,,,,,341,U1419,D,10,H,2,A
341-U1419D-10H-2-A,38,145,57.33,58.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],8.0,,,,,,,,,,,,,,,,341,U1419,D,10,H,2,A
341-U1419D-10H-3-A,0,36,58.4,58.76,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],1.0,,,,,,,shell fragment,,,"very small shell fragment @ 9cm;
sand (laminae? - disturbed) @ 11, 15cm",,,,,,341,U1419,D,10,H,3,A
341-U1419D-10H-3-A,36,68,58.76,59.08,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,normal grading,N 4 (dark gray),slight [DB86],1.0,present [A79],3.0,,,,,,,,,,"8 silt laminae (5Y 4/1), some with normal grading, with mud up to 6cm thick",,,,,,341,U1419,D,10,H,3,A
341-U1419D-10H-3-A,68,146,59.08,59.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],6.0,,,,,,,,,,"black mottling;
thin silt laminae @ 124, 126cm",,,,,,341,U1419,D,10,H,3,A
341-U1419D-10H-4-A,0,30,59.86,60.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,pebble [W22_2],angular,,,,"argilllite 1 cm at 6 cm, granule at 21 cm; argillite 3 cm at 5 cm in WH",gradational contact,,,,,341,U1419,D,10,H,4,A
341-U1419D-10H-4-A,30,115,60.16,61.01,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),,,present [A79],3.0,,,,,,,,,,,gradational contact,,,,,341,U1419,D,10,H,4,A
341-U1419D-10H-4-A,115,147,61.01,61.33,silty,mud [Leg210],,silty mud ,,,,10Y 4/2 (grayish green),,,present [A79],1.0,,,,,,,,,,,,,,,,341,U1419,D,10,H,4,A
341-U1419D-10H-5-A,0,23,61.33,61.56,,mud [Leg210],,mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,sharp contact,,,,,341,U1419,D,10,H,5,A
341-U1419D-10H-5-A,23,29,61.56,61.62,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1419,D,10,H,5,A
341-U1419D-10H-5-A,29,74,61.62,62.07,diatom rich,mud [Leg210],,diatom rich mud ,,,,5GY 3/1 (very dark greenish gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,D,10,H,5,A
341-U1419D-10H-5-A,74,153,62.07,62.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,10,H,5,A
341-U1419D-10H-6-A,0,79,62.86,63.65,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],3.0,,,,,,,,,,3 granules,,,,,,341,U1419,D,10,H,6,A
341-U1419D-10H-CC-A,0,40,63.65,64.05,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,pebble [W22_2],subrounded,,,,,,sandstone 6 cm at 22 cm;,,,,,,341,U1419,D,10,H,CC,A
341-U1419D-10H-CC-A,40,45,64.05,64.1,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,10,H,CC,A
341-U1419D-11H-1-A,0,59,63.0,63.59,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],6.0,,,,,,,,,,,,,,,,341,U1419,D,11,H,1,A
341-U1419D-11H-1-A,59,74,63.59,63.74,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,normal grading,N 4 (dark gray),slight [DB86],1.0,absent [A79],,,,,,,,,,,"5 coarse silt laminae (5Y 3/1), most normally graded, gradational upper contacts, with mud up to 3cm thick",,,,,,341,U1419,D,11,H,1,A
341-U1419D-11H-1-A,74,117,63.74,64.17,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,,,,,,,341,U1419,D,11,H,1,A
341-U1419D-11H-2-A,0,8,64.17,64.25,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,normal grading,N 4 (dark gray),slight [DB86],1.0,absent [A79],,,,,,,,,,,"3 coarse silt laminae (5Y 3/1), most normally graded, gradational upper contacts, with mud up to 2cm thick",,,,,,341,U1419,D,11,H,2,A
341-U1419D-11H-2-A,8,44,64.25,64.61,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,,,,,,,341,U1419,D,11,H,2,A
341-U1419D-11H-2-A,44,116,64.61,65.33,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,normal grading,N 4 (dark gray),slight [DB86],1.0,present [A79],4.0,,,,,,,,,,"27 coarse silt laminae and thin bedded(5Y 3/1), most normally graded, gradational upper contacts, with mud up to 6cm thick",,,,,,341,U1419,D,11,H,2,A
341-U1419D-11H-2-A,116,146,65.33,65.63,muddy [Leg339],silt [Leg210],with foraminifers [Leg339],muddy  silt  with foraminifers ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,D,11,H,2,A
341-U1419D-11H-3-A,0,3,65.63,65.66,muddy [Leg339],silt [Leg210],with foraminifers [Leg339],muddy  silt  with foraminifers ,,,,N 3 (very dark gray),slight [DB86],1.0,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1419,D,11,H,3,A
341-U1419D-11H-3-A,3,10,65.66,65.73,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0.0,present [A79],5.0,,,,,,,,,,silt patches from drilling disturbance (former laminae),,,,,,341,U1419,D,11,H,3,A
341-U1419D-11H-3-A,10,146,65.73,67.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1.0,present [A79],2.0,,,,,,,,,,,,,,,,341,U1419,D,11,H,3,A
341-U1419D-11H-4-A,0,149,67.09,68.58,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,11,H,4,A
341-U1419D-11H-5-A,0,149,68.58,70.07,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,pebble [W22_2],subrounded,,,,argillite 2.5 cm at 12 cm; sandstone 4 cm at 38 in WH!,,,,,,341,U1419,D,11,H,5,A
341-U1419D-11H-6-A,0,147,70.07,71.54,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],4.0,,,,,,,,,,4 granules,,,,,,341,U1419,D,11,H,6,A
341-U1419D-11H-7-A,0,110,71.54,72.64,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,11,H,7,A
341-U1419D-11H-CC-A,0,20,72.64,72.84,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,11,H,CC,A
341-U1419D-11H-CC-A,20,25,72.84,72.89,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,11,H,CC,A
341-U1419D-12H-CC-A,0,24,72.5,72.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,,,,,,,,,,heavy drilling disturbance,,,,,,341,U1419,D,12,H,CC,A
341-U1419D-12H-CC-A,24,29,72.74,72.79,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,12,H,CC,A
341-U1419D-14H-1-A,0,140,73.7,75.1,silty,mud [Leg210],with abundant clasts,silty mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: volcanic (basalt), siltstone, argillite",,,,,,341,U1419,D,14,H,1,A
341-U1419D-14H-2-A,0,140,75.1,76.5,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: siltstone, sandstone, argillite",,,,,,341,U1419,D,14,H,2,A
341-U1419D-14H-3-A,0,117,76.5,77.67,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: granite, siltstone, argillite",,,,,,341,U1419,D,14,H,3,A
341-U1419D-14H-4-A,0,145,77.67,79.12,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,"1 argillite, 1 sandstone, 1 basalt; many granules",,,,,,341,U1419,D,14,H,4,A
341-U1419D-14H-5-A,0,88,79.12,80.0,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),,,present [A79],1.0,pebble [W22_2],rounded,,,,,,,,"granitoid 5 cm at 16 cm; 1 argillite, 1 sandstone; many granules",,,,,,341,U1419,D,14,H,5,A
341-U1419D-14H-CC-A,0,16,80.0,80.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,D,14,H,CC,A
341-U1419D-14H-CC-A,16,21,80.16,80.21,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,D,14,H,CC,A
341-U1419D-15H-1-A,0,90,80.1,81.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],8.0,,,,,,,,,,,gradational contact,,,,,341,U1419,D,15,H,1,A
