dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,70,73,7.3,7.33,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,73,90,7.33,7.5,soupy,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,90,93,7.5,7.53,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,93,115,7.53,7.75,soupy,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,115,118,7.75,7.78,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,118,136,7.78,7.96,soupy,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,136,139,7.96,7.99,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,139,142,7.99,8.02,soupy,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,142,144,8.02,8.04,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-1-A,344,U1413,A,2,2-1,H,1,A,144,150,8.04,8.1,soupy,moderate [drilling disturbance],4,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,0,26,8.1,8.36,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,26,30,8.36,8.4,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,30,58,8.4,8.68,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,58,60,8.68,8.7,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,60,65,8.7,8.75,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,65,67,8.75,8.77,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,67,78,8.77,8.88,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,78,80,8.88,8.9,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,80,85,8.9,8.95,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,85,88,8.95,8.98,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,88,98,8.98,9.08,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,98,100,9.08,9.1,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,100,107,9.1,9.17,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,107,111,9.17,9.21,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,111,124,9.21,9.34,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,124,127,9.34,9.37,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,127,139,9.37,9.49,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-2-A,344,U1413,A,2,2-2,H,2,A,139,150,9.49,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,0,5,9.6,9.65,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,5,11,9.65,9.71,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,11,24,9.71,9.84,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,24,27,9.84,9.87,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,27,34,9.87,9.94,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,34,36,9.94,9.96,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,36,41,9.96,10.01,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,41,46,10.01,10.06,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,46,55,10.06,10.15,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,55,61,10.15,10.21,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,61,72,10.21,10.32,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,72,74,10.32,10.34,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,74,82,10.34,10.42,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,82,85,10.42,10.45,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,85,87,10.45,10.47,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,87,91,10.47,10.51,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,91,95,10.51,10.55,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,95,97,10.55,10.57,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,97,102,10.57,10.62,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,102,106,10.62,10.66,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,106,111,10.66,10.71,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,111,120,10.71,10.8,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,120,124,10.8,10.84,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,124,129,10.84,10.89,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,129,144,10.89,11.04,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,144,148,11.04,11.08,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-3-A,344,U1413,A,2,2-3,H,3,A,148,150,11.08,11.1,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,0,5,11.1,11.15,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,5,10,11.15,11.2,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,10,25,11.2,11.35,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,25,27,11.35,11.37,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,27,29,11.37,11.39,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,29,31,11.39,11.41,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,31,35,11.41,11.45,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,35,39,11.45,11.49,,,,silty,sand [USGS],,10Y 3/2 (very dark grayish green),silty  sand ,silty sand ,,,,,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,absent [B06],0,,,,
,344-U1413A-2H-4-A,344,U1413,A,2,2-4,H,4,A,39,44,11.49,11.54,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
