dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,36,39,28.83,28.86,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,39,40,28.86,28.87,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"Abundant nannos, very rare sapropel and shell fragments",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,40,51,28.87,28.98,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,51,67,28.98,29.14,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"Abundant nannos, very rare sapropel and shell fragments",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,67,71,29.14,29.18,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,71,80,29.18,29.27,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"Abundant nannos, very rare sapropel and shell fragments",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,80,83,29.27,29.3,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,83,103,29.3,29.5,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"Abundant nannos, very rare sapropel and shell fragments",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,103,108,29.5,29.55,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,108,124,29.55,29.71,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"Abundant nannos, very rare sapropel and shell fragments",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,124,127,29.71,29.74,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,127,137,29.74,29.84,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"Abundant nannos, very rare sapropel and shell fragments",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-3-A,344,U1413,A,4,4-3,H,3,A,137,144,29.84,29.91,bowed,slight [drilling disturbance],2,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,,,,,Very fine grained sized; tephra layer questionable,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,0,8,29.91,29.99,bowed,slight [drilling disturbance],2,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,,,,,Very fine grained sized; tephra layer questionable,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,16,19,30.07,30.1,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,33,37,30.24,30.28,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,64,65,30.55,30.56,bowed,slight [drilling disturbance],2,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,,,,,Very fine grained sized; tephra layer questionable,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,72,75,30.63,30.66,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,86,88,30.77,30.79,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,99,101,30.9,30.92,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,105,112,30.96,31.03,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,122,125,31.13,31.16,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,tephra ,pod,,,,,,Pod at 124,,,,slight [B06],2,,,,
,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,136,152,31.27,31.43,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
No DUPE; IW sample row.,344-U1413A-4H-4-A,344,U1413,A,4,4-4,H,4,A,136,152,31.27,31.43,,,2,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,0,23,31.43,31.66,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,23,28,31.66,31.71,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,28,40,31.71,31.83,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,40,47,31.83,31.9,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,47,58,31.9,32.01,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,58,64,32.01,32.07,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-5-A,344,U1413,A,4,4-5,H,5,A,64,94,32.07,32.37,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-6-A,344,U1413,A,4,4-6,H,6,A,0,7,32.37,32.44,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-6-A,344,U1413,A,4,4-6,H,6,A,7,10,32.44,32.47,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-6-A,344,U1413,A,4,4-6,H,6,A,10,44,32.47,32.81,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-6-A,344,U1413,A,4,4-6,H,6,A,44,47,32.81,32.84,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-6-A,344,U1413,A,4,4-6,H,6,A,47,53,32.84,32.9,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,0,23,32.9,33.13,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,23,26,33.13,33.16,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,26,46,33.16,33.36,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,46,50,33.36,33.4,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,50,80,33.4,33.7,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,80,81,33.7,33.71,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,81,89,33.71,33.79,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,89,90,33.79,33.8,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,90,95,33.8,33.85,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,95,96,33.85,33.86,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,96,114,33.86,34.04,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,114,115,34.04,34.05,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,115,117,34.05,34.07,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,117,118,34.07,34.08,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,118,122,34.08,34.12,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,122,124,34.12,34.14,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],,,sand [W22_1],3,foraminifera enriched in most sandy layers.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-7-A,344,U1413,A,4,4-7,H,7,A,124,128,34.14,34.18,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-4H-CC-A,344,U1413,A,4,4-CC,H,CC,A,0,39,34.18,34.57,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,Abundant nannos and very rare shell fragments.,,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,0,14,35.1,35.24,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,14,15,35.24,35.25,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,15,30,35.25,35.4,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,30,33,35.4,35.43,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,33,58,35.43,35.68,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,58,61,35.68,35.71,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,61,72,35.71,35.82,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,72,74,35.82,35.84,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,74,84,35.84,35.94,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,84,85,35.94,35.95,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,85,115,35.95,36.25,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,115,116,36.25,36.26,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,116,122,36.26,36.32,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,122,124,36.32,36.34,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,124,127,36.34,36.37,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand [Leg339],clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,127,130,36.37,36.4,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers [Leg339],sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-1-A,344,U1413,A,5,5-1,H,1,A,130,141,36.4,36.51,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand ,clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,slight [B06],2,,,,
,344-U1413A-5H-2-A,344,U1413,A,5,5-2,H,2,A,0,10,36.51,36.61,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand ,clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,,,,,,
,344-U1413A-5H-2-A,344,U1413,A,5,5-2,H,2,A,10,15,36.61,36.66,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers ,sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
,344-U1413A-5H-2-A,344,U1413,A,5,5-2,H,2,A,15,42,36.66,36.93,bowed,slight [drilling disturbance],2,silty,clay [USGS],with sand [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with sand ,clay [W22_2],1,sand [W22_1],3,"biogenic fragments (fish scales, foraminifera, shell fragments) common",,,,,,,,,,,,,,,,,
,344-U1413A-5H-2-A,344,U1413,A,5,5-2,H,2,A,42,45,36.93,36.96,bowed,slight [drilling disturbance],2,silty,sand [USGS],with foraminifers [Leg339],5GY 3/1 (very dark greenish gray),silty  sand ,silty sand  with foraminifers ,sand [W22_1],3,sand [W22_1],3,"foraminifera enriched, normally graded",,,,,,,,,,,,,,,,,
