Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1506A-4R-3-A,0,86,26.19,27.05,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 7/N (light gray),,,,,,,,,,,,color alternate with N 8.5 (White). Contains rare centimeter-scale concentrations of black manganese (?) oxides.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1506,A,4,R,3,A,
371-U1506A-4R-CC-A,0,11,27.05,27.16,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 7/N (light gray),,,,,,,,,,,,color alternate with N 8.5 (White). Contains rare centimeter-scale concentrations of black manganese (?) oxides.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1506,A,4,R,CC,A,
371-U1506A-6R-1-A,0,150,42.2,43.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,,,"Mottled and burrowed with 10Y 8/1, with centimeter-scale concentrations of black, opaque oxides/sulfides.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,6,R,1,A,
371-U1506A-6R-2-A,0,150,43.7,45.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,,,"Mottled and burrowed with 10Y 8/1, with centimeter-scale concentrations of black, opaque oxides/sulfides.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,6,R,2,A,
371-U1506A-6R-3-A,0,145,45.2,46.65,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,,,"Mottled and burrowed with 10Y 8/1, with centimeter-scale concentrations of black, opaque oxides/sulfides.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,6,R,3,A,
371-U1506A-6R-4-A,0,137,46.7,48.07,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,,,"Mottled and burrowed with 10Y 8/1, with centimeter-scale concentrations of black, opaque oxides/sulfides.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,6,R,4,A,
371-U1506A-6R-CC-A,0,17,48.07,48.24,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8 (white),,,,,,,,,,,,"Mottled and burrowed with 10Y 8/1, with centimeter-scale concentrations of black, opaque oxides/sulfides.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,6,R,CC,A,
371-U1506A-8R-1-A,0,150,61.5,63,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),,,,,,,,,,,,"Mottles of 10YR 8/2 (pale light brown) material and concentrations of micrometer scale opaque, black minerals (oxides/sulfides) throughout.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,8,R,1,A,
371-U1506A-8R-2-A,0,150,63,64.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),,,,,,,,,,,,"Mottles of 10YR 8/2 (pale light brown) material and concentrations of micrometer scale opaque, black minerals (oxides/sulfides) throughout.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,8,R,2,A,
371-U1506A-8R-3-A,0,150,64.5,66,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),,,,,,,,,,,,"Mottles of 10YR 8/2 (pale light brown) material and concentrations of micrometer scale opaque, black minerals (oxides/sulfides) throughout.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,8,R,3,A,
371-U1506A-8R-4-A,0,126,66,67.26,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),,,,,,,,,,,,"Mottles of 10YR 8/2 (pale light brown) material and concentrations of micrometer scale opaque, black minerals (oxides/sulfides) throughout.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,8,R,4,A,
371-U1506A-8R-5-A,0,77,67.31,68.08,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),,,,,,,,,,,,"Mottles of 10YR 8/2 (pale light brown) material and concentrations of micrometer scale opaque, black minerals (oxides/sulfides) throughout.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,8,R,5,A,
371-U1506A-8R-CC-A,0,10,68.08,68.18,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),,,,,,,,,,,,"Mottles of 10YR 8/2 (pale light brown) material and concentrations of micrometer scale opaque, black minerals (oxides/sulfides) throughout.",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,8,R,CC,A,
371-U1506A-9R-1-A,0,150,71.2,72.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,9,R,1,A,
371-U1506A-9R-2-A,0,150,72.7,74.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,9,R,2,A,
371-U1506A-9R-3-A,0,150,74.2,75.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,9,R,3,A,
371-U1506A-9R-4-A,0,97,75.7,76.67,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,9,R,4,A,
371-U1506A-9R-5-A,0,70,76.72,77.42,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,9,R,5,A,
371-U1506A-9R-CC-A,0,9,77.42,77.51,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,9,R,CC,A,
371-U1506A-10R-1-A,0,150,81,82.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,Black millimeter-scale blebs of framboidal pyrite dispersed throughout.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,10,R,1,A,
371-U1506A-10R-2-A,0,150,82.5,84,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,Black millimeter-scale blebs of framboidal pyrite dispersed throughout.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,10,R,2,A,
371-U1506A-10R-3-A,0,150,84,85.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,Black millimeter-scale blebs of framboidal pyrite dispersed throughout.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,10,R,3,A,
371-U1506A-10R-4-A,0,122,85.5,86.72,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,Black millimeter-scale blebs of framboidal pyrite dispersed throughout.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,10,R,4,A,
371-U1506A-10R-5-A,0,80,86.77,87.57,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,Black millimeter-scale blebs of framboidal pyrite dispersed throughout.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,10,R,5,A,
371-U1506A-10R-CC-A,0,6,87.57,87.63,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,Black millimeter-scale blebs of framboidal pyrite dispersed throughout.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,10,R,CC,A,
371-U1506A-11R-1-A,0,153,90.7,92.23,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,11,R,1,A,
371-U1506A-11R-2-A,0,151,92.23,93.74,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,11,R,2,A,
371-U1506A-11R-3-A,0,150,93.74,95.24,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,11,R,3,A,
371-U1506A-11R-4-A,0,151,95.24,96.75,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,11,R,4,A,
371-U1506A-11R-CC-A,0,5,96.75,96.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),,,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,11,R,CC,A,
371-U1506A-12R-1-A,0,150,100.3,101.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,12,R,1,A,
371-U1506A-12R-2-A,0,150,101.8,103.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,12,R,2,A,
371-U1506A-12R-3-A,0,150,103.3,104.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,12,R,3,A,
371-U1506A-12R-4-A,0,141,104.8,106.21,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,12,R,4,A,
371-U1506A-12R-5-A,0,130,106.31,107.61,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,12,R,5,A,
371-U1506A-13R-1-A,0,150,109.8,111.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,13,R,1,A,
371-U1506A-13R-2-A,0,150,111.3,112.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,13,R,2,A,
371-U1506A-13R-3-A,0,150,112.8,114.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,13,R,3,A,
371-U1506A-13R-4-A,0,150,114.3,115.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,13,R,4,A,
371-U1506A-13R-5-A,0,53,115.8,116.33,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,sulfide,sparse [B06],1,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,13,R,5,A,
371-U1506A-14R-1-A,0,150,119.3,120.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,1,A,
371-U1506A-14R-2-A,0,150,120.8,122.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,2,A,
371-U1506A-14R-3-A,0,150,122.3,123.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,3,A,
371-U1506A-14R-4-A,0,140,123.8,125.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,4,A,
371-U1506A-14R-5-A,0,55,125.3,125.85,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,5,A,
371-U1506A-14R-5-A,55,63.5,125.85,125.935,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,patch or bleb,,,,,,moderate [B06],3,"Semi-lithified, G14/N grey bled (likely to be a burrow?) with sand-sized opaque minerals (pyrite or other oxydes?)",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,5,A,
371-U1506A-14R-5-A,63.5,111,125.935,126.41,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,5,A,
371-U1506A-14R-6-A,0,79,126.41,127.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,14,R,6,A,
371-U1506A-15R-1-A,0,54,128.8,129.34,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,15,R,1,A,
371-U1506A-16R-1-A,0,150,138.4,139.9,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,16,R,1,A,
371-U1506A-16R-2-A,0,150,139.9,141.4,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,16,R,2,A,
371-U1506A-16R-3-A,0,150,141.4,142.9,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,16,R,3,A,
371-U1506A-16R-4-A,0,150,142.9,144.4,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,16,R,4,A,
371-U1506A-16R-5-A,0,71,144.4,145.11,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,16,R,5,A,
371-U1506A-16R-6-A,0,80,145.21,146.01,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,16,R,6,A,
371-U1506A-17R-1-A,0,150,148,149.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,17,R,1,A,
371-U1506A-17R-2-A,0,150,149.5,151,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,17,R,2,A,
371-U1506A-17R-3-A,0,150,151,152.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,17,R,3,A,
371-U1506A-17R-4-A,0,150,152.5,154,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,17,R,4,A,
371-U1506A-17R-5-A,0,92,154,154.92,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,17,R,5,A,
371-U1506A-18R-1-A,0,150,157.6,159.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,1,A,
371-U1506A-18R-2-A,0,150,159.1,160.6,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,2,A,
371-U1506A-18R-3-A,0,150,160.6,162.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,3,A,
371-U1506A-18R-4-A,0,140,162.1,163.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,4,A,
371-U1506A-18R-5-A,0,118,163.6,164.78,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,5,A,
371-U1506A-18R-CC-A,0,5,164.78,164.83,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,CC,A,
371-U1506A-19R-1-A,0,150,167.2,168.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),color banding,,,,,,,,,moderate [B06],3,"Decimeter-scale, faint color-banding with alternating white (9/N) and greyish white (2.5Y8/1) intervals, possibly due to variations in bioturbation intensity and/or clay content (?).",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,19,R,1,A,
