Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1480H-2H-1-A,0,60,4.5,5.1,IA,calcareous [Leg339],clay [S54],with silt [2014],calcareous clay,calcareous clay with silt,clay with silt,,2.5Y 7/3 (pale yellow),irregular,gradational,irregular gradational,sub-horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"thin dark layer 1-5 cm (10YR 4/1) @ 18-21, 32.5-33.5, 42.5, 45.5, 50-52, 57-59 cm",mottling [BJ80],slight [DB91],3,Thalassinoides,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,H,2,H,1,A,
362-U1480H-2H-1-A,60,114,5.1,5.64,IB,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 73-75, 89-91, 94.5-95, 102-103.5, 110-114 cm",,slight [DB91],3,Scolicia,Thalassinoides,,,,,,,,,,,,,,362,U1480,H,2,H,1,A,
362-U1480H-2H-1-A,114,115,5.64,5.65,IB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,10YR 3/3 (dark brown),irregular,sharp,irregular sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,1,A,
362-U1480H-2H-1-A,115,135,5.65,5.85,IB,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 5/10Y (greenish gray),,,,,medium bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,,,,,mottling [BJ80],slight [DB91],3,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,2,H,1,A,
362-U1480H-2H-2-A,0,44,6,6.44,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/5GY (greenish gray),irregular,gradational,irregular gradational,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 5-6, 22-23, 31-33 cm",mottling [BJ80],absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,A,
362-U1480H-2H-2-A,44,50,6.44,6.5,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,A,
362-U1480H-2H-2-A,50,87,6.5,6.87,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/5GY (greenish gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 64-65, 83.5-85 cm",mottling [BJ80],absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,A,
362-U1480H-2H-2-A,87,89,6.87,6.89,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),wavy,sharp,wavy sharp,sub-horizontal,very thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,A,
362-U1480H-2H-2-A,89,106,6.89,7.06,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/5GY (greenish gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,silt lamina @ 94 cm,mottling [BJ80],absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,A,
362-U1480H-2H-2-A,106,117,7.06,7.17,IB,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],very fine sand [W22_2],3,non-graded,moderate [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,2,A,
362-U1480H-2H-3-A,0,18,7.32,7.5,IB,,very fine sand,with carbonate allochems [F80],very fine sand,very fine sand with carbonate allochems,very fine sand with carbonate allochems,,GLEY 1 5/10Y (greenish gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-3-A,18,73,7.5,8.05,IB,calcareous [Leg339],clay [S54],with silt [2014],calcareous clay,calcareous clay with silt,clay with silt,,GLEY 1 7/10Y (light greenish grey),irregular,gradational,irregular gradational,sub-horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],slight [DB91],3,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-3-A,73,76,8.05,8.08,IB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,10YR 8/1 (white),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-3-A,76,128,8.08,8.6,IB,calcareous [Leg339],clay [S54],with silt [2014],calcareous clay,calcareous clay with silt,clay with silt,,GLEY 1 6/10Y (greenish gray),irregular,gradational,irregular gradational,sub-horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],slight [DB91],3,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-3-A,128,136,8.6,8.68,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,medium bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-3-A,136,137,8.68,8.69,IB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,10YR 3/4 (dark yellowish brown),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-3-A,137,150,8.69,8.82,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,medium bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,3,A,
362-U1480H-2H-4-A,0,20,8.77,8.97,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 4/10Y (dark greenish gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 3-4, 8, 9 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,20,55,8.97,9.32,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),curviplanar,sharp,curviplanar sharp,sub-horizontal,thick bed [B01],unlithified [Leg194],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,55,62,9.32,9.39,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 4/10Y (dark greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,silt lamina @ 60 cm,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,62,77,9.39,9.54,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,medium bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,77,94,9.54,9.71,IB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,94,115,9.71,9.92,IB,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,dark gray lamina at @ 101 cm,structureless,absent [DB91],1,,,,,,foraminifer,D [A85],,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,115,122.5,9.92,9.995,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,122.5,130,9.995,10.07,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),planar,gradational,planar gradational,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 126, 128 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-4-A,130,135,10.07,10.12,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,4,A,
362-U1480H-2H-5-A,0,30,10.27,10.57,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thick bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,5,A,
362-U1480H-2H-5-A,30,79,10.57,11.06,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,pod at 64 cm,structureless,absent [DB91],1,,,,ash pods,,,,,,,,,,,,362,U1480,H,2,H,5,A,
362-U1480H-2H-5-A,79,116,11.06,11.43,IB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 5/10Y (greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,thick bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],"3-5 cm thick silt layer at 82, 96, 102, 115 cm. ash pod at 83 cm.",structureless,slight [DB91],3,Phycosiphon,,,ash pods,,,,,,,,,,,,362,U1480,H,2,H,5,A,
362-U1480H-2H-5-A,116,150,11.43,11.77,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,foraminifer,D [A85],,,,,,,,,362,U1480,H,2,H,5,A,
362-U1480H-2H-6-A,0,61,11.77,12.38,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 17, 20 cm",structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,6,A,
362-U1480H-2H-6-A,61,69,12.38,12.46,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],mud injection at bottom,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,6,A,
362-U1480H-2H-6-A,69,72,12.46,12.49,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 71, 72 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,6,A,
362-U1480H-2H-6-A,72,80,12.49,12.57,IB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/10Y (greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,6,A,
362-U1480H-2H-6-A,80,135,12.57,13.12,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,H,2,H,6,A,
362-U1480H-2H-7-A,0,73,13.27,14,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 17,32, 42, 52, 70 cm. Pyrite nodules.",structureless,absent [DB91],1,,,,,pyrite framboid,,,,,,,,,,,362,U1480,H,2,H,7,A,
362-U1480H-2H-CC-A,0,21,14,14.21,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina @ 3, 4, 17 cm.",structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,2,H,CC,A,
362-U1480H-3H-1-A,0,20,14,14.2,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,,,,,,,unlithified [Leg194],,,,,,,mixed up by coring,,,,,,,,,,,,,,,,,,,362,U1480,H,3,H,1,A,
362-U1480H-3H-1-A,20,75,14.2,14.75,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,H,3,H,1,A,
362-U1480H-3H-1-A,75,89,14.75,14.89,IB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),,,,,,unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternation layers of clay with silt and very thin taffaceous silt showing normal grading.,structureless,absent [DB91],1,,,,,,foraminifer,Tr [A85],,,,,,,,,362,U1480,H,3,H,1,A,
362-U1480H-3H-1-A,89,90,14.89,14.9,IB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 2.5/N (black),irregular,sharp,irregular sharp,sub-horizontal,thin lamina [B01],unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,3,H,1,A,
362-U1480H-3H-1-A,90,128.5,14.9,15.285,IB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),,,,,,unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternation layers of clay with silt and very thin taffaceous silt showing normal grading.,structureless,absent [DB91],1,,,,,,foraminifer,Tr [A85],,,,,,,,,362,U1480,H,3,H,1,A,
362-U1480H-3H-2-A,0,136.5,15.43,16.795,IB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),,,,,,unlithified [Leg194],very fine sand [W22_2],3,normal grading,moderate [2014],clay [W22_1],silt [W22_1],alternation layers of clay with silt and very thin taffaceous silt showing normal grading.,structureless,absent [DB91],1,,,,,,foraminifer,Tr [A85],,,,,,,,,362,U1480,H,3,H,2,A,
362-U1480H-3H-3-A,0,26,16.93,17.19,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 7/5GY (light greenish grey),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],absent [DB91],1,,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,3,H,3,A,
362-U1480H-3H-3-A,26,49,17.19,17.42,IB,,silt [S54],,silt,silt,silt,,GLEY 1 6/10GY (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,foraminifer,Tr [A85],,,,,,,,,362,U1480,H,3,H,3,A,
362-U1480H-3H-3-A,49,113,17.42,18.06,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 7/5GY (light greenish grey),curviplanar,sharp,curviplanar sharp,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"silt lamina at 106.5, 110 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,Phycosiphon,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,3,H,3,A,
362-U1480H-3H-3-A,113,140,18.06,18.33,IB,,silt [S54],,silt,silt,silt,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,3,H,3,A,
362-U1480H-3H-4-A,0,18.5,18.33,18.515,IB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,10YR 6/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,3,H,4,A,
362-U1480H-3H-4-A,18.5,45,18.515,18.78,IB,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,2.5Y 6/1 (gray),irregular,sharp,irregular sharp,sub-horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"ash pod at 31, 36 cm",structureless,absent [DB91],1,,,,ash pods,,,,,,,,,,,,362,U1480,H,3,H,4,A,
362-U1480H-3H-4-A,45,60,18.78,18.93,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 6/5GY (greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,taffaceous silt lamina at 65 cm,structureless,moderate [DB91],4,Scolicia,Phycosiphon,,,,,,,,,,,,,,362,U1480,H,3,H,4,A,
362-U1480H-3H-4-A,60,63,18.93,18.96,IB,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],very coarse sand [W22_2],7,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,3,H,4,A,
362-U1480H-3H-4-A,63,67,18.96,19,IB,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 6/5GY (greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,taffaceous silt lamina at 65 cm,structureless,moderate [DB91],4,Scolicia,Phycosiphon,,,,,,,,,,,,,,362,U1480,H,3,H,4,A,
362-U1480H-3H-4-A,67,119,19,19.52,IB,,silt [S54],,silt,silt,silt,,2.5Y 6/2 (light brownish gray),irregular,gradational,irregular gradational,inclined,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,foraminifer,Tr [A85],,,,,,,,,362,U1480,H,3,H,4,A,
