Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1480H-6H-3-A,0,112,45.04,46.16,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,3,A,
362-U1480H-6H-CC-A,0,63,46.16,46.79,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,CC,A,
362-U1480H-7H-1-A,0,117,52,53.17,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with abundant plant material,structureless,,,,,,,,,,,,,,,,,,362,U1480,H,7,H,1,A,
362-U1480H-7H-2-A,0,123,53.17,54.4,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with abundant plant material,structureless,,,,,,,,,,,,,,,,,,362,U1480,H,7,H,2,A,
362-U1480H-7H-3-A,0,126,54.4,55.66,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with abundant plant material.,structureless,,,,,,,,,,,,,,,,,,362,U1480,H,7,H,3,A,
362-U1480H-7H-4-A,0,119,55.66,56.85,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with abundant plant material,structureless,,,,,,,,,,,,,,,,,,362,U1480,H,7,H,4,A,
362-U1480H-7H-5-A,0,136,56.85,58.21,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with abundant plant material,structureless,,,,,,,,,,,,,,,,,,362,U1480,H,7,H,5,A,
362-U1480H-7H-6-A,0,59,58.21,58.8,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with abundant plant material,structureless,,,,,,,,,,,,,,,,,,362,U1480,H,7,H,6,A,
362-U1480H-8H-1-A,0,22,61.5,61.72,IIA,,very fine sand,with clay [2014],very fine sand,very fine sand with clay,very fine sand with clay,,,irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],,,,,,,severe coring disturbance. Not representative lithology !,,,,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,22,40,61.72,61.9,IIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,40,58.5,61.9,62.085,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,58.5,70.5,62.085,62.205,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],color bandings of light and dark gray,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,70.5,75,62.205,62.25,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,75,78.5,62.25,62.285,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],color bandings of light and dark gray,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,78.5,82.5,62.285,62.325,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,82.5,90,62.325,62.4,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],color bandings of light and dark gray,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,90,99,62.4,62.49,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,99,131,62.49,62.81,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],color bandings of light and dark gray,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,131,137.5,62.81,62.875,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,137.5,144,62.875,62.94,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],Severely deformed bed with silty clay injection at 138-142 cm,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-1-A,144,150,62.94,63,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,1,A,
362-U1480H-8H-2-A,0,3,63,63.03,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,3,17,63.03,63.17,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,17,58,63.17,63.58,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],very fine sand [W22_2],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,58,66,63.58,63.66,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,66,76,63.66,63.76,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,76,81,63.76,63.81,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],very fine sand [W22_2],fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,81,85,63.81,63.85,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,85,88,63.85,63.88,IIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,thick lamina [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,88,90.5,63.88,63.905,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,90.5,99,63.905,63.99,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,99,100,63.99,64,IIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,thick lamina [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,100,104.5,64,64.045,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,104.5,107,64.045,64.07,IIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,thick lamina [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,107,109,64.07,64.09,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,109,111.5,64.09,64.115,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,111.5,116,64.115,64.16,IIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,thick lamina [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,116,121,64.16,64.21,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,121,131,64.21,64.31,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,131,137,64.31,64.37,IIA,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,thick lamina [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-2-A,137,150,64.37,64.5,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,8,H,2,A,
362-U1480H-8H-3-A,0,110,64.5,65.6,IIA,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,3,A,
362-U1480H-8H-3-A,110,135,65.6,65.85,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,3,A,
362-U1480H-8H-4-A,0,135,66,67.35,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,4,A,
362-U1480H-8H-5-A,0,135,67.5,68.85,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,5,A,
362-U1480H-8H-6-A,0,116,69,70.16,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,6,A,
362-U1480H-8H-7-A,0,71,70.3,71.01,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,7,A,
362-U1480H-8H-CC-A,0,8,71.01,71.09,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Severely disturbed by coring,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,8,H,CC,A,
362-U1480H-9H-1-A,0,150,71,72.5,IIA,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,9,H,1,A,
362-U1480H-9H-2-A,0,6,72.5,72.56,IIA,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,Severe coring disturbance,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,6,8,72.56,72.58,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,Severe coring disturbance,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,8,51,72.58,73.01,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],medium sand [W22_2],"Severe coring disturbance on top, almost none at the base",structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,51,55,73.01,73.05,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,55,55.5,73.05,73.055,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,55.5,60.5,73.055,73.105,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,60.5,62,73.105,73.12,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,62,64,73.12,73.14,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,64,66.5,73.14,73.165,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,66.5,68,73.165,73.18,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,68,69.5,73.18,73.195,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,69.5,71,73.195,73.21,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,71,81,73.21,73.31,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,81,81.5,73.31,73.315,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,81.5,84.5,73.315,73.345,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,84.5,86.5,73.345,73.365,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,86.5,92,73.365,73.42,IIA,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,gradational,planar gradational,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],silt [W22_1],very fine sand [W22_2],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,92,111,73.42,73.61,IIA,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,gley 1 4/n (dark gray),irregular,gradational,irregular gradational,horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,silty clay chunks due to coring disturbance,structureless,absent [DB91],1,,,,,,,,"fine-grained, unknown [2014]",,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-2-A,111,150,73.61,74,IIA,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,2,A,
362-U1480H-9H-3-A,0,70,74,74.7,IIA,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,3,A,
362-U1480H-9H-3-A,70,135,74.7,75.35,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,Severe coring disturbance,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,3,A,
362-U1480H-9H-4-A,0,135,75.5,76.85,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,Severe coring disturbance,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,4,A,
362-U1480H-9H-5-A,0,135,77,78.35,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,Severe coring disturbance,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,5,A,
362-U1480H-9H-6-A,0,126,78.5,79.76,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,,unlithified [Leg194],medium sand [W22_2],5,non-graded,poor [2014],,,Severe coring disturbance,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,9,H,6,A,
