Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1513A-48X-2-A,108,113,266.23,266.28,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-48X-2-A,113,150,266.28,266.65,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-48X-3-A,0,35,266.65,267,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY,mottled,,,,,clay [W22_1],1,,,intense,5,Reported abundant chondrites between 20-23 cm. Planar colour banding with 0.3 cm green layers reported between 27-35 cm,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-48X-3-A,35,42,267,267.07,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-3-A,42,110,267.07,267.75,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-3-A,110,120,267.75,267.85,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-3-A,120,130,267.85,267.95,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-3-A,130,142,267.95,268.07,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-3-A,142,150,268.07,268.15,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-4-A,0,60,268.15,268.75,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-4-A,60,70,268.75,268.85,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-4-A,70,135,268.85,269.5,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-4-A,135,150,269.5,269.65,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-5-A,0,19,269.65,269.84,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-5-A,19,30,269.84,269.95,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-5-A,30,54,269.95,270.19,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-5-A,54,67,270.19,270.32,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-5-A,67,72,270.32,270.37,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N,mottled,,,,,clay [W22_1],1,,,intense,5,Phosphatic nodule observed at 71-72 cm,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-5-A,72,89,270.37,270.54,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-6-A,0,71,270.54,271.25,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-48X-CC-A,0,32,271.25,271.57,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-49X-1-A,0,139,273.3,274.69,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,,,clay [W22_1],1,,,high,3,Shell fragments disseminated between 0-44 cm. Green bioturbation lens at 84 cm,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-49X-CC-A,0,7,274.69,274.76,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-50X-1-A,0,144,282.9,284.34,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,,,clay [W22_1],1,,,high,3,Green bioturbation lens at 101 cm,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-50X-CC-A,0,30,284.34,284.64,IV,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone with nannofossils,,,
